questions,expected
78+280 ,358    
35-628 ,-593   
624-7  ,617    
16-767 ,-751   
68-597 ,-529   
47-30  ,17     
18*361 ,6498   
4-83   ,-79    
0+20   ,20     
6-241  ,-235   
362*1  ,362    
283-946,-663   
8*493  ,3944   
15-12  ,3      
381+71 ,452    
600*493,295800 
12-444 ,-432   
319+291,610    
100*0  ,0      
390*9  ,3510   
489+975,1464   
340+3  ,343    
46*964 ,44344  
595+129,724    
31+76  ,107    
34-57  ,-23    
656-0  ,656    
77*87  ,6699   
6-535  ,-529   
263+752,1015   
43-1   ,42     
681-39 ,642    
17+4   ,21     
203+87 ,290    
3+29   ,32     
804*27 ,21708  
70-30  ,40     
0+545  ,545    
72*717 ,51624  
246-44 ,202    
529+92 ,621    
415+47 ,462    
19*532 ,10108  
539-292,247    
557+3  ,560    
259+48 ,307    
8+320  ,328    
636+590,1226   
553+10 ,563    
34-55  ,-21    
139+29 ,168    
53*372 ,19716  
480+35 ,515    
52*2   ,104    
265*109,28885  
91*73  ,6643   
344-7  ,337    
5+249  ,254    
90-20  ,70     
494+5  ,499    
369-96 ,273    
14-41  ,-27    
10*87  ,870    
22-497 ,-475   
3-244  ,-241   
53-594 ,-541   
33+746 ,779    
28+89  ,117    
166*4  ,664    
591-161,430    
863-41 ,822    
164-260,-96    
734*8  ,5872   
618*8  ,4944   
1+633  ,634    
85*309 ,26265  
732-40 ,692    
92+3   ,95     
402*811,326022 
603+784,1387   
22+7   ,29     
397+913,1310   
557+20 ,577    
932+54 ,986    
39*413 ,16107  
604+9  ,613    
843+247,1090   
347+23 ,370    
687+79 ,766    
539*95 ,51205  
51+761 ,812    
214+9  ,223    
40-913 ,-873   
784*182,142688 
74-48  ,26     
664+592,1256   
669-259,410    
286-95 ,191    
853*7  ,5971   
263+1  ,264    
9+501  ,510    
347-6  ,341    
43+92  ,135    
6*80   ,480    
68*628 ,42704  
5*999  ,4995   
80+18  ,98     
4+750  ,754    
965+42 ,1007   
159+51 ,210    
594-28 ,566    
608-33 ,575    
79+891 ,970    
296-57 ,239    
857-813,44     
4+817  ,821    
25-2   ,23     
476-11 ,465    
734*930,682620 
684-548,136    
969-954,15     
94*778 ,73132  
62*491 ,30442  
301+2  ,303    
876-45 ,831    
123-61 ,62     
9*35   ,315    
85+58  ,143    
962+5  ,967    
90+356 ,446    
50*24  ,1200   
9+45   ,54     
3+589  ,592    
893*73 ,65189  
633+61 ,694    
800*851,680800 
15*457 ,6855   
1*240  ,240    
464*777,360528 
9+402  ,411    
424*7  ,2968   
96+258 ,354    
291*96 ,27936  
8-407  ,-399   
46+24  ,70     
1+490  ,491    
523*689,360347 
8*643  ,5144   
48-70  ,-22    
724*0  ,0      
63-595 ,-532   
672+8  ,680    
6*630  ,3780   
941*667,627647 
0+219  ,219    
172+50 ,222    
741*670,496470 
392*364,142688 
418*74 ,30932  
3-957  ,-954   
1*203  ,203    
2-618  ,-616   
440-409,31     
47*503 ,23641  
514+890,1404   
96-964 ,-868   
216-53 ,163    
994+1  ,995    
203+683,886    
57-49  ,8      
39+529 ,568    
830-9  ,821    
69-536 ,-467   
2-603  ,-601   
88*58  ,5104   
852+62 ,914    
6+217  ,223    
448*16 ,7168   
6*51   ,306    
325+62 ,387    
29*486 ,14094  
9*642  ,5778   
35*84  ,2940   
880-7  ,873    
69*721 ,49749  
91+199 ,290    
47*353 ,16591  
68-495 ,-427   
58+6   ,64     
26+96  ,122    
895+8  ,903    
464*41 ,19024  
76*570 ,43320  
500+4  ,504    
746-29 ,717    
569+0  ,569    
663*57 ,37791  
12-255 ,-243   
4-840  ,-836   
44-97  ,-53    
43-270 ,-227   
72-21  ,51     
3+750  ,753    
35*960 ,33600  
50-40  ,10     
7*219  ,1533   
58+482 ,540    
2*99   ,198    
5+939  ,944    
203*93 ,18879  
40+815 ,855    
376-44 ,332    
1*840  ,840    
154*374,57596  
909-49 ,860    
631-7  ,624    
194*3  ,582    
3-74   ,-71    
8-547  ,-539   
743-2  ,741    
8+973  ,981    
44-845 ,-801   
52-686 ,-634   
18-5   ,13     
35-344 ,-309   
454-5  ,449    
729-169,560    
796*74 ,58904  
10-947 ,-937   
76+771 ,847    
98-77  ,21     
956*602,575512 
65-515 ,-450   
512*2  ,1024   
730+9  ,739    
598-324,274    
3-88   ,-85    
658-920,-262   
3+60   ,63     
3*723  ,2169   
2-87   ,-85    
721+743,1464   
11*189 ,2079   
18-975 ,-957   
552-40 ,512    
62*43  ,2666   
52-81  ,-29    
174+49 ,223    
867+95 ,962    
46+981 ,1027   
670-58 ,612    
19*11  ,209    
45+563 ,608    
65-282 ,-217   
532-93 ,439    
555+8  ,563    
834-6  ,828    
889-7  ,882    
58+417 ,475    
2+521  ,523    
65+87  ,152    
160+390,550    
261+629,890    
54-175 ,-121   
794-39 ,755    
986*248,244528 
242-5  ,237    
588*9  ,5292   
6*855  ,5130   
860+29 ,889    
22*197 ,4334   
929*35 ,32515  
25+73  ,98     
55*753 ,41415  
57+35  ,92     
33-1   ,32     
61-9   ,52     
77-689 ,-612   
88*808 ,71104  
18-9   ,9      
64+40  ,104    
789*267,210663 
984+38 ,1022   
666+11 ,677    
28*958 ,26824  
17-0   ,17     
333+7  ,340    
179+11 ,190    
12-1   ,11     
2-998  ,-996   
6*1    ,6      
72-807 ,-735   
463*9  ,4167   
217*735,159495 
51*818 ,41718  
98*701 ,68698  
749+835,1584   
604-5  ,599    
8-381  ,-373   
87*93  ,8091   
690*253,174570 
398+373,771    
2-604  ,-602   
449*9  ,4041   
3*235  ,705    
462-617,-155   
53-37  ,16     
396*50 ,19800  
48*65  ,3120   
34*612 ,20808  
62-235 ,-173   
18+661 ,679    
67*7   ,469    
80-90  ,-10    
304*158,48032  
674-578,96     
3-53   ,-50    
434+3  ,437    
694+9  ,703    
784*24 ,18816  
6-342  ,-336   
441-594,-153   
9*124  ,1116   
4+43   ,47     
62-909 ,-847   
984-59 ,925    
789+7  ,796    
11+656 ,667    
548*644,352912 
408+31 ,439    
802+8  ,810    
95+2   ,97     
44-45  ,-1     
8*43   ,344    
689+878,1567   
80+20  ,100    
959-191,768    
440+25 ,465    
86*194 ,16684  
643-2  ,641    
41-783 ,-742   
323-69 ,254    
868+290,1158   
2*695  ,1390   
81-538 ,-457   
522+442,964    
37*777 ,28749  
672-56 ,616    
650*359,233350 
75+9   ,84     
753*46 ,34638  
650+3  ,653    
339-192,147    
215+584,799    
99+83  ,182    
720+28 ,748    
50+65  ,115    
50*697 ,34850  
699-98 ,601    
38*136 ,5168   
340*32 ,10880  
0-879  ,-879   
60*516 ,30960  
42+49  ,91     
94+59  ,153    
3+429  ,432    
53-78  ,-25    
7+680  ,687    
38+67  ,105    
865*37 ,32005  
8-861  ,-853   
444+54 ,498    
3*500  ,1500   
5-303  ,-298   
14*91  ,1274   
850+476,1326   
98*57  ,5586   
53-114 ,-61    
880-70 ,810    
752+85 ,837    
3*987  ,2961   
932*5  ,4660   
976*535,522160 
785*583,457655 
35+8   ,43     
19-790 ,-771   
508+3  ,511    
461*3  ,1383   
42+74  ,116    
267+14 ,281    
829*1  ,829    
492-5  ,487    
39+213 ,252    
6*271  ,1626   
788*145,114260 
23-871 ,-848   
5+64   ,69     
204+2  ,206    
577+26 ,603    
3+54   ,57     
248-40 ,208    
42*342 ,14364  
1*382  ,382    
190+330,520    
506+2  ,508    
482+88 ,570    
87+78  ,165    
73*608 ,44384  
9+22   ,31     
788*12 ,9456   
47*97  ,4559   
81-9   ,72     
482-15 ,467    
0-20   ,-20    
599+336,935    
968-2  ,966    
504*17 ,8568   
90*201 ,18090  
92-49  ,43     
6+247  ,253    
173*36 ,6228   
623-63 ,560    
24*59  ,1416   
191*0  ,0      
264-3  ,261    
998+440,1438   
85*26  ,2210   
66*422 ,27852  
546+394,940    
616*6  ,3696   
7*559  ,3913   
195*78 ,15210  
902+1  ,903    
44*26  ,1144   
7*375  ,2625   
28-793 ,-765   
999-955,44     
124*0  ,0      
1-536  ,-535   
639*93 ,59427  
43+997 ,1040   
6-495  ,-489   
566+900,1466   
98+33  ,131    
10+22  ,32     
848-432,416    
41+205 ,246    
793-35 ,758    
503-11 ,492    
41*862 ,35342  
966+5  ,971    
558+614,1172   
277+7  ,284    
345*19 ,6555   
9-228  ,-219   
1+199  ,200    
816-6  ,810    
581-903,-322   
2+87   ,89     
293-636,-343   
27-68  ,-41    
82+827 ,909    
19*678 ,12882  
478-863,-385   
271-2  ,269    
149-19 ,130    
94*41  ,3854   
27*97  ,2619   
15+436 ,451    
327+84 ,411    
16*837 ,13392  
553+27 ,580    
1*656  ,656    
95*738 ,70110  
78*968 ,75504  
14*289 ,4046   
979+4  ,983    
8-886  ,-878   
81*23  ,1863   
10+92  ,102    
844*304,256576 
580*14 ,8120   
84-630 ,-546   
2-8    ,-6     
794*2  ,1588   
959*38 ,36442  
57+190 ,247    
24-33  ,-9     
657+453,1110   
194-5  ,189    
346+4  ,350    
32-744 ,-712   
0*85   ,0      
61+91  ,152    
239+3  ,242    
80-330 ,-250   
369*629,232101 
765+178,943    
514+946,1460   
39-867 ,-828   
79*2   ,158    
816*635,518160 
47*9   ,423    
297+18 ,315    
93-559 ,-466   
679-7  ,672    
76+567 ,643    
512-884,-372   
408*65 ,26520  
603*99 ,59697  
286+97 ,383    
601-3  ,598    
391-4  ,387    
32*776 ,24832  
95*710 ,67450  
596*12 ,7152   
10+209 ,219    
959*860,824740 
613-465,148    
9+634  ,643    
72*285 ,20520  
18-982 ,-964   
613+5  ,618    
2+356  ,358    
623*189,117747 
476-0  ,476    
479-6  ,473    
19+84  ,103    
92*701 ,64492  
4+340  ,344    
70-96  ,-26    
52-702 ,-650   
78*529 ,41262  
99*488 ,48312  
979*9  ,8811   
258+84 ,342    
70*156 ,10920  
85+230 ,315    
84*47  ,3948   
542*6  ,3252   
49*1   ,49     
357+707,1064   
912*611,557232 
3*48   ,144    
110-27 ,83     
61*10  ,610    
69*46  ,3174   
39-984 ,-945   
200-25 ,175    
240+154,394    
3-10   ,-7     
1-793  ,-792   
9-845  ,-836   
800+51 ,851    
93-63  ,30     
788-658,130    
891-82 ,809    
33-62  ,-29    
436*3  ,1308   
11-579 ,-568   
484-40 ,444    
6+850  ,856    
927-734,193    
600*529,317400 
39-56  ,-17    
700+9  ,709    
70+172 ,242    
211*68 ,14348  
16*0   ,0      
77-315 ,-238   
5+417  ,422    
788-424,364    
5*850  ,4250   
766*6  ,4596   
256-23 ,233    
434+397,831    
538*5  ,2690   
952-7  ,945    
8-75   ,-67    
6-795  ,-789   
336*537,180432 
864+857,1721   
160-8  ,152    
9-1    ,8      
4-929  ,-925   
825*578,476850 
7+422  ,429    
928*37 ,34336  
49-341 ,-292   
28*64  ,1792   
9-262  ,-253   
855-75 ,780    
75+968 ,1043   
58-71  ,-13    
284-25 ,259    
33-630 ,-597   
15*92  ,1380   
58+35  ,93     
13*894 ,11622  
761-2  ,759    
81*794 ,64314  
62*29  ,1798   
180+4  ,184    
7*988  ,6916   
662-676,-14    
3-780  ,-777   
73*13  ,949    
435+18 ,453    
6+49   ,55     
915+830,1745   
668+381,1049   
15+484 ,499    
6-822  ,-816   
6*50   ,300    
51-72  ,-21    
228*66 ,15048  
77*452 ,34804  
262*6  ,1572   
638+173,811    
949+333,1282   
7-937  ,-930   
8+692  ,700    
8+33   ,41     
84*1   ,84     
743-4  ,739    
812+2  ,814    
163+965,1128   
814*73 ,59422  
292*97 ,28324  
965*226,218090 
351-4  ,347    
485+9  ,494    
217+45 ,262    
59*179 ,10561  
270-6  ,264    
28*98  ,2744   
243+3  ,246    
56+187 ,243    
500+8  ,508    
228+96 ,324    
836-241,595    
153*26 ,3978   
58+213 ,271    
655+637,1292   
67*473 ,31691  
51-88  ,-37    
7+316  ,323    
312+396,708    
812-245,567    
84-489 ,-405   
3*126  ,378    
6-845  ,-839   
36*19  ,684    
448*5  ,2240   
7+642  ,649    
44+409 ,453    
83-31  ,52     
840+79 ,919    
97+92  ,189    
764*380,290320 
9+968  ,977    
75*276 ,20700  
486*186,90396  
33-328 ,-295   
90+450 ,540    
53-209 ,-156   
24+53  ,77     
3+11   ,14     
87+490 ,577    
4*459  ,1836   
16-958 ,-942   
168-7  ,161    
44+196 ,240    
30-741 ,-711   
647-8  ,639    
97-240 ,-143   
561-222,339    
92+19  ,111    
873+27 ,900    
54+780 ,834    
17-719 ,-702   
97+336 ,433    
94-575 ,-481   
48+1   ,49     
274-52 ,222    
154-3  ,151    
58+12  ,70     
156+3  ,159    
670+194,864    
31-958 ,-927   
35-50  ,-15    
14*220 ,3080   
88-332 ,-244   
122*253,30866  
7*661  ,4627   
955+5  ,960    
80+72  ,152    
74+156 ,230    
216*3  ,648    
555-343,212    
709-99 ,610    
372+2  ,374    
769*3  ,2307   
720*8  ,5760   
615-175,440    
10*407 ,4070   
937+530,1467   
4+34   ,38     
42-86  ,-44    
7+291  ,298    
101*299,30199  
42*640 ,26880  
389-4  ,385    
73*49  ,3577   
92+108 ,200    
6*524  ,3144   
5-787  ,-782   
584*89 ,51976  
437*708,309396 
62*350 ,21700  
720-812,-92    
8*569  ,4552   
40-738 ,-698   
0+125  ,125    
48-814 ,-766   
70*530 ,37100  
99+62  ,161    
728*674,490672 
65+7   ,72     
416*42 ,17472  
52-523 ,-471   
204*19 ,3876   
936*857,802152 
1-66   ,-65    
744+550,1294   
733-30 ,703    
826-1  ,825    
76-287 ,-211   
22*942 ,20724  
81+35  ,116    
358+644,1002   
462-320,142    
2*461  ,922    
124*584,72416  
494*447,220818 
0-227  ,-227   
516*5  ,2580   
705-3  ,702    
15*715 ,10725  
649*72 ,46728  
903-32 ,871    
1*187  ,187    
39+521 ,560    
52*95  ,4940   
54+391 ,445    
7+774  ,781    
325*711,231075 
530+492,1022   
132+45 ,177    
4+459  ,463    
4*589  ,2356   
13+65  ,78     
88+21  ,109    
23*98  ,2254   
10+678 ,688    
574-4  ,570    
40-711 ,-671   
717-48 ,669    
1+482  ,483    
4+417  ,421    
204*1  ,204    
274-85 ,189    
774*13 ,10062  
109-828,-719   
376*328,123328 
768*94 ,72192  
631*79 ,49849  
5+319  ,324    
26+3   ,29     
73-931 ,-858   
7+858  ,865    
14+1   ,15     
22+948 ,970    
86+139 ,225    
16-644 ,-628   
679-83 ,596    
391*398,155618 
273*3  ,819    
85*53  ,4505   
67*220 ,14740  
694-33 ,661    
65-585 ,-520   
79-988 ,-909   
570*93 ,53010  
46-643 ,-597   
554-53 ,501    
45-3   ,42     
9-667  ,-658   
677-44 ,633    
133-7  ,126    
533+9  ,542    
816-66 ,750    
718*66 ,47388  
7+28   ,35     
441*8  ,3528   
54-451 ,-397   
6-990  ,-984   
10+80  ,90     
20-28  ,-8     
15+386 ,401    
519-45 ,474    
9-908  ,-899   
758-415,343    
66*854 ,56364  
35-56  ,-21    
78*31  ,2418   
316*2  ,632    
139*9  ,1251   
81*59  ,4779   
0-211  ,-211   
82*622 ,51004  
74+710 ,784    
316*680,214880 
67-92  ,-25    
59*895 ,52805  
564-0  ,564    
795-20 ,775    
84+342 ,426    
7-513  ,-506   
12+256 ,268    
917-18 ,899    
39*270 ,10530  
83*0   ,0      
6*777  ,4662   
95*177 ,16815  
870+540,1410   
943*813,766659 
3+442  ,445    
324+3  ,327    
1+129  ,130    
81+761 ,842    
127*64 ,8128   
4-268  ,-264   
228+9  ,237    
6*461  ,2766   
84-2   ,82     
16+600 ,616    
457-584,-127   
348-76 ,272    
904-785,119    
156+521,677    
945*0  ,0      
90*19  ,1710   
8*237  ,1896   
628+775,1403   
13-24  ,-11    
8+91   ,99     
294-90 ,204    
51*30  ,1530   
96-64  ,32     
8+870  ,878    
713+376,1089   
49-542 ,-493   
551+59 ,610    
741+71 ,812    
663*5  ,3315   
449+9  ,458    
990-35 ,955    
1*87   ,87     
983+851,1834   
256*7  ,1792   
80+983 ,1063   
83+62  ,145    
0+714  ,714    
2*748  ,1496   
618*444,274392 
388-33 ,355    
25-192 ,-167   
120-660,-540   
79*397 ,31363  
321+222,543    
851-9  ,842    
43*22  ,946    
787+416,1203   
838-755,83     
523+203,726    
79-137 ,-58    
95-310 ,-215   
30-3   ,27     
498-9  ,489    
912+7  ,919    
6+206  ,212    
463*474,219462 
718*76 ,54568  
11+56  ,67     
25+12  ,37     
612*9  ,5508   
31-976 ,-945   
682+42 ,724    
77-264 ,-187   
799-512,287    
87-54  ,33     
954+13 ,967    
6*46   ,276    
64+834 ,898    
576+83 ,659    
72*33  ,2376   
46-959 ,-913   
84-82  ,2      
515-50 ,465    
70+52  ,122    
80+48  ,128    
29+25  ,54     
82*532 ,43624  
860+1  ,861    
976-967,9      
19*70  ,1330   
551*3  ,1653   
61+51  ,112    
74+515 ,589    
101-851,-750   
1-24   ,-23    
4-677  ,-673   
329-585,-256   
399+548,947    
698+688,1386   
0+352  ,352    
88-828 ,-740   
152-65 ,87     
759-1  ,758    
52+695 ,747    
38+24  ,62     
800-5  ,795    
815-249,566    
78+61  ,139    
70*337 ,23590  
43-62  ,-19    
847*81 ,68607  
164*88 ,14432  
22*20  ,440    
711+616,1327   
423+0  ,423    
175+3  ,178    
56+57  ,113    
9*795  ,7155   
47-111 ,-64    
807*66 ,53262  
285*854,243390 
0*573  ,0      
812+53 ,865    
29*100 ,2900   
73+92  ,165    
387-3  ,384    
0*228  ,0      
265*1  ,265    
616-79 ,537    
507*7  ,3549   
645*673,434085 
75*32  ,2400   
56-67  ,-11    
33+144 ,177    
611+622,1233   
35+59  ,94     
744-6  ,738    
24*99  ,2376   
967*50 ,48350  
9+515  ,524    
90-48  ,42     
320+582,902    
6+63   ,69     
3*421  ,1263   
0+569  ,569    
60*26  ,1560   
73+24  ,97     
52-65  ,-13    
272*552,150144 
334+89 ,423    
7+87   ,94     
82*666 ,54612  
158-713,-555   
843-65 ,778    
4+222  ,226    
11*492 ,5412   
913+445,1358   
882+4  ,886    
43-463 ,-420   
35+43  ,78     
258-5  ,253    
91+70  ,161    
7+189  ,196    
467-398,69     
4+155  ,159    
517*58 ,29986  
7+305  ,312    
344*44 ,15136  
59+23  ,82     
23+93  ,116    
5*615  ,3075   
311+56 ,367    
288*1  ,288    
79+467 ,546    
3*230  ,690    
7*723  ,5061   
6+824  ,830    
11*54  ,594    
43*725 ,31175  
772+311,1083   
479-558,-79    
354-9  ,345    
6-744  ,-738   
92+321 ,413    
11*94  ,1034   
15*220 ,3300   
104-549,-445   
93+354 ,447    
90+520 ,610    
86-128 ,-42    
5*576  ,2880   
559+436,995    
18*283 ,5094   
262*981,257022 
99-675 ,-576   
815-55 ,760    
358+8  ,366    
690+27 ,717    
469+521,990    
7-902  ,-895   
286*396,113256 
66-836 ,-770   
490+13 ,503    
617*37 ,22829  
1-83   ,-82    
26+4   ,30     
968-661,307    
393*40 ,15720  
29-51  ,-22    
5*137  ,685    
403-14 ,389    
712*99 ,70488  
110*10 ,1100   
193*886,170998 
806-27 ,779    
3-148  ,-145   
4*774  ,3096   
5+466  ,471    
796+180,976    
983*4  ,3932   
504*979,493416 
19-141 ,-122   
203*42 ,8526   
40-591 ,-551   
403+86 ,489    
110-323,-213   
10+43  ,53     
273*36 ,9828   
32-314 ,-282   
2*535  ,1070   
695*26 ,18070  
4-290  ,-286   
264+6  ,270    
27+922 ,949    
9+24   ,33     
77+2   ,79     
375-6  ,369    
147-50 ,97     
89+318 ,407    
2*706  ,1412   
4+687  ,691    
466*60 ,27960  
40+192 ,232    
214+25 ,239    
20+58  ,78     
861-2  ,859    
183*4  ,732    
61-475 ,-414   
232*7  ,1624   
825+662,1487   
416+502,918    
24+896 ,920    
87+983 ,1070   
245+76 ,321    
729+3  ,732    
50-336 ,-286   
796+6  ,802    
836-405,431    
82+2   ,84     
377+470,847    
475*67 ,31825  
86*827 ,71122  
71-906 ,-835   
857*112,95984  
928+4  ,932    
830*845,701350 
6+19   ,25     
489*75 ,36675  
288+75 ,363    
223*23 ,5129   
641*29 ,18589  
9-623  ,-614   
129+5  ,134    
1+989  ,990    
467-675,-208   
39*669 ,26091  
70*69  ,4830   
826+25 ,851    
49-814 ,-765   
82*0   ,0      
469*1  ,469    
9*41   ,369    
8-810  ,-802   
765+1  ,766    
970-2  ,968    
501+934,1435   
425-603,-178   
816+28 ,844    
63-6   ,57     
9+692  ,701    
989*778,769442 
2-473  ,-471   
546+925,1471   
87-51  ,36     
522-769,-247   
35-785 ,-750   
89+60  ,149    
63+905 ,968    
213*760,161880 
2*265  ,530    
68+158 ,226    
283-2  ,281    
9-924  ,-915   
951+139,1090   
500+3  ,503    
878-97 ,781    
25-61  ,-36    
9+21   ,30     
252-1  ,251    
45*975 ,43875  
29+50  ,79     
880+90 ,970    
748*3  ,2244   
461*44 ,20284  
63-316 ,-253   
1+949  ,950    
81*392 ,31752  
433-512,-79    
94-698 ,-604   
59-566 ,-507   
98+582 ,680    
92-63  ,29     
697+27 ,724    
995+8  ,1003   
707+83 ,790    
61+2   ,63     
95*2   ,190    
198*7  ,1386   
195-2  ,193    
4+919  ,923    
205+633,838    
649+263,912    
9*60   ,540    
518+45 ,563    
8+582  ,590    
51-711 ,-660   
89*0   ,0      
77-3   ,74     
50*217 ,10850  
186-3  ,183    
15+23  ,38     
7+330  ,337    
40-7   ,33     
276-85 ,191    
22-63  ,-41    
85*385 ,32725  
494*831,410514 
954*4  ,3816   
247*9  ,2223   
7*428  ,2996   
560-925,-365   
9*577  ,5193   
315*2  ,630    
380+414,794    
85+670 ,755    
26-55  ,-29    
600+35 ,635    
586-3  ,583    
66*46  ,3036   
67+49  ,116    
76-24  ,52     
5*168  ,840    
426-21 ,405    
80+16  ,96     
254-921,-667   
9*529  ,4761   
776*774,600624 
194*6  ,1164   
689-47 ,642    
9-740  ,-731   
97+915 ,1012   
797+2  ,799    
63+32  ,95     
330*93 ,30690  
31+73  ,104    
38-416 ,-378   
1*685  ,685    
897+2  ,899    
85+87  ,172    
15+691 ,706    
5-845  ,-840   
877-4  ,873    
921-8  ,913    
818+468,1286   
754*273,205842 
2+418  ,420    
0-341  ,-341   
32-139 ,-107   
392+22 ,414    
997*60 ,59820  
41+809 ,850    
45-15  ,30     
81+788 ,869    
418+5  ,423    
13+1   ,14     
261+92 ,353    
66*947 ,62502  
80*87  ,6960   
72*67  ,4824   
0-670  ,-670   
89-90  ,-1     
669*5  ,3345   
93-778 ,-685   
90+737 ,827    
920+38 ,958    
60-18  ,42     
243-961,-718   
313*801,250713 
464+515,979    
65-77  ,-12    
5*490  ,2450   
5*511  ,2555   
636-65 ,571    
368+692,1060   
2+13   ,15     
90+0   ,90     
63*172 ,10836  
333+268,601    
44+45  ,89     
736-32 ,704    
6+737  ,743    
333-429,-96    
242+64 ,306    
35+95  ,130    
270-2  ,268    
7*500  ,3500   
65*890 ,57850  
86+7   ,93     
9-284  ,-275   
609+6  ,615    
464-4  ,460    
7+753  ,760    
945-45 ,900    
295-31 ,264    
986-81 ,905    
56-6   ,50     
157-61 ,96     
46-104 ,-58    
3*495  ,1485   
60*682 ,40920  
87*220 ,19140  
41*523 ,21443  
242-314,-72    
568+8  ,576    
376*5  ,1880   
35+37  ,72     
655*9  ,5895   
62*0   ,0      
232-40 ,192    
781-53 ,728    
89-724 ,-635   
750*236,177000 
82*555 ,45510  
77*730 ,56210  
602*198,119196 
27+32  ,59     
779-52 ,727    
35-57  ,-22    
93-888 ,-795   
36-29  ,7      
15+5   ,20     
36-32  ,4      
647-12 ,635    
7-302  ,-295   
898*873,783954 
16*993 ,15888  
9-691  ,-682   
22*601 ,13222  
817*10 ,8170   
82+52  ,134    
20+42  ,62     
27-17  ,10     
93*657 ,61101  
15+36  ,51     
348-54 ,294    
745-40 ,705    
123-29 ,94     
25+6   ,31     
663-404,259    
799-71 ,728    
11*43  ,473    
91*335 ,30485  
68+462 ,530    
2*776  ,1552   
47*21  ,987    
76-423 ,-347   
398+7  ,405    
83-47  ,36     
677+43 ,720    
4*15   ,60     
938-355,583    
72-86  ,-14    
12*968 ,11616  
105+65 ,170    
7+928  ,935    
170+77 ,247    
696*7  ,4872   
63+806 ,869    
99-3   ,96     
13*68  ,884    
257-7  ,250    
26-28  ,-2     
387-6  ,381    
391+12 ,403    
957*43 ,41151  
89-71  ,18     
1+661  ,662    
444+781,1225   
93-485 ,-392   
489+357,846    
4+821  ,825    
36*251 ,9036   
716+54 ,770    
14+45  ,59     
607-58 ,549    
83+76  ,159    
539-96 ,443    
90+94  ,184    
716+3  ,719    
8*483  ,3864   
49-111 ,-62    
7+904  ,911    
40*717 ,28680  
81*466 ,37746  
300*40 ,12000  
6-127  ,-121   
3*417  ,1251   
668*1  ,668    
8*225  ,1800   
395*6  ,2370   
44*136 ,5984   
922+468,1390   
146+8  ,154    
285-634,-349   
363-62 ,301    
461+225,686    
6+973  ,979    
806+794,1600   
35+616 ,651    
98*731 ,71638  
71*256 ,18176  
87+93  ,180    
883*865,763795 
622*556,345832 
37+23  ,60     
