questions,expected
430-14 ,416 
142-7  ,135 
882-742,140 
971-656,315 
101-31 ,70  
93-20  ,73  
267-0  ,267 
99-91  ,8   
98-98  ,0   
991-3  ,988 
614-436,178 
663-2  ,661 
131-57 ,74  
861-36 ,825 
455-29 ,426 
98-44  ,54  
488-9  ,479 
577-17 ,560 
986-64 ,922 
402-401,1   
911-3  ,908 
68-57  ,11  
846-87 ,759 
859-217,642 
241-11 ,230 
36-7   ,29  
347-18 ,329 
882-7  ,875 
856-663,193 
546-5  ,541 
572-11 ,561 
789-40 ,749 
974-818,156 
254-22 ,232 
22-20  ,2   
261-7  ,254 
111-3  ,108 
153-21 ,132 
896-795,101 
288-1  ,287 
547-2  ,545 
467-76 ,391 
573-26 ,547 
941-0  ,941 
973-43 ,930 
462-79 ,383 
926-35 ,891 
658-173,485 
138-54 ,84  
117-74 ,43  
953-51 ,902 
924-78 ,846 
592-87 ,505 
558-213,345 
84-63  ,21  
533-4  ,529 
95-22  ,73  
712-30 ,682 
459-183,276 
61-33  ,28  
978-41 ,937 
309-197,112 
979-19 ,960 
878-86 ,792 
772-526,246 
911-60 ,851 
351-39 ,312 
910-7  ,903 
511-75 ,436 
94-35  ,59  
357-19 ,338 
213-135,78  
903-43 ,860 
91-62  ,29  
246-125,121 
993-39 ,954 
464-60 ,404 
801-81 ,720 
420-34 ,386 
912-34 ,878 
200-30 ,170 
702-327,375 
255-56 ,199 
948-575,373 
296-8  ,288 
46-3   ,43  
212-20 ,192 
812-221,591 
657-70 ,587 
754-422,332 
134-58 ,76  
173-49 ,124 
745-345,400 
78-53  ,25  
443-3  ,440 
952-28 ,924 
583-99 ,484 
609-285,324 
497-6  ,491 
342-78 ,264 
688-7  ,681 
328-324,4   
524-22 ,502 
950-139,811 
494-57 ,437 
677-79 ,598 
600-0  ,600 
585-39 ,546 
402-52 ,350 
808-91 ,717 
997-690,307 
409-4  ,405 
743-567,176 
933-41 ,892 
515-15 ,500 
529-54 ,475 
903-9  ,894 
828-464,364 
985-47 ,938 
656-76 ,580 
778-556,222 
498-66 ,432 
730-35 ,695 
977-38 ,939 
296-4  ,292 
332-39 ,293 
917-248,669 
922-375,547 
53-42  ,11  
949-389,560 
739-2  ,737 
799-676,123 
294-84 ,210 
831-88 ,743 
187-7  ,180 
800-66 ,734 
953-117,836 
571-69 ,502 
516-1  ,515 
433-193,240 
464-73 ,391 
538-535,3   
845-77 ,768 
396-82 ,314 
600-84 ,516 
712-490,222 
395-19 ,376 
630-71 ,559 
547-30 ,517 
533-84 ,449 
539-47 ,492 
422-262,160 
527-169,358 
765-24 ,741 
815-4  ,811 
259-22 ,237 
988-1  ,987 
844-201,643 
885-12 ,873 
988-8  ,980 
678-333,345 
671-97 ,574 
895-90 ,805 
653-20 ,633 
422-87 ,335 
555-48 ,507 
514-6  ,508 
841-603,238 
803-94 ,709 
184-59 ,125 
283-89 ,194 
941-182,759 
744-446,298 
80-53  ,27  
735-71 ,664 
995-280,715 
495-58 ,437 
954-558,396 
688-58 ,630 
412-65 ,347 
904-74 ,830 
755-63 ,692 
537-76 ,461 
801-5  ,796 
728-22 ,706 
593-22 ,571 
433-24 ,409 
216-8  ,208 
925-564,361 
349-71 ,278 
957-47 ,910 
903-70 ,833 
940-237,703 
272-6  ,266 
675-4  ,671 
614-392,222 
145-63 ,82  
811-2  ,809 
874-23 ,851 
934-696,238 
963-20 ,943 
869-105,764 
885-5  ,880 
164-42 ,122 
191-60 ,131 
127-1  ,126 
807-173,634 
115-52 ,63  
726-94 ,632 
47-21  ,26  
869-17 ,852 
945-775,170 
997-86 ,911 
169-3  ,166 
588-98 ,490 
252-28 ,224 
645-1  ,644 
337-32 ,305 
770-164,606 
879-533,346 
599-72 ,527 
841-35 ,806 
74-29  ,45  
399-73 ,326 
442-21 ,421 
972-161,811 
166-53 ,113 
219-4  ,215 
212-62 ,150 
742-180,562 
753-59 ,694 
615-51 ,564 
338-44 ,294 
248-39 ,209 
368-27 ,341 
978-2  ,976 
436-71 ,365 
252-37 ,215 
585-6  ,579 
685-55 ,630 
790-7  ,783 
851-683,168 
630-65 ,565 
941-718,223 
459-38 ,421 
886-185,701 
473-298,175 
299-55 ,244 
596-530,66  
643-97 ,546 
731-393,338 
105-44 ,61  
41-14  ,27  
525-343,182 
738-4  ,734 
582-48 ,534 
66-10  ,56  
630-20 ,610 
95-92  ,3   
477-75 ,402 
514-45 ,469 
206-1  ,205 
721-651,70  
905-78 ,827 
319-2  ,317 
15-1   ,14  
718-696,22  
407-48 ,359 
725-214,511 
399-144,255 
775-152,623 
650-67 ,583 
449-6  ,443 
636-14 ,622 
961-70 ,891 
767-45 ,722 
177-3  ,174 
783-255,528 
145-9  ,136 
305-68 ,237 
262-20 ,242 
76-13  ,63  
199-2  ,197 
151-57 ,94  
377-23 ,354 
407-65 ,342 
56-14  ,42  
497-70 ,427 
250-56 ,194 
308-52 ,256 
248-54 ,194 
684-34 ,650 
224-50 ,174 
670-28 ,642 
800-50 ,750 
781-49 ,732 
148-1  ,147 
448-90 ,358 
308-47 ,261 
472-6  ,466 
387-11 ,376 
261-3  ,258 
135-78 ,57  
167-36 ,131 
49-19  ,30  
904-53 ,851 
456-390,66  
416-198,218 
659-519,140 
634-218,416 
386-96 ,290 
458-68 ,390 
763-41 ,722 
507-143,364 
595-37 ,558 
999-61 ,938 
231-6  ,225 
842-306,536 
369-36 ,333 
827-59 ,768 
124-92 ,32  
393-7  ,386 
932-20 ,912 
517-7  ,510 
218-56 ,162 
450-50 ,400 
686-86 ,600 
624-394,230 
28-26  ,2   
407-69 ,338 
909-43 ,866 
368-135,233 
781-6  ,775 
529-59 ,470 
899-11 ,888 
556-87 ,469 
836-66 ,770 
93-3   ,90  
98-82  ,16  
743-27 ,716 
79-65  ,14  
857-134,723 
77-57  ,20  
727-343,384 
355-98 ,257 
238-230,8   
228-76 ,152 
749-66 ,683 
387-44 ,343 
946-98 ,848 
770-465,305 
207-67 ,140 
391-187,204 
920-2  ,918 
712-263,449 
318-84 ,234 
835-9  ,826 
636-617,19  
675-14 ,661 
340-8  ,332 
668-3  ,665 
990-0  ,990 
494-61 ,433 
324-71 ,253 
523-28 ,495 
215-74 ,141 
992-75 ,917 
486-160,326 
82-79  ,3   
201-0  ,201 
637-59 ,578 
829-84 ,745 
340-35 ,305 
541-84 ,457 
233-59 ,174 
96-92  ,4   
442-7  ,435 
662-628,34  
269-234,35  
223-76 ,147 
246-17 ,229 
927-63 ,864 
914-92 ,822 
999-243,756 
470-83 ,387 
67-5   ,62  
50-17  ,33  
412-85 ,327 
363-0  ,363 
813-93 ,720 
802-1  ,801 
650-8  ,642 
930-900,30  
238-66 ,172 
727-61 ,666 
246-37 ,209 
693-5  ,688 
839-71 ,768 
517-9  ,508 
210-79 ,131 
902-724,178 
926-7  ,919 
540-28 ,512 
885-97 ,788 
117-83 ,34  
813-94 ,719 
215-76 ,139 
406-13 ,393 
158-7  ,151 
418-87 ,331 
176-79 ,97  
537-81 ,456 
957-306,651 
795-6  ,789 
91-65  ,26  
455-46 ,409 
851-43 ,808 
389-90 ,299 
327-30 ,297 
732-2  ,730 
698-87 ,611 
595-551,44  
831-16 ,815 
975-919,56  
206-92 ,114 
38-27  ,11  
343-5  ,338 
823-88 ,735 
954-37 ,917 
985-170,815 
60-54  ,6   
413-10 ,403 
46-26  ,20  
693-657,36  
71-31  ,40  
519-342,177 
89-43  ,46  
847-42 ,805 
827-765,62  
431-9  ,422 
963-4  ,959 
662-54 ,608 
765-87 ,678 
685-1  ,684 
219-69 ,150 
970-877,93  
489-36 ,453 
952-77 ,875 
989-595,394 
486-193,293 
350-89 ,261 
546-527,19  
640-24 ,616 
947-4  ,943 
616-127,489 
644-88 ,556 
278-52 ,226 
411-1  ,410 
819-97 ,722 
782-36 ,746 
769-11 ,758 
210-181,29  
823-688,135 
738-176,562 
66-17  ,49  
194-40 ,154 
950-8  ,942 
199-1  ,198 
540-39 ,501 
631-8  ,623 
75-5   ,70  
980-0  ,980 
114-58 ,56  
479-6  ,473 
870-764,106 
824-2  ,822 
870-0  ,870 
338-5  ,333 
731-15 ,716 
552-61 ,491 
693-18 ,675 
654-561,93  
234-2  ,232 
433-82 ,351 
874-493,381 
814-6  ,808 
317-80 ,237 
830-722,108 
64-41  ,23  
65-29  ,36  
598-80 ,518 
162-0  ,162 
894-67 ,827 
955-596,359 
257-2  ,255 
97-76  ,21  
291-140,151 
550-78 ,472 
79-63  ,16  
886-100,786 
853-50 ,803 
188-9  ,179 
337-38 ,299 
842-9  ,833 
618-45 ,573 
276-33 ,243 
499-7  ,492 
629-291,338 
978-36 ,942 
176-82 ,94  
686-313,373 
672-94 ,578 
548-47 ,501 
96-2   ,94  
671-480,191 
980-97 ,883 
224-88 ,136 
984-181,803 
875-76 ,799 
352-0  ,352 
924-3  ,921 
851-6  ,845 
402-269,133 
363-42 ,321 
296-71 ,225 
707-0  ,707 
757-180,577 
549-35 ,514 
919-1  ,918 
797-367,430 
775-23 ,752 
703-3  ,700 
970-56 ,914 
978-886,92  
769-686,83  
444-193,251 
890-19 ,871 
95-40  ,55  
391-39 ,352 
862-50 ,812 
967-6  ,961 
258-157,101 
878-544,334 
106-43 ,63  
229-96 ,133 
520-90 ,430 
903-6  ,897 
852-46 ,806 
188-75 ,113 
731-669,62  
379-55 ,324 
376-321,55  
810-65 ,745 
350-48 ,302 
698-55 ,643 
897-284,613 
234-20 ,214 
275-34 ,241 
758-4  ,754 
491-61 ,430 
619-7  ,612 
742-520,222 
654-8  ,646 
776-3  ,773 
860-396,464 
251-19 ,232 
480-2  ,478 
151-60 ,91  
177-4  ,173 
646-52 ,594 
995-395,600 
462-71 ,391 
158-61 ,97  
105-31 ,74  
315-58 ,257 
151-6  ,145 
996-39 ,957 
954-227,727 
61-12  ,49  
411-9  ,402 
815-94 ,721 
586-533,53  
15-8   ,7   
85-83  ,2   
710-89 ,621 
57-52  ,5   
884-837,47  
734-87 ,647 
863-46 ,817 
61-25  ,36  
798-576,222 
924-11 ,913 
170-36 ,134 
367-3  ,364 
817-54 ,763 
196-2  ,194 
121-96 ,25  
555-8  ,547 
289-160,129 
770-372,398 
265-76 ,189 
266-198,68  
974-64 ,910 
255-69 ,186 
760-55 ,705 
698-38 ,660 
954-87 ,867 
749-110,639 
749-31 ,718 
685-2  ,683 
25-11  ,14  
882-671,211 
193-69 ,124 
951-451,500 
724-87 ,637 
477-40 ,437 
247-9  ,238 
464-26 ,438 
339-1  ,338 
428-152,276 
477-42 ,435 
650-10 ,640 
172-46 ,126 
74-66  ,8   
477-76 ,401 
305-163,142 
697-121,576 
796-5  ,791 
217-85 ,132 
842-56 ,786 
634-1  ,633 
945-56 ,889 
827-249,578 
459-95 ,364 
929-33 ,896 
907-81 ,826 
600-56 ,544 
51-1   ,50  
138-90 ,48  
649-543,106 
404-25 ,379 
503-94 ,409 
258-49 ,209 
841-64 ,777 
480-94 ,386 
933-9  ,924 
505-58 ,447 
69-60  ,9   
721-5  ,716 
966-96 ,870 
928-79 ,849 
559-18 ,541 
281-2  ,279 
16-9   ,7   
86-65  ,21  
431-63 ,368 
394-254,140 
432-189,243 
678-98 ,580 
695-3  ,692 
835-2  ,833 
152-98 ,54  
269-245,24  
150-61 ,89  
157-40 ,117 
36-17  ,19  
525-66 ,459 
84-14  ,70  
965-503,462 
88-36  ,52  
82-10  ,72  
613-23 ,590 
790-23 ,767 
546-47 ,499 
425-70 ,355 
679-42 ,637 
565-521,44  
143-19 ,124 
89-76  ,13  
779-83 ,696 
267-51 ,216 
932-79 ,853 
808-79 ,729 
491-321,170 
836-8  ,828 
985-412,573 
818-61 ,757 
589-9  ,580 
894-42 ,852 
593-4  ,589 
396-5  ,391 
976-194,782 
418-4  ,414 
40-16  ,24  
121-95 ,26  
956-51 ,905 
869-7  ,862 
431-382,49  
353-272,81  
951-36 ,915 
754-65 ,689 
283-232,51  
749-467,282 
323-88 ,235 
583-2  ,581 
456-60 ,396 
367-202,165 
64-6   ,58  
733-450,283 
60-45  ,15  
721-94 ,627 
828-295,533 
650-36 ,614 
131-8  ,123 
84-78  ,6   
876-512,364 
996-481,515 
465-4  ,461 
688-79 ,609 
295-3  ,292 
738-672,66  
775-136,639 
327-9  ,318 
534-42 ,492 
982-812,170 
521-197,324 
833-169,664 
797-73 ,724 
198-56 ,142 
935-48 ,887 
510-1  ,509 
810-567,243 
823-69 ,754 
369-68 ,301 
339-102,237 
125-6  ,119 
768-0  ,768 
486-91 ,395 
64-61  ,3   
631-22 ,609 
539-216,323 
75-26  ,49  
831-829,2   
549-41 ,508 
394-2  ,392 
583-194,389 
755-50 ,705 
726-88 ,638 
708-1  ,707 
872-37 ,835 
801-22 ,779 
84-80  ,4   
192-88 ,104 
765-567,198 
964-56 ,908 
792-17 ,775 
952-2  ,950 
356-125,231 
148-63 ,85  
438-160,278 
360-3  ,357 
434-119,315 
879-79 ,800 
134-66 ,68  
92-44  ,48  
118-9  ,109 
936-5  ,931 
711-49 ,662 
768-11 ,757 
493-69 ,424 
226-69 ,157 
59-7   ,52  
136-4  ,132 
578-2  ,576 
228-70 ,158 
858-851,7   
742-69 ,673 
302-68 ,234 
481-346,135 
335-28 ,307 
884-8  ,876 
926-447,479 
19-7   ,12  
38-9   ,29  
677-498,179 
687-42 ,645 
835-230,605 
97-28  ,69  
812-19 ,793 
297-74 ,223 
592-92 ,500 
92-89  ,3   
963-46 ,917 
831-0  ,831 
526-354,172 
478-2  ,476 
466-2  ,464 
63-7   ,56  
762-221,541 
874-22 ,852 
627-455,172 
992-492,500 
961-94 ,867 
364-6  ,358 
489-297,192 
278-41 ,237 
797-400,397 
336-195,141 
543-84 ,459 
984-96 ,888 
346-13 ,333 
778-675,103 
507-450,57  
896-80 ,816 
518-63 ,455 
729-62 ,667 
727-20 ,707 
280-52 ,228 
945-31 ,914 
891-60 ,831 
259-69 ,190 
532-27 ,505 
86-4   ,82  
526-68 ,458 
898-292,606 
151-74 ,77  
839-329,510 
303-7  ,296 
601-7  ,594 
753-267,486 
47-44  ,3   
820-56 ,764 
667-658,9   
880-70 ,810 
267-2  ,265 
420-73 ,347 
317-46 ,271 
202-7  ,195 
855-38 ,817 
420-41 ,379 
283-16 ,267 
131-38 ,93  
45-37  ,8   
167-29 ,138 
112-55 ,57  
151-65 ,86  
374-2  ,372 
372-80 ,292 
298-6  ,292 
982-966,16  
138-68 ,70  
881-95 ,786 
615-242,373 
856-96 ,760 
70-35  ,35  
649-2  ,647 
745-362,383 
619-207,412 
475-98 ,377 
712-4  ,708 
745-680,65  
789-97 ,692 
821-626,195 
573-44 ,529 
649-77 ,572 
474-86 ,388 
955-19 ,936 
447-24 ,423 
76-29  ,47  
412-87 ,325 
48-0   ,48  
170-9  ,161 
506-27 ,479 
467-41 ,426 
381-5  ,376 
624-94 ,530 
64-60  ,4   
589-82 ,507 
810-4  ,806 
695-73 ,622 
363-79 ,284 
820-525,295 
754-33 ,721 
669-8  ,661 
759-7  ,752 
540-22 ,518 
261-35 ,226 
739-291,448 
288-214,74  
203-6  ,197 
729-21 ,708 
217-4  ,213 
112-39 ,73  
833-817,16  
614-36 ,578 
777-208,569 
163-9  ,154 
27-21  ,6   
335-19 ,316 
626-6  ,620 
35-12  ,23  
899-25 ,874 
292-1  ,291 
825-16 ,809 
563-2  ,561 
777-444,333 
59-26  ,33  
456-47 ,409 
446-83 ,363 
993-439,554 
380-8  ,372 
520-78 ,442 
46-28  ,18  
698-19 ,679 
303-59 ,244 
887-39 ,848 
166-78 ,88  
529-32 ,497 
115-35 ,80  
71-14  ,57  
217-95 ,122 
665-592,73  
533-110,423 
195-90 ,105 
876-78 ,798 
73-15  ,58  
869-55 ,814 
683-29 ,654 
286-96 ,190 
726-12 ,714 
276-70 ,206 
396-155,241 
662-40 ,622 
123-46 ,77  
308-106,202 
626-16 ,610 
668-30 ,638 
209-28 ,181 
810-17 ,793 
905-324,581 
212-9  ,203 
930-849,81  
866-632,234 
175-0  ,175 
127-39 ,88  
726-124,602 
583-158,425 
894-75 ,819 
562-4  ,558 
320-55 ,265 
272-22 ,250 
957-5  ,952 
826-53 ,773 
356-294,62  
271-82 ,189 
629-346,283 
263-85 ,178 
99-38  ,61  
631-95 ,536 
81-74  ,7   
16-12  ,4   
293-1  ,292 
915-401,514 
71-7   ,64  
436-7  ,429 
535-10 ,525 
887-8  ,879 
56-13  ,43  
780-263,517 
913-443,470 
755-587,168 
314-298,16  
346-93 ,253 
203-54 ,149 
141-35 ,106 
711-490,221 
239-58 ,181 
96-20  ,76  
964-554,410 
577-49 ,528 
866-22 ,844 
732-261,471 
126-21 ,105 
486-42 ,444 
301-4  ,297 
575-5  ,570 
403-89 ,314 
938-123,815 
670-55 ,615 
108-71 ,37  
517-1  ,516 
277-35 ,242 
838-23 ,815 
112-24 ,88  
559-83 ,476 
145-75 ,70  
639-47 ,592 
130-26 ,104 
651-370,281 
679-1  ,678 
438-77 ,361 
966-23 ,943 
945-738,207 
233-0  ,233 
873-82 ,791 
899-871,28  
482-435,47  
685-72 ,613 
370-24 ,346 
776-142,634 
25-9   ,16  
850-498,352 
710-329,381 
954-115,839 
656-640,16  
403-54 ,349 
131-26 ,105 
697-258,439 
33-9   ,24  
144-2  ,142 
821-69 ,752 
297-68 ,229 
700-12 ,688 
910-774,136 
743-9  ,734 
74-40  ,34  
735-65 ,670 
935-16 ,919 
76-64  ,12  
875-2  ,873 
487-49 ,438 
176-29 ,147 
879-36 ,843 
298-1  ,297 
396-346,50  
542-337,205 
398-71 ,327 
487-366,121 
486-25 ,461 
341-112,229 
503-268,235 
789-456,333 
978-799,179 
383-343,40  
175-127,48  
391-351,40  
874-4  ,870 
890-285,605 
763-68 ,695 
790-446,344 
686-101,585 
307-0  ,307 
988-412,576 
757-714,43  
524-6  ,518 
809-456,353 
950-801,149 
726-249,477 
430-24 ,406 
64-33  ,31  
741-6  ,735 
266-37 ,229 
963-71 ,892 
381-15 ,366 
568-382,186 
643-6  ,637 
596-74 ,522 
561-30 ,531 
894-43 ,851 
332-16 ,316 
978-15 ,963 
109-77 ,32  
597-22 ,575 
514-87 ,427 
200-75 ,125 
615-68 ,547 
414-5  ,409 
812-327,485 
108-1  ,107 
675-24 ,651 
492-52 ,440 
513-319,194 
326-19 ,307 
227-77 ,150 
354-62 ,292 
8-2    ,6   
61-17  ,44  
362-57 ,305 
802-77 ,725 
591-80 ,511 
927-682,245 
687-9  ,678 
816-77 ,739 
885-195,690 
168-42 ,126 
165-141,24  
140-60 ,80  
895-65 ,830 
979-71 ,908 
314-8  ,306 
288-37 ,251 
458-1  ,457 
534-86 ,448 
831-251,580 
494-10 ,484 
672-53 ,619 
719-32 ,687 
528-4  ,524 
888-4  ,884 
