questions,expected
333-49 ,284 
557-1  ,556 
348-94 ,254 
452-34 ,418 
238-17 ,221 
302-32 ,270 
351-83 ,268 
610-28 ,582 
374-99 ,275 
917-66 ,851 
136-9  ,127 
806-80 ,726 
614-186,428 
354-55 ,299 
153-54 ,99  
659-104,555 
648-51 ,597 
905-53 ,852 
740-5  ,735 
770-178,592 
898-861,37  
635-51 ,584 
901-707,194 
130-18 ,112 
598-166,432 
910-536,374 
822-93 ,729 
123-75 ,48  
461-87 ,374 
805-17 ,788 
98-7   ,91  
764-141,623 
188-151,37  
535-492,43  
817-29 ,788 
491-30 ,461 
869-780,89  
97-88  ,9   
886-74 ,812 
283-77 ,206 
77-45  ,32  
441-67 ,374 
565-226,339 
529-5  ,524 
326-97 ,229 
838-784,54  
458-293,165 
217-55 ,162 
596-87 ,509 
362-39 ,323 
323-15 ,308 
429-249,180 
175-70 ,105 
207-25 ,182 
508-87 ,421 
900-701,199 
692-416,276 
772-84 ,688 
561-327,234 
142-16 ,126 
769-474,295 
852-160,692 
841-34 ,807 
774-42 ,732 
158-38 ,120 
621-84 ,537 
33-16  ,17  
979-607,372 
953-512,441 
954-65 ,889 
934-74 ,860 
772-6  ,766 
400-389,11  
421-27 ,394 
852-310,542 
440-99 ,341 
743-65 ,678 
475-7  ,468 
686-587,99  
616-96 ,520 
736-60 ,676 
533-56 ,477 
910-88 ,822 
448-73 ,375 
505-245,260 
848-142,706 
156-23 ,133 
86-24  ,62  
425-79 ,346 
828-6  ,822 
799-750,49  
368-164,204 
296-55 ,241 
990-170,820 
949-24 ,925 
736-609,127 
744-27 ,717 
662-61 ,601 
994-5  ,989 
499-170,329 
381-27 ,354 
945-692,253 
785-79 ,706 
320-76 ,244 
751-88 ,663 
205-84 ,121 
765-48 ,717 
296-85 ,211 
775-46 ,729 
827-57 ,770 
985-878,107 
823-95 ,728 
753-79 ,674 
313-6  ,307 
954-26 ,928 
87-19  ,68  
754-34 ,720 
995-523,472 
648-323,325 
616-7  ,609 
407-155,252 
836-50 ,786 
408-35 ,373 
711-310,401 
571-44 ,527 
384-4  ,380 
143-73 ,70  
8-5    ,3   
850-7  ,843 
947-16 ,931 
745-23 ,722 
826-59 ,767 
695-356,339 
162-0  ,162 
696-89 ,607 
589-22 ,567 
264-50 ,214 
71-58  ,13  
227-69 ,158 
953-740,213 
681-27 ,654 
389-190,199 
801-245,556 
938-4  ,934 
692-32 ,660 
649-10 ,639 
820-34 ,786 
421-56 ,365 
900-48 ,852 
43-42  ,1   
819-54 ,765 
238-38 ,200 
680-42 ,638 
800-69 ,731 
780-29 ,751 
768-65 ,703 
373-57 ,316 
48-36  ,12  
808-94 ,714 
752-483,269 
140-17 ,123 
537-70 ,467 
980-0  ,980 
772-539,233 
948-290,658 
450-30 ,420 
894-69 ,825 
327-5  ,322 
956-94 ,862 
913-21 ,892 
389-70 ,319 
103-69 ,34  
713-28 ,685 
133-41 ,92  
583-22 ,561 
779-37 ,742 
99-38  ,61  
863-519,344 
451-55 ,396 
976-58 ,918 
387-384,3   
645-31 ,614 
410-54 ,356 
945-920,25  
607-7  ,600 
864-6  ,858 
481-330,151 
206-79 ,127 
849-84 ,765 
202-53 ,149 
750-68 ,682 
553-449,104 
820-168,652 
763-82 ,681 
914-613,301 
799-91 ,708 
269-6  ,263 
914-495,419 
405-366,39  
972-42 ,930 
644-89 ,555 
606-111,495 
688-77 ,611 
452-4  ,448 
277-9  ,268 
303-75 ,228 
972-27 ,945 
633-185,448 
555-21 ,534 
491-48 ,443 
672-67 ,605 
813-44 ,769 
920-547,373 
359-8  ,351 
940-303,637 
733-647,86  
815-295,520 
840-752,88  
525-39 ,486 
694-52 ,642 
855-53 ,802 
892-15 ,877 
596-240,356 
61-48  ,13  
407-43 ,364 
112-10 ,102 
299-2  ,297 
687-47 ,640 
725-52 ,673 
270-98 ,172 
350-28 ,322 
984-768,216 
219-52 ,167 
333-244,89  
947-876,71  
894-2  ,892 
816-792,24  
894-756,138 
282-98 ,184 
520-92 ,428 
893-18 ,875 
619-46 ,573 
424-31 ,393 
922-801,121 
311-182,129 
433-43 ,390 
980-124,856 
938-69 ,869 
801-331,470 
102-0  ,102 
886-86 ,800 
326-141,185 
627-470,157 
295-223,72  
351-25 ,326 
347-76 ,271 
157-93 ,64  
969-587,382 
327-43 ,284 
875-155,720 
458-4  ,454 
510-16 ,494 
302-21 ,281 
220-24 ,196 
605-94 ,511 
57-36  ,21  
551-465,86  
890-785,105 
443-66 ,377 
615-16 ,599 
872-643,229 
556-50 ,506 
186-89 ,97  
469-48 ,421 
702-84 ,618 
788-527,261 
765-305,460 
907-836,71  
832-38 ,794 
742-94 ,648 
742-81 ,661 
337-60 ,277 
388-80 ,308 
102-2  ,100 
808-641,167 
114-72 ,42  
165-90 ,75  
864-254,610 
99-8   ,91  
522-19 ,503 
582-7  ,575 
993-674,319 
290-215,75  
243-94 ,149 
604-1  ,603 
622-92 ,530 
996-14 ,982 
789-158,631 
97-96  ,1   
958-12 ,946 
353-58 ,295 
913-212,701 
992-79 ,913 
909-15 ,894 
127-1  ,126 
730-113,617 
236-81 ,155 
790-360,430 
990-543,447 
998-577,421 
505-476,29  
385-9  ,376 
93-93  ,0   
731-101,630 
882-845,37  
940-484,456 
935-84 ,851 
536-533,3   
643-17 ,626 
125-35 ,90  
609-54 ,555 
616-272,344 
561-42 ,519 
584-315,269 
418-9  ,409 
292-43 ,249 
175-48 ,127 
569-30 ,539 
569-86 ,483 
958-584,374 
694-223,471 
801-94 ,707 
254-3  ,251 
276-3  ,273 
915-41 ,874 
685-605,80  
228-31 ,197 
489-4  ,485 
644-5  ,639 
822-19 ,803 
798-32 ,766 
710-77 ,633 
573-451,122 
28-19  ,9   
514-69 ,445 
317-31 ,286 
896-21 ,875 
234-57 ,177 
871-286,585 
784-37 ,747 
451-24 ,427 
570-54 ,516 
84-83  ,1   
753-68 ,685 
590-48 ,542 
549-153,396 
407-81 ,326 
382-88 ,294 
408-34 ,374 
206-81 ,125 
471-28 ,443 
858-49 ,809 
760-24 ,736 
176-51 ,125 
744-5  ,739 
703-48 ,655 
416-4  ,412 
574-84 ,490 
175-2  ,173 
709-38 ,671 
572-237,335 
462-9  ,453 
876-9  ,867 
114-27 ,87  
174-10 ,164 
187-25 ,162 
471-466,5   
114-71 ,43  
68-23  ,45  
863-846,17  
441-77 ,364 
591-314,277 
743-59 ,684 
291-85 ,206 
773-455,318 
373-340,33  
978-68 ,910 
333-43 ,290 
633-465,168 
748-66 ,682 
923-85 ,838 
696-44 ,652 
438-24 ,414 
900-170,730 
947-91 ,856 
702-671,31  
904-59 ,845 
427-18 ,409 
571-57 ,514 
438-2  ,436 
559-7  ,552 
316-210,106 
958-81 ,877 
95-16  ,79  
866-243,623 
926-925,1   
187-58 ,129 
704-602,102 
169-60 ,109 
196-2  ,194 
608-1  ,607 
353-349,4   
95-57  ,38  
771-166,605 
124-51 ,73  
717-70 ,647 
469-10 ,459 
922-473,449 
721-53 ,668 
465-56 ,409 
190-7  ,183 
728-593,135 
931-7  ,924 
194-64 ,130 
683-225,458 
780-2  ,778 
954-408,546 
962-221,741 
66-5   ,61  
431-24 ,407 
133-50 ,83  
818-79 ,739 
511-14 ,497 
448-64 ,384 
957-22 ,935 
702-91 ,611 
724-4  ,720 
113-41 ,72  
774-351,423 
850-620,230 
326-8  ,318 
470-9  ,461 
368-12 ,356 
841-88 ,753 
712-7  ,705 
177-28 ,149 
122-61 ,61  
797-28 ,769 
452-43 ,409 
175-126,49  
466-4  ,462 
22-3   ,19  
386-93 ,293 
510-22 ,488 
108-6  ,102 
119-19 ,100 
386-85 ,301 
120-46 ,74  
379-40 ,339 
637-400,237 
373-209,164 
103-1  ,102 
389-28 ,361 
859-76 ,783 
584-503,81  
808-31 ,777 
963-909,54  
769-618,151 
418-0  ,418 
693-23 ,670 
585-39 ,546 
460-4  ,456 
383-151,232 
783-31 ,752 
748-336,412 
445-7  ,438 
216-83 ,133 
954-6  ,948 
46-29  ,17  
949-75 ,874 
203-2  ,201 
738-497,241 
584-557,27  
269-1  ,268 
642-253,389 
979-720,259 
906-824,82  
51-43  ,8   
641-83 ,558 
238-110,128 
881-71 ,810 
221-61 ,160 
81-65  ,16  
561-283,278 
411-314,97  
335-315,20  
127-41 ,86  
824-471,353 
960-282,678 
925-7  ,918 
719-9  ,710 
870-84 ,786 
930-146,784 
160-143,17  
507-24 ,483 
805-259,546 
898-386,512 
932-705,227 
523-410,113 
715-107,608 
889-15 ,874 
60-7   ,53  
363-8  ,355 
875-11 ,864 
479-274,205 
76-0   ,76  
962-7  ,955 
341-69 ,272 
748-193,555 
658-72 ,586 
33-2   ,31  
278-23 ,255 
584-486,98  
401-40 ,361 
831-427,404 
416-75 ,341 
623-497,126 
838-6  ,832 
728-214,514 
531-320,211 
446-86 ,360 
703-12 ,691 
191-182,9   
670-70 ,600 
261-181,80  
770-492,278 
614-66 ,548 
576-381,195 
592-81 ,511 
979-593,386 
518-39 ,479 
739-232,507 
998-341,657 
853-331,522 
781-68 ,713 
147-27 ,120 
608-74 ,534 
850-75 ,775 
669-14 ,655 
873-9  ,864 
989-7  ,982 
829-99 ,730 
106-17 ,89  
563-83 ,480 
483-67 ,416 
208-8  ,200 
85-13  ,72  
980-485,495 
746-31 ,715 
848-97 ,751 
894-24 ,870 
912-596,316 
342-47 ,295 
983-84 ,899 
250-3  ,247 
395-72 ,323 
88-7   ,81  
505-240,265 
312-49 ,263 
875-70 ,805 
795-28 ,767 
177-35 ,142 
735-75 ,660 
897-56 ,841 
827-623,204 
10-4   ,6   
882-86 ,796 
898-85 ,813 
837-804,33  
907-72 ,835 
638-24 ,614 
530-93 ,437 
99-84  ,15  
886-610,276 
392-1  ,391 
587-0  ,587 
149-104,45  
836-30 ,806 
726-83 ,643 
258-160,98  
333-238,95  
471-78 ,393 
687-477,210 
441-63 ,378 
922-143,779 
976-847,129 
819-69 ,750 
931-268,663 
855-573,282 
349-56 ,293 
243-87 ,156 
709-10 ,699 
586-96 ,490 
971-723,248 
710-58 ,652 
556-277,279 
945-54 ,891 
121-57 ,64  
837-5  ,832 
970-14 ,956 
752-450,302 
996-675,321 
942-14 ,928 
500-35 ,465 
166-13 ,153 
383-41 ,342 
449-79 ,370 
379-30 ,349 
524-40 ,484 
801-20 ,781 
760-700,60  
238-22 ,216 
491-0  ,491 
810-26 ,784 
419-90 ,329 
872-864,8   
314-6  ,308 
714-326,388 
845-45 ,800 
480-30 ,450 
414-39 ,375 
393-51 ,342 
914-93 ,821 
677-491,186 
941-98 ,843 
947-338,609 
817-480,337 
913-389,524 
917-70 ,847 
318-280,38  
797-5  ,792 
654-61 ,593 
924-828,96  
434-51 ,383 
461-74 ,387 
701-45 ,656 
738-75 ,663 
323-70 ,253 
565-325,240 
604-42 ,562 
114-41 ,73  
271-8  ,263 
978-19 ,959 
187-55 ,132 
188-1  ,187 
357-5  ,352 
537-9  ,528 
580-122,458 
487-31 ,456 
779-21 ,758 
466-52 ,414 
669-86 ,583 
947-6  ,941 
369-54 ,315 
971-260,711 
962-68 ,894 
719-46 ,673 
141-34 ,107 
716-98 ,618 
831-92 ,739 
365-242,123 
881-50 ,831 
679-11 ,668 
759-334,425 
771-676,95  
624-30 ,594 
724-190,534 
818-3  ,815 
942-562,380 
795-669,126 
815-176,639 
535-64 ,471 
892-80 ,812 
259-11 ,248 
266-82 ,184 
78-31  ,47  
917-90 ,827 
928-64 ,864 
778-240,538 
639-46 ,593 
279-88 ,191 
761-507,254 
101-0  ,101 
920-458,462 
246-101,145 
46-16  ,30  
612-22 ,590 
178-33 ,145 
888-70 ,818 
940-96 ,844 
806-66 ,740 
235-24 ,211 
924-95 ,829 
747-21 ,726 
907-167,740 
373-208,165 
656-639,17  
32-22  ,10  
322-315,7   
302-217,85  
789-43 ,746 
778-20 ,758 
734-247,487 
583-576,7   
811-529,282 
985-31 ,954 
547-258,289 
69-20  ,49  
96-27  ,69  
704-37 ,667 
586-213,373 
998-7  ,991 
419-74 ,345 
83-74  ,9   
968-12 ,956 
524-70 ,454 
766-62 ,704 
567-168,399 
968-123,845 
125-55 ,70  
220-136,84  
955-824,131 
880-18 ,862 
734-5  ,729 
519-54 ,465 
252-195,57  
724-318,406 
807-82 ,725 
917-572,345 
405-60 ,345 
981-98 ,883 
671-50 ,621 
44-36  ,8   
370-183,187 
653-66 ,587 
508-40 ,468 
504-120,384 
238-108,130 
543-446,97  
817-292,525 
926-43 ,883 
876-22 ,854 
890-74 ,816 
691-15 ,676 
582-270,312 
838-40 ,798 
795-58 ,737 
761-69 ,692 
563-48 ,515 
969-70 ,899 
337-21 ,316 
371-271,100 
949-58 ,891 
801-66 ,735 
85-64  ,21  
454-444,10  
806-77 ,729 
792-93 ,699 
731-19 ,712 
922-4  ,918 
863-800,63  
940-400,540 
624-594,30  
598-25 ,573 
217-38 ,179 
272-62 ,210 
48-24  ,24  
874-38 ,836 
235-91 ,144 
86-39  ,47  
579-89 ,490 
84-57  ,27  
135-72 ,63  
726-29 ,697 
729-81 ,648 
246-43 ,203 
331-86 ,245 
511-60 ,451 
907-282,625 
849-74 ,775 
879-148,731 
537-80 ,457 
231-59 ,172 
308-54 ,254 
664-83 ,581 
99-21  ,78  
567-406,161 
470-11 ,459 
498-183,315 
876-31 ,845 
145-11 ,134 
304-10 ,294 
796-29 ,767 
575-11 ,564 
961-85 ,876 
683-1  ,682 
846-11 ,835 
620-29 ,591 
200-17 ,183 
503-7  ,496 
824-39 ,785 
876-165,711 
670-73 ,597 
691-394,297 
417-22 ,395 
567-45 ,522 
353-55 ,298 
656-52 ,604 
254-1  ,253 
530-303,227 
753-19 ,734 
770-18 ,752 
608-5  ,603 
57-12  ,45  
403-74 ,329 
354-54 ,300 
592-50 ,542 
282-45 ,237 
270-21 ,249 
441-38 ,403 
751-34 ,717 
342-53 ,289 
415-360,55  
622-5  ,617 
140-49 ,91  
570-347,223 
902-90 ,812 
245-32 ,213 
993-265,728 
983-584,399 
121-23 ,98  
161-38 ,123 
907-14 ,893 
974-61 ,913 
993-63 ,930 
963-95 ,868 
859-86 ,773 
366-82 ,284 
589-85 ,504 
281-16 ,265 
818-99 ,719 
917-862,55  
374-91 ,283 
221-55 ,166 
730-25 ,705 
622-585,37  
924-82 ,842 
590-343,247 
901-41 ,860 
766-371,395 
729-41 ,688 
760-108,652 
754-657,97  
400-74 ,326 
51-13  ,38  
478-68 ,410 
731-410,321 
827-24 ,803 
232-54 ,178 
291-275,16  
966-64 ,902 
606-77 ,529 
49-24  ,25  
438-75 ,363 
781-70 ,711 
875-78 ,797 
520-10 ,510 
990-90 ,900 
993-217,776 
676-72 ,604 
847-9  ,838 
351-8  ,343 
919-847,72  
999-5  ,994 
966-437,529 
244-40 ,204 
924-180,744 
414-67 ,347 
326-36 ,290 
838-373,465 
843-39 ,804 
423-31 ,392 
469-2  ,467 
181-41 ,140 
162-78 ,84  
205-41 ,164 
797-87 ,710 
809-40 ,769 
863-376,487 
976-33 ,943 
760-6  ,754 
95-46  ,49  
895-176,719 
730-72 ,658 
716-632,84  
140-1  ,139 
330-78 ,252 
66-25  ,41  
884-24 ,860 
295-63 ,232 
812-254,558 
960-96 ,864 
433-94 ,339 
434-199,235 
990-368,622 
528-96 ,432 
341-136,205 
352-129,223 
974-68 ,906 
600-500,100 
787-7  ,780 
88-29  ,59  
993-28 ,965 
62-30  ,32  
980-6  ,974 
945-33 ,912 
517-3  ,514 
566-16 ,550 
78-59  ,19  
892-29 ,863 
44-26  ,18  
774-43 ,731 
889-618,271 
133-112,21  
822-51 ,771 
708-330,378 
816-48 ,768 
942-924,18  
327-71 ,256 
974-166,808 
829-762,67  
405-18 ,387 
339-34 ,305 
146-23 ,123 
785-12 ,773 
603-88 ,515 
898-428,470 
552-63 ,489 
809-360,449 
639-319,320 
702-39 ,663 
944-22 ,922 
458-5  ,453 
130-83 ,47  
425-30 ,395 
38-34  ,4   
762-3  ,759 
567-525,42  
708-44 ,664 
898-94 ,804 
914-604,310 
382-0  ,382 
827-372,455 
164-30 ,134 
151-7  ,144 
179-37 ,142 
937-67 ,870 
771-90 ,681 
408-36 ,372 
636-20 ,616 
561-256,305 
903-73 ,830 
631-40 ,591 
232-71 ,161 
67-39  ,28  
729-586,143 
850-27 ,823 
793-18 ,775 
690-75 ,615 
329-39 ,290 
346-3  ,343 
969-72 ,897 
86-61  ,25  
376-44 ,332 
747-211,536 
992-0  ,992 
731-98 ,633 
886-48 ,838 
395-39 ,356 
514-395,119 
924-330,594 
847-764,83  
811-81 ,730 
193-55 ,138 
235-56 ,179 
861-84 ,777 
411-57 ,354 
884-676,208 
966-299,667 
720-200,520 
73-6   ,67  
995-733,262 
893-39 ,854 
351-17 ,334 
680-39 ,641 
870-453,417 
610-599,11  
917-591,326 
356-4  ,352 
833-75 ,758 
917-602,315 
136-85 ,51  
801-10 ,791 
249-78 ,171 
383-22 ,361 
742-8  ,734 
79-59  ,20  
744-1  ,743 
924-307,617 
812-8  ,804 
706-638,68  
430-23 ,407 
653-72 ,581 
931-413,518 
482-37 ,445 
720-56 ,664 
458-365,93  
814-44 ,770 
397-55 ,342 
890-9  ,881 
908-83 ,825 
779-18 ,761 
492-427,65  
470-64 ,406 
543-248,295 
54-42  ,12  
520-123,397 
773-5  ,768 
754-78 ,676 
591-31 ,560 
376-59 ,317 
634-460,174 
862-148,714 
930-864,66  
73-5   ,68  
449-41 ,408 
89-12  ,77  
573-0  ,573 
437-52 ,385 
560-2  ,558 
652-66 ,586 
600-70 ,530 
677-564,113 
727-30 ,697 
644-3  ,641 
500-474,26  
974-847,127 
457-181,276 
173-22 ,151 
469-27 ,442 
358-15 ,343 
944-0  ,944 
528-30 ,498 
509-6  ,503 
160-3  ,157 
817-69 ,748 
84-15  ,69  
597-321,276 
627-92 ,535 
184-130,54  
141-60 ,81  
671-549,122 
424-100,324 
630-234,396 
694-96 ,598 
725-48 ,677 
499-205,294 
364-57 ,307 
658-62 ,596 
325-80 ,245 
987-78 ,909 
96-67  ,29  
356-25 ,331 
573-431,142 
724-18 ,706 
640-5  ,635 
782-86 ,696 
732-35 ,697 
769-420,349 
546-20 ,526 
975-857,118 
786-71 ,715 
469-0  ,469 
200-53 ,147 
950-44 ,906 
336-22 ,314 
591-468,123 
430-58 ,372 
122-17 ,105 
740-25 ,715 
233-77 ,156 
721-14 ,707 
493-30 ,463 
307-7  ,300 
109-16 ,93  
507-240,267 
310-55 ,255 
422-99 ,323 
516-71 ,445 
262-15 ,247 
865-6  ,859 
608-2  ,606 
471-22 ,449 
844-31 ,813 
933-737,196 
949-328,621 
663-342,321 
903-65 ,838 
213-34 ,179 
961-39 ,922 
619-137,482 
710-18 ,692 
572-164,408 
346-98 ,248 
412-59 ,353 
687-502,185 
424-10 ,414 
