questions,expected
319-8  ,311 
95-48  ,47  
85-27  ,58  
722-17 ,705 
109-10 ,99  
890-74 ,816 
934-94 ,840 
823-37 ,786 
400-27 ,373 
559-82 ,477 
567-27 ,540 
592-231,361 
664-610,54  
459-358,101 
929-886,43  
342-308,34  
735-33 ,702 
504-40 ,464 
611-281,330 
84-45  ,39  
870-3  ,867 
469-92 ,377 
934-668,266 
292-58 ,234 
955-47 ,908 
931-98 ,833 
576-16 ,560 
748-8  ,740 
663-77 ,586 
570-60 ,510 
467-3  ,464 
712-25 ,687 
929-99 ,830 
555-60 ,495 
347-12 ,335 
93-69  ,24  
795-15 ,780 
161-46 ,115 
213-82 ,131 
307-1  ,306 
976-73 ,903 
54-39  ,15  
231-70 ,161 
880-52 ,828 
803-273,530 
940-51 ,889 
198-65 ,133 
202-19 ,183 
722-21 ,701 
633-300,333 
164-8  ,156 
42-0   ,42  
385-9  ,376 
991-308,683 
559-110,449 
219-106,113 
865-8  ,857 
451-17 ,434 
461-52 ,409 
971-32 ,939 
466-61 ,405 
25-23  ,2   
302-4  ,298 
324-98 ,226 
207-93 ,114 
951-81 ,870 
977-568,409 
547-85 ,462 
582-63 ,519 
865-804,61  
794-206,588 
999-39 ,960 
909-66 ,843 
99-34  ,65  
915-783,132 
464-46 ,418 
598-519,79  
500-464,36  
850-489,361 
99-50  ,49  
938-319,619 
761-10 ,751 
974-84 ,890 
908-6  ,902 
913-13 ,900 
279-42 ,237 
749-673,76  
28-23  ,5   
473-85 ,388 
553-47 ,506 
168-54 ,114 
118-2  ,116 
855-26 ,829 
171-130,41  
654-36 ,618 
398-17 ,381 
928-7  ,921 
310-4  ,306 
874-99 ,775 
651-45 ,606 
608-47 ,561 
625-0  ,625 
83-54  ,29  
137-4  ,133 
740-314,426 
399-168,231 
905-50 ,855 
59-46  ,13  
83-73  ,10  
886-97 ,789 
287-84 ,203 
893-25 ,868 
643-0  ,643 
125-48 ,77  
228-95 ,133 
656-62 ,594 
430-6  ,424 
743-30 ,713 
66-12  ,54  
256-10 ,246 
57-3   ,54  
312-28 ,284 
117-92 ,25  
355-8  ,347 
101-92 ,9   
58-10  ,48  
295-43 ,252 
969-9  ,960 
407-55 ,352 
681-4  ,677 
682-41 ,641 
750-58 ,692 
818-8  ,810 
546-1  ,545 
500-480,20  
771-630,141 
429-75 ,354 
774-4  ,770 
715-94 ,621 
249-3  ,246 
220-0  ,220 
621-6  ,615 
134-7  ,127 
781-555,226 
396-59 ,337 
536-0  ,536 
743-66 ,677 
322-8  ,314 
576-245,331 
240-9  ,231 
716-226,490 
968-7  ,961 
657-20 ,637 
468-0  ,468 
684-285,399 
50-5   ,45  
893-2  ,891 
915-550,365 
391-43 ,348 
98-58  ,40  
290-35 ,255 
612-24 ,588 
717-87 ,630 
588-59 ,529 
512-12 ,500 
458-7  ,451 
498-4  ,494 
617-5  ,612 
851-24 ,827 
714-21 ,693 
654-99 ,555 
299-3  ,296 
875-282,593 
526-2  ,524 
884-543,341 
17-5   ,12  
474-224,250 
889-68 ,821 
555-8  ,547 
965-128,837 
523-4  ,519 
971-81 ,890 
442-47 ,395 
163-64 ,99  
129-35 ,94  
807-8  ,799 
852-61 ,791 
964-7  ,957 
884-468,416 
492-53 ,439 
86-46  ,40  
844-58 ,786 
862-287,575 
549-1  ,548 
784-55 ,729 
405-399,6   
818-67 ,751 
599-395,204 
532-0  ,532 
293-185,108 
206-55 ,151 
569-371,198 
926-5  ,921 
246-149,97  
437-136,301 
982-12 ,970 
711-3  ,708 
86-72  ,14  
947-55 ,892 
83-15  ,68  
627-28 ,599 
113-42 ,71  
883-9  ,874 
655-220,435 
907-316,591 
826-25 ,801 
335-13 ,322 
693-6  ,687 
464-91 ,373 
152-9  ,143 
747-49 ,698 
71-28  ,43  
479-53 ,426 
336-9  ,327 
896-409,487 
953-82 ,871 
846-2  ,844 
264-31 ,233 
617-31 ,586 
638-264,374 
109-23 ,86  
962-60 ,902 
158-37 ,121 
293-18 ,275 
99-37  ,62  
606-240,366 
780-54 ,726 
847-730,117 
601-375,226 
611-82 ,529 
919-510,409 
911-279,632 
49-31  ,18  
744-258,486 
971-842,129 
172-103,69  
681-72 ,609 
238-57 ,181 
583-94 ,489 
140-72 ,68  
918-9  ,909 
731-499,232 
53-16  ,37  
969-79 ,890 
751-16 ,735 
773-87 ,686 
241-6  ,235 
604-545,59  
488-34 ,454 
700-87 ,613 
504-3  ,501 
974-169,805 
358-119,239 
393-221,172 
687-8  ,679 
446-90 ,356 
411-81 ,330 
291-52 ,239 
185-88 ,97  
829-648,181 
195-9  ,186 
60-3   ,57  
878-74 ,804 
62-54  ,8   
8-0    ,8   
486-38 ,448 
296-2  ,294 
408-51 ,357 
86-24  ,62  
862-694,168 
524-17 ,507 
82-2   ,80  
476-418,58  
577-146,431 
916-12 ,904 
689-9  ,680 
35-25  ,10  
699-468,231 
35-7   ,28  
19-13  ,6   
741-127,614 
821-5  ,816 
928-20 ,908 
988-407,581 
550-0  ,550 
670-61 ,609 
816-39 ,777 
964-45 ,919 
718-23 ,695 
428-96 ,332 
386-45 ,341 
783-89 ,694 
801-73 ,728 
81-50  ,31  
364-2  ,362 
965-561,404 
13-3   ,10  
847-708,139 
922-68 ,854 
305-157,148 
669-20 ,649 
290-184,106 
912-59 ,853 
59-1   ,58  
436-9  ,427 
981-37 ,944 
336-7  ,329 
716-51 ,665 
879-316,563 
101-3  ,98  
382-45 ,337 
425-97 ,328 
775-86 ,689 
926-7  ,919 
523-80 ,443 
595-54 ,541 
821-654,167 
647-196,451 
7-5    ,2   
217-6  ,211 
619-31 ,588 
382-99 ,283 
662-333,329 
410-76 ,334 
45-27  ,18  
399-68 ,331 
313-31 ,282 
410-278,132 
317-58 ,259 
855-382,473 
928-494,434 
386-25 ,361 
720-147,573 
493-30 ,463 
482-62 ,420 
75-25  ,50  
920-133,787 
455-47 ,408 
270-34 ,236 
73-59  ,14  
72-57  ,15  
68-46  ,22  
562-535,27  
870-372,498 
577-424,153 
604-5  ,599 
299-0  ,299 
251-53 ,198 
684-85 ,599 
953-57 ,896 
941-13 ,928 
735-57 ,678 
850-52 ,798 
896-122,774 
740-28 ,712 
486-9  ,477 
432-66 ,366 
894-20 ,874 
820-667,153 
781-15 ,766 
295-41 ,254 
649-45 ,604 
884-11 ,873 
304-4  ,300 
680-370,310 
182-7  ,175 
811-43 ,768 
299-61 ,238 
301-44 ,257 
535-424,111 
228-88 ,140 
576-167,409 
887-368,519 
939-4  ,935 
519-43 ,476 
537-9  ,528 
542-231,311 
388-285,103 
97-55  ,42  
113-29 ,84  
46-16  ,30  
927-71 ,856 
989-90 ,899 
964-9  ,955 
759-634,125 
296-33 ,263 
830-783,47  
986-784,202 
205-97 ,108 
782-30 ,752 
356-9  ,347 
225-94 ,131 
841-421,420 
163-99 ,64  
717-94 ,623 
816-2  ,814 
243-82 ,161 
302-90 ,212 
963-3  ,960 
241-12 ,229 
50-49  ,1   
184-58 ,126 
715-10 ,705 
604-582,22  
184-84 ,100 
274-54 ,220 
596-9  ,587 
75-18  ,57  
736-494,242 
918-57 ,861 
217-72 ,145 
849-71 ,778 
863-12 ,851 
162-39 ,123 
941-26 ,915 
379-71 ,308 
519-38 ,481 
752-382,370 
853-300,553 
858-779,79  
874-842,32  
717-45 ,672 
64-7   ,57  
550-71 ,479 
688-439,249 
887-398,489 
348-49 ,299 
199-27 ,172 
616-82 ,534 
498-84 ,414 
937-2  ,935 
510-9  ,501 
250-74 ,176 
105-72 ,33  
796-377,419 
473-9  ,464 
661-64 ,597 
802-32 ,770 
358-165,193 
548-9  ,539 
673-4  ,669 
712-79 ,633 
528-39 ,489 
792-82 ,710 
366-185,181 
497-224,273 
923-9  ,914 
352-7  ,345 
854-15 ,839 
658-82 ,576 
205-39 ,166 
769-42 ,727 
729-2  ,727 
225-41 ,184 
168-11 ,157 
803-248,555 
677-22 ,655 
245-75 ,170 
647-211,436 
658-9  ,649 
794-21 ,773 
821-317,504 
836-126,710 
915-121,794 
193-58 ,135 
268-4  ,264 
757-662,95  
265-44 ,221 
568-333,235 
36-14  ,22  
72-45  ,27  
774-186,588 
962-467,495 
275-3  ,272 
968-81 ,887 
47-34  ,13  
655-150,505 
491-34 ,457 
657-15 ,642 
648-589,59  
679-3  ,676 
817-515,302 
224-60 ,164 
284-61 ,223 
244-38 ,206 
957-691,266 
879-29 ,850 
145-23 ,122 
983-62 ,921 
425-75 ,350 
652-257,395 
982-33 ,949 
532-254,278 
863-39 ,824 
606-6  ,600 
450-8  ,442 
647-9  ,638 
854-87 ,767 
64-8   ,56  
432-67 ,365 
667-572,95  
937-19 ,918 
422-8  ,414 
564-190,374 
412-46 ,366 
986-312,674 
434-341,93  
247-7  ,240 
407-91 ,316 
576-12 ,564 
210-50 ,160 
999-91 ,908 
138-2  ,136 
89-10  ,79  
460-84 ,376 
695-583,112 
548-93 ,455 
58-44  ,14  
671-622,49  
804-1  ,803 
634-53 ,581 
620-593,27  
281-69 ,212 
456-29 ,427 
500-402,98  
671-96 ,575 
94-3   ,91  
372-53 ,319 
264-6  ,258 
579-527,52  
368-4  ,364 
799-48 ,751 
558-49 ,509 
640-147,493 
336-56 ,280 
229-82 ,147 
688-275,413 
472-90 ,382 
450-176,274 
786-35 ,751 
271-24 ,247 
747-93 ,654 
895-17 ,878 
519-50 ,469 
523-226,297 
528-426,102 
561-8  ,553 
245-15 ,230 
249-36 ,213 
252-229,23  
407-292,115 
789-5  ,784 
128-7  ,121 
258-87 ,171 
998-538,460 
286-0  ,286 
881-26 ,855 
63-51  ,12  
42-3   ,39  
354-214,140 
978-21 ,957 
279-24 ,255 
740-80 ,660 
354-22 ,332 
707-94 ,613 
851-0  ,851 
536-53 ,483 
299-229,70  
307-47 ,260 
724-71 ,653 
876-20 ,856 
704-8  ,696 
418-50 ,368 
769-99 ,670 
401-56 ,345 
958-784,174 
478-95 ,383 
159-49 ,110 
534-54 ,480 
723-97 ,626 
362-11 ,351 
907-249,658 
349-294,55  
467-104,363 
249-0  ,249 
421-45 ,376 
937-919,18  
489-5  ,484 
942-74 ,868 
706-32 ,674 
79-26  ,53  
779-61 ,718 
449-99 ,350 
188-95 ,93  
281-8  ,273 
647-22 ,625 
509-86 ,423 
679-187,492 
545-404,141 
328-6  ,322 
197-63 ,134 
711-83 ,628 
782-78 ,704 
898-61 ,837 
299-78 ,221 
362-54 ,308 
921-23 ,898 
53-26  ,27  
96-93  ,3   
129-2  ,127 
744-32 ,712 
544-21 ,523 
936-60 ,876 
797-78 ,719 
93-78  ,15  
879-1  ,878 
875-129,746 
711-63 ,648 
986-9  ,977 
964-86 ,878 
728-90 ,638 
331-22 ,309 
602-7  ,595 
727-236,491 
216-20 ,196 
470-70 ,400 
898-376,522 
693-587,106 
852-78 ,774 
499-103,396 
281-93 ,188 
862-7  ,855 
178-5  ,173 
785-2  ,783 
832-59 ,773 
879-75 ,804 
346-21 ,325 
693-55 ,638 
536-424,112 
656-37 ,619 
734-709,25  
192-14 ,178 
954-99 ,855 
550-83 ,467 
782-570,212 
339-86 ,253 
51-22  ,29  
74-63  ,11  
177-64 ,113 
899-842,57  
569-4  ,565 
685-503,182 
859-32 ,827 
938-302,636 
190-86 ,104 
255-26 ,229 
676-292,384 
526-8  ,518 
86-25  ,61  
267-23 ,244 
377-86 ,291 
117-97 ,20  
638-578,60  
387-2  ,385 
341-69 ,272 
787-2  ,785 
954-28 ,926 
712-601,111 
920-57 ,863 
121-0  ,121 
706-584,122 
744-3  ,741 
120-5  ,115 
946-67 ,879 
640-178,462 
99-33  ,66  
77-47  ,30  
319-34 ,285 
610-5  ,605 
342-67 ,275 
240-1  ,239 
601-31 ,570 
894-23 ,871 
413-34 ,379 
989-4  ,985 
521-3  ,518 
728-55 ,673 
117-41 ,76  
991-8  ,983 
830-167,663 
538-98 ,440 
933-46 ,887 
566-98 ,468 
407-21 ,386 
966-22 ,944 
838-7  ,831 
221-30 ,191 
932-6  ,926 
74-19  ,55  
91-62  ,29  
379-1  ,378 
699-279,420 
633-28 ,605 
203-83 ,120 
598-64 ,534 
819-630,189 
582-34 ,548 
744-344,400 
600-560,40  
48-30  ,18  
902-13 ,889 
912-79 ,833 
391-53 ,338 
885-127,758 
710-12 ,698 
61-32  ,29  
216-67 ,149 
62-6   ,56  
930-51 ,879 
48-8   ,40  
308-16 ,292 
140-71 ,69  
102-84 ,18  
294-38 ,256 
43-3   ,40  
224-47 ,177 
84-19  ,65  
812-97 ,715 
564-559,5   
645-44 ,601 
676-9  ,667 
164-16 ,148 
806-235,571 
768-610,158 
347-6  ,341 
26-25  ,1   
253-4  ,249 
969-500,469 
222-52 ,170 
751-649,102 
950-29 ,921 
427-4  ,423 
415-7  ,408 
66-55  ,11  
859-374,485 
578-313,265 
944-937,7   
758-19 ,739 
859-51 ,808 
787-700,87  
998-4  ,994 
728-50 ,678 
309-84 ,225 
461-74 ,387 
452-40 ,412 
914-600,314 
59-31  ,28  
620-67 ,553 
815-549,266 
629-108,521 
717-62 ,655 
337-36 ,301 
833-9  ,824 
121-90 ,31  
346-13 ,333 
777-35 ,742 
645-53 ,592 
161-15 ,146 
803-48 ,755 
514-70 ,444 
259-91 ,168 
948-27 ,921 
949-7  ,942 
631-293,338 
750-222,528 
410-78 ,332 
965-48 ,917 
821-165,656 
725-556,169 
598-111,487 
872-66 ,806 
855-7  ,848 
961-163,798 
810-43 ,767 
898-54 ,844 
887-7  ,880 
194-29 ,165 
90-40  ,50  
411-11 ,400 
947-159,788 
285-22 ,263 
692-2  ,690 
97-40  ,57  
418-347,71  
99-63  ,36  
979-585,394 
324-1  ,323 
895-2  ,893 
156-42 ,114 
642-90 ,552 
905-783,122 
86-48  ,38  
376-351,25  
756-172,584 
858-799,59  
950-73 ,877 
974-520,454 
607-81 ,526 
191-20 ,171 
617-403,214 
960-5  ,955 
600-72 ,528 
705-0  ,705 
892-646,246 
413-38 ,375 
413-66 ,347 
110-2  ,108 
799-81 ,718 
997-55 ,942 
688-309,379 
541-9  ,532 
269-1  ,268 
347-61 ,286 
746-729,17  
85-18  ,67  
627-122,505 
817-44 ,773 
230-62 ,168 
768-1  ,767 
878-30 ,848 
419-4  ,415 
688-675,13  
619-30 ,589 
545-518,27  
836-574,262 
894-96 ,798 
453-207,246 
410-4  ,406 
694-424,270 
370-19 ,351 
325-56 ,269 
600-355,245 
609-4  ,605 
832-92 ,740 
329-31 ,298 
378-268,110 
682-49 ,633 
456-7  ,449 
456-70 ,386 
836-60 ,776 
782-9  ,773 
416-71 ,345 
712-187,525 
98-68  ,30  
644-95 ,549 
336-30 ,306 
85-41  ,44  
832-260,572 
533-16 ,517 
983-29 ,954 
69-51  ,18  
370-0  ,370 
957-943,14  
732-424,308 
777-80 ,697 
353-81 ,272 
443-26 ,417 
622-129,493 
979-292,687 
897-41 ,856 
526-0  ,526 
855-596,259 
871-12 ,859 
582-66 ,516 
428-172,256 
295-88 ,207 
979-48 ,931 
475-3  ,472 
860-48 ,812 
393-55 ,338 
938-748,190 
97-28  ,69  
638-289,349 
23-18  ,5   
666-344,322 
242-99 ,143 
173-62 ,111 
868-82 ,786 
759-273,486 
140-15 ,125 
669-25 ,644 
591-437,154 
459-85 ,374 
699-15 ,684 
133-113,20  
521-66 ,455 
606-40 ,566 
723-65 ,658 
681-260,421 
834-21 ,813 
991-25 ,966 
961-152,809 
874-0  ,874 
435-50 ,385 
608-49 ,559 
51-38  ,13  
975-64 ,911 
749-64 ,685 
408-76 ,332 
106-39 ,67  
439-39 ,400 
606-14 ,592 
667-94 ,573 
989-288,701 
757-180,577 
876-475,401 
602-97 ,505 
914-25 ,889 
850-82 ,768 
451-1  ,450 
379-49 ,330 
602-14 ,588 
35-2   ,33  
583-236,347 
887-91 ,796 
229-25 ,204 
252-2  ,250 
739-6  ,733 
309-89 ,220 
925-332,593 
386-57 ,329 
409-229,180 
721-329,392 
838-632,206 
344-30 ,314 
710-8  ,702 
877-70 ,807 
994-211,783 
781-3  ,778 
84-36  ,48  
729-80 ,649 
592-24 ,568 
103-68 ,35  
992-861,131 
460-360,100 
509-27 ,482 
952-60 ,892 
704-557,147 
931-726,205 
680-0  ,680 
501-434,67  
555-51 ,504 
621-82 ,539 
891-327,564 
658-47 ,611 
171-8  ,163 
846-91 ,755 
773-638,135 
302-27 ,275 
770-22 ,748 
771-510,261 
953-762,191 
494-242,252 
30-5   ,25  
571-13 ,558 
73-62  ,11  
650-47 ,603 
546-40 ,506 
223-0  ,223 
685-9  ,676 
998-89 ,909 
962-12 ,950 
508-148,360 
330-50 ,280 
682-54 ,628 
119-16 ,103 
6-3    ,3   
591-102,489 
371-4  ,367 
710-9  ,701 
920-7  ,913 
9-1    ,8   
338-97 ,241 
628-211,417 
879-382,497 
564-0  ,564 
423-18 ,405 
605-24 ,581 
886-8  ,878 
380-339,41  
89-71  ,18  
481-40 ,441 
834-84 ,750 
19-6   ,13  
906-40 ,866 
189-9  ,180 
674-176,498 
720-28 ,692 
578-6  ,572 
398-98 ,300 
862-723,139 
201-41 ,160 
294-289,5   
62-38  ,24  
47-39  ,8   
848-44 ,804 
868-73 ,795 
826-57 ,769 
603-159,444 
850-631,219 
733-3  ,730 
996-0  ,996 
163-2  ,161 
787-39 ,748 
710-3  ,707 
244-7  ,237 
798-7  ,791 
674-39 ,635 
794-149,645 
100-2  ,98  
467-20 ,447 
108-19 ,89  
181-7  ,174 
728-25 ,703 
415-48 ,367 
375-83 ,292 
817-4  ,813 
928-11 ,917 
279-85 ,194 
831-27 ,804 
377-3  ,374 
88-59  ,29  
75-48  ,27  
698-43 ,655 
638-52 ,586 
61-61  ,0   
989-664,325 
110-96 ,14  
95-22  ,73  
760-99 ,661 
153-92 ,61  
316-31 ,285 
147-107,40  
786-44 ,742 
530-157,373 
224-1  ,223 
473-12 ,461 
791-422,369 
313-80 ,233 
195-3  ,192 
884-624,260 
337-6  ,331 
696-521,175 
399-4  ,395 
570-1  ,569 
721-7  ,714 
422-4  ,418 
26-6   ,20  
817-355,462 
784-97 ,687 
41-35  ,6   
575-5  ,570 
552-216,336 
559-29 ,530 
648-96 ,552 
109-62 ,47  
86-42  ,44  
663-45 ,618 
563-97 ,466 
80-62  ,18  
448-95 ,353 
795-744,51  
334-40 ,294 
488-44 ,444 
488-7  ,481 
150-27 ,123 
438-269,169 
685-1  ,684 
425-99 ,326 
931-8  ,923 
60-10  ,50  
478-50 ,428 
68-31  ,37  
479-92 ,387 
720-18 ,702 
63-50  ,13  
800-34 ,766 
558-465,93  
972-52 ,920 
242-66 ,176 
436-62 ,374 
311-80 ,231 
71-0   ,71  
517-308,209 
754-240,514 
960-68 ,892 
526-33 ,493 
527-30 ,497 
666-8  ,658 
184-98 ,86  
774-79 ,695 
425-195,230 
696-53 ,643 
792-527,265 
435-37 ,398 
519-70 ,449 
216-21 ,195 
406-76 ,330 
172-53 ,119 
624-18 ,606 
728-85 ,643 
605-44 ,561 
935-12 ,923 
860-525,335 
669-1  ,668 
443-2  ,441 
885-808,77  
348-60 ,288 
873-29 ,844 
762-98 ,664 
818-43 ,775 
66-63  ,3   
702-1  ,701 
811-701,110 
515-0  ,515 
225-71 ,154 
937-60 ,877 
816-285,531 
219-20 ,199 
517-470,47  
605-343,262 
679-434,245 
622-43 ,579 
326-70 ,256 
786-86 ,700 
121-62 ,59  
698-585,113 
511-433,78  
738-27 ,711 
129-29 ,100 
609-86 ,523 
800-315,485 
927-1  ,926 
885-71 ,814 
806-1  ,805 
638-296,342 
435-70 ,365 
729-640,89  
852-258,594 
739-3  ,736 
201-148,53  
907-8  ,899 
905-404,501 
175-36 ,139 
814-65 ,749 
