questions,expected
9*29   ,261    
913-37 ,876    
6+494  ,500    
929+0  ,929    
63-60  ,3      
2+630  ,632    
540*27 ,14580  
3+984  ,987    
20-747 ,-727   
250-4  ,246    
45+311 ,356    
83+624 ,707    
97-721 ,-624   
4-42   ,-38    
101*47 ,4747   
9+74   ,83     
59-75  ,-16    
494-98 ,396    
396-5  ,391    
42*46  ,1932   
67*270 ,18090  
263-775,-512   
7+30   ,37     
8+684  ,692    
662+536,1198   
13-2   ,11     
6+837  ,843    
848-1  ,847    
182*0  ,0      
734*7  ,5138   
58-91  ,-33    
164-55 ,109    
786*95 ,74670  
483+950,1433   
83+62  ,145    
10*9   ,90     
0*71   ,0      
9*62   ,558    
902-53 ,849    
471+682,1153   
658*97 ,63826  
24-466 ,-442   
69*53  ,3657   
288-6  ,282    
876-1  ,875    
98*4   ,392    
97*94  ,9118   
7-942  ,-935   
10-42  ,-32    
5-28   ,-23    
70*349 ,24430  
4-736  ,-732   
889+528,1417   
939-52 ,887    
875-30 ,845    
73*31  ,2263   
76+297 ,373    
0-395  ,-395   
56+452 ,508    
591*30 ,17730  
63*50  ,3150   
824*830,683920 
0-9    ,-9     
96+513 ,609    
29+531 ,560    
7+779  ,786    
941-4  ,937    
23+302 ,325    
3*407  ,1221   
451+648,1099   
6+206  ,212    
60-829 ,-769   
738*19 ,14022  
64*66  ,4224   
310-2  ,308    
45-544 ,-499   
688-47 ,641    
2+699  ,701    
650-772,-122   
9+287  ,296    
72+572 ,644    
62*131 ,8122   
776*16 ,12416  
852-94 ,758    
199*4  ,796    
9*48   ,432    
0+635  ,635    
46-439 ,-393   
92+840 ,932    
3-61   ,-58    
97*67  ,6499   
581*0  ,0      
291-6  ,285    
14*815 ,11410  
1+104  ,105    
22-997 ,-975   
79*58  ,4582   
95+246 ,341    
582-464,118    
729*1  ,729    
954*544,518976 
9*617  ,5553   
55*44  ,2420   
0*175  ,0      
342+624,966    
0+200  ,200    
80-15  ,65     
32+30  ,62     
569-4  ,565    
224+149,373    
29-92  ,-63    
2-357  ,-355   
59*40  ,2360   
37-88  ,-51    
40*700 ,28000  
767-801,-34    
46*438 ,20148  
22*184 ,4048   
99*104 ,10296  
988*99 ,97812  
822*137,112614 
381-59 ,322    
305+5  ,310    
196+24 ,220    
0-333  ,-333   
185-52 ,133    
759+88 ,847    
7-959  ,-952   
6+17   ,23     
0-42   ,-42    
394*77 ,30338  
9-12   ,-3     
350+840,1190   
75-9   ,66     
639+172,811    
38*50  ,1900   
470*1  ,470    
51+74  ,125    
525-9  ,516    
316-244,72     
54-621 ,-567   
4+831  ,835    
488-9  ,479    
84+461 ,545    
32+6   ,38     
35-61  ,-26    
297*5  ,1485   
351+2  ,353    
460-3  ,457    
387*87 ,33669  
59*3   ,177    
298*464,138272 
906-0  ,906    
9-45   ,-36    
5*182  ,910    
54*66  ,3564   
554+21 ,575    
977+3  ,980    
661-366,295    
8+94   ,102    
195*22 ,4290   
74*539 ,39886  
0*89   ,0      
847-84 ,763    
3-207  ,-204   
865+197,1062   
3-526  ,-523   
848-9  ,839    
76+69  ,145    
77*794 ,61138  
161+531,692    
90*49  ,4410   
45+762 ,807    
878*124,108872 
543-2  ,541    
678+393,1071   
45+10  ,55     
982*76 ,74632  
874*78 ,68172  
8+193  ,201    
6-523  ,-517   
9+92   ,101    
93+773 ,866    
780*27 ,21060  
93+11  ,104    
4+793  ,797    
74+55  ,129    
462*55 ,25410  
7*371  ,2597   
89+857 ,946    
85+90  ,175    
825-72 ,753    
95-577 ,-482   
862-35 ,827    
890-607,283    
461*6  ,2766   
63+247 ,310    
32+91  ,123    
98*357 ,34986  
927+749,1676   
488-6  ,482    
627*5  ,3135   
594+8  ,602    
393*9  ,3537   
17*2   ,34     
510+516,1026   
0-789  ,-789   
9-620  ,-611   
324+4  ,328    
23-37  ,-14    
968+4  ,972    
4*951  ,3804   
83-811 ,-728   
68+382 ,450    
286*82 ,23452  
705+290,995    
92*892 ,82064  
250-3  ,247    
518+2  ,520    
410-164,246    
448-94 ,354    
9+41   ,50     
8*816  ,6528   
120*116,13920  
33+62  ,95     
78*232 ,18096  
769+8  ,777    
327+56 ,383    
119-91 ,28     
528+39 ,567    
70+254 ,324    
4+86   ,90     
8*865  ,6920   
337-4  ,333    
90+16  ,106    
386+203,589    
979*8  ,7832   
1+936  ,937    
0-927  ,-927   
98+24  ,122    
49*99  ,4851   
173-4  ,169    
45-12  ,33     
915*47 ,43005  
475+87 ,562    
939+0  ,939    
292+3  ,295    
6*735  ,4410   
422+44 ,466    
579*63 ,36477  
73*52  ,3796   
207+428,635    
25-696 ,-671   
84-675 ,-591   
995*556,553220 
8+147  ,155    
263*57 ,14991  
908+554,1462   
417+1  ,418    
636*4  ,2544   
304*650,197600 
81-19  ,62     
543-478,65     
858+553,1411   
108*21 ,2268   
30*822 ,24660  
64+15  ,79     
4-572  ,-568   
85*105 ,8925   
274*4  ,1096   
41+557 ,598    
91*0   ,0      
10*580 ,5800   
9-850  ,-841   
24-90  ,-66    
899-95 ,804    
1-834  ,-833   
4+533  ,537    
658+664,1322   
580-21 ,559    
26-685 ,-659   
485-722,-237   
5+428  ,433    
8+209  ,217    
380*756,287280 
751-8  ,743    
5-306  ,-301   
302*477,144054 
405+46 ,451    
362+10 ,372    
653-602,51     
0*272  ,0      
545+363,908    
0*108  ,0      
849+559,1408   
85+62  ,147    
98+614 ,712    
487+94 ,581    
756+238,994    
0-439  ,-439   
7*667  ,4669   
593+878,1471   
648-32 ,616    
45-15  ,30     
50*64  ,3200   
29*21  ,609    
361*3  ,1083   
7-101  ,-94    
84*222 ,18648  
751+92 ,843    
986+1  ,987    
7+776  ,783    
720*76 ,54720  
4*876  ,3504   
32-611 ,-579   
382*232,88624  
175*960,168000 
43+99  ,142    
565-38 ,527    
13*7   ,91     
677*75 ,50775  
3+884  ,887    
348*6  ,2088   
85*92  ,7820   
981*37 ,36297  
4-933  ,-929   
291-3  ,288    
603-44 ,559    
2*273  ,546    
4+909  ,913    
31*340 ,10540  
0-13   ,-13    
47*649 ,30503  
160*64 ,10240  
1*751  ,751    
2*45   ,90     
597+97 ,694    
27+954 ,981    
90+63  ,153    
40-48  ,-8     
0-342  ,-342   
335-184,151    
43-62  ,-19    
544-278,266    
7-351  ,-344   
238-22 ,216    
807+6  ,813    
8+913  ,921    
3*32   ,96     
495-62 ,433    
5-227  ,-222   
98-0   ,98     
444*791,351204 
41-408 ,-367   
51*519 ,26469  
2*313  ,626    
734*0  ,0      
926+83 ,1009   
803+433,1236   
62+626 ,688    
1-63   ,-62    
8-234  ,-226   
0-535  ,-535   
27+956 ,983    
83+10  ,93     
454*48 ,21792  
945-64 ,881    
394-519,-125   
4-349  ,-345   
627*1  ,627    
979+27 ,1006   
96-758 ,-662   
6+966  ,972    
426*627,267102 
25+112 ,137    
62-398 ,-336   
823-547,276    
323-662,-339   
1*316  ,316    
461+988,1449   
201*99 ,19899  
280-2  ,278    
87*10  ,870    
969+379,1348   
4+99   ,103    
605-18 ,587    
81-31  ,50     
4-220  ,-216   
665+83 ,748    
426*189,80514  
96+621 ,717    
46-910 ,-864   
76+76  ,152    
111-208,-97    
6+86   ,92     
422-9  ,413    
397-55 ,342    
84+64  ,148    
532-78 ,454    
536+84 ,620    
464*158,73312  
21-55  ,-34    
553-6  ,547    
725-19 ,706    
985-61 ,924    
318+0  ,318    
887*815,722905 
63*502 ,31626  
664+48 ,712    
695*292,202940 
40-294 ,-254   
60*31  ,1860   
882*56 ,49392  
689*165,113685 
815*603,491445 
5*483  ,2415   
25*569 ,14225  
667*404,269468 
5*456  ,2280   
9+881  ,890    
43*37  ,1591   
65*35  ,2275   
194+59 ,253    
994*535,531790 
85+27  ,112    
9+838  ,847    
0*993  ,0      
7+840  ,847    
32+347 ,379    
931+37 ,968    
20*83  ,1660   
439-88 ,351    
93-212 ,-119   
462*6  ,2772   
42+33  ,75     
9+135  ,144    
492*435,214020 
687+92 ,779    
44+60  ,104    
235-87 ,148    
74+620 ,694    
0-412  ,-412   
197-9  ,188    
1*554  ,554    
91-41  ,50     
235*117,27495  
512*2  ,1024   
337-974,-637   
8-815  ,-807   
97*775 ,75175  
99+681 ,780    
732-4  ,728    
788-49 ,739    
948-9  ,939    
84-68  ,16     
516*13 ,6708   
956-3  ,953    
11*54  ,594    
329*674,221746 
892+566,1458   
35*176 ,6160   
147-9  ,138    
95*279 ,26505  
4+508  ,512    
43-531 ,-488   
5+849  ,854    
20+39  ,59     
966-246,720    
73*32  ,2336   
795-6  ,789    
582-48 ,534    
687-3  ,684    
242+51 ,293    
305*3  ,915    
734+832,1566   
202*508,102616 
3+846  ,849    
6-798  ,-792   
755+1  ,756    
1*808  ,808    
395-695,-300   
267+652,919    
3-66   ,-63    
85*5   ,425    
27*138 ,3726   
77-94  ,-17    
659+0  ,659    
76*463 ,35188  
891-5  ,886    
82+949 ,1031   
72+73  ,145    
941-52 ,889    
7*37   ,259    
819*970,794430 
3-884  ,-881   
691+89 ,780    
47-40  ,7      
743-543,200    
58-9   ,49     
136-7  ,129    
630*5  ,3150   
416-2  ,414    
482*127,61214  
539*67 ,36113  
422*24 ,10128  
61-61  ,0      
609+19 ,628    
2-618  ,-616   
38-89  ,-51    
88*6   ,528    
798-5  ,793    
73+4   ,77     
355*73 ,25915  
934+94 ,1028   
195+354,549    
533-8  ,525    
515+7  ,522    
8-808  ,-800   
289+619,908    
0+966  ,966    
2+400  ,402    
91*3   ,273    
62-20  ,42     
322*295,94990  
141+12 ,153    
263-7  ,256    
12+457 ,469    
65-789 ,-724   
326-5  ,321    
9-123  ,-114   
706*557,393242 
640*4  ,2560   
97*84  ,8148   
184*59 ,10856  
75+451 ,526    
28+241 ,269    
318+253,571    
63+976 ,1039   
95*83  ,7885   
981+46 ,1027   
21-44  ,-23    
37-0   ,37     
962*92 ,88504  
5-787  ,-782   
5*918  ,4590   
0+152  ,152    
535*3  ,1605   
4+813  ,817    
339+8  ,347    
495*5  ,2475   
6-560  ,-554   
396*359,142164 
5+62   ,67     
23*690 ,15870  
9*856  ,7704   
88-717 ,-629   
6-82   ,-76    
29-666 ,-637   
40+994 ,1034   
474*924,437976 
0-385  ,-385   
46*38  ,1748   
768+95 ,863    
987+72 ,1059   
6-287  ,-281   
86+65  ,151    
36+914 ,950    
16+62  ,78     
25+93  ,118    
563*871,490373 
81+6   ,87     
793*8  ,6344   
780*688,536640 
297+1  ,298    
872*624,544128 
688+2  ,690    
637*9  ,5733   
0+998  ,998    
6+599  ,605    
766+896,1662   
79+7   ,86     
384-779,-395   
203+0  ,203    
53+8   ,61     
369-195,174    
18*73  ,1314   
124+5  ,129    
387+93 ,480    
354*612,216648 
97*16  ,1552   
855+788,1643   
33+244 ,277    
31+284 ,315    
404*66 ,26664  
9*695  ,6255   
661*95 ,62795  
700+11 ,711    
3*429  ,1287   
7*591  ,4137   
993-9  ,984    
3-943  ,-940   
13-751 ,-738   
628*87 ,54636  
52+86  ,138    
9-868  ,-859   
71+7   ,78     
237-2  ,235    
46+85  ,131    
935-218,717    
303-293,10     
738*0  ,0      
406-75 ,331    
46+74  ,120    
1*266  ,266    
99-807 ,-708   
44*55  ,2420   
184-1  ,183    
10*3   ,30     
926+42 ,968    
24*45  ,1080   
47-150 ,-103   
5*755  ,3775   
0*196  ,0      
97*47  ,4559   
675*2  ,1350   
7-726  ,-719   
3*84   ,252    
72+46  ,118    
782+90 ,872    
1*828  ,828    
63+84  ,147    
25-26  ,-1     
398+27 ,425    
49-130 ,-81    
986*9  ,8874   
215-5  ,210    
60-70  ,-10    
486+160,646    
3+601  ,604    
63-39  ,24     
1-173  ,-172   
4*571  ,2284   
58+975 ,1033   
220*5  ,1100   
6-344  ,-338   
4-20   ,-16    
950-26 ,924    
830*557,462310 
224*10 ,2240   
898+706,1604   
75*787 ,59025  
75*430 ,32250  
7*778  ,5446   
9-589  ,-580   
88-741 ,-653   
591-513,78     
80-200 ,-120   
870*4  ,3480   
386*59 ,22774  
422-511,-89    
148-7  ,141    
401*755,302755 
97+48  ,145    
61+232 ,293    
4-874  ,-870   
8*186  ,1488   
89*1   ,89     
557+2  ,559    
30-0   ,30     
74*87  ,6438   
989*8  ,7912   
8-546  ,-538   
303-8  ,295    
1+964  ,965    
632*63 ,39816  
331-353,-22    
394+4  ,398    
67*4   ,268    
904*507,458328 
831-88 ,743    
565-0  ,565    
756+0  ,756    
284+893,1177   
55+86  ,141    
9*525  ,4725   
406-55 ,351    
158-7  ,151    
52+74  ,126    
552-9  ,543    
801-69 ,732    
58-676 ,-618   
27+1   ,28     
96-183 ,-87    
96-322 ,-226   
4-444  ,-440   
146*19 ,2774   
208+53 ,261    
1*354  ,354    
890-768,122    
27*24  ,648    
485+1  ,486    
568-46 ,522    
2-322  ,-320   
77+89  ,166    
85-37  ,48     
24+900 ,924    
3+47   ,50     
88+49  ,137    
58*121 ,7018   
2-657  ,-655   
983-69 ,914    
6+178  ,184    
114-479,-365   
78*97  ,7566   
81-60  ,21     
30+4   ,34     
238-53 ,185    
724-7  ,717    
974-47 ,927    
559*0  ,0      
65-631 ,-566   
656+3  ,659    
391*770,301070 
62*393 ,24366  
56-761 ,-705   
64-42  ,22     
623-834,-211   
96*600 ,57600  
5+101  ,106    
43*965 ,41495  
17-20  ,-3     
653-99 ,554    
822+2  ,824    
78-32  ,46     
170*12 ,2040   
288*230,66240  
399*3  ,1197   
935+90 ,1025   
7*938  ,6566   
447-207,240    
823*2  ,1646   
7*766  ,5362   
9+79   ,88     
185-22 ,163    
855-6  ,849    
46+367 ,413    
397+92 ,489    
381-68 ,313    
38+83  ,121    
53+67  ,120    
35-70  ,-35    
8+8    ,16     
33+454 ,487    
146-8  ,138    
921*68 ,62628  
152-63 ,89     
349+63 ,412    
45*291 ,13095  
538*60 ,32280  
579-910,-331   
573-3  ,570    
24*46  ,1104   
579-1  ,578    
954+75 ,1029   
498-2  ,496    
43*46  ,1978   
505*6  ,3030   
518*55 ,28490  
7*81   ,567    
830-818,12     
532+83 ,615    
736-680,56     
5*35   ,175    
436*1  ,436    
746+952,1698   
0-933  ,-933   
772+942,1714   
4*293  ,1172   
242+464,706    
1+621  ,622    
39-36  ,3      
565+7  ,572    
211+206,417    
3-274  ,-271   
485*308,149380 
884*72 ,63648  
516+9  ,525    
991-577,414    
9-582  ,-573   
2-2    ,0      
441-67 ,374    
7*143  ,1001   
3*143  ,429    
9+94   ,103    
686+22 ,708    
9+710  ,719    
301-47 ,254    
1+263  ,264    
655*823,539065 
179-1  ,178    
2-488  ,-486   
85+87  ,172    
93*5   ,465    
161*75 ,12075  
275*726,199650 
712*115,81880  
871*8  ,6968   
94-82  ,12     
542+49 ,591    
787+592,1379   
566-746,-180   
26*487 ,12662  
56-5   ,51     
853-6  ,847    
713*1  ,713    
913+54 ,967    
47+262 ,309    
70-26  ,44     
25+67  ,92     
22-41  ,-19    
38*109 ,4142   
664+214,878    
611*4  ,2444   
824+8  ,832    
212+893,1105   
5-390  ,-385   
654*1  ,654    
44-141 ,-97    
38-5   ,33     
425+5  ,430    
707+66 ,773    
273*95 ,25935  
274-50 ,224    
458*21 ,9618   
393-773,-380   
928+54 ,982    
65+36  ,101    
937-90 ,847    
338*6  ,2028   
393-8  ,385    
797*733,584201 
0*323  ,0      
290*6  ,1740   
163*6  ,978    
36*483 ,17388  
525+39 ,564    
653*88 ,57464  
91*25  ,2275   
25+91  ,116    
15+162 ,177    
21+53  ,74     
656+228,884    
892-11 ,881    
327+7  ,334    
911*268,244148 
56-288 ,-232   
984+4  ,988    
525*81 ,42525  
0-897  ,-897   
24*4   ,96     
19-113 ,-94    
7+78   ,85     
46+382 ,428    
5+879  ,884    
98*75  ,7350   
12+558 ,570    
382+78 ,460    
73+61  ,134    
18+24  ,42     
47+129 ,176    
998-23 ,975    
53-347 ,-294   
54+776 ,830    
3*478  ,1434   
599-940,-341   
16+393 ,409    
8-407  ,-399   
147-5  ,142    
1+93   ,94     
214*0  ,0      
180-584,-404   
377+698,1075   
4*441  ,1764   
41+12  ,53     
72-470 ,-398   
925+7  ,932    
90-973 ,-883   
243+8  ,251    
10+225 ,235    
28+98  ,126    
8-978  ,-970   
602*379,228158 
38+230 ,268    
20-2   ,18     
48-69  ,-21    
26*649 ,16874  
71-7   ,64     
58-37  ,21     
25*837 ,20925  
3*810  ,2430   
21-632 ,-611   
435+9  ,444    
7-212  ,-205   
702+607,1309   
52+67  ,119    
100*0  ,0      
857-16 ,841    
89*2   ,178    
8+49   ,57     
7*769  ,5383   
64-46  ,18     
587-2  ,585    
797+8  ,805    
6-418  ,-412   
31-64  ,-33    
947-86 ,861    
44+32  ,76     
882+17 ,899    
940+479,1419   
615*966,594090 
951+338,1289   
42-98  ,-56    
58+20  ,78     
1-299  ,-298   
413-6  ,407    
57-189 ,-132   
6-66   ,-60    
67*523 ,35041  
95-6   ,89     
116*125,14500  
5-513  ,-508   
37+15  ,52     
796+3  ,799    
895-8  ,887    
758*639,484362 
764+5  ,769    
40-753 ,-713   
518+777,1295   
7*454  ,3178   
323-119,204    
63*20  ,1260   
59*35  ,2065   
1+364  ,365    
628-88 ,540    
84+687 ,771    
4-506  ,-502   
336+43 ,379    
44-387 ,-343   
638*135,86130  
218*6  ,1308   
4-296  ,-292   
475*7  ,3325   
410*7  ,2870   
3-270  ,-267   
453-502,-49    
31+558 ,589    
614-70 ,544    
4+8    ,12     
205+49 ,254    
685*5  ,3425   
35*754 ,26390  
97-891 ,-794   
594+930,1524   
426+17 ,443    
28+750 ,778    
32-915 ,-883   
730-574,156    
3-362  ,-359   
439*3  ,1317   
7+250  ,257    
46*229 ,10534  
607+1  ,608    
4-675  ,-671   
75*3   ,225    
365*22 ,8030   
449+65 ,514    
691*858,592878 
591*4  ,2364   
50+80  ,130    
329-7  ,322    
293-55 ,238    
19+6   ,25     
6-9    ,-3     
54*0   ,0      
84*519 ,43596  
2-953  ,-951   
14-494 ,-480   
173-859,-686   
4-190  ,-186   
47-882 ,-835   
16*227 ,3632   
37-6   ,31     
4*705  ,2820   
56+508 ,564    
768*0  ,0      
28-46  ,-18    
39+5   ,44     
61*20  ,1220   
414*40 ,16560  
76+32  ,108    
462+5  ,467    
199*757,150643 
67*77  ,5159   
885*46 ,40710  
4*418  ,1672   
9-699  ,-690   
75-408 ,-333   
2+791  ,793    
12+531 ,543    
851+710,1561   
94+2   ,96     
10*6   ,60     
47+103 ,150    
96-405 ,-309   
152+985,1137   
85+72  ,157    
843*378,318654 
67*806 ,54002  
119+505,624    
547+399,946    
565+6  ,571    
91*329 ,29939  
530*6  ,3180   
818*85 ,69530  
317+35 ,352    
975-340,635    
178*97 ,17266  
156-638,-482   
903*24 ,21672  
215+280,495    
97*40  ,3880   
74+51  ,125    
50-17  ,33     
50*89  ,4450   
53+95  ,148    
776+77 ,853    
11-31  ,-20    
574*5  ,2870   
439-588,-149   
290+273,563    
172-35 ,137    
845-930,-85    
591+60 ,651    
4-14   ,-10    
312+22 ,334    
921-7  ,914    
6+16   ,22     
413+50 ,463    
938+437,1375   
77+815 ,892    
960+34 ,994    
66*719 ,47454  
16+146 ,162    
72+18  ,90     
658*627,412566 
843*986,831198 
104-907,-803   
47*23  ,1081   
470*782,367540 
4*255  ,1020   
59-643 ,-584   
346+93 ,439    
777*105,81585  
971+96 ,1067   
581+92 ,673    
364-83 ,281    
37-56  ,-19    
623*7  ,4361   
552*981,541512 
833-78 ,755    
70*94  ,6580   
459+660,1119   
304*6  ,1824   
17+53  ,70     
23*365 ,8395   
52*3   ,156    
17-39  ,-22    
3-51   ,-48    
78+963 ,1041   
578+438,1016   
65+45  ,110    
592-7  ,585    
73*6   ,438    
17-455 ,-438   
748+70 ,818    
2*15   ,30     
43*915 ,39345  
35+284 ,319    
560-94 ,466    
12*600 ,7200   
4+810  ,814    
639+90 ,729    
2-325  ,-323   
4+908  ,912    
2+555  ,557    
803-671,132    
837*430,359910 
638+72 ,710    
117-9  ,108    
21-888 ,-867   
464*56 ,25984  
14+762 ,776    
954*73 ,69642  
1-551  ,-550   
5+838  ,843    
69+47  ,116    
31+535 ,566    
50-185 ,-135   
65*89  ,5785   
51*661 ,33711  
3-34   ,-31    
531-630,-99    
303*70 ,21210  
15+609 ,624    
7-31   ,-24    
44-77  ,-33    
4*395  ,1580   
507-422,85     
175*992,173600 
74*419 ,31006  
697+10 ,707    
33*15  ,495    
941*143,134563 
72-572 ,-500   
51*82  ,4182   
481-25 ,456    
467-64 ,403    
248*145,35960  
413+420,833    
30-904 ,-874   
51+6   ,57     
34-18  ,16     
64-145 ,-81    
891+8  ,899    
3-999  ,-996   
869*671,583099 
34+14  ,48     
3+903  ,906    
892*12 ,10704  
920-880,40     
239+15 ,254    
24+44  ,68     
180*8  ,1440   
248-33 ,215    
214*36 ,7704   
729*9  ,6561   
867+5  ,872    
493+82 ,575    
643*1  ,643    
76+59  ,135    
72+706 ,778    
130+8  ,138    
448-2  ,446    
964-335,629    
271*18 ,4878   
1*774  ,774    
348+76 ,424    
850*7  ,5950   
46+27  ,73     
740-0  ,740    
14-550 ,-536   
67+960 ,1027   
282-6  ,276    
395-63 ,332    
0-958  ,-958   
398-691,-293   
0*569  ,0      
952*74 ,70448  
2*561  ,1122   
843*0  ,0      
34+30  ,64     
9+446  ,455    
169+6  ,175    
75+94  ,169    
38+67  ,105    
787-6  ,781    
92+618 ,710    
801-0  ,801    
0+879  ,879    
877*5  ,4385   
1-413  ,-412   
52+461 ,513    
8-589  ,-581   
256-0  ,256    
497+15 ,512    
641-743,-102   
305-74 ,231    
65-257 ,-192   
532+33 ,565    
11*78  ,858    
43-4   ,39     
6-521  ,-515   
0*245  ,0      
512+779,1291   
254+48 ,302    
9*997  ,8973   
471+83 ,554    
407-24 ,383    
7-24   ,-17    
0*33   ,0      
612*6  ,3672   
7*385  ,2695   
7*85   ,595    
2-922  ,-920   
1+259  ,260    
809+345,1154   
227+8  ,235    
911+827,1738   
778-20 ,758    
183+0  ,183    
476-1  ,475    
237+26 ,263    
82+133 ,215    
3*58   ,174    
835*898,749830 
356+84 ,440    
1*504  ,504    
5*740  ,3700   
80+686 ,766    
310*33 ,10230  
1*48   ,48     
635*38 ,24130  
964*8  ,7712   
94*91  ,8554   
836+787,1623   
5*847  ,4235   
7-502  ,-495   
80-385 ,-305   
194+2  ,196    
729+949,1678   
82*56  ,4592   
33-68  ,-35    
937-223,714    
212+83 ,295    
2-4    ,-2     
6*694  ,4164   
788-73 ,715    
96-123 ,-27    
92*79  ,7268   
205+609,814    
968-787,181    
995*17 ,16915  
684+18 ,702    
922*2  ,1844   
781-10 ,771    
581*9  ,5229   
30*600 ,18000  
733+5  ,738    
822-1  ,821    
23*32  ,736    
21*904 ,18984  
81+83  ,164    
763+5  ,768    
9-671  ,-662   
0*819  ,0      
530-939,-409   
647-99 ,548    
351-441,-90    
373+12 ,385    
339-57 ,282    
86+390 ,476    
552+3  ,555    
203+152,355    
26+150 ,176    
516*8  ,4128   
968*48 ,46464  
0*634  ,0      
946*264,249744 
28-644 ,-616   
377*0  ,0      
5+446  ,451    
24*41  ,984    
420+8  ,428    
61+208 ,269    
5+91   ,96     
71*307 ,21797  
72*261 ,18792  
63+44  ,107    
6-40   ,-34    
8-468  ,-460   
2-41   ,-39    
192+51 ,243    
64-926 ,-862   
52*53  ,2756   
72*154 ,11088  
70+962 ,1032   
71+76  ,147    
810+5  ,815    
64*794 ,50816  
6+118  ,124    
371-46 ,325    
285*0  ,0      
4*803  ,3212   
51+799 ,850    
42+584 ,626    
109+6  ,115    
6-246  ,-240   
9*439  ,3951   
4+481  ,485    
928-459,469    
828-23 ,805    
96-706 ,-610   
99+876 ,975    
79+687 ,766    
2+72   ,74     
178-870,-692   
554*1  ,554    
193-742,-549   
877*44 ,38588  
353*244,86132  
40*4   ,160    
3*944  ,2832   
643*4  ,2572   
96+308 ,404    
38-9   ,29     
18+51  ,69     
7+937  ,944    
786*7  ,5502   
5-314  ,-309   
245+4  ,249    
4+87   ,91     
7-335  ,-328   
7*528  ,3696   
83-29  ,54     
8-476  ,-468   
880*4  ,3520   
95*846 ,80370  
10-27  ,-17    
304+85 ,389    
256+6  ,262    
962-58 ,904    
47+69  ,116    
172*415,71380  
31*5   ,155    
255*832,212160 
48*125 ,6000   
189-15 ,174    
505*0  ,0      
2-868  ,-866   
321-818,-497   
758*7  ,5306   
915-6  ,909    
924-91 ,833    
54*166 ,8964   
105+9  ,114    
659+5  ,664    
489*971,474819 
393+35 ,428    
133-48 ,85     
769*11 ,8459   
902+7  ,909    
9*2    ,18     
37+637 ,674    
7+962  ,969    
231*24 ,5544   
