questions,expected
91-50  ,41  
301-9  ,292 
742-464,278 
925-4  ,921 
954-834,120 
721-368,353 
370-221,149 
801-67 ,734 
652-27 ,625 
911-26 ,885 
649-232,417 
765-275,490 
548-4  ,544 
295-8  ,287 
362-17 ,345 
454-257,197 
905-376,529 
133-6  ,127 
695-356,339 
984-56 ,928 
953-2  ,951 
994-534,460 
907-620,287 
702-0  ,702 
664-43 ,621 
88-45  ,43  
626-21 ,605 
398-217,181 
112-7  ,105 
300-73 ,227 
697-53 ,644 
244-1  ,243 
255-188,67  
279-4  ,275 
172-36 ,136 
398-319,79  
339-318,21  
926-68 ,858 
277-56 ,221 
888-0  ,888 
689-8  ,681 
116-4  ,112 
975-270,705 
774-93 ,681 
537-24 ,513 
665-155,510 
978-3  ,975 
266-0  ,266 
727-31 ,696 
275-60 ,215 
963-33 ,930 
217-48 ,169 
580-80 ,500 
491-88 ,403 
70-32  ,38  
885-685,200 
723-94 ,629 
935-27 ,908 
722-366,356 
342-187,155 
631-179,452 
727-82 ,645 
773-528,245 
906-69 ,837 
327-174,153 
956-2  ,954 
223-75 ,148 
253-80 ,173 
312-99 ,213 
868-84 ,784 
536-9  ,527 
786-442,344 
879-82 ,797 
459-60 ,399 
618-7  ,611 
686-312,374 
766-604,162 
400-58 ,342 
215-72 ,143 
648-31 ,617 
385-21 ,364 
745-93 ,652 
968-20 ,948 
840-71 ,769 
880-68 ,812 
866-2  ,864 
471-9  ,462 
812-4  ,808 
836-616,220 
365-25 ,340 
564-18 ,546 
582-166,416 
64-58  ,6   
613-82 ,531 
196-9  ,187 
339-6  ,333 
391-160,231 
783-10 ,773 
560-8  ,552 
235-79 ,156 
458-8  ,450 
542-449,93  
395-140,255 
558-1  ,557 
968-89 ,879 
886-6  ,880 
344-4  ,340 
63-8   ,55  
851-35 ,816 
960-33 ,927 
201-99 ,102 
516-390,126 
617-20 ,597 
283-42 ,241 
746-333,413 
797-50 ,747 
199-9  ,190 
293-121,172 
971-894,77  
683-46 ,637 
150-7  ,143 
90-87  ,3   
785-77 ,708 
339-58 ,281 
540-97 ,443 
812-513,299 
134-57 ,77  
952-936,16  
582-87 ,495 
259-16 ,243 
429-79 ,350 
989-76 ,913 
382-72 ,310 
346-23 ,323 
487-374,113 
946-486,460 
200-22 ,178 
369-343,26  
949-107,842 
556-6  ,550 
91-22  ,69  
130-7  ,123 
368-48 ,320 
642-80 ,562 
496-152,344 
40-39  ,1   
837-21 ,816 
766-7  ,759 
902-672,230 
410-232,178 
227-51 ,176 
393-97 ,296 
97-18  ,79  
974-79 ,895 
792-60 ,732 
251-11 ,240 
847-0  ,847 
597-566,31  
886-0  ,886 
64-1   ,63  
46-31  ,15  
468-309,159 
913-47 ,866 
714-378,336 
654-229,425 
299-26 ,273 
348-61 ,287 
500-387,113 
679-16 ,663 
801-59 ,742 
440-52 ,388 
557-296,261 
120-5  ,115 
334-32 ,302 
847-461,386 
513-35 ,478 
96-50  ,46  
947-35 ,912 
440-157,283 
715-28 ,687 
44-36  ,8   
334-84 ,250 
779-63 ,716 
535-37 ,498 
871-2  ,869 
312-43 ,269 
40-16  ,24  
428-130,298 
987-540,447 
945-557,388 
521-96 ,425 
79-3   ,76  
269-5  ,264 
153-26 ,127 
945-504,441 
339-9  ,330 
133-12 ,121 
325-82 ,243 
832-741,91  
217-61 ,156 
551-225,326 
168-44 ,124 
420-171,249 
149-76 ,73  
909-697,212 
983-671,312 
542-2  ,540 
877-82 ,795 
72-22  ,50  
886-148,738 
310-24 ,286 
305-47 ,258 
973-1  ,972 
132-7  ,125 
151-63 ,88  
605-378,227 
660-45 ,615 
921-0  ,921 
883-251,632 
905-57 ,848 
697-49 ,648 
869-52 ,817 
722-80 ,642 
305-144,161 
751-72 ,679 
810-77 ,733 
36-21  ,15  
562-31 ,531 
265-183,82  
710-588,122 
642-18 ,624 
76-24  ,52  
913-324,589 
770-83 ,687 
407-63 ,344 
962-845,117 
458-386,72  
247-55 ,192 
472-23 ,449 
26-16  ,10  
459-222,237 
408-62 ,346 
412-73 ,339 
655-56 ,599 
760-67 ,693 
110-5  ,105 
859-194,665 
430-37 ,393 
389-46 ,343 
32-26  ,6   
827-1  ,826 
344-64 ,280 
864-63 ,801 
931-81 ,850 
483-59 ,424 
941-125,816 
122-9  ,113 
955-96 ,859 
577-372,205 
54-4   ,50  
695-129,566 
158-51 ,107 
708-470,238 
96-94  ,2   
313-23 ,290 
573-7  ,566 
279-96 ,183 
463-33 ,430 
483-79 ,404 
672-652,20  
658-19 ,639 
192-9  ,183 
484-56 ,428 
95-46  ,49  
78-50  ,28  
203-14 ,189 
946-334,612 
55-22  ,33  
32-12  ,20  
275-41 ,234 
684-444,240 
829-63 ,766 
517-40 ,477 
832-754,78  
561-53 ,508 
74-10  ,64  
36-5   ,31  
115-43 ,72  
890-841,49  
878-439,439 
111-25 ,86  
468-46 ,422 
997-361,636 
728-0  ,728 
999-645,354 
730-59 ,671 
89-32  ,57  
345-82 ,263 
297-63 ,234 
71-1   ,70  
465-313,152 
141-24 ,117 
484-68 ,416 
130-91 ,39  
90-2   ,88  
31-15  ,16  
585-154,431 
782-45 ,737 
880-23 ,857 
177-89 ,88  
930-29 ,901 
257-241,16  
949-687,262 
475-66 ,409 
944-652,292 
768-0  ,768 
910-75 ,835 
80-59  ,21  
798-27 ,771 
341-231,110 
843-16 ,827 
91-2   ,89  
272-42 ,230 
162-4  ,158 
914-94 ,820 
139-11 ,128 
746-6  ,740 
416-7  ,409 
567-88 ,479 
48-19  ,29  
646-3  ,643 
610-572,38  
538-98 ,440 
344-215,129 
69-41  ,28  
827-263,564 
98-43  ,55  
165-22 ,143 
284-95 ,189 
113-66 ,47  
499-76 ,423 
445-0  ,445 
893-1  ,892 
398-222,176 
863-843,20  
128-48 ,80  
957-8  ,949 
786-43 ,743 
872-428,444 
808-158,650 
73-2   ,71  
409-18 ,391 
114-33 ,81  
753-737,16  
175-115,60  
904-120,784 
969-782,187 
459-86 ,373 
78-62  ,16  
119-44 ,75  
196-52 ,144 
305-21 ,284 
234-27 ,207 
752-74 ,678 
153-11 ,142 
487-99 ,388 
154-79 ,75  
62-56  ,6   
718-1  ,717 
456-0  ,456 
68-29  ,39  
968-58 ,910 
260-22 ,238 
314-81 ,233 
73-70  ,3   
393-68 ,325 
324-2  ,322 
76-71  ,5   
837-59 ,778 
990-5  ,985 
942-2  ,940 
738-66 ,672 
767-2  ,765 
583-532,51  
478-76 ,402 
13-6   ,7   
616-13 ,603 
452-0  ,452 
962-160,802 
283-207,76  
185-9  ,176 
624-65 ,559 
434-14 ,420 
671-571,100 
832-131,701 
627-82 ,545 
509-320,189 
830-35 ,795 
740-380,360 
25-15  ,10  
971-2  ,969 
580-221,359 
936-609,327 
337-19 ,318 
484-3  ,481 
519-83 ,436 
324-0  ,324 
311-0  ,311 
550-63 ,487 
221-65 ,156 
988-9  ,979 
646-32 ,614 
410-69 ,341 
871-148,723 
208-43 ,165 
614-542,72  
574-81 ,493 
663-141,522 
915-343,572 
675-547,128 
317-58 ,259 
870-284,586 
843-32 ,811 
567-20 ,547 
15-15  ,0   
543-70 ,473 
63-15  ,48  
721-655,66  
651-415,236 
195-5  ,190 
378-39 ,339 
699-57 ,642 
771-71 ,700 
850-802,48  
830-126,704 
241-93 ,148 
521-88 ,433 
439-391,48  
571-83 ,488 
847-683,164 
721-5  ,716 
619-19 ,600 
648-52 ,596 
311-22 ,289 
926-893,33  
344-44 ,300 
575-5  ,570 
868-812,56  
981-771,210 
781-17 ,764 
99-8   ,91  
48-21  ,27  
145-71 ,74  
828-27 ,801 
633-34 ,599 
72-28  ,44  
338-15 ,323 
278-85 ,193 
915-62 ,853 
264-81 ,183 
213-9  ,204 
943-208,735 
138-53 ,85  
972-834,138 
60-7   ,53  
621-0  ,621 
416-49 ,367 
96-93  ,3   
536-4  ,532 
593-74 ,519 
96-47  ,49  
557-416,141 
184-85 ,99  
86-2   ,84  
728-14 ,714 
742-440,302 
860-293,567 
745-6  ,739 
786-338,448 
487-46 ,441 
177-0  ,177 
805-605,200 
795-157,638 
708-97 ,611 
783-706,77  
546-6  ,540 
276-5  ,271 
535-9  ,526 
346-52 ,294 
891-758,133 
478-338,140 
635-76 ,559 
415-49 ,366 
830-633,197 
563-98 ,465 
808-61 ,747 
39-8   ,31  
94-92  ,2   
773-70 ,703 
129-93 ,36  
995-91 ,904 
326-0  ,326 
9-2    ,7   
930-26 ,904 
964-674,290 
521-20 ,501 
93-24  ,69  
755-60 ,695 
236-21 ,215 
988-933,55  
576-401,175 
810-27 ,783 
713-3  ,710 
952-31 ,921 
425-7  ,418 
785-129,656 
89-28  ,61  
515-37 ,478 
507-9  ,498 
961-239,722 
503-2  ,501 
461-250,211 
716-107,609 
679-52 ,627 
516-46 ,470 
938-714,224 
137-49 ,88  
347-9  ,338 
892-268,624 
993-14 ,979 
512-11 ,501 
747-686,61  
619-75 ,544 
719-15 ,704 
75-60  ,15  
702-68 ,634 
400-215,185 
565-206,359 
933-25 ,908 
786-762,24  
472-57 ,415 
56-20  ,36  
748-323,425 
759-6  ,753 
979-40 ,939 
917-816,101 
509-24 ,485 
976-3  ,973 
61-25  ,36  
69-12  ,57  
507-14 ,493 
872-85 ,787 
822-299,523 
373-317,56  
437-96 ,341 
519-45 ,474 
759-54 ,705 
233-55 ,178 
636-70 ,566 
156-22 ,134 
858-77 ,781 
711-35 ,676 
904-92 ,812 
226-8  ,218 
626-68 ,558 
197-41 ,156 
912-66 ,846 
283-65 ,218 
827-465,362 
681-71 ,610 
11-2   ,9   
138-82 ,56  
22-11  ,11  
507-18 ,489 
835-828,7   
608-105,503 
75-28  ,47  
564-337,227 
840-403,437 
641-15 ,626 
883-68 ,815 
68-60  ,8   
662-38 ,624 
495-77 ,418 
239-63 ,176 
707-63 ,644 
696-86 ,610 
840-621,219 
740-86 ,654 
609-510,99  
756-86 ,670 
829-465,364 
65-14  ,51  
600-24 ,576 
437-46 ,391 
996-29 ,967 
964-8  ,956 
796-59 ,737 
912-424,488 
821-19 ,802 
748-215,533 
464-395,69  
199-2  ,197 
668-55 ,613 
596-531,65  
510-81 ,429 
786-265,521 
797-33 ,764 
893-48 ,845 
281-29 ,252 
326-55 ,271 
130-9  ,121 
50-28  ,22  
694-92 ,602 
264-45 ,219 
567-86 ,481 
558-0  ,558 
962-917,45  
489-48 ,441 
990-17 ,973 
800-6  ,794 
612-20 ,592 
967-50 ,917 
744-511,233 
603-42 ,561 
276-76 ,200 
673-26 ,647 
755-416,339 
789-6  ,783 
917-7  ,910 
854-749,105 
550-458,92  
768-272,496 
813-99 ,714 
799-11 ,788 
229-39 ,190 
532-35 ,497 
514-20 ,494 
783-697,86  
604-2  ,602 
108-2  ,106 
575-62 ,513 
192-62 ,130 
542-103,439 
814-706,108 
817-214,603 
41-5   ,36  
567-404,163 
541-319,222 
217-26 ,191 
918-33 ,885 
631-626,5   
402-78 ,324 
587-87 ,500 
63-0   ,63  
238-42 ,196 
65-50  ,15  
570-44 ,526 
405-39 ,366 
296-63 ,233 
521-67 ,454 
516-15 ,501 
486-413,73  
432-81 ,351 
91-78  ,13  
478-30 ,448 
814-19 ,795 
93-7   ,86  
536-169,367 
314-63 ,251 
311-21 ,290 
760-472,288 
943-553,390 
91-89  ,2   
319-94 ,225 
845-224,621 
161-71 ,90  
902-7  ,895 
500-10 ,490 
977-45 ,932 
779-101,678 
578-0  ,578 
238-149,89  
417-45 ,372 
625-16 ,609 
201-1  ,200 
637-43 ,594 
55-34  ,21  
85-50  ,35  
202-49 ,153 
273-2  ,271 
773-346,427 
795-3  ,792 
670-67 ,603 
201-54 ,147 
315-8  ,307 
587-22 ,565 
675-92 ,583 
896-3  ,893 
941-1  ,940 
522-94 ,428 
964-172,792 
448-96 ,352 
864-765,99  
509-328,181 
356-59 ,297 
636-13 ,623 
913-1  ,912 
887-109,778 
946-8  ,938 
690-225,465 
549-85 ,464 
469-87 ,382 
554-23 ,531 
183-53 ,130 
834-326,508 
372-140,232 
829-727,102 
476-403,73  
506-225,281 
664-54 ,610 
195-15 ,180 
576-65 ,511 
113-2  ,111 
756-0  ,756 
750-584,166 
343-93 ,250 
246-0  ,246 
582-169,413 
229-187,42  
545-7  ,538 
331-19 ,312 
145-48 ,97  
895-4  ,891 
953-12 ,941 
972-8  ,964 
518-10 ,508 
696-160,536 
976-7  ,969 
878-173,705 
235-8  ,227 
371-80 ,291 
388-41 ,347 
729-16 ,713 
401-275,126 
728-67 ,661 
294-0  ,294 
968-6  ,962 
92-7   ,85  
763-52 ,711 
763-478,285 
774-0  ,774 
837-89 ,748 
282-50 ,232 
811-44 ,767 
636-2  ,634 
719-640,79  
417-1  ,416 
89-20  ,69  
664-6  ,658 
590-86 ,504 
653-12 ,641 
819-368,451 
462-56 ,406 
329-99 ,230 
490-8  ,482 
331-74 ,257 
655-9  ,646 
731-39 ,692 
836-48 ,788 
858-782,76  
824-3  ,821 
902-237,665 
986-916,70  
327-122,205 
68-26  ,42  
408-51 ,357 
818-2  ,816 
99-65  ,34  
253-78 ,175 
86-63  ,23  
311-1  ,310 
475-71 ,404 
352-1  ,351 
20-9   ,11  
279-84 ,195 
384-9  ,375 
789-161,628 
96-35  ,61  
44-28  ,16  
280-54 ,226 
389-92 ,297 
912-484,428 
927-46 ,881 
941-0  ,941 
93-60  ,33  
840-9  ,831 
494-215,279 
188-72 ,116 
428-32 ,396 
615-2  ,613 
987-0  ,987 
925-91 ,834 
856-36 ,820 
274-48 ,226 
613-592,21  
508-94 ,414 
695-283,412 
703-397,306 
977-236,741 
815-545,270 
46-22  ,24  
752-97 ,655 
929-40 ,889 
737-513,224 
874-25 ,849 
593-468,125 
869-753,116 
282-71 ,211 
871-95 ,776 
253-93 ,160 
68-0   ,68  
510-344,166 
765-418,347 
705-4  ,701 
173-90 ,83  
650-69 ,581 
869-60 ,809 
461-37 ,424 
905-360,545 
303-1  ,302 
590-19 ,571 
75-52  ,23  
744-51 ,693 
569-291,278 
803-123,680 
43-10  ,33  
746-0  ,746 
556-82 ,474 
576-366,210 
780-449,331 
877-568,309 
890-327,563 
982-7  ,975 
637-72 ,565 
642-204,438 
402-5  ,397 
511-34 ,477 
109-1  ,108 
243-16 ,227 
285-4  ,281 
685-54 ,631 
614-5  ,609 
933-57 ,876 
648-255,393 
107-2  ,105 
754-67 ,687 
783-666,117 
66-64  ,2   
72-5   ,67  
487-7  ,480 
858-744,114 
579-324,255 
56-39  ,17  
154-74 ,80  
355-52 ,303 
726-574,152 
458-25 ,433 
674-527,147 
650-203,447 
827-624,203 
206-18 ,188 
386-378,8   
606-155,451 
405-25 ,380 
235-186,49  
761-63 ,698 
538-36 ,502 
800-90 ,710 
529-73 ,456 
948-76 ,872 
345-7  ,338 
383-81 ,302 
996-40 ,956 
104-20 ,84  
562-371,191 
856-781,75  
593-354,239 
394-58 ,336 
774-557,217 
491-14 ,477 
590-5  ,585 
177-64 ,113 
649-45 ,604 
197-4  ,193 
547-8  ,539 
158-73 ,85  
745-651,94  
470-347,123 
939-46 ,893 
141-26 ,115 
524-163,361 
433-4  ,429 
915-581,334 
691-566,125 
203-76 ,127 
451-48 ,403 
803-67 ,736 
64-29  ,35  
727-495,232 
495-20 ,475 
194-43 ,151 
688-1  ,687 
913-115,798 
963-872,91  
232-85 ,147 
56-35  ,21  
342-7  ,335 
403-20 ,383 
71-20  ,51  
183-22 ,161 
151-36 ,115 
425-367,58  
73-30  ,43  
879-607,272 
454-213,241 
425-9  ,416 
923-828,95  
666-46 ,620 
940-495,445 
457-95 ,362 
356-17 ,339 
915-139,776 
509-93 ,416 
712-536,176 
406-2  ,404 
581-91 ,490 
200-174,26  
652-39 ,613 
786-9  ,777 
53-51  ,2   
878-575,303 
799-400,399 
463-184,279 
702-531,171 
493-76 ,417 
961-3  ,958 
995-793,202 
611-32 ,579 
503-252,251 
707-602,105 
958-806,152 
640-313,327 
131-0  ,131 
840-340,500 
717-6  ,711 
752-39 ,713 
50-29  ,21  
59-51  ,8   
750-16 ,734 
303-40 ,263 
919-496,423 
283-1  ,282 
461-30 ,431 
636-51 ,585 
949-95 ,854 
878-59 ,819 
428-73 ,355 
640-8  ,632 
542-80 ,462 
837-5  ,832 
563-495,68  
905-531,374 
63-42  ,21  
887-2  ,885 
814-635,179 
966-41 ,925 
948-95 ,853 
280-6  ,274 
676-292,384 
613-13 ,600 
308-2  ,306 
620-338,282 
514-4  ,510 
507-26 ,481 
660-4  ,656 
582-8  ,574 
558-461,97  
844-787,57  
841-22 ,819 
403-69 ,334 
71-31  ,40  
117-52 ,65  
222-53 ,169 
972-35 ,937 
520-27 ,493 
517-68 ,449 
423-90 ,333 
563-154,409 
459-397,62  
153-58 ,95  
538-9  ,529 
61-50  ,11  
617-118,499 
474-291,183 
816-443,373 
169-74 ,95  
812-2  ,810 
689-2  ,687 
183-167,16  
923-18 ,905 
976-34 ,942 
340-95 ,245 
93-17  ,76  
403-0  ,403 
177-55 ,122 
403-21 ,382 
43-29  ,14  
770-524,246 
121-96 ,25  
89-62  ,27  
880-786,94  
557-81 ,476 
832-7  ,825 
374-74 ,300 
579-363,216 
530-308,222 
303-23 ,280 
153-50 ,103 
946-4  ,942 
517-77 ,440 
860-6  ,854 
159-9  ,150 
818-79 ,739 
223-34 ,189 
337-8  ,329 
189-92 ,97  
756-53 ,703 
232-171,61  
715-91 ,624 
247-29 ,218 
994-43 ,951 
621-266,355 
252-68 ,184 
506-33 ,473 
332-150,182 
866-94 ,772 
796-270,526 
969-53 ,916 
78-74  ,4   
811-16 ,795 
334-15 ,319 
801-57 ,744 
899-677,222 
579-2  ,577 
408-1  ,407 
200-9  ,191 
929-36 ,893 
881-9  ,872 
360-330,30  
872-72 ,800 
989-817,172 
462-92 ,370 
487-9  ,478 
463-36 ,427 
228-91 ,137 
647-12 ,635 
328-93 ,235 
413-20 ,393 
423-8  ,415 
397-155,242 
143-38 ,105 
694-575,119 
651-54 ,597 
670-13 ,657 
254-20 ,234 
431-48 ,383 
91-90  ,1   
904-812,92  
293-101,192 
889-471,418 
392-44 ,348 
628-72 ,556 
789-78 ,711 
839-58 ,781 
787-17 ,770 
557-8  ,549 
137-78 ,59  
72-54  ,18  
848-41 ,807 
308-99 ,209 
598-78 ,520 
106-9  ,97  
894-6  ,888 
547-5  ,542 
755-37 ,718 
325-5  ,320 
807-24 ,783 
68-10  ,58  
13-12  ,1   
68-56  ,12  
738-380,358 
922-43 ,879 
779-84 ,695 
971-9  ,962 
880-31 ,849 
687-8  ,679 
467-28 ,439 
39-6   ,33  
909-61 ,848 
607-52 ,555 
616-349,267 
879-76 ,803 
253-63 ,190 
850-419,431 
868-9  ,859 
941-61 ,880 
171-166,5   
172-62 ,110 
296-3  ,293 
548-76 ,472 
96-66  ,30  
746-103,643 
649-9  ,640 
891-4  ,887 
124-87 ,37  
377-191,186 
748-73 ,675 
902-894,8   
955-14 ,941 
413-275,138 
28-16  ,12  
422-126,296 
244-44 ,200 
320-293,27  
726-631,95  
876-25 ,851 
65-55  ,10  
298-71 ,227 
224-11 ,213 
310-73 ,237 
763-73 ,690 
153-20 ,133 
651-84 ,567 
799-81 ,718 
620-323,297 
56-2   ,54  
740-78 ,662 
739-4  ,735 
374-52 ,322 
310-97 ,213 
383-3  ,380 
453-44 ,409 
745-47 ,698 
756-371,385 
369-2  ,367 
901-70 ,831 
145-65 ,80  
37-22  ,15  
866-4  ,862 
817-34 ,783 
185-36 ,149 
258-93 ,165 
491-457,34  
788-9  ,779 
198-31 ,167 
982-26 ,956 
7-5    ,2   
556-261,295 
518-61 ,457 
656-34 ,622 
816-584,232 
664-3  ,661 
890-95 ,795 
552-98 ,454 
365-104,261 
717-62 ,655 
554-102,452 
302-47 ,255 
440-80 ,360 
965-71 ,894 
467-83 ,384 
994-84 ,910 
117-89 ,28  
130-1  ,129 
790-50 ,740 
887-47 ,840 
9-8    ,1   
339-88 ,251 
799-662,137 
386-253,133 
793-75 ,718 
166-3  ,163 
879-37 ,842 
663-60 ,603 
230-1  ,229 
96-34  ,62  
518-36 ,482 
649-91 ,558 
967-9  ,958 
723-133,590 
82-17  ,65  
108-45 ,63  
439-87 ,352 
442-286,156 
547-50 ,497 
589-24 ,565 
142-2  ,140 
345-255,90  
892-68 ,824 
753-4  ,749 
850-4  ,846 
650-9  ,641 
813-86 ,727 
959-318,641 
331-17 ,314 
82-21  ,61  
95-95  ,0   
163-4  ,159 
114-65 ,49  
965-59 ,906 
438-33 ,405 
453-331,122 
669-496,173 
952-339,613 
766-81 ,685 
499-5  ,494 
815-48 ,767 
526-300,226 
994-82 ,912 
895-12 ,883 
220-13 ,207 
40-10  ,30  
955-99 ,856 
201-80 ,121 
719-50 ,669 
476-66 ,410 
889-822,67  
893-82 ,811 
752-30 ,722 
692-138,554 
842-596,246 
964-531,433 
497-9  ,488 
394-143,251 
82-79  ,3   
380-62 ,318 
658-12 ,646 
542-75 ,467 
955-94 ,861 
522-63 ,459 
155-10 ,145 
491-9  ,482 
83-9   ,74  
941-58 ,883 
896-756,140 
210-170,40  
985-70 ,915 
586-71 ,515 
817-94 ,723 
862-3  ,859 
400-16 ,384 
471-94 ,377 
133-66 ,67  
682-473,209 
339-31 ,308 
662-77 ,585 
591-11 ,580 
354-6  ,348 
175-0  ,175 
201-3  ,198 
834-31 ,803 
323-2  ,321 
886-677,209 
394-85 ,309 
593-2  ,591 
497-56 ,441 
28-15  ,13  
776-357,419 
927-50 ,877 
827-39 ,788 
68-7   ,61  
669-0  ,669 
632-617,15  
766-609,157 
852-794,58  
680-66 ,614 
857-63 ,794 
561-353,208 
980-691,289 
561-27 ,534 
549-46 ,503 
450-7  ,443 
827-192,635 
944-115,829 
935-382,553 
603-5  ,598 
941-28 ,913 
921-2  ,919 
983-147,836 
359-4  ,355 
669-508,161 
771-5  ,766 
109-7  ,102 
918-80 ,838 
823-575,248 
300-10 ,290 
95-19  ,76  
329-109,220 
460-71 ,389 
568-0  ,568 
667-8  ,659 
295-45 ,250 
793-23 ,770 
808-645,163 
238-50 ,188 
681-4  ,677 
245-4  ,241 
872-55 ,817 
740-329,411 
814-202,612 
96-28  ,68  
975-294,681 
85-66  ,19  
216-89 ,127 
894-0  ,894 
47-46  ,1   
897-8  ,889 
791-547,244 
427-9  ,418 
404-152,252 
813-44 ,769 
907-3  ,904 
57-5   ,52  
185-54 ,131 
938-839,99  
926-0  ,926 
243-27 ,216 
431-7  ,424 
71-67  ,4   
454-7  ,447 
850-591,259 
704-536,168 
98-18  ,80  
476-85 ,391 
