questions,expected
9-97   ,-88    
731*7  ,5117   
39*49  ,1911   
0*465  ,0      
580*3  ,1740   
0*681  ,0      
57+4   ,61     
130-9  ,121    
140+2  ,142    
966+279,1245   
6-586  ,-580   
0*385  ,0      
268*993,266124 
468-0  ,468    
585+557,1142   
3-162  ,-159   
3-858  ,-855   
36*572 ,20592  
993*3  ,2979   
70*91  ,6370   
508-0  ,508    
362-698,-336   
33*844 ,27852  
96*122 ,11712  
46*671 ,30866  
79+385 ,464    
15-5   ,10     
5-241  ,-236   
76+74  ,150    
575*6  ,3450   
1+986  ,987    
3-601  ,-598   
1-758  ,-757   
849+971,1820   
21+111 ,132    
290*7  ,2030   
184*64 ,11776  
3-912  ,-909   
283*5  ,1415   
753*22 ,16566  
15+98  ,113    
9+514  ,523    
949*4  ,3796   
881*28 ,24668  
39*0   ,0      
986*5  ,4930   
2+559  ,561    
6*640  ,3840   
9-261  ,-252   
980*3  ,2940   
74+3   ,77     
949-44 ,905    
113-67 ,46     
448+8  ,456    
559-916,-357   
5-468  ,-463   
21*645 ,13545  
6-773  ,-767   
73-79  ,-6     
535*55 ,29425  
9+32   ,41     
41+59  ,100    
53-32  ,21     
64-57  ,7      
52+581 ,633    
73*870 ,63510  
217-836,-619   
9+249  ,258    
664-555,109    
63-944 ,-881   
85*32  ,2720   
528-363,165    
12-283 ,-271   
9*65   ,585    
304*592,179968 
85-89  ,-4     
392*136,53312  
3+78   ,81     
9+964  ,973    
62-785 ,-723   
322*8  ,2576   
914+0  ,914    
32-943 ,-911   
47+8   ,55     
377-43 ,334    
635*8  ,5080   
665+0  ,665    
98-37  ,61     
105*575,60375  
45+547 ,592    
0-575  ,-575   
457+1  ,458    
1-632  ,-631   
360*27 ,9720   
808-13 ,795    
3-154  ,-151   
26*808 ,21008  
72*1   ,72     
360-252,108    
5*744  ,3720   
383*269,103027 
911+276,1187   
124+750,874    
999-4  ,995    
9*614  ,5526   
5-50   ,-45    
223*834,185982 
974*306,298044 
638-8  ,630    
411+31 ,442    
673+47 ,720    
37+0   ,37     
5-610  ,-605   
95+49  ,144    
634+4  ,638    
896-0  ,896    
4-109  ,-105   
7+15   ,22     
63-28  ,35     
75+0   ,75     
3-74   ,-71    
4-305  ,-301   
832+86 ,918    
83+291 ,374    
26*8   ,208    
1*431  ,431    
387+2  ,389    
96*60  ,5760   
825*66 ,54450  
439-57 ,382    
2+516  ,518    
8+254  ,262    
791-0  ,791    
6*37   ,222    
54+693 ,747    
9*515  ,4635   
81-480 ,-399   
311-363,-52    
5+370  ,375    
685*8  ,5480   
433+85 ,518    
25+98  ,123    
386+798,1184   
545*1  ,545    
95*927 ,88065  
9*4    ,36     
30*936 ,28080  
408+82 ,490    
6*102  ,612    
149+62 ,211    
726*536,389136 
8*313  ,2504   
85+5   ,90     
9-45   ,-36    
81+999 ,1080   
190*3  ,570    
110*14 ,1540   
773+6  ,779    
96*656 ,62976  
947*163,154361 
65-9   ,56     
18-95  ,-77    
553-0  ,553    
83+16  ,99     
8*775  ,6200   
73+5   ,78     
32+22  ,54     
1*12   ,12     
18*943 ,16974  
79*92  ,7268   
60+196 ,256    
70+430 ,500    
28+89  ,117    
800*41 ,32800  
818+31 ,849    
34-385 ,-351   
734-0  ,734    
219+1  ,220    
15*9   ,135    
6+530  ,536    
798-859,-61    
14-0   ,14     
2+874  ,876    
568-64 ,504    
470+6  ,476    
50*434 ,21700  
27*253 ,6831   
406-261,145    
8+20   ,28     
1*98   ,98     
564-685,-121   
365-308,57     
43*325 ,13975  
6+40   ,46     
88+922 ,1010   
456-45 ,411    
15*82  ,1230   
97-585 ,-488   
86-396 ,-310   
476+6  ,482    
9*270  ,2430   
29*457 ,13253  
28-95  ,-67    
576*22 ,12672  
2*908  ,1816   
76-412 ,-336   
63+858 ,921    
3+536  ,539    
62-33  ,29     
668+2  ,670    
857*456,390792 
8*72   ,576    
22*47  ,1034   
71*15  ,1065   
35+433 ,468    
50*538 ,26900  
50-27  ,23     
964+92 ,1056   
93+931 ,1024   
74*80  ,5920   
375-561,-186   
508*988,501904 
378-8  ,370    
847+21 ,868    
5*45   ,225    
199+889,1088   
273+854,1127   
649-30 ,619    
65-928 ,-863   
2-702  ,-700   
62*460 ,28520  
8*53   ,424    
7-56   ,-49    
41+50  ,91     
17-66  ,-49    
904-471,433    
0-660  ,-660   
153*1  ,153    
79+783 ,862    
8-366  ,-358   
684-6  ,678    
4+53   ,57     
4*482  ,1928   
23-348 ,-325   
0-477  ,-477   
4+492  ,496    
23-489 ,-466   
7*692  ,4844   
71-538 ,-467   
1*807  ,807    
88*310 ,27280  
33-732 ,-699   
74-261 ,-187   
77*366 ,28182  
263*64 ,16832  
246-801,-555   
7+365  ,372    
213-381,-168   
2*553  ,1106   
782*400,312800 
1-536  ,-535   
5*419  ,2095   
434*0  ,0      
16-9   ,7      
80+974 ,1054   
67+996 ,1063   
7+693  ,700    
516-71 ,445    
5*476  ,2380   
59+965 ,1024   
177+5  ,182    
74+78  ,152    
2*747  ,1494   
75*0   ,0      
8+199  ,207    
331*1  ,331    
53-1   ,52     
90+79  ,169    
47+9   ,56     
25-6   ,19     
3*936  ,2808   
83*221 ,18343  
31*3   ,93     
56*899 ,50344  
901*333,300033 
789+3  ,792    
6-454  ,-448   
354-91 ,263    
796*300,238800 
27+6   ,33     
1+813  ,814    
892+42 ,934    
88-7   ,81     
294+23 ,317    
211*3  ,633    
5+809  ,814    
3-278  ,-275   
704+91 ,795    
804+6  ,810    
5-4    ,1      
430+398,828    
8-563  ,-555   
391*0  ,0      
32*9   ,288    
57*4   ,228    
75+5   ,80     
193-90 ,103    
62+8   ,70     
74+46  ,120    
50+14  ,64     
951*855,813105 
12-83  ,-71    
956+14 ,970    
8*697  ,5576   
34-862 ,-828   
33*8   ,264    
6+44   ,50     
80+741 ,821    
2+297  ,299    
41+24  ,65     
875+65 ,940    
319+89 ,408    
325-83 ,242    
9-911  ,-902   
7-492  ,-485   
91*69  ,6279   
726*77 ,55902  
56+43  ,99     
98*345 ,33810  
643+4  ,647    
835-514,321    
373+65 ,438    
926-54 ,872    
46+74  ,120    
10*6   ,60     
0-553  ,-553   
4-190  ,-186   
553+89 ,642    
40+90  ,130    
445-0  ,445    
20*759 ,15180  
7-311  ,-304   
0*204  ,0      
9-757  ,-748   
373-907,-534   
113-225,-112   
942+638,1580   
116-4  ,112    
707+314,1021   
1-895  ,-894   
355*22 ,7810   
981*8  ,7848   
114*97 ,11058  
326+624,950    
39+58  ,97     
52*19  ,988    
214-22 ,192    
758+741,1499   
652*9  ,5868   
456*23 ,10488  
78+687 ,765    
269*8  ,2152   
2*44   ,88     
264*57 ,15048  
589-96 ,493    
80+325 ,405    
90+9   ,99     
762*120,91440  
25-788 ,-763   
340-872,-532   
5-181  ,-176   
54-948 ,-894   
38+8   ,46     
137*5  ,685    
52+949 ,1001   
814+20 ,834    
345+113,458    
439+0  ,439    
73*21  ,1533   
120-84 ,36     
317-62 ,255    
238+90 ,328    
75+72  ,147    
24-7   ,17     
327-141,186    
392-11 ,381    
76*8   ,608    
161-5  ,156    
0*490  ,0      
775*70 ,54250  
23*536 ,12328  
31+42  ,73     
934-844,90     
325+57 ,382    
218-62 ,156    
8-23   ,-15    
140*54 ,7560   
348+1  ,349    
63*7   ,441    
581+218,799    
14*334 ,4676   
960+35 ,995    
94+845 ,939    
355-2  ,353    
9-872  ,-863   
357*98 ,34986  
33+0   ,33     
3+104  ,107    
84-0   ,84     
584-9  ,575    
7*42   ,294    
1-797  ,-796   
885-4  ,881    
291-3  ,288    
0*549  ,0      
6+34   ,40     
5-46   ,-41    
418-6  ,412    
337*6  ,2022   
474*994,471156 
814+658,1472   
9+932  ,941    
641*756,484596 
2+68   ,70     
605-4  ,601    
39*751 ,29289  
34-8   ,26     
44-717 ,-673   
43*730 ,31390  
66+338 ,404    
75*97  ,7275   
85-45  ,40     
783-7  ,776    
56+461 ,517    
393-928,-535   
425*58 ,24650  
4*596  ,2384   
290*25 ,7250   
290+94 ,384    
29-9   ,20     
5+942  ,947    
89-43  ,46     
542+263,805    
731+875,1606   
6*89   ,534    
8+91   ,99     
183-3  ,180    
402+8  ,410    
774-229,545    
6+619  ,625    
0-64   ,-64    
3-274  ,-271   
660-98 ,562    
6-533  ,-527   
43+5   ,48     
877-640,237    
96*590 ,56640  
376*37 ,13912  
631*6  ,3786   
48-750 ,-702   
29+149 ,178    
241-5  ,236    
2+130  ,132    
555+485,1040   
11*341 ,3751   
6*61   ,366    
3-611  ,-608   
725*4  ,2900   
94+9   ,103    
8-901  ,-893   
795*4  ,3180   
7+25   ,32     
8*13   ,104    
374+369,743    
408+31 ,439    
4+863  ,867    
1-12   ,-11    
248+1  ,249    
44+98  ,142    
876-703,173    
27*12  ,324    
9*293  ,2637   
835+843,1678   
1-94   ,-93    
0*11   ,0      
448+27 ,475    
323-14 ,309    
847+11 ,858    
916+3  ,919    
113+1  ,114    
657+9  ,666    
43+829 ,872    
475*307,145825 
328-37 ,291    
68-73  ,-5     
37-14  ,23     
37+406 ,443    
9-462  ,-453   
26*58  ,1508   
10-28  ,-18    
149-2  ,147    
246+5  ,251    
0+742  ,742    
286*1  ,286    
18+69  ,87     
53*0   ,0      
6*998  ,5988   
826-9  ,817    
40-4   ,36     
886+1  ,887    
766-314,452    
134+9  ,143    
564*6  ,3384   
700+2  ,702    
807*43 ,34701  
3-62   ,-59    
757*791,598787 
268*23 ,6164   
209*166,34694  
20*55  ,1100   
737-188,549    
447*9  ,4023   
66+19  ,85     
90-0   ,90     
98+70  ,168    
4*92   ,368    
42+700 ,742    
2+977  ,979    
920+916,1836   
6*207  ,1242   
34-3   ,31     
553*248,137144 
701-8  ,693    
671*33 ,22143  
1-956  ,-955   
67+2   ,69     
55*72  ,3960   
635+18 ,653    
323-691,-368   
318*984,312912 
48*769 ,36912  
291*72 ,20952  
394-837,-443   
869+3  ,872    
62*4   ,248    
863*328,283064 
6+17   ,23     
76*140 ,10640  
82*427 ,35014  
333*450,149850 
2+46   ,48     
5*916  ,4580   
10*2   ,20     
64+5   ,69     
37+896 ,933    
786*92 ,72312  
670*43 ,28810  
26-896 ,-870   
26*86  ,2236   
40-17  ,23     
0*679  ,0      
8+7    ,15     
13+458 ,471    
3-810  ,-807   
5-847  ,-842   
770-54 ,716    
87*154 ,13398  
737-2  ,735    
2+830  ,832    
742*7  ,5194   
47*513 ,24111  
7*410  ,2870   
17+6   ,23     
339+7  ,346    
875-535,340    
536+347,883    
235*9  ,2115   
1*955  ,955    
15+97  ,112    
55*5   ,275    
82*10  ,820    
281-1  ,280    
0*109  ,0      
105-7  ,98     
89-42  ,47     
53*303 ,16059  
962-26 ,936    
794*97 ,77018  
253-26 ,227    
4*555  ,2220   
29-15  ,14     
15-223 ,-208   
7-621  ,-614   
3*362  ,1086   
617*83 ,51211  
96+110 ,206    
82+6   ,88     
277*3  ,831    
11*84  ,924    
33-13  ,20     
935*1  ,935    
923-86 ,837    
431+257,688    
2+938  ,940    
235*0  ,0      
0*25   ,0      
0-462  ,-462   
815*6  ,4890   
45*93  ,4185   
783*4  ,3132   
3*30   ,90     
122-623,-501   
4+46   ,50     
26-9   ,17     
206+350,556    
133*94 ,12502  
6-149  ,-143   
256*9  ,2304   
33+613 ,646    
85*50  ,4250   
97-380 ,-283   
260-18 ,242    
82*39  ,3198   
7*257  ,1799   
0+26   ,26     
714-4  ,710    
61-280 ,-219   
449*134,60166  
8*479  ,3832   
29*293 ,8497   
31-684 ,-653   
79+909 ,988    
379*74 ,28046  
36+3   ,39     
48*39  ,1872   
6*913  ,5478   
79*635 ,50165  
544-631,-87    
864+81 ,945    
392+82 ,474    
55+166 ,221    
783+0  ,783    
6*668  ,4008   
8*51   ,408    
722-9  ,713    
172*56 ,9632   
13+6   ,19     
594+58 ,652    
9+8    ,17     
64-80  ,-16    
12+584 ,596    
34*27  ,918    
72+53  ,125    
7-57   ,-50    
5*849  ,4245   
638+89 ,727    
726-4  ,722    
29+6   ,35     
76-495 ,-419   
61*195 ,11895  
278-940,-662   
46-73  ,-27    
8-396  ,-388   
6+835  ,841    
4+166  ,170    
352+414,766    
94+30  ,124    
244*90 ,21960  
981-4  ,977    
352*1  ,352    
825*414,341550 
8+934  ,942    
5*239  ,1195   
52*131 ,6812   
521+11 ,532    
129+1  ,130    
569*92 ,52348  
76+242 ,318    
536-0  ,536    
196*451,88396  
6*8    ,48     
3-721  ,-718   
3*874  ,2622   
36-441 ,-405   
65*738 ,47970  
4*19   ,76     
205*0  ,0      
35-184 ,-149   
95+1   ,96     
67-72  ,-5     
316+959,1275   
168+13 ,181    
91-850 ,-759   
921-94 ,827    
74+31  ,105    
5*854  ,4270   
2+779  ,781    
123*5  ,615    
515+8  ,523    
0*69   ,0      
0-129  ,-129   
6-796  ,-790   
87+635 ,722    
963+60 ,1023   
886*91 ,80626  
47-622 ,-575   
827*4  ,3308   
1*94   ,94     
103+55 ,158    
6-23   ,-17    
95+194 ,289    
175*0  ,0      
47*820 ,38540  
984+17 ,1001   
803-137,666    
32+63  ,95     
56*1   ,56     
221+810,1031   
48-9   ,39     
9+836  ,845    
43+47  ,90     
5-728  ,-723   
0+620  ,620    
38*94  ,3572   
11-9   ,2      
804*70 ,56280  
641-34 ,607    
3-999  ,-996   
107*881,94267  
71-23  ,48     
1*469  ,469    
54+78  ,132    
80-800 ,-720   
3+436  ,439    
11*777 ,8547   
1+473  ,474    
374*219,81906  
293-58 ,235    
694*9  ,6246   
409*3  ,1227   
230*6  ,1380   
225+701,926    
926-89 ,837    
48*55  ,2640   
167*295,49265  
92*497 ,45724  
0+854  ,854    
6+670  ,676    
6+292  ,298    
33*487 ,16071  
60+93  ,153    
2*918  ,1836   
593-474,119    
32+0   ,32     
313*32 ,10016  
38-34  ,4      
75+961 ,1036   
54*640 ,34560  
37*522 ,19314  
766-50 ,716    
972-847,125    
25-50  ,-25    
69*922 ,63618  
9*923  ,8307   
140*7  ,980    
16+940 ,956    
6*42   ,252    
875*3  ,2625   
55*79  ,4345   
602-10 ,592    
42+2   ,44     
81-455 ,-374   
70-780 ,-710   
92+97  ,189    
14*53  ,742    
773*350,270550 
393-2  ,391    
32*27  ,864    
646*4  ,2584   
190-78 ,112    
560*31 ,17360  
108-4  ,104    
499+6  ,505    
92+50  ,142    
928+4  ,932    
965-82 ,883    
204*66 ,13464  
97+695 ,792    
56-114 ,-58    
36*454 ,16344  
11*969 ,10659  
746+66 ,812    
366+6  ,372    
681+834,1515   
93-105 ,-12    
61+75  ,136    
7-921  ,-914   
44-58  ,-14    
7*34   ,238    
206*146,30076  
947-314,633    
5+6    ,11     
36+718 ,754    
146+210,356    
875-1  ,874    
6*635  ,3810   
45-50  ,-5     
389+5  ,394    
528-79 ,449    
194*0  ,0      
7+112  ,119    
224*8  ,1792   
769-1  ,768    
8-863  ,-855   
96+513 ,609    
3-67   ,-64    
0*512  ,0      
139-58 ,81     
962*42 ,40404  
875+399,1274   
84*212 ,17808  
8*101  ,808    
611-94 ,517    
881-982,-101   
23+42  ,65     
973+77 ,1050   
486+626,1112   
61+11  ,72     
6-781  ,-775   
3+908  ,911    
12+29  ,41     
48*14  ,672    
318-677,-359   
7-238  ,-231   
0*52   ,0      
953-1  ,952    
28+504 ,532    
48+698 ,746    
71*166 ,11786  
594-8  ,586    
53-968 ,-915   
172+18 ,190    
18+186 ,204    
22+321 ,343    
709+77 ,786    
6*57   ,342    
0+781  ,781    
276*8  ,2208   
880-7  ,873    
934-365,569    
18-38  ,-20    
773+805,1578   
46-43  ,3      
32*7   ,224    
72+589 ,661    
93+852 ,945    
265*36 ,9540   
12*73  ,876    
8-64   ,-56    
20-514 ,-494   
667+604,1271   
45+155 ,200    
8+509  ,517    
7*442  ,3094   
270*0  ,0      
838*3  ,2514   
218-9  ,209    
11*810 ,8910   
485*5  ,2425   
7-67   ,-60    
74-15  ,59     
19-6   ,13     
262+4  ,266    
178-790,-612   
7-403  ,-396   
20+846 ,866    
56+63  ,119    
890-73 ,817    
622*6  ,3732   
239-446,-207   
337-400,-63    
7+867  ,874    
6*412  ,2472   
5-171  ,-166   
60+3   ,63     
205*38 ,7790   
9-628  ,-619   
60*9   ,540    
900+881,1781   
4+7    ,11     
6+700  ,706    
530*88 ,46640  
9+663  ,672    
2+481  ,483    
4-816  ,-812   
38-40  ,-2     
15+3   ,18     
52+22  ,74     
9+90   ,99     
10+36  ,46     
1-233  ,-232   
647+33 ,680    
58*137 ,7946   
2*435  ,870    
704*6  ,4224   
641*84 ,53844  
9-75   ,-66    
47*57  ,2679   
19*196 ,3724   
567-5  ,562    
8+61   ,69     
523+7  ,530    
976+669,1645   
18*62  ,1116   
62*59  ,3658   
779+8  ,787    
167-8  ,159    
732-44 ,688    
91+77  ,168    
412-81 ,331    
940*7  ,6580   
367+451,818    
13+78  ,91     
97-766 ,-669   
396*3  ,1188   
733+95 ,828    
384-312,72     
64-753 ,-689   
8+291  ,299    
2-820  ,-818   
4*180  ,720    
22-930 ,-908   
90*27  ,2430   
905+87 ,992    
35-16  ,19     
23*849 ,19527  
7+20   ,27     
79-28  ,51     
0+913  ,913    
45*2   ,90     
784+65 ,849    
6*24   ,144    
138+5  ,143    
42*2   ,84     
59-956 ,-897   
30-700 ,-670   
157+569,726    
32*6   ,192    
80-162 ,-82    
441-48 ,393    
394-1  ,393    
99*90  ,8910   
829+828,1657   
4+812  ,816    
156-29 ,127    
858-240,618    
0+122  ,122    
432-6  ,426    
86+14  ,100    
344-0  ,344    
96*4   ,384    
89-0   ,89     
634*284,180056 
537*73 ,39201  
61-34  ,27     
98*8   ,784    
0*472  ,0      
892*7  ,6244   
56*44  ,2464   
42+10  ,52     
9*20   ,180    
3-94   ,-91    
373*0  ,0      
369+6  ,375    
96-65  ,31     
57-12  ,45     
4-66   ,-62    
74-54  ,20     
292-5  ,287    
37+337 ,374    
386-4  ,382    
62*71  ,4402   
4+967  ,971    
3+879  ,882    
8*137  ,1096   
54-225 ,-171   
72+999 ,1071   
132*3  ,396    
576-447,129    
69+69  ,138    
181+993,1174   
382-2  ,380    
349*983,343067 
651-963,-312   
7*830  ,5810   
2*676  ,1352   
896*5  ,4480   
913+8  ,921    
8+185  ,193    
70*182 ,12740  
5+79   ,84     
231-484,-253   
7-810  ,-803   
618-85 ,533    
78+728 ,806    
69+867 ,936    
853+64 ,917    
833-55 ,778    
549-11 ,538    
9*799  ,7191   
76*77  ,5852   
93+610 ,703    
214-10 ,204    
828+3  ,831    
81-216 ,-135   
2+913  ,915    
977*55 ,53735  
224*55 ,12320  
57+3   ,60     
34-137 ,-103   
78*277 ,21606  
129-33 ,96     
32*82  ,2624   
60+141 ,201    
77-61  ,16     
89-29  ,60     
611-850,-239   
390-495,-105   
0+554  ,554    
84-854 ,-770   
857*238,203966 
11*804 ,8844   
26*98  ,2548   
504-1  ,503    
2+147  ,149    
946+1  ,947    
88-50  ,38     
188+89 ,277    
526*828,435528 
622-8  ,614    
51+93  ,144    
945*2  ,1890   
587*2  ,1174   
27*191 ,5157   
93*365 ,33945  
1-836  ,-835   
44-74  ,-30    
722+729,1451   
771-73 ,698    
32-605 ,-573   
7+297  ,304    
997-80 ,917    
909+627,1536   
29-32  ,-3     
6*166  ,996    
795*719,571605 
54+30  ,84     
787+73 ,860    
147-51 ,96     
990+7  ,997    
6-681  ,-675   
442+2  ,444    
20*86  ,1720   
375-60 ,315    
63*3   ,189    
699*985,688515 
58-779 ,-721   
93+74  ,167    
81+136 ,217    
124*0  ,0      
766-239,527    
228*657,149796 
142*115,16330  
308-5  ,303    
5+771  ,776    
8-389  ,-381   
615+383,998    
33-289 ,-256   
67+41  ,108    
98+777 ,875    
58+308 ,366    
3-14   ,-11    
970-11 ,959    
618+8  ,626    
8*619  ,4952   
200+82 ,282    
41+705 ,746    
826+839,1665   
63-18  ,45     
6+384  ,390    
811+59 ,870    
505+80 ,585    
92*219 ,20148  
82+5   ,87     
2+69   ,71     
15+9   ,24     
76+42  ,118    
81-704 ,-623   
675*4  ,2700   
640-63 ,577    
99*82  ,8118   
84-64  ,20     
646*1  ,646    
4-250  ,-246   
5*38   ,190    
952*8  ,7616   
34*104 ,3536   
709-45 ,664    
72-407 ,-335   
948*6  ,5688   
760+95 ,855    
673+36 ,709    
610+66 ,676    
90-492 ,-402   
527*50 ,26350  
839+7  ,846    
821*15 ,12315  
0*923  ,0      
3*578  ,1734   
23*40  ,920    
2+50   ,52     
63-141 ,-78    
92+8   ,100    
89+942 ,1031   
824-0  ,824    
0*932  ,0      
452+5  ,457    
189*3  ,567    
840-752,88     
67-4   ,63     
655-8  ,647    
8+27   ,35     
67+81  ,148    
38+326 ,364    
45-750 ,-705   
433*362,156746 
67*896 ,60032  
81+83  ,164    
61+168 ,229    
13*56  ,728    
830+4  ,834    
78+333 ,411    
69+42  ,111    
69-59  ,10     
35*777 ,27195  
63*0   ,0      
143*96 ,13728  
153-78 ,75     
31*947 ,29357  
588*39 ,22932  
537+2  ,539    
52-24  ,28     
270-133,137    
373*11 ,4103   
0*239  ,0      
957-0  ,957    
133+741,874    
9+928  ,937    
607+4  ,611    
422+525,947    
916-1  ,915    
97-805 ,-708   
594+462,1056   
43-20  ,23     
277-135,142    
654-33 ,621    
32+5   ,37     
542-90 ,452    
71*0   ,0      
7*2    ,14     
68*558 ,37944  
552+909,1461   
166+7  ,173    
9+519  ,528    
99*178 ,17622  
25*138 ,3450   
6+662  ,668    
51+801 ,852    
35*8   ,280    
232-81 ,151    
427+610,1037   
8*234  ,1872   
502-442,60     
762+9  ,771    
0-115  ,-115   
419-132,287    
69-49  ,20     
46-9   ,37     
653+501,1154   
79+649 ,728    
50*58  ,2900   
284-963,-679   
8*525  ,4200   
720*9  ,6480   
3+7    ,10     
6*709  ,4254   
787+40 ,827    
42-222 ,-180   
404-46 ,358    
95-41  ,54     
4*398  ,1592   
37+960 ,997    
60-32  ,28     
40*99  ,3960   
77+88  ,165    
582-3  ,579    
55-91  ,-36    
8+29   ,37     
500-242,258    
8*871  ,6968   
1*803  ,803    
609+5  ,614    
8-745  ,-737   
957+0  ,957    
89+1   ,90     
43*419 ,18017  
120*1  ,120    
35+38  ,73     
68+0   ,68     
64+1   ,65     
125*51 ,6375   
873-752,121    
771-4  ,767    
228+347,575    
28+205 ,233    
260-23 ,237    
50*71  ,3550   
28-804 ,-776   
67-9   ,58     
32+292 ,324    
366-958,-592   
671-40 ,631    
1*15   ,15     
29+828 ,857    
142+22 ,164    
595-571,24     
77-11  ,66     
286*526,150436 
41-9   ,32     
988*170,167960 
46-478 ,-432   
95+81  ,176    
17*47  ,799    
665-66 ,599    
766-605,161    
594*72 ,42768  
61*7   ,427    
43+9   ,52     
871*60 ,52260  
99*77  ,7623   
72-164 ,-92    
98*448 ,43904  
