questions,expected
838-24280  ,-23442
1-48754    ,-48753
51+759     ,810   
21875+43   ,21918 
8300+609   ,8909  
41891-31179,10712 
28+8735    ,8763  
318-430    ,-112  
602-65     ,537   
8+7599     ,7607  
263-2      ,261   
91+46      ,137   
342+9      ,351   
38425-56   ,38369 
32249+8884 ,41133 
60725+66   ,60791 
21-78003   ,-77982
53249-22   ,53227 
4+7369     ,7373  
6-7349     ,-7343 
878+522    ,1400  
1+4481     ,4482  
746-176    ,570   
65-8202    ,-8137 
82+1       ,83    
84280-46   ,84234 
83410-91305,-7895 
2038+87    ,2125  
21428-72   ,21356 
564-673    ,-109  
322-2      ,320   
2712-77    ,2635  
2438-5241  ,-2803 
80-2       ,78    
13647+9    ,13656 
466+57     ,523   
802-38     ,764   
65+837     ,902   
3535-99874 ,-96339
66+9       ,75    
69680+93779,163459
88260+9    ,88269 
28048+9    ,28057 
35+2929    ,2964  
89-56      ,33    
624-19447  ,-18823
24-765     ,-741  
9178+51381 ,60559 
68832-59737,9095  
2+29412    ,29414 
50+717     ,767   
36666-34   ,36632 
5353+855   ,6208  
1+10446    ,10447 
89792+8001 ,97793 
874-83867  ,-82993
9+98668    ,98677 
0-8377     ,-8377 
275+311    ,586   
1343-4     ,1339  
1724+7138  ,8862  
94291+571  ,94862 
8368+64    ,8432  
632-18     ,614   
63-9160    ,-9097 
721+7606   ,8327  
24963-897  ,24066 
91051+780  ,91831 
75-39      ,36    
8582-1932  ,6650  
24-68867   ,-68843
12-40655   ,-40643
6737+701   ,7438  
560-759    ,-199  
5555+55102 ,60657 
9-9288     ,-9279 
47391-5    ,47386 
9+94       ,103   
50058-4435 ,45623 
794+13     ,807   
6550-7491  ,-941  
59233+1942 ,61175 
88784-464  ,88320 
8006-72    ,7934  
74530-2884 ,71646 
876+8137   ,9013  
3-3343     ,-3340 
835-93711  ,-92876
9+68       ,77    
6+251      ,257   
73+3914    ,3987  
7093-902   ,6191  
4-133      ,-129  
631-5664   ,-5033 
4131-3293  ,838   
9139-63    ,9076  
96232-78   ,96154 
85365-1    ,85364 
124+1246   ,1370  
16223+7736 ,23959 
7+41       ,48    
297-97     ,200   
1+48       ,49    
513+47     ,560   
8489+5598  ,14087 
68850-928  ,67922 
3004+2     ,3006  
26666+559  ,27225 
11+45      ,56    
6052+49    ,6101  
399-871    ,-472  
74769-926  ,73843 
0+4572     ,4572  
149+918    ,1067  
6406+13    ,6419  
33351+98826,132177
14-0       ,14    
48627-33739,14888 
70031-2722 ,67309 
2+67       ,69    
0+57       ,57    
404-46     ,358   
7-2041     ,-2034 
88121-82   ,88039 
9-708      ,-699  
1601+64026 ,65627 
93571+4600 ,98171 
48235+612  ,48847 
2647+5     ,2652  
932-67     ,865   
957+35347  ,36304 
503-91     ,412   
59904-888  ,59016 
2+5166     ,5168  
24432-5377 ,19055 
76-28129   ,-28053
25+79532   ,79557 
263-440    ,-177  
37+368     ,405   
0+92764    ,92764 
19050+2    ,19052 
5669-5     ,5664  
634-32759  ,-32125
5-67       ,-62   
8340+76398 ,84738 
4-834      ,-830  
41438-859  ,40579 
64+1667    ,1731  
277+2      ,279   
939-3      ,936   
53-918     ,-865  
561-5      ,556   
72+9180    ,9252  
3-689      ,-686  
5+49       ,54    
32522-6039 ,26483 
19973+87   ,20060 
714-765    ,-51   
51640+26579,78219 
3+9954     ,9957  
92+77328   ,77420 
8556+75511 ,84067 
39683-883  ,38800 
9939-0     ,9939  
113+97     ,210   
9789-31196 ,-21407
6-80898    ,-80892
53+3086    ,3139  
47-488     ,-441  
798+0      ,798   
1-43       ,-42   
425-8      ,417   
526-3      ,523   
306+983    ,1289  
9918+351   ,10269 
63+7       ,70    
37514-5    ,37509 
762+467    ,1229  
47362+910  ,48272 
84+21918   ,22002 
81+551     ,632   
33+389     ,422   
565+1607   ,2172  
4477-81974 ,-77497
6563-321   ,6242  
16+792     ,808   
9417+418   ,9835  
6+31       ,37    
54-9609    ,-9555 
20-95      ,-75   
15359-89767,-74408
630-50276  ,-49646
22-13      ,9     
5350-55    ,5295  
7+80       ,87    
2831+825   ,3656  
3799-2     ,3797  
492-14     ,478   
9-8755     ,-8746 
554+26488  ,27042 
37867-1    ,37866 
87912-412  ,87500 
44-2       ,42    
69-32599   ,-32530
1+74       ,75    
20065+785  ,20850 
4-82885    ,-82881
76-7       ,69    
39-1939    ,-1900 
1292+17274 ,18566 
8-302      ,-294  
93128-7908 ,85220 
402+23993  ,24395 
3-18214    ,-18211
20-106     ,-86   
1-453      ,-452  
69-33729   ,-33660
79519+33   ,79552 
4230-67    ,4163  
9689+8810  ,18499 
9279+5     ,9284  
46-54      ,-8    
7-36441    ,-36434
2031-47    ,1984  
618-52     ,566   
68991-51857,17134 
22-66844   ,-66822
6762+4796  ,11558 
33541+15   ,33556 
37-29      ,8     
3-87167    ,-87164
96-68      ,28    
6-735      ,-729  
115+17     ,132   
2-4604     ,-4602 
211-22     ,189   
63+4151    ,4214  
388+70     ,458   
2+31       ,33    
29+498     ,527   
86836-1361 ,85475 
52577-175  ,52402 
8230-6     ,8224  
333-1706   ,-1373 
1+852      ,853   
3+47966    ,47969 
6+239      ,245   
174+44     ,218   
26-55      ,-29   
1503+993   ,2496  
77113-2    ,77111 
6-79129    ,-79123
0+50245    ,50245 
5843-973   ,4870  
9+75       ,84    
37075-320  ,36755 
52087+6    ,52093 
582+38     ,620   
57-71260   ,-71203
4+3670     ,3674  
3403+904   ,4307  
974-35     ,939   
17655+79   ,17734 
3+917      ,920   
107-155    ,-48   
82+43      ,125   
45750-3    ,45747 
1668-215   ,1453  
65+50      ,115   
83018-421  ,82597 
8-41308    ,-41300
2091+30    ,2121  
9116-87915 ,-78799
12058-85608,-73550
21649-82   ,21567 
5-371      ,-366  
76950+44   ,76994 
58920+8140 ,67060 
62696+5    ,62701 
3671+71    ,3742  
33-53      ,-20   
207+18514  ,18721 
95040+59   ,95099 
55+9610    ,9665  
5131-89601 ,-84470
163+5      ,168   
94+17      ,111   
57518-30348,27170 
694-754    ,-60   
16488-64   ,16424 
1+8040     ,8041  
9532+282   ,9814  
20-803     ,-783  
3944+2919  ,6863  
23035-5604 ,17431 
0+81       ,81    
61417-0    ,61417 
815-6      ,809   
82110-7520 ,74590 
1378-25117 ,-23739
388+2015   ,2403  
97459+22892,120351
36+19737   ,19773 
7798-24    ,7774  
3-951      ,-948  
575+6406   ,6981  
281-150    ,131   
47651+11535,59186 
58-757     ,-699  
9043-7063  ,1980  
8197+6008  ,14205 
765+29     ,794   
0+1607     ,1607  
1980-644   ,1336  
82-43      ,39    
88558+406  ,88964 
5-717      ,-712  
518-86025  ,-85507
55-38293   ,-38238
74174-16   ,74158 
2264-201   ,2063  
6414-85    ,6329  
48-0       ,48    
33+60      ,93    
7419+4107  ,11526 
754+460    ,1214  
58-3351    ,-3293 
87+81921   ,82008 
1218-85661 ,-84443
22+12561   ,12583 
4073+97166 ,101239
8127-56    ,8071  
0+31       ,31    
55+620     ,675   
7+5488     ,5495  
69+37      ,106   
1+47627    ,47628 
6-89682    ,-89676
79-748     ,-669  
499+52025  ,52524 
31064+12   ,31076 
7+8131     ,8138  
8-26       ,-18   
18801+9    ,18810 
0+5673     ,5673  
868+2278   ,3146  
56924-486  ,56438 
6247+72    ,6319  
75147-51648,23499 
5220-1     ,5219  
72+40      ,112   
107-24329  ,-24222
1729+896   ,2625  
9815-7     ,9808  
834-399    ,435   
8586+93992 ,102578
9-82528    ,-82519
2946-7     ,2939  
823-73     ,750   
71435-0    ,71435 
55-730     ,-675  
12+84023   ,84035 
862-13182  ,-12320
79616-45400,34216 
294+7445   ,7739  
6+6984     ,6990  
4-8753     ,-8749 
731+6297   ,7028  
2+6154     ,6156  
673+185    ,858   
6+14284    ,14290 
555+6      ,561   
2797+44358 ,47155 
9002+2     ,9004  
523-9931   ,-9408 
97+1804    ,1901  
7030-436   ,6594  
0+583      ,583   
86944+6    ,86950 
769+57281  ,58050 
2161-28747 ,-26586
18+57477   ,57495 
8804+683   ,9487  
87592-2426 ,85166 
74112-6385 ,67727 
2-25       ,-23   
74-11      ,63    
241+668    ,909   
236+13585  ,13821 
6705+30    ,6735  
979-9      ,970   
119+89749  ,89868 
1574-741   ,833   
51685+21776,73461 
11856+9453 ,21309 
45716+8    ,45724 
179-0      ,179   
9802-1     ,9801  
998+4528   ,5526  
553-3      ,550   
449+8      ,457   
8-2231     ,-2223 
39329-2    ,39327 
299-569    ,-270  
59-166     ,-107  
55951-10404,45547 
94+914     ,1008  
91661-2    ,91659 
3533+543   ,4076  
8533-4877  ,3656  
6364-742   ,5622  
8216+28    ,8244  
677-14     ,663   
23803+5    ,23808 
11700+218  ,11918 
98+8804    ,8902  
462-43     ,419   
19-5366    ,-5347 
231+6373   ,6604  
997+0      ,997   
879-3236   ,-2357 
56642-19   ,56623 
420+93     ,513   
3-26032    ,-26029
471+584    ,1055  
8186+90051 ,98237 
174+6432   ,6606  
4-20       ,-16   
767+37198  ,37965 
43+5       ,48    
8774+90    ,8864  
35980+5    ,35985 
25-216     ,-191  
5814+56    ,5870  
45873-2    ,45871 
178+12     ,190   
6-2865     ,-2859 
4+21114    ,21118 
14431+6    ,14437 
8-696      ,-688  
5+68347    ,68352 
21269-24655,-3386 
9910-3     ,9907  
93-69734   ,-69641
81+1278    ,1359  
4478-15    ,4463  
32+76269   ,76301 
239+29759  ,29998 
3+7660     ,7663  
8947+907   ,9854  
8658-999   ,7659  
483+79185  ,79668 
50373-68   ,50305 
48+3720    ,3768  
20482-45   ,20437 
6+3703     ,3709  
637+51122  ,51759 
5-35       ,-30   
67898-645  ,67253 
4716-968   ,3748  
238-2023   ,-1785 
65135+678  ,65813 
84+8       ,92    
66-212     ,-146  
71363+679  ,72042 
24+797     ,821   
199+7670   ,7869  
3+3049     ,3052  
966+43601  ,44567 
91-817     ,-726  
757-48     ,709   
7130-4419  ,2711  
269-290    ,-21   
6979-39798 ,-32819
132-660    ,-528  
41-52      ,-11   
73-16      ,57    
2-34620    ,-34618
2+5966     ,5968  
7348+73960 ,81308 
0-15388    ,-15388
316-86     ,230   
41094+314  ,41408 
3735-26    ,3709  
2686-6     ,2680  
4+88536    ,88540 
2691-3162  ,-471  
186+14777  ,14963 
13647+442  ,14089 
60+9217    ,9277  
45+233     ,278   
21-4       ,17    
499+86     ,585   
825+53     ,878   
98+3685    ,3783  
5073+23814 ,28887 
391+132    ,523   
447+1589   ,2036  
5781+37    ,5818  
555+0      ,555   
34668-692  ,33976 
48+410     ,458   
159-46     ,113   
94+42313   ,42407 
9291-83    ,9208  
8705-34496 ,-25791
7961+2     ,7963  
783+70224  ,71007 
99269-2    ,99267 
534-50     ,484   
86+513     ,599   
41-64      ,-23   
8127-81    ,8046  
31-51030   ,-50999
9+78795    ,78804 
692+361    ,1053  
805+20184  ,20989 
2-68       ,-66   
37+686     ,723   
68-4009    ,-3941 
1999+8000  ,9999  
67+31927   ,31994 
3144+654   ,3798  
20+8537    ,8557  
14289+0    ,14289 
339+61048  ,61387 
93-0       ,93    
1745-1     ,1744  
726+27     ,753   
44775+5606 ,50381 
28193+7    ,28200 
63-3290    ,-3227 
14219+30445,44664 
5729+7918  ,13647 
40847+4    ,40851 
97+96      ,193   
12841+862  ,13703 
8-1629     ,-1621 
24+96599   ,96623 
8+89814    ,89822 
9+2361     ,2370  
0-304      ,-304  
5650+6     ,5656  
3-31943    ,-31940
598+88     ,686   
535-63     ,472   
26-542     ,-516  
8358+38    ,8396  
79-1       ,78    
73222+6    ,73228 
726-4      ,722   
719+37     ,756   
97201-60950,36251 
857-1462   ,-605  
0-53580    ,-53580
9+81432    ,81441 
1859+58    ,1917  
10-119     ,-109  
99842+24   ,99866 
824-816    ,8     
32977+74   ,33051 
10884+42   ,10926 
82-7342    ,-7260 
767-1216   ,-449  
3563+2     ,3565  
608+3      ,611   
4935+80929 ,85864 
730-70759  ,-70029
8940+26    ,8966  
771-6079   ,-5308 
39963+78042,118005
6477+3924  ,10401 
6+96       ,102   
159+155    ,314   
42251+4    ,42255 
79719-3269 ,76450 
93350-11   ,93339 
90299+729  ,91028 
91099-1    ,91098 
6644+199   ,6843  
93+19      ,112   
46-9642    ,-9596 
6409-14    ,6395  
8708+73    ,8781  
3373-30450 ,-27077
8904-6103  ,2801  
19163-478  ,18685 
895+45986  ,46881 
835+309    ,1144  
40939+45346,86285 
7936+929   ,8865  
31-30      ,1     
5+327      ,332   
3864-7697  ,-3833 
6613+55    ,6668  
77-56      ,21    
2-8999     ,-8997 
888+952    ,1840  
5616+93556 ,99172 
73389-32076,41313 
5+371      ,376   
70118-73   ,70045 
70750+263  ,71013 
625-2513   ,-1888 
26998+6546 ,33544 
46512+7    ,46519 
286-529    ,-243  
41933-23799,18134 
8-596      ,-588  
72459-56806,15653 
8+642      ,650   
2507-345   ,2162  
647-10     ,637   
2405-1     ,2404  
59-14      ,45    
3764+7     ,3771  
75330-9    ,75321 
94+4824    ,4918  
277-140    ,137   
6+8253     ,8259  
53986-88825,-34839
39519+5    ,39524 
57+76      ,133   
1066-811   ,255   
30991-74   ,30917 
2991+59    ,3050  
2613-487   ,2126  
6525-88    ,6437  
87392-5    ,87387 
9942+6     ,9948  
4964-9220  ,-4256 
94+5439    ,5533  
87-777     ,-690  
68205-32   ,68173 
253+5706   ,5959  
7244-99    ,7145  
8-226      ,-218  
79-2079    ,-2000 
14101+8    ,14109 
913+17330  ,18243 
541+993    ,1534  
247+7724   ,7971  
773-873    ,-100  
390-4      ,386   
2+8868     ,8870  
186-42     ,144   
5-9910     ,-9905 
8+51752    ,51760 
8356-3277  ,5079  
8-20       ,-12   
76427+12   ,76439 
2458+40    ,2498  
9714-19580 ,-9866 
749+900    ,1649  
38729+18308,57037 
12-27159   ,-27147
14886+45866,60752 
35-766     ,-731  
8781-41    ,8740  
875+7502   ,8377  
96+99935   ,100031
72+20526   ,20598 
65629-988  ,64641 
9-409      ,-400  
16360+9    ,16369 
3661-115   ,3546  
419+4106   ,4525  
680+54681  ,55361 
22383+875  ,23258 
3628+89    ,3717  
60314-92408,-32094
7843+4465  ,12308 
5970-60    ,5910  
5493+5924  ,11417 
2-30456    ,-30454
63+58      ,121   
85709-3    ,85706 
5498-224   ,5274  
35-12136   ,-12101
4+56103    ,56107 
1-2906     ,-2905 
75-2168    ,-2093 
55110-4161 ,50949 
5205+2206  ,7411  
22700+8315 ,31015 
7+8108     ,8115  
407-52     ,355   
346-300    ,46    
0-8136     ,-8136 
3417+51    ,3468  
92438+42905,135343
2+967      ,969   
43153-8977 ,34176 
8081+85    ,8166  
7571-6     ,7565  
9-248      ,-239  
0+526      ,526   
98291-4385 ,93906 
55+2824    ,2879  
16+485     ,501   
6241+714   ,6955  
72-82556   ,-82484
9689-54    ,9635  
517-5      ,512   
0+5        ,5     
50341+997  ,51338 
370-709    ,-339  
70224-4024 ,66200 
86+6061    ,6147  
9797+8240  ,18037 
9983-81    ,9902  
411+19858  ,20269 
10-7       ,3     
37493+52   ,37545 
6+996      ,1002  
78-7       ,71    
7568+58148 ,65716 
983-215    ,768   
450+703    ,1153  
521+4862   ,5383  
126+6      ,132   
88610-9    ,88601 
4444+75    ,4519  
7749-1581  ,6168  
6-3171     ,-3165 
2+79238    ,79240 
5325+530   ,5855  
5731+403   ,6134  
9+431      ,440   
39-972     ,-933  
59-7125    ,-7066 
7-9543     ,-9536 
4129+21    ,4150  
9242-4     ,9238  
142+1660   ,1802  
9044+95939 ,104983
39930+69832,109762
214-81     ,133   
51+5431    ,5482  
1635-31078 ,-29443
871+874    ,1745  
7+29412    ,29419 
6-6630     ,-6624 
2422-45179 ,-42757
4-8421     ,-8417 
72438-8    ,72430 
646+52685  ,53331 
5283-1259  ,4024  
9453+14551 ,24004 
43+520     ,563   
2685+3950  ,6635  
55610+185  ,55795 
17-56275   ,-56258
145-60     ,85    
12-9496    ,-9484 
6+50       ,56    
9758+6     ,9764  
33046+887  ,33933 
2+33       ,35    
93+41      ,134   
2085-1     ,2084  
65955-496  ,65459 
4-894      ,-890  
89+6       ,95    
827+7802   ,8629  
5-53799    ,-53794
66+95      ,161   
264+51424  ,51688 
68143-1    ,68142 
527-939    ,-412  
52-115     ,-63   
2056+7158  ,9214  
35787-1097 ,34690 
72985-853  ,72132 
81738-2402 ,79336 
45321+5351 ,50672 
213-8      ,205   
577+11     ,588   
76456-2955 ,73501 
4744-94450 ,-89706
2785-946   ,1839  
789-24383  ,-23594
84+70      ,154   
4964-5233  ,-269  
87+41      ,128   
1302+74    ,1376  
57-6558    ,-6501 
8606+996   ,9602  
60989-651  ,60338 
222+87815  ,88037 
7001-74    ,6927  
6522+0     ,6522  
83385+63   ,83448 
44-252     ,-208  
9013+9     ,9022  
95-575     ,-480  
2836+848   ,3684  
15-4       ,11    
42+2099    ,2141  
4726-1533  ,3193  
768+3856   ,4624  
8527-521   ,8006  
9654-864   ,8790  
5-9046     ,-9041 
829+50     ,879   
48781+784  ,49565 
72-46      ,26    
866+7      ,873   
7418-934   ,6484  
328-86396  ,-86068
91-42      ,49    
5006+64935 ,69941 
87-54462   ,-54375
43+6       ,49    
3853-145   ,3708  
8848-13    ,8835  
78754-78982,-228  
7019-59348 ,-52329
8786+4090  ,12876 
73+82      ,155   
6659-308   ,6351  
8167+32673 ,40840 
10811-137  ,10674 
5527-72992 ,-67465
4+65804    ,65808 
70-42003   ,-41933
6-1108     ,-1102 
3099+2     ,3101  
85+35      ,120   
410-6304   ,-5894 
8+6997     ,7005  
37425-1    ,37424 
98577-8566 ,90011 
545+711    ,1256  
891+63     ,954   
585+91     ,676   
39859-28064,11795 
669+96     ,765   
527+71     ,598   
383+5      ,388   
9+5640     ,5649  
522+8      ,530   
766-95     ,671   
512+599    ,1111  
44887-9    ,44878 
7452+8047  ,15499 
9516+7924  ,17440 
4+67345    ,67349 
54-92789   ,-92735
354-8      ,346   
784+294    ,1078  
69829-5014 ,64815 
6+47       ,53    
42344-6092 ,36252 
33206+500  ,33706 
8-36179    ,-36171
83328+15   ,83343 
80+98      ,178   
6+9721     ,9727  
71219-9471 ,61748 
31+866     ,897   
3325+7883  ,11208 
780+711    ,1491  
770-66389  ,-65619
74273+9    ,74282 
7-8333     ,-8326 
31894+34842,66736 
568-20     ,548   
25-3243    ,-3218 
96688-13387,83301 
4-965      ,-961  
71+853     ,924   
36034-8387 ,27647 
9+7        ,16    
9+63667    ,63676 
41-2       ,39    
521-5      ,516   
71-7313    ,-7242 
76-0       ,76    
8+274      ,282   
99697-3957 ,95740 
80336+935  ,81271 
3+22232    ,22235 
7+231      ,238   
9075-40760 ,-31685
36-9201    ,-9165 
855-14     ,841   
12203+83   ,12286 
520-5      ,515   
4-3377     ,-3373 
490-1012   ,-522  
34-8648    ,-8614 
36344+8297 ,44641 
5671-456   ,5215  
4060-5534  ,-1474 
946-700    ,246   
4539+22    ,4561  
6584-0     ,6584  
47040+1    ,47041 
8+675      ,683   
979-41     ,938   
24-927     ,-903  
30955+3    ,30958 
2+4013     ,4015  
84822+10   ,84832 
483+538    ,1021  
67-32      ,35    
650+50021  ,50671 
81339-6384 ,74955 
2+86       ,88    
1-37       ,-36   
58830-4    ,58826 
5099+7592  ,12691 
2+124      ,126   
1-83046    ,-83045
679+83     ,762   
7557-7918  ,-361  
97-4768    ,-4671 
318+21     ,339   
6+89701    ,89707 
4483+916   ,5399  
68+34670   ,34738 
435+5      ,440   
134+880    ,1014  
3885+104   ,3989  
66160-70511,-4351 
78-6002    ,-5924 
99-5       ,94    
75745-121  ,75624 
625+846    ,1471  
799-4686   ,-3887 
374-8      ,366   
7-1448     ,-1441 
19473-8    ,19465 
9102+488   ,9590  
65811-87   ,65724 
176-4810   ,-4634 
7550-5     ,7545  
68155+6    ,68161 
395-2540   ,-2145 
19+9160    ,9179  
2594+17399 ,19993 
804-33     ,771   
1355-92425 ,-91070
44+75      ,119   
93+1100    ,1193  
34+16      ,50    
77068+7    ,77075 
55-6022    ,-5967 
62407+80   ,62487 
26129-76   ,26053 
47772+98902,146674
4+3085     ,3089  
18-78712   ,-78694
22-49      ,-27   
882+739    ,1621  
63528+55   ,63583 
524+365    ,889   
71-76364   ,-76293
1715+39    ,1754  
46325+54   ,46379 
552+34303  ,34855 
5221-2040  ,3181  
7498+8074  ,15572 
506-64669  ,-64163
9+4836     ,4845  
993+93431  ,94424 
65826-6641 ,59185 
63816-9    ,63807 
5+11546    ,11551 
91-8       ,83    
951+63627  ,64578 
66691-1    ,66690 
386+28778  ,29164 
682+5      ,687   
57+3274    ,3331  
1+43       ,44    
535-6      ,529   
86+27      ,113   
79185+89080,168265
81202-8913 ,72289 
268+52041  ,52309 
278-2559   ,-2281 
484+8      ,492   
7886-232   ,7654  
17925-1    ,17924 
581-56     ,525   
9-24347    ,-24338
140+83317  ,83457 
1104-95432 ,-94328
3261-6     ,3255  
24664-1172 ,23492 
33-69257   ,-69224
31+59565   ,59596 
3705+86    ,3791  
3+835      ,838   
486+76794  ,77280 
33068-6180 ,26888 
0-73788    ,-73788
7700+2624  ,10324 
51732+9971 ,61703 
7171-977   ,6194  
1063+34    ,1097  
5+48502    ,48507 
6892+58    ,6950  
21+70109   ,70130 
29-70      ,-41   
51+142     ,193   
52+70      ,122   
26724-690  ,26034 
82634+9523 ,92157 
1145+37727 ,38872 
3-8234     ,-8231 
4574+2158  ,6732  
2008-402   ,1606  
2+875      ,877   
33-49      ,-16   
5403+6     ,5409  
5491+2307  ,7798  
7722-9     ,7713  
236+97     ,333   
700-5642   ,-4942 
12-35      ,-23   
47677+2    ,47679 
9-97       ,-88   
1171+6     ,1177  
45621+20258,65879 
31048-3394 ,27654 
5858-399   ,5459  
557+0      ,557   
180+153    ,333   
48476-3    ,48473 
9306+712   ,10018 
2612+534   ,3146  
0-560      ,-560  
9279+29200 ,38479 
30+98      ,128   
197+79062  ,79259 
77103-904  ,76199 
38+4181    ,4219  
76173-8429 ,67744 
22932+37447,60379 
432-239    ,193   
39822-885  ,38937 
4+93915    ,93919 
5937-536   ,5401  
125+96034  ,96159 
2+494      ,496   
5232-26    ,5206  
6493+8     ,6501  
51+17782   ,17833 
9+4074     ,4083  
81728+71446,153174
7883+6557  ,14440 
17266+9    ,17275 
3+6974     ,6977  
6+36522    ,36528 
52915-2    ,52913 
4586-2860  ,1726  
102-4      ,98    
8+8916     ,8924  
3348-31015 ,-27667
64-45975   ,-45911
93-97      ,-4    
51256-9248 ,42008 
1983+3381  ,5364  
73423+27010,100433
48317+613  ,48930 
246+56663  ,56909 
14-8       ,6     
66415-58   ,66357 
8587-68    ,8519  
33952-495  ,33457 
3033-5755  ,-2722 
82950+93   ,83043 
5152-4     ,5148  
37084+9    ,37093 
72595+96192,168787
9415-56948 ,-47533
1-549      ,-548  
81+98616   ,98697 
0+67889    ,67889 
0-267      ,-267  
52+93      ,145   
74-21      ,53    
34507+7    ,34514 
62972-76682,-13710
6-90       ,-84   
7094-40    ,7054  
2451-81    ,2370  
599-426    ,173   
3804-47576 ,-43772
99-4309    ,-4210 
50298+18624,68922 
682-150    ,532   
97000+559  ,97559 
310-3      ,307   
70518+80448,150966
8865+4365  ,13230 
62+98      ,160   
83-99193   ,-99110
52863+37   ,52900 
860+8030   ,8890  
54-51258   ,-51204
78871-208  ,78663 
75260+45602,120862
24137-3970 ,20167 
39610+58   ,39668 
0+4293     ,4293  
2-14019    ,-14017
93382+930  ,94312 
2+6070     ,6072  
48394-91   ,48303 
1495+36923 ,38418 
53953-6577 ,47376 
9+758      ,767   
920+2      ,922   
