questions,expected
4679-38  ,4641 
7661-5448,2213 
2312-84  ,2228 
692-19   ,673  
5269-414 ,4855 
8591-245 ,8346 
265-47   ,218  
8988-6059,2929 
1182-431 ,751  
8896-0   ,8896 
9224-2   ,9222 
8778-27  ,8751 
486-84   ,402  
7244-7   ,7237 
3323-392 ,2931 
127-73   ,54   
7733-83  ,7650 
4327-3897,430  
171-1    ,170  
5812-0   ,5812 
3738-2   ,3736 
1047-284 ,763  
925-339  ,586  
922-54   ,868  
9397-856 ,8541 
1954-503 ,1451 
2875-693 ,2182 
614-13   ,601  
9627-271 ,9356 
789-80   ,709  
6779-467 ,6312 
3621-194 ,3427 
193-80   ,113  
8227-53  ,8174 
8983-71  ,8912 
621-78   ,543  
2500-56  ,2444 
4430-372 ,4058 
500-27   ,473  
216-64   ,152  
855-115  ,740  
827-88   ,739  
6445-28  ,6417 
3647-0   ,3647 
31-25    ,6    
4902-873 ,4029 
2847-433 ,2414 
5567-79  ,5488 
2794-41  ,2753 
8700-8   ,8692 
909-337  ,572  
1536-6   ,1530 
314-0    ,314  
2797-0   ,2797 
347-70   ,277  
7436-94  ,7342 
212-80   ,132  
607-317  ,290  
7168-37  ,7131 
155-66   ,89   
680-624  ,56   
28-1     ,27   
3425-47  ,3378 
312-9    ,303  
69-16    ,53   
6970-65  ,6905 
5467-78  ,5389 
815-49   ,766  
8689-87  ,8602 
465-81   ,384  
555-54   ,501  
325-59   ,266  
706-1    ,705  
9290-28  ,9262 
657-47   ,610  
4996-7   ,4989 
577-6    ,571  
2700-9   ,2691 
763-29   ,734  
90-73    ,17   
8292-2093,6199 
350-165  ,185  
2485-412 ,2073 
131-4    ,127  
7605-45  ,7560 
912-793  ,119  
802-3    ,799  
8641-323 ,8318 
6067-971 ,5096 
1665-57  ,1608 
4355-3773,582  
8921-5574,3347 
8573-530 ,8043 
9429-64  ,9365 
964-96   ,868  
139-4    ,135  
8511-7756,755  
57-43    ,14   
3848-9   ,3839 
4231-7   ,4224 
5754-65  ,5689 
613-65   ,548  
9918-9   ,9909 
275-5    ,270  
3972-720 ,3252 
6887-573 ,6314 
375-53   ,322  
922-8    ,914  
686-101  ,585  
6093-612 ,5481 
9791-39  ,9752 
862-47   ,815  
3934-515 ,3419 
4941-7   ,4934 
4866-621 ,4245 
180-13   ,167  
70-12    ,58   
6927-4   ,6923 
724-371  ,353  
8239-24  ,8215 
9806-8156,1650 
8702-1565,7137 
5224-2821,2403 
4862-4444,418  
6491-539 ,5952 
1152-55  ,1097 
5108-472 ,4636 
655-26   ,629  
4437-59  ,4378 
336-7    ,329  
7774-90  ,7684 
792-2    ,790  
96-62    ,34   
3607-4   ,3603 
640-111  ,529  
4863-41  ,4822 
198-65   ,133  
139-39   ,100  
9935-5   ,9930 
8316-6   ,8310 
879-3    ,876  
604-50   ,554  
5838-14  ,5824 
1178-2   ,1176 
61-32    ,29   
5195-631 ,4564 
1598-882 ,716  
8403-0   ,8403 
3309-473 ,2836 
86-0     ,86   
804-70   ,734  
16-13    ,3    
239-8    ,231  
89-36    ,53   
9877-54  ,9823 
6449-8   ,6441 
2427-8   ,2419 
854-4    ,850  
805-36   ,769  
155-78   ,77   
8003-4   ,7999 
6497-76  ,6421 
5191-574 ,4617 
882-0    ,882  
205-60   ,145  
64-3     ,61   
2353-643 ,1710 
6849-849 ,6000 
107-99   ,8    
8160-37  ,8123 
569-7    ,562  
448-0    ,448  
3482-70  ,3412 
5139-5   ,5134 
390-61   ,329  
314-271  ,43   
3405-11  ,3394 
975-202  ,773  
6925-651 ,6274 
9571-653 ,8918 
1225-29  ,1196 
715-22   ,693  
3796-0   ,3796 
7253-752 ,6501 
3522-5   ,3517 
487-343  ,144  
9035-915 ,8120 
4943-9   ,4934 
250-0    ,250  
3139-590 ,2549 
72-70    ,2    
723-5    ,718  
603-144  ,459  
2129-44  ,2085 
319-99   ,220  
995-8    ,987  
409-62   ,347  
291-62   ,229  
6791-5702,1089 
5963-684 ,5279 
192-76   ,116  
645-302  ,343  
989-55   ,934  
3542-160 ,3382 
3989-30  ,3959 
711-100  ,611  
102-75   ,27   
9344-4   ,9340 
7000-8   ,6992 
1380-14  ,1366 
6747-7   ,6740 
8743-24  ,8719 
6777-60  ,6717 
6073-960 ,5113 
760-755  ,5    
186-167  ,19   
572-42   ,530  
8694-3   ,8691 
921-409  ,512  
6074-736 ,5338 
977-934  ,43   
9526-203 ,9323 
9634-661 ,8973 
3476-855 ,2621 
4155-11  ,4144 
1081-83  ,998  
8927-5165,3762 
74-64    ,10   
5846-12  ,5834 
4125-4   ,4121 
692-674  ,18   
4150-317 ,3833 
302-67   ,235  
315-246  ,69   
6289-66  ,6223 
4876-8   ,4868 
256-1    ,255  
632-9    ,623  
452-0    ,452  
93-70    ,23   
167-34   ,133  
7158-10  ,7148 
894-95   ,799  
3267-5   ,3262 
7110-385 ,6725 
365-238  ,127  
928-4    ,924  
273-34   ,239  
861-168  ,693  
151-0    ,151  
4987-5   ,4982 
134-1    ,133  
7606-1264,6342 
4841-525 ,4316 
4343-3021,1322 
937-1    ,936  
6501-547 ,5954 
468-236  ,232  
7594-689 ,6905 
309-3    ,306  
2909-68  ,2841 
4896-9   ,4887 
7616-242 ,7374 
6227-1   ,6226 
488-0    ,488  
554-37   ,517  
6458-227 ,6231 
3961-8   ,3953 
287-5    ,282  
8233-222 ,8011 
6396-71  ,6325 
304-8    ,296  
4692-22  ,4670 
361-80   ,281  
607-4    ,603  
214-197  ,17   
2915-919 ,1996 
271-239  ,32   
9028-176 ,8852 
2718-494 ,2224 
300-9    ,291  
1129-1   ,1128 
2452-35  ,2417 
9812-792 ,9020 
9310-43  ,9267 
6236-960 ,5276 
73-3     ,70   
4605-1   ,4604 
7400-813 ,6587 
6694-2   ,6692 
9172-65  ,9107 
4917-642 ,4275 
7530-2   ,7528 
9783-7647,2136 
5224-63  ,5161 
377-179  ,198  
1644-9   ,1635 
5123-32  ,5091 
9459-2171,7288 
7108-2   ,7106 
4225-96  ,4129 
348-112  ,236  
4961-9   ,4952 
657-87   ,570  
482-227  ,255  
3036-73  ,2963 
97-71    ,26   
9479-2319,7160 
516-59   ,457  
6435-5   ,6430 
898-1    ,897  
95-95    ,0    
718-524  ,194  
5654-74  ,5580 
9080-1   ,9079 
1211-972 ,239  
6155-272 ,5883 
604-53   ,551  
5629-1   ,5628 
8956-5880,3076 
631-42   ,589  
347-83   ,264  
9312-10  ,9302 
261-0    ,261  
9446-89  ,9357 
2477-90  ,2387 
5591-344 ,5247 
3320-22  ,3298 
962-21   ,941  
8446-53  ,8393 
9555-946 ,8609 
6722-7   ,6715 
4376-43  ,4333 
2198-73  ,2125 
89-60    ,29   
7160-877 ,6283 
7588-396 ,7192 
854-65   ,789  
7260-5   ,7255 
687-319  ,368  
809-98   ,711  
682-578  ,104  
894-42   ,852  
1223-12  ,1211 
8075-762 ,7313 
8550-7   ,8543 
730-65   ,665  
3456-1   ,3455 
456-116  ,340  
670-41   ,629  
140-30   ,110  
1384-2   ,1382 
7886-37  ,7849 
773-701  ,72   
9307-389 ,8918 
6379-84  ,6295 
5721-3360,2361 
4873-348 ,4525 
3001-1853,1148 
322-13   ,309  
2280-38  ,2242 
7113-98  ,7015 
86-7     ,79   
9687-891 ,8796 
3635-6   ,3629 
2925-7   ,2918 
9184-368 ,8816 
8244-3023,5221 
475-415  ,60   
672-623  ,49   
7518-189 ,7329 
9627-4337,5290 
8258-0   ,8258 
2806-1   ,2805 
7449-7   ,7442 
4378-86  ,4292 
617-453  ,164  
2424-3   ,2421 
2828-3   ,2825 
5113-1382,3731 
3199-63  ,3136 
2812-2   ,2810 
1337-235 ,1102 
265-9    ,256  
684-350  ,334  
5176-93  ,5083 
9506-25  ,9481 
124-29   ,95   
8872-6963,1909 
205-0    ,205  
9207-643 ,8564 
6783-7   ,6776 
2898-2   ,2896 
8568-5   ,8563 
3022-82  ,2940 
2514-5   ,2509 
7791-4085,3706 
338-17   ,321  
9887-5   ,9882 
8800-35  ,8765 
542-9    ,533  
652-97   ,555  
911-9    ,902  
1945-0   ,1945 
7062-3   ,7059 
661-646  ,15   
519-6    ,513  
553-402  ,151  
9081-8420,661  
493-2    ,491  
546-16   ,530  
984-898  ,86   
3857-37  ,3820 
5869-4131,1738 
1595-76  ,1519 
6338-29  ,6309 
521-2    ,519  
7155-410 ,6745 
741-4    ,737  
81-45    ,36   
4531-9   ,4522 
386-125  ,261  
510-485  ,25   
295-13   ,282  
6781-578 ,6203 
3939-27  ,3912 
7478-4144,3334 
4325-1   ,4324 
5860-16  ,5844 
821-250  ,571  
384-73   ,311  
5025-5   ,5020 
2630-1109,1521 
3632-8   ,3624 
449-82   ,367  
6430-66  ,6364 
787-10   ,777  
38-29    ,9    
6806-4091,2715 
1630-5   ,1625 
9262-556 ,8706 
1354-6   ,1348 
326-8    ,318  
8880-7235,1645 
4571-3   ,4568 
107-36   ,71   
5824-4   ,5820 
7701-33  ,7668 
6564-72  ,6492 
339-9    ,330  
903-3    ,900  
406-0    ,406  
909-10   ,899  
2928-34  ,2894 
9944-92  ,9852 
627-7    ,620  
111-6    ,105  
3485-9   ,3476 
3613-11  ,3602 
6957-3   ,6954 
5779-80  ,5699 
7537-3   ,7534 
310-6    ,304  
9570-61  ,9509 
8216-67  ,8149 
502-90   ,412  
541-472  ,69   
83-74    ,9    
638-22   ,616  
225-66   ,159  
2030-1926,104  
827-92   ,735  
2047-40  ,2007 
8510-1   ,8509 
814-71   ,743  
9995-524 ,9471 
829-604  ,225  
9301-3305,5996 
8328-81  ,8247 
981-327  ,654  
2115-9   ,2106 
8662-68  ,8594 
7590-58  ,7532 
9454-675 ,8779 
2519-0   ,2519 
600-374  ,226  
4945-2   ,4943 
363-71   ,292  
879-175  ,704  
3604-337 ,3267 
1361-574 ,787  
170-36   ,134  
9301-2   ,9299 
2843-68  ,2775 
7812-49  ,7763 
6938-34  ,6904 
9302-973 ,8329 
6692-588 ,6104 
7365-0   ,7365 
1381-21  ,1360 
2999-9   ,2990 
76-57    ,19   
501-95   ,406  
9125-207 ,8918 
452-27   ,425  
8394-8393,1    
854-796  ,58   
107-92   ,15   
72-47    ,25   
122-51   ,71   
721-8    ,713  
7708-4   ,7704 
382-1    ,381  
8067-1   ,8066 
3350-670 ,2680 
7048-868 ,6180 
8775-930 ,7845 
2943-16  ,2927 
382-27   ,355  
2097-87  ,2010 
720-292  ,428  
8540-48  ,8492 
9903-8   ,9895 
363-92   ,271  
60-52    ,8    
3180-4   ,3176 
4750-40  ,4710 
462-108  ,354  
896-17   ,879  
844-82   ,762  
41-19    ,22   
1044-0   ,1044 
661-95   ,566  
9437-74  ,9363 
131-20   ,111  
5558-4396,1162 
855-589  ,266  
5079-2   ,5077 
1038-24  ,1014 
5700-21  ,5679 
77-40    ,37   
8703-381 ,8322 
4205-933 ,3272 
9157-1   ,9156 
395-34   ,361  
1047-60  ,987  
71-32    ,39   
937-276  ,661  
2943-5   ,2938 
960-851  ,109  
251-176  ,75   
46-42    ,4    
9537-6   ,9531 
7497-888 ,6609 
561-58   ,503  
7735-361 ,7374 
1036-0   ,1036 
9997-4255,5742 
9508-6   ,9502 
9249-8   ,9241 
620-2    ,618  
8092-1   ,8091 
8430-2   ,8428 
123-27   ,96   
6291-9   ,6282 
3224-614 ,2610 
4426-924 ,3502 
7473-2410,5063 
621-67   ,554  
5875-39  ,5836 
1512-6   ,1506 
1691-7   ,1684 
455-6    ,449  
4151-0   ,4151 
782-78   ,704  
7819-0   ,7819 
8715-4197,4518 
7049-467 ,6582 
2910-7   ,2903 
6913-398 ,6515 
193-3    ,190  
904-808  ,96   
3002-41  ,2961 
6869-6102,767  
526-86   ,440  
9189-88  ,9101 
668-62   ,606  
217-86   ,131  
4990-397 ,4593 
3789-52  ,3737 
528-27   ,501  
268-83   ,185  
427-6    ,421  
6755-558 ,6197 
538-454  ,84   
8659-4   ,8655 
7146-0   ,7146 
1309-749 ,560  
9970-153 ,9817 
839-486  ,353  
613-7    ,606  
900-69   ,831  
972-97   ,875  
1489-884 ,605  
5211-342 ,4869 
8444-881 ,7563 
53-43    ,10   
2993-851 ,2142 
264-50   ,214  
90-35    ,55   
471-57   ,414  
424-99   ,325  
86-47    ,39   
9774-537 ,9237 
7329-946 ,6383 
6688-4012,2676 
6371-32  ,6339 
424-352  ,72   
33-19    ,14   
5925-9   ,5916 
560-0    ,560  
915-298  ,617  
1578-6   ,1572 
1152-12  ,1140 
105-94   ,11   
8375-773 ,7602 
350-2    ,348  
7807-64  ,7743 
5866-245 ,5621 
2729-8   ,2721 
8513-3295,5218 
6063-130 ,5933 
892-70   ,822  
5922-73  ,5849 
9862-82  ,9780 
8367-302 ,8065 
9263-2   ,9261 
292-253  ,39   
996-0    ,996  
614-45   ,569  
1786-0   ,1786 
9293-57  ,9236 
167-4    ,163  
5544-476 ,5068 
580-66   ,514  
996-30   ,966  
50-29    ,21   
8810-6818,1992 
94-90    ,4    
5124-213 ,4911 
58-1     ,57   
859-2    ,857  
3635-8   ,3627 
303-1    ,302  
551-20   ,531  
753-5    ,748  
5970-4   ,5966 
973-15   ,958  
303-62   ,241  
7741-6756,985  
2054-82  ,1972 
3069-368 ,2701 
4341-209 ,4132 
4465-343 ,4122 
8658-8   ,8650 
152-81   ,71   
6207-18  ,6189 
84-66    ,18   
8589-28  ,8561 
604-48   ,556  
1935-56  ,1879 
593-77   ,516  
3897-4   ,3893 
7945-5842,2103 
170-49   ,121  
7595-4036,3559 
338-82   ,256  
954-840  ,114  
2624-192 ,2432 
2300-1215,1085 
63-20    ,43   
4938-4   ,4934 
6934-31  ,6903 
497-38   ,459  
806-579  ,227  
5482-78  ,5404 
2955-756 ,2199 
368-12   ,356  
2681-3   ,2678 
8644-75  ,8569 
602-59   ,543  
598-69   ,529  
896-9    ,887  
3481-634 ,2847 
7745-59  ,7686 
7838-983 ,6855 
817-9    ,808  
7674-49  ,7625 
496-89   ,407  
4994-7   ,4987 
1227-13  ,1214 
7652-9   ,7643 
6401-4571,1830 
7950-22  ,7928 
7783-13  ,7770 
99-82    ,17   
789-1    ,788  
373-133  ,240  
7553-1561,5992 
9124-7   ,9117 
1350-216 ,1134 
557-211  ,346  
7167-61  ,7106 
571-189  ,382  
693-5    ,688  
179-54   ,125  
8567-6233,2334 
3789-69  ,3720 
952-610  ,342  
9501-909 ,8592 
9986-0   ,9986 
735-340  ,395  
6710-0   ,6710 
706-320  ,386  
5568-5   ,5563 
4513-3250,1263 
6577-14  ,6563 
44-42    ,2    
6616-276 ,6340 
2309-2   ,2307 
404-28   ,376  
4179-148 ,4031 
731-72   ,659  
2429-50  ,2379 
5205-0   ,5205 
6910-2716,4194 
6147-33  ,6114 
8070-577 ,7493 
229-8    ,221  
3177-2506,671  
1195-692 ,503  
340-9    ,331  
8782-653 ,8129 
4941-8   ,4933 
3842-886 ,2956 
4528-58  ,4470 
8751-95  ,8656 
4069-137 ,3932 
156-8    ,148  
5225-9   ,5216 
2138-45  ,2093 
9364-51  ,9313 
730-52   ,678  
677-8    ,669  
763-79   ,684  
9645-7   ,9638 
3564-18  ,3546 
349-72   ,277  
524-512  ,12   
4717-978 ,3739 
790-85   ,705  
6748-700 ,6048 
796-512  ,284  
280-63   ,217  
6962-866 ,6096 
7729-44  ,7685 
8932-496 ,8436 
6951-0   ,6951 
2668-67  ,2601 
5290-7   ,5283 
492-5    ,487  
599-40   ,559  
374-97   ,277  
1771-4   ,1767 
261-84   ,177  
4619-0   ,4619 
3778-707 ,3071 
587-46   ,541  
233-58   ,175  
361-131  ,230  
8668-7579,1089 
4222-16  ,4206 
306-10   ,296  
6966-5065,1901 
409-40   ,369  
6116-788 ,5328 
3961-297 ,3664 
6719-354 ,6365 
705-548  ,157  
7026-149 ,6877 
474-1    ,473  
771-62   ,709  
139-58   ,81   
8733-5   ,8728 
2217-616 ,1601 
5090-984 ,4106 
4378-2424,1954 
6019-1   ,6018 
9770-4973,4797 
7487-8   ,7479 
9519-3   ,9516 
7092-6817,275  
352-7    ,345  
423-84   ,339  
908-35   ,873  
2113-26  ,2087 
2141-3   ,2138 
7968-47  ,7921 
1467-3   ,1464 
776-363  ,413  
7188-2   ,7186 
1659-8   ,1651 
7802-529 ,7273 
6281-19  ,6262 
8467-9   ,8458 
8753-6   ,8747 
9234-97  ,9137 
3198-462 ,2736 
2205-24  ,2181 
493-19   ,474  
4493-6   ,4487 
4155-79  ,4076 
7976-5   ,7971 
701-2    ,699  
2276-81  ,2195 
960-18   ,942  
405-9    ,396  
1208-415 ,793  
7108-1   ,7107 
662-19   ,643  
9744-1067,8677 
8824-9   ,8815 
3253-43  ,3210 
989-86   ,903  
990-201  ,789  
2662-2211,451  
458-76   ,382  
7471-2   ,7469 
651-89   ,562  
134-56   ,78   
914-74   ,840  
103-0    ,103  
5801-213 ,5588 
156-30   ,126  
4246-820 ,3426 
4862-2   ,4860 
31-20    ,11   
3936-5   ,3931 
5502-30  ,5472 
729-97   ,632  
6165-226 ,5939 
5372-830 ,4542 
590-40   ,550  
566-147  ,419  
503-44   ,459  
86-56    ,30   
919-915  ,4    
6385-8   ,6377 
1011-76  ,935  
824-7    ,817  
6101-9   ,6092 
9580-2   ,9578 
621-3    ,618  
9892-28  ,9864 
866-73   ,793  
898-537  ,361  
6246-7   ,6239 
65-15    ,50   
8861-802 ,8059 
622-49   ,573  
2636-45  ,2591 
9192-39  ,9153 
898-384  ,514  
656-2    ,654  
150-50   ,100  
8663-2   ,8661 
712-660  ,52   
2887-3   ,2884 
913-16   ,897  
7728-19  ,7709 
972-749  ,223  
653-281  ,372  
581-7    ,574  
3221-26  ,3195 
1434-5   ,1429 
548-352  ,196  
36-34    ,2    
2414-34  ,2380 
2687-457 ,2230 
471-417  ,54   
8426-7324,1102 
5417-191 ,5226 
4874-681 ,4193 
4388-7   ,4381 
594-307  ,287  
4386-86  ,4300 
6191-799 ,5392 
33-0     ,33   
7602-72  ,7530 
5929-67  ,5862 
946-3    ,943  
839-712  ,127  
5158-3752,1406 
5903-628 ,5275 
18-11    ,7    
3123-8   ,3115 
860-58   ,802  
789-5    ,784  
4283-93  ,4190 
9851-426 ,9425 
4461-200 ,4261 
956-36   ,920  
4782-7   ,4775 
761-427  ,334  
7746-0   ,7746 
5931-73  ,5858 
9234-573 ,8661 
8724-79  ,8645 
9408-301 ,9107 
982-1    ,981  
585-347  ,238  
4231-268 ,3963 
1133-0   ,1133 
2236-809 ,1427 
499-4    ,495  
1103-384 ,719  
1873-3   ,1870 
5977-737 ,5240 
8246-336 ,7910 
7091-31  ,7060 
8862-500 ,8362 
2021-20  ,2001 
8715-792 ,7923 
84-78    ,6    
43-29    ,14   
979-53   ,926  
645-92   ,553  
7088-916 ,6172 
99-39    ,60   
2169-58  ,2111 
9787-2   ,9785 
491-4    ,487  
740-4    ,736  
277-29   ,248  
6096-36  ,6060 
62-8     ,54   
634-6    ,628  
7257-8   ,7249 
9591-504 ,9087 
770-482  ,288  
713-71   ,642  
134-76   ,58   
913-414  ,499  
580-20   ,560  
8112-42  ,8070 
8088-3909,4179 
211-29   ,182  
4649-395 ,4254 
7853-0   ,7853 
7230-8   ,7222 
62-43    ,19   
3444-1   ,3443 
8754-2301,6453 
488-68   ,420  
466-16   ,450  
616-5    ,611  
9354-3   ,9351 
9385-5413,3972 
8990-2829,6161 
4346-7   ,4339 
844-97   ,747  
7081-1   ,7080 
8958-0   ,8958 
7757-908 ,6849 
255-36   ,219  
403-93   ,310  
