questions,expected
62*412 ,25544  
89-0   ,89     
94+24  ,118    
486*617,299862 
79-734 ,-655   
942-854,88     
79+686 ,765    
90-851 ,-761   
6+258  ,264    
589-2  ,587    
897-304,593    
325-4  ,321    
315*4  ,1260   
23-19  ,4      
58+25  ,83     
394-8  ,386    
388-304,84     
42+696 ,738    
587+34 ,621    
5-991  ,-986   
95-61  ,34     
65*122 ,7930   
97-60  ,37     
887+23 ,910    
641-9  ,632    
102-779,-677   
318+193,511    
61-379 ,-318   
23-446 ,-423   
916-391,525    
304*740,224960 
20-98  ,-78    
10-832 ,-822   
308-9  ,299    
1+511  ,512    
62-16  ,46     
272-202,70     
4*650  ,2600   
23*89  ,2047   
865-68 ,797    
8-109  ,-101   
43+550 ,593    
22+205 ,227    
98+34  ,132    
91-9   ,82     
73+679 ,752    
8-955  ,-947   
20*986 ,19720  
14-92  ,-78    
321+98 ,419    
537-83 ,454    
5+123  ,128    
25*72  ,1800   
258*4  ,1032   
41-35  ,6      
750-503,247    
532+6  ,538    
390*82 ,31980  
377+6  ,383    
5*977  ,4885   
749*35 ,26215  
762+7  ,769    
14+8   ,22     
891+619,1510   
19*525 ,9975   
52*9   ,468    
479+25 ,504    
636*62 ,39432  
229-418,-189   
96-448 ,-352   
132+441,573    
981*444,435564 
719*1  ,719    
53-483 ,-430   
415*73 ,30295  
4+270  ,274    
9+352  ,361    
20-58  ,-38    
17-760 ,-743   
977-6  ,971    
440-956,-516   
5-276  ,-271   
954*84 ,80136  
9*377  ,3393   
73-401 ,-328   
731+55 ,786    
695-5  ,690    
570-98 ,472    
435*84 ,36540  
456+601,1057   
85+32  ,117    
401*5  ,2005   
1-825  ,-824   
33+816 ,849    
7*560  ,3920   
319-0  ,319    
689+25 ,714    
3*415  ,1245   
973-14 ,959    
32*35  ,1120   
2*456  ,912    
5*764  ,3820   
77*176 ,13552  
50+978 ,1028   
70*94  ,6580   
289-8  ,281    
977*195,190515 
291*67 ,19497  
83*531 ,44073  
86*54  ,4644   
9+917  ,926    
367-497,-130   
0+436  ,436    
60+58  ,118    
363*779,282777 
185*588,108780 
4+405  ,409    
98*86  ,8428   
177+784,961    
7-507  ,-500   
304-4  ,300    
7+134  ,141    
8+151  ,159    
185-161,24     
317+721,1038   
99*12  ,1188   
257-244,13     
365+71 ,436    
565+964,1529   
33+0   ,33     
81*32  ,2592   
300-4  ,296    
7+29   ,36     
4+901  ,905    
94*112 ,10528  
312-66 ,246    
9-418  ,-409   
762+1  ,763    
6*505  ,3030   
75-51  ,24     
8*774  ,6192   
1-518  ,-517   
991+759,1750   
65+199 ,264    
76+233 ,309    
847*5  ,4235   
46*597 ,27462  
1*333  ,333    
392+3  ,395    
60*475 ,28500  
403+2  ,405    
25*357 ,8925   
506+635,1141   
0-115  ,-115   
195-7  ,188    
262-8  ,254    
134+234,368    
854*94 ,80276  
802+3  ,805    
153*406,62118  
272-92 ,180    
785*37 ,29045  
376-95 ,281    
822-522,300    
17-45  ,-28    
408-3  ,405    
730-902,-172   
54+82  ,136    
626*37 ,23162  
522-761,-239   
203+7  ,210    
98-323 ,-225   
542-89 ,453    
33*98  ,3234   
5*833  ,4165   
868-95 ,773    
734+601,1335   
46+352 ,398    
157+28 ,185    
5*327  ,1635   
83-219 ,-136   
584-44 ,540    
223-64 ,159    
343+846,1189   
779*834,649686 
6+370  ,376    
19*124 ,2356   
367*5  ,1835   
497*85 ,42245  
690-9  ,681    
94+51  ,145    
9+424  ,433    
668*1  ,668    
71*537 ,38127  
61+504 ,565    
77-2   ,75     
163+64 ,227    
6+903  ,909    
642-4  ,638    
735-2  ,733    
88-45  ,43     
90-55  ,35     
32-888 ,-856   
628+498,1126   
15+77  ,92     
75-86  ,-11    
423*252,106596 
3+522  ,525    
97+970 ,1067   
28*964 ,26992  
566*47 ,26602  
558*5  ,2790   
619-7  ,612    
903*36 ,32508  
1*971  ,971    
15+919 ,934    
967-6  ,961    
2+209  ,211    
57-332 ,-275   
5-337  ,-332   
34*85  ,2890   
5*4    ,20     
146*0  ,0      
144-44 ,100    
624*53 ,33072  
858+22 ,880    
5+830  ,835    
766+5  ,771    
10+342 ,352    
76*823 ,62548  
147*0  ,0      
32-804 ,-772   
0*350  ,0      
64-22  ,42     
24+527 ,551    
99+524 ,623    
22*54  ,1188   
10*84  ,840    
773*584,451432 
8*312  ,2496   
734+56 ,790    
25+852 ,877    
1-250  ,-249   
90+8   ,98     
59*935 ,55165  
88*674 ,59312  
12-62  ,-50    
399+7  ,406    
658*710,467180 
786+15 ,801    
623-81 ,542    
836-42 ,794    
579*5  ,2895   
86-340 ,-254   
35+37  ,72     
984-61 ,923    
435+19 ,454    
33-56  ,-23    
29+223 ,252    
383*654,250482 
2+449  ,451    
73+75  ,148    
485-53 ,432    
539*8  ,4312   
57*46  ,2622   
253-4  ,249    
180*86 ,15480  
527+8  ,535    
896*5  ,4480   
2+909  ,911    
730*7  ,5110   
664-61 ,603    
9-483  ,-474   
40-8   ,32     
61*1   ,61     
0-880  ,-880   
96*174 ,16704  
80*541 ,43280  
727*855,621585 
659*1  ,659    
429-850,-421   
744*421,313224 
532-2  ,530    
844+37 ,881    
6*62   ,372    
91*326 ,29666  
277-1  ,276    
862+516,1378   
57-655 ,-598   
518+610,1128   
85+50  ,135    
70+645 ,715    
257*445,114365 
976+726,1702   
1-504  ,-503   
263*1  ,263    
69*568 ,39192  
61-290 ,-229   
2+834  ,836    
179*803,143737 
21-70  ,-49    
927+653,1580   
2-212  ,-210   
355-526,-171   
82*113 ,9266   
83*87  ,7221   
7-92   ,-85    
224*8  ,1792   
264+0  ,264    
429*2  ,858    
342-98 ,244    
1+485  ,486    
777*3  ,2331   
440*864,380160 
224+81 ,305    
328-97 ,231    
945+634,1579   
0+115  ,115    
2*960  ,1920   
3+863  ,866    
467*7  ,3269   
27-11  ,16     
783-698,85     
882+0  ,882    
3*828  ,2484   
78*268 ,20904  
127+93 ,220    
466+19 ,485    
195-790,-595   
23*26  ,598    
59*155 ,9145   
39-755 ,-716   
259-99 ,160    
6-536  ,-530   
9-478  ,-469   
350+9  ,359    
23-3   ,20     
950+690,1640   
92-4   ,88     
821+38 ,859    
185*2  ,370    
566+999,1565   
272*4  ,1088   
57*68  ,3876   
164-0  ,164    
37*50  ,1850   
577-405,172    
267*467,124689 
84*79  ,6636   
3-380  ,-377   
807*27 ,21789  
199+675,874    
24*41  ,984    
12*347 ,4164   
5+562  ,567    
33*817 ,26961  
9+291  ,300    
2*687  ,1374   
979+1  ,980    
86+37  ,123    
401-52 ,349    
47*10  ,470    
971*33 ,32043  
21-90  ,-69    
234-8  ,226    
921-2  ,919    
22*681 ,14982  
7*570  ,3990   
636+1  ,637    
4+469  ,473    
12+631 ,643    
54+564 ,618    
59-536 ,-477   
623*0  ,0      
487+96 ,583    
542+415,957    
72+27  ,99     
5-126  ,-121   
7-502  ,-495   
76+154 ,230    
553-812,-259   
1+713  ,714    
564*50 ,28200  
563*732,412116 
893+325,1218   
625-9  ,616    
367-0  ,367    
2-484  ,-482   
75-35  ,40     
2*30   ,60     
0-761  ,-761   
25*120 ,3000   
94-1   ,93     
169*70 ,11830  
1-230  ,-229   
440-55 ,385    
676*7  ,4732   
54-585 ,-531   
607-8  ,599    
132*4  ,528    
946+9  ,955    
72-45  ,27     
45-84  ,-39    
77+606 ,683    
9+194  ,203    
42-53  ,-11    
95*8   ,760    
3*30   ,90     
28-80  ,-52    
18+38  ,56     
86-40  ,46     
62+570 ,632    
5+286  ,291    
81-950 ,-869   
782-738,44     
385-8  ,377    
314*40 ,12560  
927+71 ,998    
4*240  ,960    
15-27  ,-12    
64*373 ,23872  
82+87  ,169    
649-78 ,571    
583+15 ,598    
368+78 ,446    
668-164,504    
185*138,25530  
309+770,1079   
44*492 ,21648  
213*64 ,13632  
40*39  ,1560   
9*47   ,423    
530+586,1116   
98+409 ,507    
738+427,1165   
517*26 ,13442  
767+3  ,770    
163-178,-15    
51-38  ,13     
900+813,1713   
856-603,253    
42*145 ,6090   
402*871,350142 
972*223,216756 
2*19   ,38     
921*776,714696 
66*66  ,4356   
92-37  ,55     
330-4  ,326    
15*772 ,11580  
547+138,685    
704-654,50     
84*783 ,65772  
25+72  ,97     
713-38 ,675    
33*541 ,17853  
379*0  ,0      
311+6  ,317    
41*337 ,13817  
774*19 ,14706  
137-305,-168   
371*23 ,8533   
90*999 ,89910  
845*34 ,28730  
654+8  ,662    
82*151 ,12382  
90+91  ,181    
833+66 ,899    
81*22  ,1782   
33-7   ,26     
151+25 ,176    
900-41 ,859    
63*93  ,5859   
5*839  ,4195   
968*188,181984 
635+397,1032   
46+389 ,435    
42+530 ,572    
74-64  ,10     
385*499,192115 
186+614,800    
390-26 ,364    
14+452 ,466    
443*492,217956 
954+39 ,993    
346-63 ,283    
5-652  ,-647   
115*142,16330  
76+18  ,94     
443-748,-305   
103+144,247    
71*80  ,5680   
19*78  ,1482   
663*308,204204 
95*82  ,7790   
32+275 ,307    
71-9   ,62     
862-105,757    
672-53 ,619    
452+980,1432   
650+115,765    
0+936  ,936    
379+44 ,423    
861-3  ,858    
75+644 ,719    
57-67  ,-10    
54+84  ,138    
7-743  ,-736   
88+58  ,146    
345-87 ,258    
469+790,1259   
361+16 ,377    
707+864,1571   
127*263,33401  
13-775 ,-762   
827-451,376    
50-72  ,-22    
965-425,540    
298+91 ,389    
62-910 ,-848   
89*125 ,11125  
18+30  ,48     
541+58 ,599    
475*37 ,17575  
211+33 ,244    
93*9   ,837    
444+29 ,473    
689+445,1134   
595-65 ,530    
152+768,920    
61+26  ,87     
491*38 ,18658  
6-339  ,-333   
915+80 ,995    
95-993 ,-898   
303+70 ,373    
374+160,534    
36-6   ,30     
4*519  ,2076   
195+283,478    
98+505 ,603    
439+33 ,472    
2*734  ,1468   
858*769,659802 
808*859,694072 
716*5  ,3580   
16+45  ,61     
50*759 ,37950  
60*217 ,13020  
13+13  ,26     
794*24 ,19056  
21+767 ,788    
51+919 ,970    
974*79 ,76946  
94*298 ,28012  
802+360,1162   
80-409 ,-329   
2+440  ,442    
70-478 ,-408   
962+9  ,971    
9+641  ,650    
812*40 ,32480  
1+28   ,29     
669-73 ,596    
409-92 ,317    
167-777,-610   
779-561,218    
4-673  ,-669   
746*79 ,58934  
4+173  ,177    
41*719 ,29479  
59-210 ,-151   
5-713  ,-708   
518-7  ,511    
53+741 ,794    
751+781,1532   
388*81 ,31428  
837+8  ,845    
43*772 ,33196  
315-264,51     
12*130 ,1560   
18*840 ,15120  
283*211,59713  
37*584 ,21608  
789+70 ,859    
684+155,839    
89+131 ,220    
941-7  ,934    
369*490,180810 
78*90  ,7020   
7+962  ,969    
4+770  ,774    
10-235 ,-225   
833-542,291    
0-838  ,-838   
90-9   ,81     
978+33 ,1011   
905-640,265    
461-44 ,417    
6*9    ,54     
635+88 ,723    
642-97 ,545    
40*288 ,11520  
810+6  ,816    
5*950  ,4750   
3*933  ,2799   
737+802,1539   
98-90  ,8      
540*4  ,2160   
284-25 ,259    
9+502  ,511    
653+0  ,653    
12-430 ,-418   
651-5  ,646    
91-388 ,-297   
363-5  ,358    
6-415  ,-409   
79+58  ,137    
6-979  ,-973   
92+935 ,1027   
264*181,47784  
44*430 ,18920  
949*95 ,90155  
7+806  ,813    
67*76  ,5092   
822-398,424    
74-26  ,48     
836-457,379    
514*105,53970  
704-33 ,671    
76+181 ,257    
294*4  ,1176   
44+30  ,74     
70*766 ,53620  
4-71   ,-67    
930-761,169    
46+775 ,821    
244-530,-286   
472-159,313    
18*35  ,630    
60+627 ,687    
335+428,763    
0+455  ,455    
242*9  ,2178   
792*1  ,792    
1-609  ,-608   
11*952 ,10472  
400-70 ,330    
495+9  ,504    
16-557 ,-541   
33*580 ,19140  
722*88 ,63536  
508+3  ,511    
881*28 ,24668  
72-57  ,15     
437*567,247779 
88*287 ,25256  
818*522,426996 
79*72  ,5688   
87*48  ,4176   
38*837 ,31806  
100+1  ,101    
71-306 ,-235   
86+829 ,915    
4-18   ,-14    
49*85  ,4165   
979-337,642    
22*97  ,2134   
993-727,266    
32+692 ,724    
198*39 ,7722   
69+360 ,429    
31*639 ,19809  
254+39 ,293    
815-4  ,811    
393-59 ,334    
568-44 ,524    
62*175 ,10850  
91*168 ,15288  
61+87  ,148    
503*5  ,2515   
513-9  ,504    
3*340  ,1020   
307*59 ,18113  
627*657,411939 
623*8  ,4984   
55*149 ,8195   
83*12  ,996    
6*191  ,1146   
715-78 ,637    
65*34  ,2210   
89*21  ,1869   
875+5  ,880    
333*718,239094 
886*76 ,67336  
79*99  ,7821   
84-529 ,-445   
6*811  ,4866   
37*900 ,33300  
49+717 ,766    
83*18  ,1494   
655-44 ,611    
295-86 ,209    
4*395  ,1580   
2-564  ,-562   
3-723  ,-720   
87*776 ,67512  
31*58  ,1798   
8*362  ,2896   
224-576,-352   
105*42 ,4410   
721-672,49     
283+633,916    
270-9  ,261    
960*37 ,35520  
54*476 ,25704  
301*60 ,18060  
68+856 ,924    
122-111,11     
8-740  ,-732   
4-647  ,-643   
4+228  ,232    
758+93 ,851    
118+690,808    
811-73 ,738    
231-0  ,231    
94*919 ,86386  
246+3  ,249    
16+600 ,616    
619+7  ,626    
856+6  ,862    
354*162,57348  
13+88  ,101    
621+66 ,687    
42*291 ,12222  
652-40 ,612    
5-634  ,-629   
90+483 ,573    
686-4  ,682    
196*134,26264  
558-63 ,495    
30+175 ,205    
541+4  ,545    
72*47  ,3384   
446*8  ,3568   
99-18  ,81     
64*94  ,6016   
18+339 ,357    
126+9  ,135    
63-709 ,-646   
12-97  ,-85    
883*37 ,32671  
44+679 ,723    
89*61  ,5429   
626*32 ,20032  
553*2  ,1106   
658+18 ,676    
990-795,195    
6+588  ,594    
65*609 ,39585  
541+3  ,544    
247*70 ,17290  
71-41  ,30     
9+918  ,927    
756-548,208    
345+704,1049   
64*26  ,1664   
0*692  ,0      
62*84  ,5208   
6*43   ,258    
430-14 ,416    
17+43  ,60     
657+9  ,666    
5*539  ,2695   
9*341  ,3069   
215-40 ,175    
774*34 ,26316  
813*640,520320 
87-65  ,22     
0+407  ,407    
412+86 ,498    
354*225,79650  
3*71   ,213    
62-10  ,52     
53*222 ,11766  
477-19 ,458    
278-840,-562   
1+921  ,922    
54+360 ,414    
5+267  ,272    
67-444 ,-377   
321+97 ,418    
296*1  ,296    
145-1  ,144    
415-896,-481   
703+77 ,780    
888-483,405    
100-2  ,98     
761-51 ,710    
117+5  ,122    
65+49  ,114    
205+68 ,273    
3-15   ,-12    
113*40 ,4520   
573+606,1179   
7+749  ,756    
747+437,1184   
614*35 ,21490  
52-909 ,-857   
956-4  ,952    
20-39  ,-19    
807+888,1695   
43-81  ,-38    
21+6   ,27     
338*913,308594 
863+930,1793   
59+716 ,775    
358-8  ,350    
3-790  ,-787   
552*11 ,6072   
28+876 ,904    
5-819  ,-814   
315*22 ,6930   
36+70  ,106    
457*87 ,39759  
776+7  ,783    
133*770,102410 
63-962 ,-899   
85+751 ,836    
64+53  ,117    
824+138,962    
825+8  ,833    
34-917 ,-883   
25*55  ,1375   
5*133  ,665    
240*52 ,12480  
66-55  ,11     
905+13 ,918    
32+799 ,831    
31*77  ,2387   
1-314  ,-313   
32-668 ,-636   
56-599 ,-543   
166*45 ,7470   
750*93 ,69750  
2*838  ,1676   
89-470 ,-381   
21*66  ,1386   
78+96  ,174    
1-671  ,-670   
84+948 ,1032   
79-397 ,-318   
61+519 ,580    
83+77  ,160    
392*732,286944 
336*721,242256 
189*973,183897 
59*59  ,3481   
728*836,608608 
1+25   ,26     
29+95  ,124    
47+37  ,84     
3-762  ,-759   
12*893 ,10716  
839-78 ,761    
307-894,-587   
774*178,137772 
981+904,1885   
6-589  ,-583   
953-6  ,947    
0*81   ,0      
202-6  ,196    
303*1  ,303    
22-8   ,14     
74-493 ,-419   
88+727 ,815    
0*88   ,0      
25-5   ,20     
294-158,136    
681-285,396    
209-0  ,209    
237+34 ,271    
808-23 ,785    
50*454 ,22700  
37*943 ,34891  
5+597  ,602    
327-8  ,319    
409+0  ,409    
368+14 ,382    
34-45  ,-11    
0+625  ,625    
709-9  ,700    
7-295  ,-288   
11+446 ,457    
27+798 ,825    
9+709  ,718    
754+7  ,761    
2*3    ,6      
89-22  ,67     
52+602 ,654    
7*476  ,3332   
9*458  ,4122   
6-40   ,-34    
9*24   ,216    
3*811  ,2433   
544-7  ,537    
609+22 ,631    
204*0  ,0      
960+36 ,996    
4+991  ,995    
483*68 ,32844  
27*117 ,3159   
5*490  ,2450   
0+330  ,330    
3+79   ,82     
517*195,100815 
294-2  ,292    
72*11  ,792    
796+20 ,816    
0+689  ,689    
5-416  ,-411   
565-825,-260   
148+4  ,152    
996-21 ,975    
2+936  ,938    
4*270  ,1080   
360*918,330480 
57*756 ,43092  
25+42  ,67     
39-622 ,-583   
866+430,1296   
261-551,-290   
665-0  ,665    
9*952  ,8568   
706+531,1237   
33+485 ,518    
551*97 ,53447  
2+52   ,54     
183+68 ,251    
715+44 ,759    
285*6  ,1710   
59+95  ,154    
655+759,1414   
146+90 ,236    
889+182,1071   
47+112 ,159    
7*111  ,777    
0-334  ,-334   
436*91 ,39676  
151+8  ,159    
598+510,1108   
465+608,1073   
664-403,261    
487+49 ,536    
180-830,-650   
849*576,489024 
0-881  ,-881   
301-878,-577   
36+409 ,445    
2*203  ,406    
993+97 ,1090   
960-3  ,957    
288+2  ,290    
138+9  ,147    
64*52  ,3328   
256-983,-727   
90*569 ,51210  
647+811,1458   
447*901,402747 
376+14 ,390    
83-967 ,-884   
0*7    ,0      
3+815  ,818    
300-46 ,254    
177-62 ,115    
84+5   ,89     
58-164 ,-106   
125*9  ,1125   
1+77   ,78     
524+28 ,552    
851+516,1367   
26-858 ,-832   
2*825  ,1650   
857-40 ,817    
55-470 ,-415   
67-604 ,-537   
5+917  ,922    
65-226 ,-161   
7-122  ,-115   
384+516,900    
559*218,121862 
1+923  ,924    
81-77  ,4      
6*935  ,5610   
364+7  ,371    
7*750  ,5250   
32*14  ,448    
6+260  ,266    
84*785 ,65940  
92-79  ,13     
959+890,1849   
92-69  ,23     
517*44 ,22748  
131+926,1057   
517+11 ,528    
52+73  ,125    
8*246  ,1968   
467-9  ,458    
380*27 ,10260  
375+3  ,378    
425+767,1192   
24-68  ,-44    
386+606,992    
90+37  ,127    
86+50  ,136    
666*1  ,666    
351+969,1320   
333+53 ,386    
96+321 ,417    
505-2  ,503    
427+74 ,501    
59+60  ,119    
818+16 ,834    
3-326  ,-323   
16+67  ,83     
463-783,-320   
60-607 ,-547   
20*807 ,16140  
12+31  ,43     
51-43  ,8      
51*92  ,4692   
16-2   ,14     
541*45 ,24345  
767+9  ,776    
264-96 ,168    
80+4   ,84     
432+662,1094   
77+957 ,1034   
4*981  ,3924   
798-49 ,749    
543-6  ,537    
802-87 ,715    
30-41  ,-11    
771*36 ,27756  
8-291  ,-283   
521*367,191207 
0*867  ,0      
424*9  ,3816   
281+61 ,342    
26*33  ,858    
10+871 ,881    
931*18 ,16758  
22+878 ,900    
56+837 ,893    
201*433,87033  
470-996,-526   
525-482,43     
3+475  ,478    
56*650 ,36400  
926*745,689870 
828+74 ,902    
185*83 ,15355  
81*334 ,27054  
32*9   ,288    
66-266 ,-200   
780+5  ,785    
213*29 ,6177   
866+18 ,884    
770+94 ,864    
822*6  ,4932   
934-5  ,929    
448*1  ,448    
212-1  ,211    
71-160 ,-89    
5*812  ,4060   
73+901 ,974    
210+528,738    
296+828,1124   
935-105,830    
586-1  ,585    
129+40 ,169    
4-448  ,-444   
54*945 ,51030  
258-2  ,256    
804*604,485616 
569*773,439837 
292+3  ,295    
9+804  ,813    
18+182 ,200    
82*507 ,41574  
70*440 ,30800  
4*518  ,2072   
51+84  ,135    
61-952 ,-891   
120-0  ,120    
4+135  ,139    
704-2  ,702    
843*50 ,42150  
939*33 ,30987  
215*73 ,15695  
53*47  ,2491   
770-896,-126   
10-20  ,-10    
32+243 ,275    
950*91 ,86450  
42*608 ,25536  
847*3  ,2541   
17*869 ,14773  
63+22  ,85     
433*612,264996 
