questions,expected
228*1  ,228    
470-129,341    
657-7  ,650    
3-717  ,-714   
106+51 ,157    
592*839,496688 
295-49 ,246    
227+279,506    
771*12 ,9252   
849*789,669861 
5+59   ,64     
339-151,188    
271+384,655    
58+56  ,114    
451+357,808    
59*120 ,7080   
6-800  ,-794   
95-99  ,-4     
18*66  ,1188   
38-26  ,12     
53*6   ,318    
110-10 ,100    
57-592 ,-535   
261*419,109359 
2+413  ,415    
824*4  ,3296   
645-44 ,601    
610-36 ,574    
774*13 ,10062  
26+87  ,113    
905*76 ,68780  
513*86 ,44118  
20*532 ,10640  
12-54  ,-42    
416+28 ,444    
7*376  ,2632   
67-378 ,-311   
304*83 ,25232  
715*19 ,13585  
872-628,244    
629+5  ,634    
964-93 ,871    
50+7   ,57     
456*742,338352 
881+859,1740   
517+502,1019   
9*617  ,5553   
70*18  ,1260   
9+785  ,794    
81*8   ,648    
55+64  ,119    
605*4  ,2420   
513+634,1147   
37+17  ,54     
9+475  ,484    
22*880 ,19360  
360+170,530    
717*3  ,2151   
492*812,399504 
5*66   ,330    
68*32  ,2176   
701+2  ,703    
29-404 ,-375   
688+7  ,695    
9*770  ,6930   
615-3  ,612    
7*85   ,595    
921+9  ,930    
0+674  ,674    
872+6  ,878    
76+83  ,159    
3*514  ,1542   
55-65  ,-10    
800+7  ,807    
32-9   ,23     
710+58 ,768    
395-471,-76    
287*745,213815 
5-285  ,-280   
54*65  ,3510   
9+41   ,50     
6*903  ,5418   
7+61   ,68     
2-409  ,-407   
139-3  ,136    
65*956 ,62140  
799+2  ,801    
4*536  ,2144   
38-5   ,33     
97-733 ,-636   
965+27 ,992    
53-21  ,32     
7-478  ,-471   
37*79  ,2923   
67*87  ,5829   
5*110  ,550    
370+90 ,460    
64-2   ,62     
77+764 ,841    
79-144 ,-65    
16+30  ,46     
48+751 ,799    
166+59 ,225    
293-59 ,234    
201+73 ,274    
432*6  ,2592   
354*58 ,20532  
0+832  ,832    
288*417,120096 
764*27 ,20628  
13+890 ,903    
61+91  ,152    
42*51  ,2142   
94+952 ,1046   
68*81  ,5508   
5+278  ,283    
50*72  ,3600   
603+0  ,603    
801-8  ,793    
6-26   ,-20    
393+644,1037   
91*79  ,7189   
24+39  ,63     
17*364 ,6188   
98+983 ,1081   
914*4  ,3656   
22*88  ,1936   
893*1  ,893    
44+21  ,65     
7-397  ,-390   
579*76 ,44004  
314+844,1158   
1*838  ,838    
55-935 ,-880   
275+916,1191   
64+7   ,71     
4+93   ,97     
813*176,143088 
6-451  ,-445   
853*677,577481 
66+409 ,475    
39*350 ,13650  
19*453 ,8607   
749+18 ,767    
53+68  ,121    
267-420,-153   
198*750,148500 
59+2   ,61     
196+22 ,218    
91*319 ,29029  
78+335 ,413    
0*148  ,0      
341+5  ,346    
33*6   ,198    
1+222  ,223    
934*41 ,38294  
162*81 ,13122  
19*65  ,1235   
28*402 ,11256  
162+283,445    
3+187  ,190    
59-610 ,-551   
53*9   ,477    
244*5  ,1220   
946*572,541112 
46*696 ,32016  
3*57   ,171    
183+420,603    
217-46 ,171    
8+108  ,116    
86-88  ,-2     
28+27  ,55     
775+796,1571   
633*7  ,4431   
5-653  ,-648   
95-49  ,46     
221-802,-581   
918*102,93636  
37+2   ,39     
724-712,12     
9+888  ,897    
29*5   ,145    
23*506 ,11638  
936+4  ,940    
38*627 ,23826  
4+702  ,706    
259+0  ,259    
94*1   ,94     
857*0  ,0      
595*0  ,0      
111-61 ,50     
315+52 ,367    
999+74 ,1073   
85*51  ,4335   
47-63  ,-16    
641+8  ,649    
94+62  ,156    
963+94 ,1057   
3+109  ,112    
598*541,323518 
562-34 ,528    
838*24 ,20112  
25-76  ,-51    
0*997  ,0      
27-6   ,21     
375+82 ,457    
46+2   ,48     
90-549 ,-459   
61*265 ,16165  
988-5  ,983    
50+896 ,946    
346+485,831    
134*4  ,536    
0+404  ,404    
16-588 ,-572   
11-15  ,-4     
28-87  ,-59    
52*439 ,22828  
6-618  ,-612   
960+335,1295   
1*634  ,634    
67-558 ,-491   
785+86 ,871    
921*171,157491 
623*28 ,17444  
379+7  ,386    
2+979  ,981    
147*214,31458  
2-76   ,-74    
81-2   ,79     
43+56  ,99     
413*5  ,2065   
579+35 ,614    
9+770  ,779    
7-417  ,-410   
55*5   ,275    
389-2  ,387    
305+3  ,308    
252*8  ,2016   
1+421  ,422    
627*91 ,57057  
206*374,77044  
31*85  ,2635   
11*140 ,1540   
68*3   ,204    
87+37  ,124    
90-47  ,43     
171-793,-622   
6+509  ,515    
791+18 ,809    
304-2  ,302    
2-983  ,-981   
11-60  ,-49    
306*5  ,1530   
259*6  ,1554   
5*103  ,515    
3+664  ,667    
100+1  ,101    
492-4  ,488    
383*94 ,36002  
2-812  ,-810   
4+64   ,68     
4*597  ,2388   
16*590 ,9440   
69*796 ,54924  
29-550 ,-521   
5+226  ,231    
24-56  ,-32    
5-802  ,-797   
594-542,52     
41-646 ,-605   
24*32  ,768    
925*448,414400 
2+568  ,570    
33+292 ,325    
18*7   ,126    
41+239 ,280    
744-7  ,737    
4*680  ,2720   
73+42  ,115    
5-964  ,-959   
9-648  ,-639   
923+100,1023   
21-3   ,18     
923*0  ,0      
4*102  ,408    
482+486,968    
27*758 ,20466  
33-186 ,-153   
98+86  ,184    
980+9  ,989    
7-605  ,-598   
16+143 ,159    
15*491 ,7365   
32-79  ,-47    
4*198  ,792    
91-8   ,83     
702+40 ,742    
382-722,-340   
452-11 ,441    
480*565,271200 
528+6  ,534    
199-6  ,193    
21-836 ,-815   
544+139,683    
38-101 ,-63    
342+602,944    
58-291 ,-233   
62-760 ,-698   
63*51  ,3213   
936-8  ,928    
59-320 ,-261   
6+545  ,551    
592+13 ,605    
404+527,931    
751-77 ,674    
92+127 ,219    
43+968 ,1011   
401+5  ,406    
73-40  ,33     
61+42  ,103    
20-791 ,-771   
71+89  ,160    
543-487,56     
609-649,-40    
559+514,1073   
141+2  ,143    
56*1   ,56     
151-6  ,145    
58+2   ,60     
247*4  ,988    
348-78 ,270    
1+368  ,369    
13-564 ,-551   
454+14 ,468    
331*804,266124 
233+21 ,254    
990*42 ,41580  
75+22  ,97     
30*736 ,22080  
65-397 ,-332   
255*6  ,1530   
10+9   ,19     
395*50 ,19750  
714-6  ,708    
48+269 ,317    
3+250  ,253    
41+54  ,95     
8*79   ,632    
57-73  ,-16    
9-914  ,-905   
80*97  ,7760   
1+566  ,567    
5-6    ,-1     
7+870  ,877    
424*3  ,1272   
0-919  ,-919   
72+257 ,329    
19-399 ,-380   
408*90 ,36720  
5-266  ,-261   
100-1  ,99     
4-875  ,-871   
858-48 ,810    
207*415,85905  
794*7  ,5558   
2*719  ,1438   
64*0   ,0      
769-956,-187   
7+35   ,42     
42+2   ,44     
66-337 ,-271   
151*60 ,9060   
1*365  ,365    
36+53  ,89     
243+5  ,248    
351*84 ,29484  
49*74  ,3626   
48-406 ,-358   
773-95 ,678    
496*97 ,48112  
688-10 ,678    
74-992 ,-918   
758+2  ,760    
7-990  ,-983   
110+44 ,154    
911-16 ,895    
28-92  ,-64    
7*399  ,2793   
6-395  ,-389   
72+617 ,689    
674+84 ,758    
83+9   ,92     
37-506 ,-469   
3-56   ,-53    
38+334 ,372    
40-912 ,-872   
320-0  ,320    
778+18 ,796    
166-6  ,160    
95-74  ,21     
739+83 ,822    
687+88 ,775    
583+132,715    
92*19  ,1748   
482-51 ,431    
7-96   ,-89    
83-58  ,25     
2*39   ,78     
829-82 ,747    
697+38 ,735    
5*181  ,905    
291*17 ,4947   
44-204 ,-160   
67*8   ,536    
281*19 ,5339   
68+257 ,325    
930-6  ,924    
51*15  ,765    
272-988,-716   
769+71 ,840    
84*98  ,8232   
88+155 ,243    
257-366,-109   
883+0  ,883    
102*1  ,102    
108+8  ,116    
3-808  ,-805   
914-11 ,903    
7-154  ,-147   
381+2  ,383    
188-439,-251   
210*79 ,16590  
957+69 ,1026   
317-12 ,305    
437*9  ,3933   
443*45 ,19935  
72+11  ,83     
669-1  ,668    
81-274 ,-193   
1+62   ,63     
859-8  ,851    
479-519,-40    
400+76 ,476    
2+638  ,640    
191+348,539    
634-8  ,626    
401*12 ,4812   
847+15 ,862    
68+741 ,809    
69*2   ,138    
0+906  ,906    
21-51  ,-30    
43-293 ,-250   
34+29  ,63     
67+45  ,112    
31+54  ,85     
64-79  ,-15    
7+435  ,442    
80*436 ,34880  
673*54 ,36342  
303*383,116049 
8*812  ,6496   
760*29 ,22040  
30-686 ,-656   
5-531  ,-526   
3+169  ,172    
16-34  ,-18    
401-3  ,398    
545-70 ,475    
451-80 ,371    
183+138,321    
11-984 ,-973   
530*76 ,40280  
709-930,-221   
144+7  ,151    
55*3   ,165    
7-217  ,-210   
55+952 ,1007   
13*603 ,7839   
590-47 ,543    
4-654  ,-650   
857-3  ,854    
995*63 ,62685  
190+5  ,195    
0-420  ,-420   
88*364 ,32032  
40*5   ,200    
328-551,-223   
52-694 ,-642   
397*654,259638 
3*805  ,2415   
60+26  ,86     
190*353,67070  
2+402  ,404    
37*65  ,2405   
78-770 ,-692   
670*180,120600 
800+4  ,804    
31+14  ,45     
85+437 ,522    
896-4  ,892    
454*9  ,4086   
9*874  ,7866   
989+564,1553   
20*13  ,260    
90+0   ,90     
2+99   ,101    
939*64 ,60096  
14-47  ,-33    
509-251,258    
1-153  ,-152   
41*374 ,15334  
34+32  ,66     
4-206  ,-202   
93*816 ,75888  
85-282 ,-197   
95*347 ,32965  
17+231 ,248    
201*9  ,1809   
86*0   ,0      
88-47  ,41     
871+4  ,875    
47-78  ,-31    
171-80 ,91     
25-337 ,-312   
824+1  ,825    
92-31  ,61     
6-888  ,-882   
643*531,341433 
781*7  ,5467   
64*43  ,2752   
38-59  ,-21    
102*11 ,1122   
749-71 ,678    
842-0  ,842    
6*32   ,192    
103+1  ,104    
973-8  ,965    
445+66 ,511    
1*404  ,404    
39+21  ,60     
213*3  ,639    
687+75 ,762    
720+42 ,762    
259*7  ,1813   
54*47  ,2538   
14*59  ,826    
102-54 ,48     
6-964  ,-958   
33+69  ,102    
38+30  ,68     
478*10 ,4780   
471-933,-462   
992*300,297600 
207-543,-336   
336*44 ,14784  
350*76 ,26600  
81-31  ,50     
8-898  ,-890   
60-988 ,-928   
21*17  ,357    
16-630 ,-614   
35*380 ,13300  
77+4   ,81     
12-20  ,-8     
549+598,1147   
579-756,-177   
88-28  ,60     
9*7    ,63     
821-353,468    
7*520  ,3640   
19+260 ,279    
80*6   ,480    
640+7  ,647    
17*84  ,1428   
44-94  ,-50    
807-54 ,753    
816*920,750720 
6+458  ,464    
1+857  ,858    
364-14 ,350    
9*684  ,6156   
967-223,744    
45+62  ,107    
431-74 ,357    
67-224 ,-157   
59+128 ,187    
3-69   ,-66    
97*232 ,22504  
624-0  ,624    
424*93 ,39432  
369*92 ,33948  
506+92 ,598    
60*86  ,5160   
94-66  ,28     
62+190 ,252    
65+96  ,161    
445*3  ,1335   
23-179 ,-156   
143+33 ,176    
61*522 ,31842  
67*52  ,3484   
5*165  ,825    
745+975,1720   
426+99 ,525    
319+259,578    
55*901 ,49555  
84*140 ,11760  
586-892,-306   
496+27 ,523    
909+15 ,924    
3-558  ,-555   
8-773  ,-765   
9-417  ,-408   
958+26 ,984    
99-29  ,70     
7*93   ,651    
13*249 ,3237   
93*84  ,7812   
25+817 ,842    
272-3  ,269    
710+50 ,760    
832-33 ,799    
689-21 ,668    
69+569 ,638    
867+22 ,889    
763-8  ,755    
83-31  ,52     
3+44   ,47     
438*48 ,21024  
163-5  ,158    
5+966  ,971    
7-814  ,-807   
963-89 ,874    
512+8  ,520    
898*16 ,14368  
919+7  ,926    
580*0  ,0      
498+53 ,551    
409-806,-397   
3+20   ,23     
321-327,-6     
42+7   ,49     
377*10 ,3770   
4-30   ,-26    
6-621  ,-615   
20-37  ,-17    
653-357,296    
67-68  ,-1     
470-360,110    
409-428,-19    
185-61 ,124    
936*298,278928 
97*288 ,27936  
512*452,231424 
71*620 ,44020  
357+63 ,420    
253+93 ,346    
94-9   ,85     
62+679 ,741    
2-235  ,-233   
9+34   ,43     
17*23  ,391    
50-1   ,49     
61+345 ,406    
2*357  ,714    
943-266,677    
422-714,-292   
723+327,1050   
542*845,457990 
77+206 ,283    
993*996,989028 
44*57  ,2508   
3+96   ,99     
355-19 ,336    
804*64 ,51456  
685-90 ,595    
22*96  ,2112   
35+97  ,132    
790+81 ,871    
22*3   ,66     
668*44 ,29392  
427*854,364658 
695+26 ,721    
87-0   ,87     
35-998 ,-963   
45*72  ,3240   
81*419 ,33939  
338*107,36166  
319+42 ,361    
144-20 ,124    
645+2  ,647    
28+75  ,103    
782-816,-34    
878*9  ,7902   
25-70  ,-45    
60-952 ,-892   
84+559 ,643    
91-1   ,90     
2*98   ,196    
58*96  ,5568   
63+76  ,139    
67*81  ,5427   
2+405  ,407    
7-437  ,-430   
29*229 ,6641   
5+340  ,345    
188+172,360    
44+65  ,109    
6-836  ,-830   
710*23 ,16330  
83+776 ,859    
11*10  ,110    
969+93 ,1062   
94-387 ,-293   
6+820  ,826    
73+99  ,172    
251*2  ,502    
2*847  ,1694   
84+68  ,152    
35-42  ,-7     
77-99  ,-22    
935+693,1628   
13+68  ,81     
24+34  ,58     
20+301 ,321    
933+6  ,939    
637-21 ,616    
0*7    ,0      
24*9   ,216    
1+462  ,463    
465*25 ,11625  
42+341 ,383    
35*99  ,3465   
632-96 ,536    
75+32  ,107    
74-984 ,-910   
954-2  ,952    
25*6   ,150    
8-324  ,-316   
641*379,242939 
549*53 ,29097  
8-900  ,-892   
748-1  ,747    
78*73  ,5694   
227*0  ,0      
251+4  ,255    
171*92 ,15732  
334+37 ,371    
99*819 ,81081  
152*7  ,1064   
62-522 ,-460   
160-6  ,154    
27*57  ,1539   
584+650,1234   
97*74  ,7178   
98-589 ,-491   
73-5   ,68     
69-624 ,-555   
542*25 ,13550  
297-861,-564   
93+110 ,203    
7-510  ,-503   
2-121  ,-119   
358-45 ,313    
187-5  ,182    
35+81  ,116    
6*948  ,5688   
379*7  ,2653   
11-242 ,-231   
33*2   ,66     
44+622 ,666    
2+941  ,943    
962-794,168    
20-531 ,-511   
22+341 ,363    
50*677 ,33850  
615+9  ,624    
295*337,99415  
27+0   ,27     
61+18  ,79     
3-337  ,-334   
59+948 ,1007   
641*20 ,12820  
138*79 ,10902  
89+30  ,119    
52+39  ,91     
528*435,229680 
17-33  ,-16    
62-9   ,53     
0-573  ,-573   
651*47 ,30597  
764-51 ,713    
660+67 ,727    
3-869  ,-866   
15*148 ,2220   
4*607  ,2428   
810*123,99630  
659+74 ,733    
77-2   ,75     
17-454 ,-437   
66-93  ,-27    
69*95  ,6555   
55+653 ,708    
575+52 ,627    
752+49 ,801    
86*72  ,6192   
58+61  ,119    
4-570  ,-566   
58+475 ,533    
10*59  ,590    
23+56  ,79     
61-5   ,56     
814*9  ,7326   
65*6   ,390    
387+0  ,387    
3-854  ,-851   
90+634 ,724    
31-736 ,-705   
4*808  ,3232   
13+242 ,255    
89+76  ,165    
16*372 ,5952   
165-68 ,97     
585*284,166140 
13*31  ,403    
7+67   ,74     
50-4   ,46     
51+845 ,896    
82+595 ,677    
665*47 ,31255  
24-45  ,-21    
662*699,462738 
38*220 ,8360   
6+738  ,744    
68-3   ,65     
765+6  ,771    
39*8   ,312    
918-46 ,872    
390-647,-257   
522*61 ,31842  
964-26 ,938    
503+450,953    
289*558,161262 
7*70   ,490    
9*927  ,8343   
3-539  ,-536   
464+21 ,485    
242+79 ,321    
47-81  ,-34    
89*45  ,4005   
15*46  ,690    
406-39 ,367    
0+264  ,264    
80*829 ,66320  
363*895,324885 
139*0  ,0      
22*18  ,396    
434-8  ,426    
952*39 ,37128  
3+800  ,803    
171*927,158517 
53+797 ,850    
91*6   ,546    
9-415  ,-406   
4-308  ,-304   
738+963,1701   
7+36   ,43     
728*5  ,3640   
883*171,150993 
823*5  ,4115   
772+98 ,870    
438-297,141    
93-334 ,-241   
92-920 ,-828   
969+484,1453   
698-297,401    
874*3  ,2622   
993*20 ,19860  
19+836 ,855    
247-39 ,208    
477+28 ,505    
208+189,397    
27*737 ,19899  
697*27 ,18819  
611*4  ,2444   
496-9  ,487    
80-411 ,-331   
959*7  ,6713   
59*259 ,15281  
57*31  ,1767   
49*938 ,45962  
99*41  ,4059   
725-59 ,666    
4+279  ,283    
71+7   ,78     
779*9  ,7011   
880*1  ,880    
10+88  ,98     
717*81 ,58077  
67-39  ,28     
990-922,68     
399+78 ,477    
21+952 ,973    
139+89 ,228    
75*24  ,1800   
66+92  ,158    
86*193 ,16598  
52+751 ,803    
89-53  ,36     
1-93   ,-92    
4*203  ,812    
77-425 ,-348   
176*676,118976 
7-34   ,-27    
936*53 ,49608  
25*892 ,22300  
460-34 ,426    
278*7  ,1946   
51-15  ,36     
575*5  ,2875   
876-64 ,812    
5-580  ,-575   
764-75 ,689    
85*50  ,4250   
32+58  ,90     
92*6   ,552    
143+942,1085   
494*5  ,2470   
9-887  ,-878   
20*55  ,1100   
306-67 ,239    
588+91 ,679    
902+47 ,949    
327+552,879    
926+13 ,939    
58+19  ,77     
57+243 ,300    
8-97   ,-89    
87+96  ,183    
81-17  ,64     
111-895,-784   
0+296  ,296    
843*81 ,68283  
801-12 ,789    
35*60  ,2100   
79+769 ,848    
732*5  ,3660   
16*22  ,352    
951*642,610542 
58*83  ,4814   
512*7  ,3584   
5-765  ,-760   
72-0   ,72     
42+6   ,48     
54*59  ,3186   
251*93 ,23343  
359+855,1214   
78+360 ,438    
442+17 ,459    
6*690  ,4140   
993+74 ,1067   
412*30 ,12360  
6+827  ,833    
72-254 ,-182   
6-712  ,-706   
16+66  ,82     
835*843,703905 
944-3  ,941    
322*93 ,29946  
224*27 ,6048   
90+690 ,780    
625*5  ,3125   
22-50  ,-28    
869-32 ,837    
199*6  ,1194   
77*217 ,16709  
93+885 ,978    
6*927  ,5562   
28*77  ,2156   
0-298  ,-298   
57-987 ,-930   
492+0  ,492    
67*7   ,469    
5+51   ,56     
40-367 ,-327   
756*818,618408 
811+291,1102   
48*92  ,4416   
738+607,1345   
96+507 ,603    
530+34 ,564    
9-903  ,-894   
0+821  ,821    
953*6  ,5718   
65*765 ,49725  
685+192,877    
7+931  ,938    
39*328 ,12792  
55-227 ,-172   
9*53   ,477    
39*19  ,741    
3-701  ,-698   
54+171 ,225    
7-586  ,-579   
675*58 ,39150  
81+86  ,167    
3+570  ,573    
972+3  ,975    
375-21 ,354    
44*257 ,11308  
5+7    ,12     
215+37 ,252    
594*558,331452 
871-832,39     
46*354 ,16284  
8-367  ,-359   
3*1    ,3      
122-6  ,116    
539+439,978    
712-5  ,707    
285+68 ,353    
277-30 ,247    
854*97 ,82838  
113*89 ,10057  
341*3  ,1023   
1*989  ,989    
16*501 ,8016   
93+773 ,866    
53-725 ,-672   
6*406  ,2436   
9+88   ,97     
79-94  ,-15    
52*8   ,416    
22*394 ,8668   
587+48 ,635    
62*0   ,0      
875*3  ,2625   
48+369 ,417    
92*753 ,69276  
257+6  ,263    
9-329  ,-320   
506+811,1317   
346-6  ,340    
681+83 ,764    
655*611,400205 
226+259,485    
424-353,71     
4-77   ,-73    
196-5  ,191    
9-302  ,-293   
46-41  ,5      
813-6  ,807    
53-169 ,-116   
8-927  ,-919   
904-0  ,904    
45*333 ,14985  
805*12 ,9660   
62+83  ,145    
581*619,359639 
742+2  ,744    
306+231,537    
200*0  ,0      
3-27   ,-24    
187-508,-321   
529-8  ,521    
793*57 ,45201  
333+173,506    
7-483  ,-476   
111*0  ,0      
83*6   ,498    
814*77 ,62678  
0-135  ,-135   
561-699,-138   
29*66  ,1914   
0-43   ,-43    
50-769 ,-719   
3+57   ,60     
1*58   ,58     
8-830  ,-822   
107*656,70192  
31-451 ,-420   
530-1  ,529    
7+907  ,914    
324+6  ,330    
294+508,802    
519+19 ,538    
7*756  ,5292   
738+657,1395   
7*260  ,1820   
7+906  ,913    
376+9  ,385    
458*770,352660 
964*284,273776 
68-722 ,-654   
934*3  ,2802   
47-93  ,-46    
727-298,429    
69-7   ,62     
938-425,513    
6+728  ,734    
17+673 ,690    
22*958 ,21076  
0*188  ,0      
69*931 ,64239  
468*44 ,20592  
752-48 ,704    
0+0    ,0      
13*9   ,117    
3*344  ,1032   
59*90  ,5310   
4*155  ,620    
82*24  ,1968   
12+5   ,17     
288*756,217728 
45-92  ,-47    
61*462 ,28182  
638*71 ,45298  
4*404  ,1616   
41-237 ,-196   
16+85  ,101    
212-405,-193   
93*322 ,29946  
38-76  ,-38    
87-353 ,-266   
17-77  ,-60    
158*2  ,316    
165+68 ,233    
27*85  ,2295   
404-5  ,399    
37-2   ,35     
8+362  ,370    
29+81  ,110    
49*869 ,42581  
61-88  ,-27    
308+0  ,308    
815*20 ,16300  
1-85   ,-84    
8*354  ,2832   
165+9  ,174    
4*604  ,2416   
83*2   ,166    
327+24 ,351    
833-3  ,830    
4-497  ,-493   
67+796 ,863    
3*385  ,1155   
962-820,142    
842*307,258494 
28*680 ,19040  
684*1  ,684    
75*323 ,24225  
82+6   ,88     
7*446  ,3122   
6*609  ,3654   
95+36  ,131    
0-88   ,-88    
61*43  ,2623   
255*625,159375 
974-67 ,907    
77-61  ,16     
25*954 ,23850  
9-923  ,-914   
15-317 ,-302   
913-10 ,903    
1+49   ,50     
411-7  ,404    
72*42  ,3024   
860*1  ,860    
61-516 ,-455   
73+152 ,225    
267*5  ,1335   
1+18   ,19     
776*55 ,42680  
13+393 ,406    
299*7  ,2093   
60+72  ,132    
63*164 ,10332  
89*60  ,5340   
29*264 ,7656   
10-13  ,-3     
981+3  ,984    
1*50   ,50     
715+5  ,720    
28-95  ,-67    
701+233,934    
216*3  ,648    
95-131 ,-36    
26+750 ,776    
8+288  ,296    
87-80  ,7      
85+272 ,357    
623-9  ,614    
0*95   ,0      
21-26  ,-5     
733-2  ,731    
167*268,44756  
563-586,-23    
256-8  ,248    
31-985 ,-954   
54-0   ,54     
20*642 ,12840  
429*816,350064 
20+54  ,74     
2-802  ,-800   
543-0  ,543    
932*60 ,55920  
415+66 ,481    
539+6  ,545    
433+46 ,479    
807-303,504    
57-89  ,-32    
429-621,-192   
130*94 ,12220  
943-6  ,937    
33*802 ,26466  
8-750  ,-742   
2+565  ,567    
31*68  ,2108   
63+95  ,158    
9-451  ,-442   
10+647 ,657    
15*5   ,75     
318*18 ,5724   
3-379  ,-376   
5-81   ,-76    
391+47 ,438    
77+98  ,175    
74*831 ,61494  
66*366 ,24156  
89-872 ,-783   
0+123  ,123    
91+98  ,189    
27-919 ,-892   
616+3  ,619    
78+59  ,137    
237*17 ,4029   
4-87   ,-83    
102*28 ,2856   
7-472  ,-465   
933*4  ,3732   
37-61  ,-24    
32+337 ,369    
1-254  ,-253   
928+39 ,967    
3-506  ,-503   
78-649 ,-571   
40-138 ,-98    
3-401  ,-398   
18*355 ,6390   
94-99  ,-5     
26*396 ,10296  
46*44  ,2024   
35-8   ,27     
448+974,1422   
79*17  ,1343   
52-758 ,-706   
8*862  ,6896   
209*75 ,15675  
810*63 ,51030  
540-3  ,537    
94*13  ,1222   
58-508 ,-450   
782+1  ,783    
108-2  ,106    
377-66 ,311    
856-82 ,774    
841*4  ,3364   
57*332 ,18924  
17*96  ,1632   
18+76  ,94     
40-96  ,-56    
771+3  ,774    
611*8  ,4888   
700*8  ,5600   
36*273 ,9828   
712-0  ,712    
2+890  ,892    
447+2  ,449    
26-301 ,-275   
35+971 ,1006   
318+554,872    
5-725  ,-720   
9+84   ,93     
95+744 ,839    
570-8  ,562    
142*8  ,1136   
77-365 ,-288   
601-59 ,542    
125+7  ,132    
124-247,-123   
550*353,194150 
50*3   ,150    
528*713,376464 
0-502  ,-502   
214-4  ,210    
533*5  ,2665   
848*67 ,56816  
25+200 ,225    
2-6    ,-4     
0*864  ,0      
26+877 ,903    
849-79 ,770    
138-5  ,133    
8*797  ,6376   
5+856  ,861    
6-98   ,-92    
34+165 ,199    
201+290,491    
64-58  ,6      
955+9  ,964    
159*399,63441  
923+446,1369   
781-23 ,758    
509-74 ,435    
37*895 ,33115  
43+65  ,108    
589+7  ,596    
1-672  ,-671   
868-587,281    
26-36  ,-10    
35*580 ,20300  
3-826  ,-823   
237+84 ,321    
63-1   ,62     
394*48 ,18912  
51+84  ,135    
0-821  ,-821   
35*757 ,26495  
9+813  ,822    
90+618 ,708    
7+981  ,988    
605+662,1267   
20*121 ,2420   
13-69  ,-56    
378*822,310716 
5-30   ,-25    
39*651 ,25389  
683-9  ,674    
200-0  ,200    
854-5  ,849    
25-43  ,-18    
48+732 ,780    
522*283,147726 
22-3   ,19     
23+283 ,306    
775-39 ,736    
201*3  ,603    
877-83 ,794    
147-0  ,147    
76+642 ,718    
684*7  ,4788   
61+16  ,77     
309-194,115    
88-769 ,-681   
81+370 ,451    
446+34 ,480    
13*185 ,2405   
23-3   ,20     
219*6  ,1314   
77+65  ,142    
8*71   ,568    
85-434 ,-349   
4+181  ,185    
606*20 ,12120  
507+5  ,512    
273+853,1126   
43+8   ,51     
757*91 ,68887  
23+44  ,67     
295-2  ,293    
550+98 ,648    
449-279,170    
8*839  ,6712   
734+6  ,740    
217+65 ,282    
87+130 ,217    
379+854,1233   
709-9  ,700    
9-840  ,-831   
567-457,110    
80-731 ,-651   
1*275  ,275    
22-249 ,-227   
503+61 ,564    
100*975,97500  
18-33  ,-15    
24*10  ,240    
65+13  ,78     
782+9  ,791    
770-748,22     
5+934  ,939    
988-15 ,973    
353+49 ,402    
55*21  ,1155   
9+106  ,115    
587-89 ,498    
7*650  ,4550   
8-184  ,-176   
735-585,150    
135*8  ,1080   
31*422 ,13082  
52*443 ,23036  
