questions,expected
9436-8512,924  
206-8    ,198  
86-3     ,83   
21-91    ,-70  
1+3851   ,3852 
5937-8   ,5929 
572-753  ,-181 
409+7594 ,8003 
6663+100 ,6763 
3071-3575,-504 
259+39   ,298  
28-596   ,-568 
61+66    ,127  
430-1    ,429  
2149+9   ,2158 
567+54   ,621  
590-381  ,209  
8-24     ,-16  
1798+216 ,2014 
32-5166  ,-5134
6-812    ,-806 
2540-686 ,1854 
8610-155 ,8455 
99-98    ,1    
61+409   ,470  
7957-1   ,7956 
2+518    ,520  
7695+29  ,7724 
45-133   ,-88  
6-7205   ,-7199
213-679  ,-466 
66+428   ,494  
67+76    ,143  
4754-2452,2302 
7+296    ,303  
4-2419   ,-2415
6311-4211,2100 
0-5860   ,-5860
3104-31  ,3073 
5+4177   ,4182 
79-2314  ,-2235
9819-0   ,9819 
1100-506 ,594  
27+2166  ,2193 
14+5475  ,5489 
60+820   ,880  
6510-4548,1962 
8+472    ,480  
9075+2   ,9077 
2-2675   ,-2673
383+24   ,407  
8+5187   ,5195 
5684+6708,12392
22-442   ,-420 
8623+5415,14038
9237+5115,14352
9070+32  ,9102 
7-966    ,-959 
57-54    ,3    
45-8     ,37   
7874-86  ,7788 
640-5    ,635  
2+5649   ,5651 
13-66    ,-53  
6576-832 ,5744 
8-2084   ,-2076
355+5816 ,6171 
846+1294 ,2140 
7-6078   ,-6071
16-5545  ,-5529
763+4075 ,4838 
2796-7   ,2789 
9-164    ,-155 
5580-85  ,5495 
2940+8735,11675
277-58   ,219  
352-8    ,344  
8860-158 ,8702 
138+94   ,232  
3118-1673,1445 
598-228  ,370  
1325+216 ,1541 
279+2    ,281  
3-6665   ,-6662
59-4337  ,-4278
2912-616 ,2296 
89-7611  ,-7522
5638+4   ,5642 
67-498   ,-431 
8421+94  ,8515 
429-7    ,422  
8404+249 ,8653 
5581-330 ,5251 
7-4949   ,-4942
8159-97  ,8062 
57+398   ,455  
6+879    ,885  
9-333    ,-324 
3-461    ,-458 
1117+0   ,1117 
9831-2   ,9829 
9540-0   ,9540 
484+8211 ,8695 
5934+66  ,6000 
2+6884   ,6886 
410+47   ,457  
514+302  ,816  
1723-43  ,1680 
7358+57  ,7415 
76+507   ,583  
72+936   ,1008 
2318-2   ,2316 
32-163   ,-131 
847+0    ,847  
89-851   ,-762 
44-22    ,22   
5+5930   ,5935 
77+54    ,131  
226-601  ,-375 
53-843   ,-790 
59-9594  ,-9535
30-563   ,-533 
5741-3298,2443 
3581-349 ,3232 
9618+0   ,9618 
605-7356 ,-6751
8+8475   ,8483 
107+1757 ,1864 
2715-8   ,2707 
71+0     ,71   
4-458    ,-454 
94+2402  ,2496 
7-8202   ,-8195
22+7646  ,7668 
703-1    ,702  
489+8    ,497  
854-69   ,785  
61-3436  ,-3375
54+317   ,371  
791-66   ,725  
8642-9   ,8633 
14-494   ,-480 
773+40   ,813  
47-3146  ,-3099
668-39   ,629  
990+34   ,1024 
4402+9   ,4411 
1+2618   ,2619 
2-935    ,-933 
740+9625 ,10365
2+8454   ,8456 
65-96    ,-31  
668+33   ,701  
584-112  ,472  
903-50   ,853  
940-6209 ,-5269
6+9455   ,9461 
114-363  ,-249 
5556-1   ,5555 
157-1    ,156  
39-13    ,26   
958+2    ,960  
5+19     ,24   
664-1672 ,-1008
4-2225   ,-2221
2636-3629,-993 
73+2646  ,2719 
913-4378 ,-3465
46+405   ,451  
9035+965 ,10000
91-7     ,84   
5+9276   ,9281 
327-2    ,325  
8-109    ,-101 
4050+91  ,4141 
4773-209 ,4564 
4915+126 ,5041 
6983-4   ,6979 
2805+0   ,2805 
411+1285 ,1696 
464-0    ,464  
89+3978  ,4067 
23+3390  ,3413 
1608-797 ,811  
6+959    ,965  
75+391   ,466  
7637-468 ,7169 
58-950   ,-892 
6184+917 ,7101 
993+2546 ,3539 
6678+4456,11134
6958-367 ,6591 
444+644  ,1088 
75-61    ,14   
134+136  ,270  
2768-76  ,2692 
43-385   ,-342 
8-659    ,-651 
3087+2   ,3089 
66-581   ,-515 
109-6147 ,-6038
855+494  ,1349 
47+596   ,643  
407+963  ,1370 
6522+4225,10747
1-505    ,-504 
2+13     ,15   
263-4143 ,-3880
6595+99  ,6694 
478+189  ,667  
1-47     ,-46  
240+0    ,240  
16+56    ,72   
5-6306   ,-6301
9316-4569,4747 
15-386   ,-371 
917+98   ,1015 
67+3206  ,3273 
812+8561 ,9373 
452+0    ,452  
3962+9274,13236
19-9     ,10   
79-67    ,12   
212+969  ,1181 
3487-8962,-5475
455+5541 ,5996 
840-87   ,753  
1+4249   ,4250 
40+78    ,118  
31-78    ,-47  
780+92   ,872  
266-889  ,-623 
23+9024  ,9047 
2140-3160,-1020
71-84    ,-13  
6+6849   ,6855 
882-15   ,867  
4333-23  ,4310 
3047-12  ,3035 
43-342   ,-299 
9+794    ,803  
4-372    ,-368 
1261-0   ,1261 
773-4320 ,-3547
46+185   ,231  
4656-3   ,4653 
2718-14  ,2704 
737-0    ,737  
610-6698 ,-6088
4071-34  ,4037 
12+7891  ,7903 
9-7016   ,-7007
61+8753  ,8814 
394+936  ,1330 
8398-5   ,8393 
3157+808 ,3965 
860+5052 ,5912 
27+394   ,421  
0-9469   ,-9469
87-277   ,-190 
5-88     ,-83  
820+230  ,1050 
707+3    ,710  
6490-8   ,6482 
218+5499 ,5717 
333-51   ,282  
6+533    ,539  
12-9     ,3    
63-195   ,-132 
724+50   ,774  
1-1768   ,-1767
2730+52  ,2782 
9426-0   ,9426 
93-199   ,-106 
42+7720  ,7762 
110+25   ,135  
414+76   ,490  
33+474   ,507  
94+9373  ,9467 
407+3750 ,4157 
821-3    ,818  
5269-94  ,5175 
39-44    ,-5   
15-156   ,-141 
62+30    ,92   
9266+492 ,9758 
6-463    ,-457 
6210-249 ,5961 
1314+5   ,1319 
7240-89  ,7151 
3-328    ,-325 
56+862   ,918  
15+7     ,22   
869-84   ,785  
8014+639 ,8653 
195-3069 ,-2874
623+3052 ,3675 
3608+7068,10676
727-2    ,725  
80-468   ,-388 
69-475   ,-406 
41+481   ,522  
0+6055   ,6055 
804-55   ,749  
6-8521   ,-8515
149-7296 ,-7147
457-4205 ,-3748
43-8492  ,-8449
353-4    ,349  
1096+90  ,1186 
68-571   ,-503 
445+89   ,534  
5742+32  ,5774 
1-551    ,-550 
2066-5975,-3909
9-826    ,-817 
893+2    ,895  
745-0    ,745  
7883+974 ,8857 
829+16   ,845  
600+3    ,603  
91-476   ,-385 
5829+289 ,6118 
682-69   ,613  
377-93   ,284  
964+9    ,973  
6766-776 ,5990 
5706+53  ,5759 
763-4173 ,-3410
5143-2902,2241 
423-1364 ,-941 
7620-78  ,7542 
38+2501  ,2539 
2081+6   ,2087 
60-2     ,58   
795-1    ,794  
73+805   ,878  
3931-4   ,3927 
98+95    ,193  
1554-2395,-841 
3149-3127,22   
7129-24  ,7105 
3910-39  ,3871 
174+165  ,339  
33-125   ,-92  
1+533    ,534  
470-73   ,397  
1+478    ,479  
602-22   ,580  
24+4047  ,4071 
295-2    ,293  
7+2791   ,2798 
34-17    ,17   
1394+3996,5390 
2978-543 ,2435 
9+3323   ,3332 
53-6713  ,-6660
4203+633 ,4836 
0-76     ,-76  
36+55    ,91   
232-9081 ,-8849
66+698   ,764  
483+0    ,483  
6762-36  ,6726 
959-10   ,949  
4289-3672,617  
8656+9   ,8665 
6830+60  ,6890 
4076+78  ,4154 
805-739  ,66   
29+9     ,38   
184-5    ,179  
8-774    ,-766 
0+77     ,77   
6046+4   ,6050 
4843-2430,2413 
6306-721 ,5585 
8006+493 ,8499 
9-133    ,-124 
464-1    ,463  
7310-8   ,7302 
56-7979  ,-7923
49+399   ,448  
865-6735 ,-5870
1973-2   ,1971 
806-2572 ,-1766
768-45   ,723  
471+566  ,1037 
895-1    ,894  
53-4101  ,-4048
178+989  ,1167 
22+119   ,141  
5542+3   ,5545 
7555+97  ,7652 
24+46    ,70   
65+413   ,478  
98-1818  ,-1720
690-1513 ,-823 
873-1318 ,-445 
307+6    ,313  
0-122    ,-122 
802-20   ,782  
81+243   ,324  
18-6819  ,-6801
8220-282 ,7938 
678+0    ,678  
825+6545 ,7370 
937+210  ,1147 
32+81    ,113  
475-4    ,471  
99+4243  ,4342 
59-6740  ,-6681
4299-16  ,4283 
508+61   ,569  
6442+4   ,6446 
67-5906  ,-5839
215-617  ,-402 
7+188    ,195  
49-175   ,-126 
0+9865   ,9865 
9555-5   ,9550 
7968-4189,3779 
882+8391 ,9273 
1459+2490,3949 
1-20     ,-19  
796+805  ,1601 
1124-590 ,534  
52+353   ,405  
2-8620   ,-8618
690+41   ,731  
2-33     ,-31  
116+7    ,123  
761+1423 ,2184 
35-69    ,-34  
553+554  ,1107 
1203-697 ,506  
41+2256  ,2297 
8366-1692,6674 
46-283   ,-237 
67-7988  ,-7921
846-68   ,778  
44+296   ,340  
66-82    ,-16  
2507-6762,-4255
613-49   ,564  
7568-478 ,7090 
8276+2   ,8278 
7713+2073,9786 
876+82   ,958  
6745+2   ,6747 
26-20    ,6    
6701+8122,14823
649-99   ,550  
97-49    ,48   
5+33     ,38   
46+286   ,332  
3338+113 ,3451 
3490-14  ,3476 
524-2939 ,-2415
423+0    ,423  
799+4    ,803  
8568-4   ,8564 
332+841  ,1173 
483-1570 ,-1087
2175-4   ,2171 
51+23    ,74   
682-18   ,664  
5435-2   ,5433 
6124+8702,14826
21+99    ,120  
982+5    ,987  
89+151   ,240  
1206-1   ,1205 
123-617  ,-494 
928+1    ,929  
222+99   ,321  
2222-5   ,2217 
853-95   ,758  
15+3915  ,3930 
4-4168   ,-4164
589+7    ,596  
62-3     ,59   
9916+31  ,9947 
9-6087   ,-6078
9-4164   ,-4155
74+713   ,787  
9326-2333,6993 
9465+6   ,9471 
71+55    ,126  
9727+2729,12456
37-88    ,-51  
4731+6   ,4737 
12+935   ,947  
3493+366 ,3859 
93+189   ,282  
305-78   ,227  
965-77   ,888  
4+5998   ,6002 
8666+343 ,9009 
77-51    ,26   
23+229   ,252  
178-4    ,174  
7336-4   ,7332 
81+86    ,167  
4098+80  ,4178 
2+295    ,297  
297+2    ,299  
17-6928  ,-6911
969-51   ,918  
107+3    ,110  
2885-4   ,2881 
824-7    ,817  
4-587    ,-583 
37-1     ,36   
1087-98  ,989  
4287+6647,10934
493-247  ,246  
446+12   ,458  
16-35    ,-19  
7+9353   ,9360 
892-477  ,415  
6708+2863,9571 
70-827   ,-757 
69-354   ,-285 
55+92    ,147  
62-9490  ,-9428
14+8599  ,8613 
3+1286   ,1289 
76-56    ,20   
782-38   ,744  
7384-3716,3668 
0+9437   ,9437 
53-8544  ,-8491
4-9073   ,-9069
26+526   ,552  
0-165    ,-165 
627+2523 ,3150 
6233-926 ,5307 
27-3335  ,-3308
8-8022   ,-8014
68+3313  ,3381 
871+3    ,874  
59+24    ,83   
81-2780  ,-2699
34+838   ,872  
40-71    ,-31  
81-71    ,10   
9544-5   ,9539 
928-773  ,155  
3329+5579,8908 
10-5363  ,-5353
85+7340  ,7425 
306+41   ,347  
99+11    ,110  
503-5610 ,-5107
22-42    ,-20  
5-6010   ,-6005
1460-3302,-1842
80+858   ,938  
8+862    ,870  
9965+91  ,10056
3249+6525,9774 
2869+197 ,3066 
5736-4394,1342 
5616-43  ,5573 
69+54    ,123  
142-992  ,-850 
5934+28  ,5962 
7124+2   ,7126 
239+98   ,337  
45-15    ,30   
3+964    ,967  
811+11   ,822  
301+4    ,305  
5+4752   ,4757 
2562-3902,-1340
991+2    ,993  
5+2118   ,2123 
7-940    ,-933 
35+751   ,786  
585+71   ,656  
2-2863   ,-2861
369+8649 ,9018 
13-6     ,7    
5489+59  ,5548 
3141-51  ,3090 
65-1773  ,-1708
5-973    ,-968 
8574-569 ,8005 
0-5765   ,-5765
1624+45  ,1669 
3013-84  ,2929 
9956+4   ,9960 
5906+4   ,5910 
77-826   ,-749 
2507-99  ,2408 
917-5    ,912  
6729-206 ,6523 
5099+72  ,5171 
318+4    ,322  
396-147  ,249  
3489-93  ,3396 
4194-9   ,4185 
74+730   ,804  
1211-12  ,1199 
5947+0   ,5947 
3638+557 ,4195 
0+855    ,855  
1976+461 ,2437 
11+99    ,110  
16-91    ,-75  
9-82     ,-73  
0-9774   ,-9774
16+7263  ,7279 
79-8     ,71   
77-4244  ,-4167
2245+433 ,2678 
25-73    ,-48  
780-496  ,284  
96-670   ,-574 
5658+1202,6860 
60-4078  ,-4018
9-712    ,-703 
962+3    ,965  
116+642  ,758  
74+93    ,167  
45-6188  ,-6143
48+316   ,364  
8679+0   ,8679 
2+791    ,793  
45-7     ,38   
246-65   ,181  
1-8665   ,-8664
266+7    ,273  
290+735  ,1025 
35-175   ,-140 
635+8982 ,9617 
7-411    ,-404 
142+3    ,145  
958+389  ,1347 
2-459    ,-457 
8+797    ,805  
3+5187   ,5190 
4-195    ,-191 
6864+58  ,6922 
6083-746 ,5337 
681+31   ,712  
65-95    ,-30  
477+4422 ,4899 
703+9609 ,10312
3906-863 ,3043 
2968-5840,-2872
265+91   ,356  
29+1341  ,1370 
1+52     ,53   
870-5275 ,-4405
2523+9   ,2532 
8-931    ,-923 
596-1    ,595  
9+4068   ,4077 
467-2    ,465  
262-5599 ,-5337
88-2     ,86   
46+7     ,53   
6-230    ,-224 
38+36    ,74   
843+3    ,846  
6-85     ,-79  
328-2    ,326  
116-9489 ,-9373
2441-3161,-720 
2083+482 ,2565 
6050-829 ,5221 
6966-5   ,6961 
27-263   ,-236 
9799-6984,2815 
3787-5   ,3782 
136+5044 ,5180 
46-430   ,-384 
413+3    ,416  
3+8193   ,8196 
18+8401  ,8419 
7760+2   ,7762 
6578-1278,5300 
51-619   ,-568 
8070-722 ,7348 
7+39     ,46   
399+146  ,545  
8232+778 ,9010 
768+6    ,774  
420+8    ,428  
569+78   ,647  
66+912   ,978  
1443+98  ,1541 
2-271    ,-269 
4+7374   ,7378 
6776-95  ,6681 
5+232    ,237  
64+5     ,69   
678-1    ,677  
4083+1   ,4084 
377+60   ,437  
839+8547 ,9386 
36+749   ,785  
985-18   ,967  
2693-5   ,2688 
605-9594 ,-8989
8456-32  ,8424 
1387+9060,10447
3956+5940,9896 
368-3    ,365  
3794-8359,-4565
7676-3   ,7673 
2911-0   ,2911 
59+694   ,753  
8+22     ,30   
65-40    ,25   
662+9    ,671  
3+89     ,92   
42+212   ,254  
277-8    ,269  
69+675   ,744  
415+87   ,502  
2637-1   ,2636 
5-25     ,-20  
18-649   ,-631 
5047+489 ,5536 
8-973    ,-965 
627-95   ,532  
8297-69  ,8228 
4759-4   ,4755 
140-51   ,89   
7116+2504,9620 
99+368   ,467  
766+3    ,769  
57+3833  ,3890 
965-3    ,962  
8-872    ,-864 
50-3     ,47   
1-39     ,-38  
938-301  ,637  
191+3778 ,3969 
196-83   ,113  
3-4799   ,-4796
671+0    ,671  
581-8937 ,-8356
6444+23  ,6467 
298-6    ,292  
4391-860 ,3531 
71-274   ,-203 
6010-813 ,5197 
99+161   ,260  
7486+1   ,7487 
69+80    ,149  
9-63     ,-54  
794+0    ,794  
2514-2434,80   
642-862  ,-220 
445-6086 ,-5641
197-48   ,149  
75-76    ,-1   
6030+84  ,6114 
4072+84  ,4156 
70+812   ,882  
12+185   ,197  
8216+121 ,8337 
577+59   ,636  
36+3754  ,3790 
6027+968 ,6995 
99+10    ,109  
378+0    ,378  
1-889    ,-888 
498+44   ,542  
328+2827 ,3155 
29+478   ,507  
533-5090 ,-4557
4+701    ,705  
2758+4   ,2762 
71+236   ,307  
9-860    ,-851 
39-2139  ,-2100
177+0    ,177  
1256-3   ,1253 
3586-57  ,3529 
7981-67  ,7914 
648-8    ,640  
9+9253   ,9262 
4222-543 ,3679 
869+65   ,934  
873-991  ,-118 
544+366  ,910  
738+677  ,1415 
676+1    ,677  
834-60   ,774  
7728-684 ,7044 
1780-2281,-501 
7763-8490,-727 
572-79   ,493  
1-8355   ,-8354
942+5    ,947  
1842-0   ,1842 
3+981    ,984  
947-7629 ,-6682
934+776  ,1710 
129-7    ,122  
7200-6333,867  
663+7    ,670  
4-216    ,-212 
9499-342 ,9157 
8280+9115,17395
9332-9   ,9323 
57+744   ,801  
267-7    ,260  
8890-1313,7577 
602-8403 ,-7801
5-8085   ,-8080
413+664  ,1077 
4766+4   ,4770 
276+9662 ,9938 
390+38   ,428  
51+872   ,923  
73+40    ,113  
5715-5026,689  
148+636  ,784  
44-2     ,42   
5243-1429,3814 
3553-4   ,3549 
8-1164   ,-1156
93-945   ,-852 
469-0    ,469  
68+424   ,492  
6781-10  ,6771 
9450-4   ,9446 
8269+13  ,8282 
291+5216 ,5507 
944+2805 ,3749 
2424+888 ,3312 
5069-7640,-2571
6337+32  ,6369 
265+28   ,293  
9404+48  ,9452 
30+13    ,43   
9+152    ,161  
3314-3366,-52  
11+664   ,675  
41+5005  ,5046 
776+352  ,1128 
7970+79  ,8049 
445-40   ,405  
524+48   ,572  
5+3773   ,3778 
3941+910 ,4851 
97-48    ,49   
5-329    ,-324 
1407-65  ,1342 
0-9453   ,-9453
8436+9066,17502
1623+48  ,1671 
32-487   ,-455 
63-63    ,0    
50-3077  ,-3027
9-634    ,-625 
640+9696 ,10336
369-3149 ,-2780
30-3     ,27   
2639-6   ,2633 
209-2    ,207  
94+2904  ,2998 
867+91   ,958  
1542+3072,4614 
78-269   ,-191 
310+7224 ,7534 
1969-52  ,1917 
5796-8   ,5788 
8-8003   ,-7995
2+4592   ,4594 
71+54    ,125  
3570+86  ,3656 
668-6266 ,-5598
5530+880 ,6410 
5634-34  ,5600 
146+2429 ,2575 
6-1874   ,-1868
7+876    ,883  
9269+817 ,10086
8623-990 ,7633 
6551-9607,-3056
271-48   ,223  
754-794  ,-40  
1778-9   ,1769 
116+22   ,138  
0-113    ,-113 
7091+618 ,7709 
35-8     ,27   
8231-141 ,8090 
910+949  ,1859 
2+3544   ,3546 
6814+615 ,7429 
3-239    ,-236 
754+82   ,836  
537-584  ,-47  
695-7393 ,-6698
2+600    ,602  
18-718   ,-700 
7-943    ,-936 
29+10    ,39   
6265-26  ,6239 
502-91   ,411  
533-19   ,514  
51-31    ,20   
57+780   ,837  
6+21     ,27   
4-600    ,-596 
34-23    ,11   
629-85   ,544  
114-3646 ,-3532
2897+28  ,2925 
1-2756   ,-2755
2330-1   ,2329 
312-6664 ,-6352
55-4     ,51   
87+1977  ,2064 
4015+9   ,4024 
3-11     ,-8   
86+95    ,181  
41-5     ,36   
3-51     ,-48  
9289-6121,3168 
4-454    ,-450 
505-2    ,503  
53+3     ,56   
976-447  ,529  
344+533  ,877  
426+58   ,484  
92-509   ,-417 
59+87    ,146  
440+5251 ,5691 
42-2557  ,-2515
6824+2   ,6826 
1184-4770,-3586
6+8204   ,8210 
19-4747  ,-4728
1333+8   ,1341 
3736+517 ,4253 
49-94    ,-45  
57-3     ,54   
58-715   ,-657 
195+8115 ,8310 
675-926  ,-251 
6-201    ,-195 
1506+238 ,1744 
193+777  ,970  
439-642  ,-203 
2249+3   ,2252 
595+8    ,603  
391+5    ,396  
635-771  ,-136 
79+3491  ,3570 
95-6     ,89   
45+13    ,58   
632+336  ,968  
6+678    ,684  
804-1951 ,-1147
6+5941   ,5947 
9-18     ,-9   
5843+63  ,5906 
301-47   ,254  
2282+746 ,3028 
4939+0   ,4939 
4+4215   ,4219 
7396-688 ,6708 
777-2    ,775  
6425+3   ,6428 
4618-48  ,4570 
827+3    ,830  
75+2608  ,2683 
3853-2   ,3851 
6710-86  ,6624 
1710+253 ,1963 
742-21   ,721  
88+939   ,1027 
27-356   ,-329 
4-8500   ,-8496
9-1996   ,-1987
2424-305 ,2119 
713+2    ,715  
49-5     ,44   
402-7505 ,-7103
0+737    ,737  
3+656    ,659  
6+8662   ,8668 
6704-2   ,6702 
7802-2   ,7800 
45-8364  ,-8319
1-693    ,-692 
381-9701 ,-9320
950+320  ,1270 
67+318   ,385  
76+7399  ,7475 
3461-4708,-1247
2058-8   ,2050 
61-2833  ,-2772
5006-1   ,5005 
2-9594   ,-9592
33+1867  ,1900 
6+9183   ,9189 
5036+550 ,5586 
86+371   ,457  
565+79   ,644  
475-4221 ,-3746
580-912  ,-332 
8491-841 ,7650 
5+79     ,84   
2961-6145,-3184
999+772  ,1771 
573-891  ,-318 
2155+3   ,2158 
482-841  ,-359 
96+4243  ,4339 
756+8322 ,9078 
94-8     ,86   
597+3036 ,3633 
4-346    ,-342 
569-16   ,553  
904+8    ,912  
29+29    ,58   
0-7456   ,-7456
435-4570 ,-4135
94-2     ,92   
764-9    ,755  
578-2    ,576  
1588-151 ,1437 
4063-86  ,3977 
196-396  ,-200 
78-1     ,77   
6+2414   ,2420 
6385+899 ,7284 
6173+4076,10249
99-573   ,-474 
7513-448 ,7065 
14+7971  ,7985 
5-134    ,-129 
2+79     ,81   
3-285    ,-282 
865+93   ,958  
276+773  ,1049 
969+5    ,974  
768-660  ,108  
6-4682   ,-4676
8404-17  ,8387 
32-73    ,-41  
188-1    ,187  
238-45   ,193  
4679-9   ,4670 
5705+2   ,5707 
1549-5524,-3975
3979-2308,1671 
633+602  ,1235 
63-608   ,-545 
527-725  ,-198 
9890-7544,2346 
291+37   ,328  
10-8     ,2    
5055+172 ,5227 
7050-62  ,6988 
0+3516   ,3516 
5+2177   ,2182 
7534-19  ,7515 
56+4     ,60   
648+84   ,732  
6+2      ,8    
203-796  ,-593 
504+98   ,602  
784+488  ,1272 
6147-3   ,6144 
9140-5   ,9135 
482-545  ,-63  
0+5533   ,5533 
7426-684 ,6742 
2+6258   ,6260 
103+89   ,192  
510-3010 ,-2500
23-1732  ,-1709
9319+482 ,9801 
0-19     ,-19  
572-42   ,530  
6473-418 ,6055 
1452-26  ,1426 
4008+7620,11628
91-3     ,88   
295+8642 ,8937 
38-31    ,7    
90+77    ,167  
259+5    ,264  
9-9726   ,-9717
2245-5840,-3595
46+9894  ,9940 
226+7366 ,7592 
94-670   ,-576 
14-99    ,-85  
39+995   ,1034 
9251-2   ,9249 
0+95     ,95   
424+23   ,447  
17-2234  ,-2217
4444-8700,-4256
39+39    ,78   
5+672    ,677  
40-656   ,-616 
20+16    ,36   
40-43    ,-3   
6773+3615,10388
49-9107  ,-9058
51-131   ,-80  
7916+81  ,7997 
4224+6930,11154
6-8283   ,-8277
825-9    ,816  
7659-1094,6565 
1622-30  ,1592 
180-298  ,-118 
76-68    ,8    
9393+91  ,9484 
2789+16  ,2805 
89-90    ,-1   
52-93    ,-41  
8-45     ,-37  
8337-2   ,8335 
91+8843  ,8934 
86-995   ,-909 
587-9247 ,-8660
36+7619  ,7655 
1129+12  ,1141 
4+719    ,723  
967-7    ,960  
859-99   ,760  
12-24    ,-12  
4+90     ,94   
724-6458 ,-5734
28-681   ,-653 
196-6    ,190  
95-2     ,93   
9081+9   ,9090 
9-5775   ,-5766
99-31    ,68   
472+798  ,1270 
994+9133 ,10127
3916+3963,7879 
221-42   ,179  
3220-9   ,3211 
847-168  ,679  
7-654    ,-647 
34+9432  ,9466 
35-1     ,34   
13+95    ,108  
50-11    ,39   
533+9    ,542  
7-2421   ,-2414
6301+7884,14185
71-794   ,-723 
88+179   ,267  
36-2     ,34   
6-8137   ,-8131
188-39   ,149  
4-894    ,-890 
30+3230  ,3260 
32+70    ,102  
0+958    ,958  
5+529    ,534  
594-6285 ,-5691
960+1544 ,2504 
4717-90  ,4627 
466-86   ,380  
323-8    ,315  
5370+730 ,6100 
6+4900   ,4906 
9634-502 ,9132 
834+133  ,967  
3919+48  ,3967 
726+189  ,915  
966+1    ,967  
371-6    ,365  
0-8483   ,-8483
445-0    ,445  
8245+8551,16796
35+6909  ,6944 
80+5156  ,5236 
52+20    ,72   
5-8813   ,-8808
2416-2702,-286 
119+603  ,722  
8+728    ,736  
329+816  ,1145 
5279+409 ,5688 
1793-9648,-7855
56-119   ,-63  
40+394   ,434  
9673+7   ,9680 
5733-51  ,5682 
682+1538 ,2220 
0-864    ,-864 
6882+2053,8935 
562+1530 ,2092 
435+6822 ,7257 
4561-9760,-5199
2385+8   ,2393 
271-15   ,256  
61+671   ,732  
3044-956 ,2088 
58+8     ,66   
537-279  ,258  
2-1887   ,-1885
6309-2   ,6307 
892-8952 ,-8060
70-5396  ,-5326
80+59    ,139  
5471+69  ,5540 
3235-51  ,3184 
84-711   ,-627 
630+7    ,637  
4550+7853,12403
118-5710 ,-5592
3-13     ,-10  
780-17   ,763  
330-663  ,-333 
5+59     ,64   
5353+39  ,5392 
44-882   ,-838 
43+2790  ,2833 
666+40   ,706  
869-896  ,-27  
3400+4   ,3404 
2804+4   ,2808 
3261+6659,9920 
7017+8545,15562
6507+8   ,6515 
7-7118   ,-7111
4+5697   ,5701 
2292-48  ,2244 
248-565  ,-317 
3772-41  ,3731 
4627+784 ,5411 
4462+160 ,4622 
727-8603 ,-7876
454-4    ,450  
20-740   ,-720 
242+2397 ,2639 
8588-12  ,8576 
38+476   ,514  
5970+3092,9062 
945-3    ,942  
61+16    ,77   
2-653    ,-651 
243+303  ,546  
21-389   ,-368 
8068-0   ,8068 
9+5590   ,5599 
5122+5155,10277
1479-1   ,1478 
351+619  ,970  
238-955  ,-717 
9112+6   ,9118 
1133+479 ,1612 
9737-461 ,9276 
40+3757  ,3797 
3-505    ,-502 
58-4727  ,-4669
4679-6542,-1863
849+8206 ,9055 
248-3    ,245  
4669+6803,11472
9888+4   ,9892 
67-854   ,-787 
9+544    ,553  
3834+1   ,3835 
479+5674 ,6153 
63-9562  ,-9499
92-628   ,-536 
4+806    ,810  
7767+9   ,7776 
491+32   ,523  
