questions,expected
6302-79  ,6223 
524-199  ,325  
846-7    ,839  
427-328  ,99   
8717-845 ,7872 
1555-7   ,1548 
291-64   ,227  
6206-42  ,6164 
101-6    ,95   
6397-846 ,5551 
9435-77  ,9358 
9661-18  ,9643 
80-59    ,21   
3732-446 ,3286 
559-265  ,294  
447-92   ,355  
960-57   ,903  
2054-86  ,1968 
62-48    ,14   
555-76   ,479  
2950-69  ,2881 
725-29   ,696  
2424-53  ,2371 
7973-66  ,7907 
7292-337 ,6955 
982-80   ,902  
478-187  ,291  
5105-683 ,4422 
407-18   ,389  
664-137  ,527  
1466-2   ,1464 
229-29   ,200  
84-60    ,24   
469-169  ,300  
7759-536 ,7223 
3373-241 ,3132 
6399-884 ,5515 
7050-6   ,7044 
497-22   ,475  
8439-3   ,8436 
863-0    ,863  
168-0    ,168  
96-26    ,70   
434-2    ,432  
9228-788 ,8440 
7837-4957,2880 
926-797  ,129  
8619-4   ,8615 
3662-807 ,2855 
5210-197 ,5013 
974-360  ,614  
5586-57  ,5529 
4712-4   ,4708 
406-6    ,400  
6948-69  ,6879 
2215-306 ,1909 
4770-643 ,4127 
4040-590 ,3450 
514-0    ,514  
8118-82  ,8036 
824-61   ,763  
1650-36  ,1614 
557-119  ,438  
687-8    ,679  
777-79   ,698  
3655-6   ,3649 
286-64   ,222  
9403-83  ,9320 
375-17   ,358  
5528-558 ,4970 
5395-654 ,4741 
606-0    ,606  
605-4    ,601  
105-2    ,103  
7246-622 ,6624 
1991-63  ,1928 
20-17    ,3    
631-1    ,630  
7182-8   ,7174 
316-8    ,308  
2010-847 ,1163 
2878-37  ,2841 
448-222  ,226  
321-7    ,314  
6375-25  ,6350 
275-5    ,270  
8679-3   ,8676 
8267-39  ,8228 
779-775  ,4    
568-44   ,524  
702-82   ,620  
4251-2586,1665 
8807-614 ,8193 
429-2    ,427  
6158-4   ,6154 
340-3    ,337  
8988-882 ,8106 
141-34   ,107  
755-2    ,753  
5051-9   ,5042 
6946-428 ,6518 
3761-7   ,3754 
160-68   ,92   
6407-6017,390  
4808-2331,2477 
3173-316 ,2857 
1121-36  ,1085 
6035-6   ,6029 
4344-83  ,4261 
386-47   ,339  
6348-7   ,6341 
9664-52  ,9612 
2552-1   ,2551 
7901-7057,844  
4156-93  ,4063 
20-16    ,4    
4784-733 ,4051 
3281-1079,2202 
7663-884 ,6779 
425-43   ,382  
360-8    ,352  
140-54   ,86   
912-30   ,882  
7308-3   ,7305 
882-87   ,795  
8353-942 ,7411 
8560-7504,1056 
560-8    ,552  
6674-2   ,6672 
481-265  ,216  
8234-7961,273  
5786-9   ,5777 
3716-63  ,3653 
552-433  ,119  
475-86   ,389  
5866-693 ,5173 
989-6    ,983  
6704-41  ,6663 
89-88    ,1    
795-775  ,20   
5832-3   ,5829 
70-29    ,41   
9536-55  ,9481 
2207-660 ,1547 
2853-79  ,2774 
116-90   ,26   
2274-465 ,1809 
741-5    ,736  
7221-1   ,7220 
9430-437 ,8993 
4914-39  ,4875 
780-69   ,711  
87-75    ,12   
6437-672 ,5765 
2131-74  ,2057 
9619-3069,6550 
4337-2800,1537 
482-87   ,395  
8308-42  ,8266 
6402-20  ,6382 
1544-316 ,1228 
3379-316 ,3063 
283-8    ,275  
7757-297 ,7460 
910-58   ,852  
726-4    ,722  
541-87   ,454  
12-8     ,4    
964-1    ,963  
995-830  ,165  
57-7     ,50   
9698-7403,2295 
986-7    ,979  
663-34   ,629  
9403-94  ,9309 
3548-87  ,3461 
5410-93  ,5317 
8722-1   ,8721 
8312-880 ,7432 
3831-187 ,3644 
850-434  ,416  
5488-63  ,5425 
912-606  ,306  
776-642  ,134  
5007-613 ,4394 
3629-2   ,3627 
1094-441 ,653  
94-79    ,15   
9320-5911,3409 
9457-356 ,9101 
8837-2   ,8835 
7718-4272,3446 
9127-7   ,9120 
2304-75  ,2229 
3836-322 ,3514 
486-9    ,477  
4541-664 ,3877 
70-31    ,39   
7187-6   ,7181 
4526-464 ,4062 
457-1    ,456  
8887-6742,2145 
880-3    ,877  
693-92   ,601  
490-7    ,483  
6528-38  ,6490 
891-628  ,263  
732-720  ,12   
448-38   ,410  
2886-13  ,2873 
229-5    ,224  
272-80   ,192  
9549-8538,1011 
5059-683 ,4376 
7277-377 ,6900 
850-428  ,422  
796-747  ,49   
5621-8   ,5613 
8523-78  ,8445 
7925-3   ,7922 
746-2    ,744  
6488-5   ,6483 
1284-3   ,1281 
528-24   ,504  
5349-935 ,4414 
9693-6939,2754 
753-84   ,669  
363-2    ,361  
5591-1   ,5590 
2758-67  ,2691 
9805-5677,4128 
915-825  ,90   
8717-1347,7370 
4175-4   ,4171 
7051-68  ,6983 
5704-2273,3431 
5223-6   ,5217 
5463-19  ,5444 
62-62    ,0    
6767-5   ,6762 
1897-357 ,1540 
3193-713 ,2480 
5643-387 ,5256 
1656-275 ,1381 
8982-1080,7902 
17-15    ,2    
553-245  ,308  
6913-244 ,6669 
875-868  ,7    
1200-4   ,1196 
2619-268 ,2351 
9660-86  ,9574 
4890-696 ,4194 
8563-2   ,8561 
999-4    ,995  
6121-3   ,6118 
509-70   ,439  
1855-7   ,1848 
6579-19  ,6560 
4676-54  ,4622 
807-763  ,44   
6734-82  ,6652 
205-97   ,108  
746-51   ,695  
1295-830 ,465  
2558-470 ,2088 
5612-5   ,5607 
4990-2   ,4988 
181-2    ,179  
685-32   ,653  
8463-29  ,8434 
2341-28  ,2313 
3994-3493,501  
5896-1710,4186 
4347-786 ,3561 
3571-9   ,3562 
298-96   ,202  
7829-95  ,7734 
3647-4   ,3643 
2412-72  ,2340 
6488-891 ,5597 
244-9    ,235  
5512-0   ,5512 
1394-49  ,1345 
628-600  ,28   
870-670  ,200  
421-96   ,325  
9772-690 ,9082 
8022-277 ,7745 
7861-4453,3408 
6513-866 ,5647 
74-39    ,35   
255-64   ,191  
1908-2   ,1906 
9917-802 ,9115 
847-548  ,299  
8461-42  ,8419 
5867-197 ,5670 
87-53    ,34   
981-5    ,976  
8193-9   ,8184 
3132-9   ,3123 
288-2    ,286  
8910-821 ,8089 
558-48   ,510  
208-9    ,199  
9422-6   ,9416 
4945-8   ,4937 
1678-5   ,1673 
9404-337 ,9067 
877-2    ,875  
3794-3   ,3791 
156-88   ,68   
4158-3   ,4155 
378-95   ,283  
1974-529 ,1445 
2120-333 ,1787 
2664-7   ,2657 
3049-30  ,3019 
413-6    ,407  
3023-599 ,2424 
8949-7214,1735 
986-207  ,779  
233-3    ,230  
2777-36  ,2741 
417-1    ,416  
1458-1   ,1457 
164-91   ,73   
9776-304 ,9472 
2896-663 ,2233 
51-50    ,1    
6917-3   ,6914 
7590-3355,4235 
4727-111 ,4616 
1254-29  ,1225 
1286-876 ,410  
821-6    ,815  
1592-599 ,993  
653-0    ,653  
6628-1185,5443 
915-146  ,769  
5027-8   ,5019 
530-7    ,523  
4894-2   ,4892 
908-2    ,906  
99-39    ,60   
284-12   ,272  
588-580  ,8    
3200-520 ,2680 
1330-545 ,785  
501-500  ,1    
635-29   ,606  
3842-458 ,3384 
7924-63  ,7861 
936-52   ,884  
2033-4   ,2029 
1694-2   ,1692 
2034-1318,716  
821-807  ,14   
829-781  ,48   
496-13   ,483  
3165-3   ,3162 
7501-2   ,7499 
7927-2667,5260 
96-89    ,7    
3964-3   ,3961 
15-9     ,6    
271-158  ,113  
47-42    ,5    
6242-8   ,6234 
3615-61  ,3554 
684-78   ,606  
8281-48  ,8233 
8906-305 ,8601 
346-35   ,311  
7-6      ,1    
219-21   ,198  
4278-803 ,3475 
2843-29  ,2814 
513-8    ,505  
5944-9   ,5935 
2794-6   ,2788 
3730-111 ,3619 
3417-634 ,2783 
87-57    ,30   
322-93   ,229  
148-62   ,86   
308-93   ,215  
1568-80  ,1488 
74-4     ,70   
7921-343 ,7578 
6752-3   ,6749 
8439-391 ,8048 
451-0    ,451  
3464-46  ,3418 
505-66   ,439  
7914-336 ,7578 
5382-4   ,5378 
2886-6   ,2880 
7200-66  ,7134 
566-39   ,527  
3434-95  ,3339 
9681-6   ,9675 
6402-24  ,6378 
745-248  ,497  
275-90   ,185  
4977-571 ,4406 
420-57   ,363  
5127-97  ,5030 
866-6    ,860  
7932-542 ,7390 
867-76   ,791  
9651-85  ,9566 
7419-1   ,7418 
321-71   ,250  
667-133  ,534  
7466-7   ,7459 
6486-705 ,5781 
65-17    ,48   
9532-34  ,9498 
35-0     ,35   
855-735  ,120  
490-8    ,482  
7559-127 ,7432 
9551-9   ,9542 
489-16   ,473  
412-34   ,378  
3970-52  ,3918 
266-16   ,250  
956-4    ,952  
799-98   ,701  
440-78   ,362  
7178-2   ,7176 
3869-7   ,3862 
9270-5070,4200 
1523-8   ,1515 
79-51    ,28   
5995-305 ,5690 
5168-662 ,4506 
8556-255 ,8301 
748-54   ,694  
1732-32  ,1700 
2334-0   ,2334 
642-261  ,381  
4295-5   ,4290 
806-2    ,804  
9231-96  ,9135 
7327-7   ,7320 
7148-92  ,7056 
5006-157 ,4849 
863-87   ,776  
7397-3604,3793 
6994-621 ,6373 
4228-538 ,3690 
8622-6647,1975 
84-31    ,53   
805-520  ,285  
698-1    ,697  
161-2    ,159  
994-274  ,720  
810-780  ,30   
312-233  ,79   
8105-8   ,8097 
8354-5394,2960 
9366-414 ,8952 
6561-40  ,6521 
5377-81  ,5296 
313-14   ,299  
5052-162 ,4890 
204-20   ,184  
757-43   ,714  
5769-149 ,5620 
938-518  ,420  
704-514  ,190  
243-0    ,243  
531-63   ,468  
2821-1317,1504 
3014-239 ,2775 
3116-67  ,3049 
403-5    ,398  
2882-88  ,2794 
2947-8   ,2939 
441-65   ,376  
9819-42  ,9777 
9601-864 ,8737 
6987-91  ,6896 
273-21   ,252  
2565-33  ,2532 
83-59    ,24   
9058-4004,5054 
3612-2   ,3610 
5128-733 ,4395 
5268-83  ,5185 
3367-717 ,2650 
7135-5   ,7130 
4594-99  ,4495 
512-0    ,512  
1407-479 ,928  
6125-46  ,6079 
36-18    ,18   
6110-10  ,6100 
804-40   ,764  
5647-480 ,5167 
452-2    ,450  
579-72   ,507  
9484-83  ,9401 
553-83   ,470  
6796-330 ,6466 
1529-637 ,892  
2633-6   ,2627 
135-57   ,78   
9634-3   ,9631 
7167-282 ,6885 
8457-0   ,8457 
94-27    ,67   
199-41   ,158  
853-376  ,477  
1771-927 ,844  
9277-894 ,8383 
3270-56  ,3214 
6409-5   ,6404 
4911-1   ,4910 
7903-68  ,7835 
252-92   ,160  
940-848  ,92   
928-608  ,320  
123-57   ,66   
2747-919 ,1828 
3067-107 ,2960 
4265-0   ,4265 
7954-0   ,7954 
8212-108 ,8104 
1594-863 ,731  
5884-992 ,4892 
6262-85  ,6177 
603-26   ,577  
9449-98  ,9351 
3596-349 ,3247 
96-3     ,93   
7172-420 ,6752 
920-850  ,70   
741-18   ,723  
69-6     ,63   
2597-3   ,2594 
7070-3901,3169 
6353-631 ,5722 
180-25   ,155  
7403-9   ,7394 
655-3    ,652  
1653-22  ,1631 
619-5    ,614  
73-26    ,47   
2746-78  ,2668 
7924-76  ,7848 
3924-246 ,3678 
1091-4   ,1087 
7908-7   ,7901 
891-654  ,237  
933-8    ,925  
6648-4   ,6644 
671-598  ,73   
98-72    ,26   
6838-534 ,6304 
1315-57  ,1258 
1828-93  ,1735 
728-6    ,722  
7489-6   ,7483 
5624-969 ,4655 
3300-13  ,3287 
209-4    ,205  
4148-418 ,3730 
3483-9   ,3474 
6758-1690,5068 
7091-0   ,7091 
8560-226 ,8334 
77-67    ,10   
4281-82  ,4199 
6921-90  ,6831 
100-29   ,71   
485-9    ,476  
1712-97  ,1615 
392-94   ,298  
320-5    ,315  
6384-4   ,6380 
863-658  ,205  
426-83   ,343  
8670-5   ,8665 
446-59   ,387  
679-3    ,676  
90-24    ,66   
991-48   ,943  
7029-5550,1479 
8969-712 ,8257 
2720-9   ,2711 
6497-5818,679  
5971-73  ,5898 
6896-6   ,6890 
667-0    ,667  
946-69   ,877  
9655-40  ,9615 
1482-94  ,1388 
1855-33  ,1822 
7882-390 ,7492 
815-224  ,591  
2082-774 ,1308 
1908-8   ,1900 
4124-273 ,3851 
95-22    ,73   
8798-61  ,8737 
443-409  ,34   
5029-3516,1513 
3401-2   ,3399 
6227-6   ,6221 
743-40   ,703  
7683-649 ,7034 
8369-0   ,8369 
313-16   ,297  
925-918  ,7    
5007-74  ,4933 
9799-9114,685  
5489-805 ,4684 
8855-408 ,8447 
7095-62  ,7033 
151-67   ,84   
6879-3486,3393 
8230-90  ,8140 
1882-1554,328  
3291-991 ,2300 
820-779  ,41   
8356-5805,2551 
6094-262 ,5832 
8190-4   ,8186 
684-27   ,657  
7577-7096,481  
197-68   ,129  
8274-8   ,8266 
3977-94  ,3883 
7286-5   ,7281 
9321-5560,3761 
3400-1   ,3399 
1825-73  ,1752 
7845-40  ,7805 
8983-3   ,8980 
5519-49  ,5470 
7749-4973,2776 
7250-27  ,7223 
172-79   ,93   
9141-410 ,8731 
6784-973 ,5811 
6453-3   ,6450 
6402-79  ,6323 
741-0    ,741  
562-27   ,535  
7362-14  ,7348 
7617-529 ,7088 
994-885  ,109  
2177-991 ,1186 
6820-28  ,6792 
9508-84  ,9424 
2385-962 ,1423 
397-7    ,390  
6493-778 ,5715 
4439-4   ,4435 
3690-9   ,3681 
5089-310 ,4779 
6361-9   ,6352 
375-6    ,369  
451-25   ,426  
509-64   ,445  
172-2    ,170  
529-0    ,529  
9106-47  ,9059 
4338-3988,350  
9914-38  ,9876 
7657-1   ,7656 
1930-9   ,1921 
536-195  ,341  
895-92   ,803  
241-8    ,233  
6860-4   ,6856 
194-52   ,142  
8841-760 ,8081 
3381-495 ,2886 
426-2    ,424  
5883-4   ,5879 
406-78   ,328  
2756-27  ,2729 
382-45   ,337  
5968-18  ,5950 
592-472  ,120  
83-57    ,26   
5871-57  ,5814 
7143-90  ,7053 
207-34   ,173  
4643-70  ,4573 
645-78   ,567  
78-50    ,28   
65-28    ,37   
176-3    ,173  
4100-0   ,4100 
9611-4303,5308 
269-3    ,266  
9476-8   ,9468 
4765-22  ,4743 
6143-67  ,6076 
9315-39  ,9276 
3520-75  ,3445 
5708-83  ,5625 
755-96   ,659  
7570-789 ,6781 
5573-5149,424  
1559-782 ,777  
122-4    ,118  
9454-76  ,9378 
5835-829 ,5006 
4325-7   ,4318 
503-46   ,457  
4210-87  ,4123 
3369-60  ,3309 
4511-58  ,4453 
5728-279 ,5449 
5691-9   ,5682 
308-8    ,300  
2300-356 ,1944 
583-22   ,561  
857-9    ,848  
7074-724 ,6350 
9274-5575,3699 
97-39    ,58   
6302-88  ,6214 
987-236  ,751  
7493-603 ,6890 
4805-797 ,4008 
190-52   ,138  
352-82   ,270  
236-84   ,152  
9909-5   ,9904 
7083-645 ,6438 
810-49   ,761  
8937-7   ,8930 
6233-83  ,6150 
4313-38  ,4275 
366-27   ,339  
2794-895 ,1899 
5856-95  ,5761 
6834-103 ,6731 
9568-4304,5264 
8297-5   ,8292 
126-6    ,120  
9040-3506,5534 
6945-2623,4322 
883-810  ,73   
3337-1289,2048 
5114-1558,3556 
7208-302 ,6906 
7626-511 ,7115 
971-567  ,404  
8713-6778,1935 
6016-91  ,5925 
8650-5   ,8645 
3483-793 ,2690 
910-98   ,812  
8171-93  ,8078 
676-35   ,641  
7939-43  ,7896 
3397-898 ,2499 
518-128  ,390  
9431-3   ,9428 
307-220  ,87   
3557-0   ,3557 
682-8    ,674  
738-13   ,725  
801-466  ,335  
872-9    ,863  
838-4    ,834  
9861-58  ,9803 
806-3    ,803  
480-155  ,325  
3938-768 ,3170 
1800-1   ,1799 
410-95   ,315  
3861-675 ,3186 
6197-7   ,6190 
9872-450 ,9422 
5556-68  ,5488 
65-56    ,9    
969-171  ,798  
7778-2   ,7776 
8615-1   ,8614 
9340-762 ,8578 
6947-8   ,6939 
6217-368 ,5849 
371-91   ,280  
7649-348 ,7301 
97-55    ,42   
2767-252 ,2515 
5210-94  ,5116 
841-603  ,238  
1961-42  ,1919 
403-4    ,399  
1253-484 ,769  
93-40    ,53   
5731-620 ,5111 
2474-8   ,2466 
438-83   ,355  
5781-5   ,5776 
4802-13  ,4789 
6525-667 ,5858 
438-70   ,368  
2509-8   ,2501 
328-67   ,261  
1963-5   ,1958 
5729-2   ,5727 
919-9    ,910  
4609-3748,861  
992-59   ,933  
9719-887 ,8832 
577-2    ,575  
4282-726 ,3556 
86-17    ,69   
49-2     ,47   
658-22   ,636  
590-84   ,506  
2370-341 ,2029 
986-633  ,353  
4541-668 ,3873 
373-47   ,326  
361-8    ,353  
5856-10  ,5846 
267-10   ,257  
6497-85  ,6412 
5567-475 ,5092 
8444-38  ,8406 
934-98   ,836  
9680-8446,1234 
8907-50  ,8857 
5545-125 ,5420 
927-224  ,703  
169-3    ,166  
389-4    ,385  
9536-257 ,9279 
3774-849 ,2925 
9052-67  ,8985 
7256-735 ,6521 
157-3    ,154  
111-9    ,102  
7123-976 ,6147 
647-99   ,548  
463-11   ,452  
9703-7   ,9696 
3149-407 ,2742 
1989-813 ,1176 
799-1    ,798  
8435-42  ,8393 
4812-170 ,4642 
4133-231 ,3902 
303-93   ,210  
9086-7250,1836 
419-40   ,379  
7189-330 ,6859 
5636-35  ,5601 
6357-4798,1559 
4625-523 ,4102 
8-5      ,3    
9163-6   ,9157 
667-183  ,484  
526-32   ,494  
649-6    ,643  
917-640  ,277  
209-58   ,151  
9178-1   ,9177 
780-0    ,780  
884-0    ,884  
7048-9   ,7039 
192-17   ,175  
4669-9   ,4660 
902-698  ,204  
8742-7   ,8735 
252-242  ,10   
4028-9   ,4019 
109-38   ,71   
933-779  ,154  
4518-9   ,4509 
6249-70  ,6179 
8755-2379,6376 
47-18    ,29   
800-236  ,564  
4863-652 ,4211 
7630-285 ,7345 
465-45   ,420  
9687-9664,23   
5881-229 ,5652 
171-1    ,170  
9758-6   ,9752 
5383-787 ,4596 
9419-8891,528  
3736-1809,1927 
1459-2   ,1457 
2669-32  ,2637 
991-938  ,53   
279-4    ,275  
8531-7   ,8524 
783-4    ,779  
281-1    ,280  
451-13   ,438  
8509-492 ,8017 
1661-108 ,1553 
366-7    ,359  
2544-5   ,2539 
1200-94  ,1106 
6489-28  ,6461 
3088-1   ,3087 
356-31   ,325  
81-10    ,71   
4646-801 ,3845 
4124-50  ,4074 
583-169  ,414  
595-350  ,245  
7713-453 ,7260 
917-489  ,428  
6983-1246,5737 
9345-68  ,9277 
8644-46  ,8598 
92-6     ,86   
148-48   ,100  
357-85   ,272  
220-8    ,212  
306-9    ,297  
2823-60  ,2763 
2220-41  ,2179 
3705-56  ,3649 
4625-0   ,4625 
109-39   ,70   
1081-90  ,991  
1914-1523,391  
118-49   ,69   
629-16   ,613  
552-41   ,511  
9492-108 ,9384 
4325-6   ,4319 
690-76   ,614  
3780-3   ,3777 
9643-6   ,9637 
4303-52  ,4251 
591-22   ,569  
416-350  ,66   
7461-7   ,7454 
970-72   ,898  
8763-208 ,8555 
7711-0   ,7711 
938-438  ,500  
1375-6   ,1369 
4383-725 ,3658 
628-327  ,301  
75-12    ,63   
724-89   ,635  
977-21   ,956  
3950-3   ,3947 
5006-800 ,4206 
559-21   ,538  
5685-52  ,5633 
422-91   ,331  
77-18    ,59   
166-81   ,85   
106-92   ,14   
76-43    ,33   
58-49    ,9    
4242-830 ,3412 
6984-2   ,6982 
5025-608 ,4417 
343-111  ,232  
533-67   ,466  
983-0    ,983  
676-132  ,544  
299-26   ,273  
240-84   ,156  
4960-455 ,4505 
4541-185 ,4356 
1129-78  ,1051 
483-34   ,449  
1682-89  ,1593 
9801-7238,2563 
1238-667 ,571  
652-95   ,557  
978-59   ,919  
8-7      ,1    
352-1    ,351  
870-47   ,823  
8263-7   ,8256 
2809-71  ,2738 
952-80   ,872  
6999-6887,112  
509-2    ,507  
889-35   ,854  
54-12    ,42   
3923-93  ,3830 
2019-176 ,1843 
323-73   ,250  
752-94   ,658  
998-9    ,989  
8274-21  ,8253 
965-14   ,951  
8371-3   ,8368 
952-92   ,860  
5610-1311,4299 
5200-620 ,4580 
8721-58  ,8663 
777-22   ,755  
4611-106 ,4505 
9623-2   ,9621 
962-664  ,298  
4213-54  ,4159 
599-300  ,299  
4087-146 ,3941 
1343-43  ,1300 
831-3    ,828  
885-4    ,881  
6984-6   ,6978 
88-86    ,2    
3436-15  ,3421 
744-2    ,742  
478-3    ,475  
7831-73  ,7758 
5003-25  ,4978 
380-0    ,380  
915-7    ,908  
5208-449 ,4759 
1245-0   ,1245 
589-74   ,515  
4920-6   ,4914 
797-513  ,284  
9929-4936,4993 
3923-1696,2227 
9265-9   ,9256 
623-350  ,273  
6456-531 ,5925 
519-60   ,459  
1973-850 ,1123 
137-5    ,132  
1334-3   ,1331 
8889-4329,4560 
8316-5   ,8311 
6696-0   ,6696 
8430-1   ,8429 
1049-247 ,802  
993-689  ,304  
5939-8   ,5931 
3628-3532,96   
3603-84  ,3519 
6645-32  ,6613 
624-31   ,593  
5734-924 ,4810 
4288-209 ,4079 
2010-30  ,1980 
2683-34  ,2649 
7563-9   ,7554 
7589-1623,5966 
34-8     ,26   
4079-86  ,3993 
68-42    ,26   
961-6    ,955  
8693-44  ,8649 
1336-768 ,568  
563-60   ,503  
3169-9   ,3160 
930-84   ,846  
8975-8   ,8967 
71-61    ,10   
4592-762 ,3830 
971-299  ,672  
3655-0   ,3655 
712-656  ,56   
57-3     ,54   
796-19   ,777  
7200-27  ,7173 
575-74   ,501  
327-53   ,274  
909-503  ,406  
1445-14  ,1431 
137-23   ,114  
6333-5622,711  
697-20   ,677  
5253-93  ,5160 
745-32   ,713  
3996-808 ,3188 
3909-247 ,3662 
412-38   ,374  
5922-24  ,5898 
803-181  ,622  
4822-787 ,4035 
1004-1   ,1003 
231-1    ,230  
293-1    ,292  
1183-281 ,902  
8737-99  ,8638 
196-0    ,196  
3759-0   ,3759 
320-110  ,210  
479-7    ,472  
8500-4690,3810 
67-7     ,60   
6500-5239,1261 
1060-36  ,1024 
1674-307 ,1367 
8976-1   ,8975 
8207-492 ,7715 
5018-1   ,5017 
1823-57  ,1766 
6066-931 ,5135 
254-1    ,253  
1396-4   ,1392 
631-51   ,580  
109-7    ,102  
7703-1   ,7702 
9268-862 ,8406 
803-3    ,800  
9467-174 ,9293 
426-28   ,398  
430-6    ,424  
83-22    ,61   
6932-278 ,6654 
6357-3948,2409 
373-17   ,356  
8639-467 ,8172 
3885-8   ,3877 
8495-59  ,8436 
288-66   ,222  
297-52   ,245  
392-0    ,392  
959-8    ,951  
2190-0   ,2190 
938-19   ,919  
1988-396 ,1592 
9454-1814,7640 
83-78    ,5    
302-52   ,250  
5701-25  ,5676 
6199-36  ,6163 
470-315  ,155  
6727-656 ,6071 
8561-190 ,8371 
736-12   ,724  
5161-719 ,4442 
676-167  ,509  
2965-54  ,2911 
665-533  ,132  
6291-9   ,6282 
975-1    ,974  
370-3    ,367  
650-354  ,296  
812-6    ,806  
8244-38  ,8206 
8366-544 ,7822 
174-94   ,80   
2706-97  ,2609 
4157-805 ,3352 
622-28   ,594  
3747-143 ,3604 
890-316  ,574  
912-76   ,836  
2132-7   ,2125 
406-94   ,312  
418-47   ,371  
4367-9   ,4358 
7172-66  ,7106 
9573-6524,3049 
936-5    ,931  
6882-6   ,6876 
3771-6   ,3765 
509-84   ,425  
7620-2336,5284 
65-60    ,5    
8939-0   ,8939 
400-124  ,276  
905-573  ,332  
59-42    ,17   
6687-8   ,6679 
29-1     ,28   
2867-483 ,2384 
5920-658 ,5262 
533-526  ,7    
500-0    ,500  
2457-1   ,2456 
8897-6   ,8891 
719-649  ,70   
3322-1   ,3321 
8928-7577,1351 
8986-57  ,8929 
750-93   ,657  
2673-26  ,2647 
9742-21  ,9721 
521-7    ,514  
6994-1   ,6993 
2203-86  ,2117 
1137-4   ,1133 
513-4    ,509  
6430-25  ,6405 
589-99   ,490  
8980-4   ,8976 
4040-99  ,3941 
7881-3   ,7878 
565-64   ,501  
482-49   ,433  
3152-1939,1213 
1711-696 ,1015 
7645-239 ,7406 
8506-3   ,8503 
4403-328 ,4075 
1595-3   ,1592 
2064-210 ,1854 
196-2    ,194  
8478-70  ,8408 
127-87   ,40   
7022-504 ,6518 
385-301  ,84   
514-2    ,512  
6961-822 ,6139 
9306-6   ,9300 
8154-99  ,8055 
6877-2716,4161 
323-1    ,322  
838-95   ,743  
1373-14  ,1359 
280-18   ,262  
54-0     ,54   
84-21    ,63   
2941-59  ,2882 
3000-45  ,2955 
67-42    ,25   
7368-33  ,7335 
4182-2   ,4180 
771-2    ,769  
5422-5   ,5417 
9385-3   ,9382 
799-84   ,715  
9435-94  ,9341 
85-46    ,39   
2737-55  ,2682 
432-71   ,361  
334-46   ,288  
6218-89  ,6129 
4500-3   ,4497 
8856-475 ,8381 
683-658  ,25   
8570-8023,547  
129-75   ,54   
3353-31  ,3322 
2658-45  ,2613 
