questions,expected
997*4  ,3988   
421*3  ,1263   
25*945 ,23625  
15+29  ,44     
357+6  ,363    
301*64 ,19264  
9*506  ,4554   
8+776  ,784    
142+731,873    
498-5  ,493    
626*3  ,1878   
91+457 ,548    
149-73 ,76     
75-20  ,55     
833*97 ,80801  
85-34  ,51     
162-93 ,69     
83+431 ,514    
81*52  ,4212   
28+94  ,122    
3-20   ,-17    
5-121  ,-116   
715-140,575    
406+9  ,415    
562*4  ,2248   
810*149,120690 
85*1   ,85     
462-1  ,461    
825*4  ,3300   
830-6  ,824    
5*846  ,4230   
984-540,444    
14*986 ,13804  
14-9   ,5      
94*89  ,8366   
278-317,-39    
928-1  ,927    
932-2  ,930    
192+877,1069   
0-81   ,-81    
36-256 ,-220   
46-42  ,4      
10-684 ,-674   
5+606  ,611    
395-27 ,368    
992*329,326368 
61+28  ,89     
20*398 ,7960   
359+9  ,368    
8-223  ,-215   
868+6  ,874    
774*4  ,3096   
841*21 ,17661  
601-8  ,593    
72-40  ,32     
26+10  ,36     
116*39 ,4524   
40+438 ,478    
533+181,714    
22*21  ,462    
91*24  ,2184   
2-607  ,-605   
737*8  ,5896   
695*5  ,3475   
937+87 ,1024   
909*728,661752 
690*996,687240 
346-947,-601   
90-53  ,37     
392*695,272440 
953*504,480312 
877+363,1240   
844+92 ,936    
263-70 ,193    
245+6  ,251    
846+161,1007   
75-28  ,47     
87+893 ,980    
123-5  ,118    
520*0  ,0      
982+4  ,986    
833*1  ,833    
964*0  ,0      
66*294 ,19404  
398+17 ,415    
66+41  ,107    
74-119 ,-45    
67+73  ,140    
7*208  ,1456   
732*72 ,52704  
10*419 ,4190   
964+29 ,993    
76*8   ,608    
180+485,665    
49-777 ,-728   
627+98 ,725    
23+78  ,101    
53-4   ,49     
9+55   ,64     
80*808 ,64640  
354+714,1068   
373-5  ,368    
446*9  ,4014   
880-7  ,873    
8*74   ,592    
3-35   ,-32    
39*64  ,2496   
39+598 ,637    
97+7   ,104    
441-730,-289   
70-803 ,-733   
34+134 ,168    
483+160,643    
3+171  ,174    
795-89 ,706    
0+272  ,272    
276+76 ,352    
122+0  ,122    
95*4   ,380    
255-784,-529   
412-10 ,402    
4*491  ,1964   
731*65 ,47515  
43*250 ,10750  
515*6  ,3090   
876-3  ,873    
81*68  ,5508   
942+7  ,949    
156-9  ,147    
77*866 ,66682  
89+82  ,171    
595*953,567035 
2+800  ,802    
5*536  ,2680   
217-87 ,130    
0-70   ,-70    
32-32  ,0      
27-99  ,-72    
808*2  ,1616   
405*807,326835 
2*430  ,860    
555-186,369    
4+54   ,58     
40+23  ,63     
5-348  ,-343   
636+16 ,652    
991*7  ,6937   
399-7  ,392    
5+881  ,886    
47+264 ,311    
185*778,143930 
297-4  ,293    
2+494  ,496    
89*5   ,445    
12-75  ,-63    
972-129,843    
9*456  ,4104   
779-335,444    
340-494,-154   
88+53  ,141    
899*77 ,69223  
67-13  ,54     
15*820 ,12300  
174+953,1127   
381+604,985    
357+5  ,362    
541*9  ,4869   
316+948,1264   
64+30  ,94     
148*210,31080  
9+993  ,1002   
62-1   ,61     
37-895 ,-858   
89-827 ,-738   
569+3  ,572    
17*56  ,952    
129*19 ,2451   
16-204 ,-188   
642*4  ,2568   
392*108,42336  
293+51 ,344    
251+78 ,329    
7-647  ,-640   
464+845,1309   
396-9  ,387    
27+28  ,55     
777-73 ,704    
926-21 ,905    
3-106  ,-103   
606-158,448    
5*483  ,2415   
785+745,1530   
852-7  ,845    
7*563  ,3941   
587*2  ,1174   
3-394  ,-391   
96+533 ,629    
2*974  ,1948   
38*21  ,798    
6-652  ,-646   
322*150,48300  
467-96 ,371    
81*43  ,3483   
921*87 ,80127  
47*80  ,3760   
436-91 ,345    
78-30  ,48     
453*666,301698 
2*876  ,1752   
1-452  ,-451   
332-9  ,323    
4-557  ,-553   
350-602,-252   
845-0  ,845    
107+37 ,144    
6+602  ,608    
6*280  ,1680   
334-9  ,325    
121*6  ,726    
9-228  ,-219   
575-0  ,575    
760-394,366    
907+743,1650   
7+393  ,400    
309+461,770    
329*60 ,19740  
5+941  ,946    
52-68  ,-16    
953-840,113    
13*705 ,9165   
740*2  ,1480   
49*425 ,20825  
200*30 ,6000   
893*79 ,70547  
55+907 ,962    
58+2   ,60     
173-4  ,169    
79*939 ,74181  
60*94  ,5640   
6+998  ,1004   
24+28  ,52     
785*5  ,3925   
457-7  ,450    
3-41   ,-38    
2-980  ,-978   
13+607 ,620    
33-598 ,-565   
26-573 ,-547   
76*448 ,34048  
271+3  ,274    
631*7  ,4417   
691*420,290220 
88+177 ,265    
9+663  ,672    
623*0  ,0      
2-144  ,-142   
228+29 ,257    
42+427 ,469    
765+16 ,781    
60+323 ,383    
69-88  ,-19    
0+487  ,487    
905+871,1776   
719*727,522713 
1*411  ,411    
6-52   ,-46    
458*4  ,1832   
30*83  ,2490   
0-327  ,-327   
2*76   ,152    
489*0  ,0      
539-391,148    
519+796,1315   
35-17  ,18     
37+570 ,607    
8*534  ,4272   
79-686 ,-607   
675+68 ,743    
501-651,-150   
716*377,269932 
818-22 ,796    
951-7  ,944    
12+663 ,675    
7-26   ,-19    
2*649  ,1298   
30*98  ,2940   
68+14  ,82     
75+59  ,134    
228-124,104    
160+666,826    
0+500  ,500    
41+415 ,456    
3+967  ,970    
51+84  ,135    
84*17  ,1428   
58-2   ,56     
401+367,768    
88+692 ,780    
81*784 ,63504  
87+938 ,1025   
28+467 ,495    
420*29 ,12180  
2*288  ,576    
249*4  ,996    
898-60 ,838    
339-225,114    
978*43 ,42054  
36*790 ,28440  
32*857 ,27424  
80*83  ,6640   
37+314 ,351    
680*953,648040 
7*185  ,1295   
87+9   ,96     
48-5   ,43     
61+0   ,61     
866+5  ,871    
637*0  ,0      
761*6  ,4566   
47+87  ,134    
71*953 ,67663  
702+22 ,724    
666+69 ,735    
597+291,888    
9+557  ,566    
395+63 ,458    
573*81 ,46413  
52-961 ,-909   
75-944 ,-869   
72-78  ,-6     
61+701 ,762    
814*80 ,65120  
357+19 ,376    
49+156 ,205    
303+9  ,312    
35+9   ,44     
90+624 ,714    
291+0  ,291    
300+3  ,303    
7-522  ,-515   
2-191  ,-189   
0*210  ,0      
951*807,767457 
9-31   ,-22    
147+8  ,155    
1-420  ,-419   
81+30  ,111    
863+8  ,871    
772+76 ,848    
729+87 ,816    
186-56 ,130    
248+9  ,257    
74*378 ,27972  
230+606,836    
860*31 ,26660  
8-684  ,-676   
4+45   ,49     
740-62 ,678    
521-39 ,482    
0+142  ,142    
880-56 ,824    
85*50  ,4250   
3-117  ,-114   
760-15 ,745    
807*514,414798 
324-160,164    
237*44 ,10428  
216-707,-491   
16*117 ,1872   
654-8  ,646    
895*799,715105 
262+51 ,313    
9-63   ,-54    
0*60   ,0      
26+33  ,59     
266-338,-72    
494-7  ,487    
393+831,1224   
317-3  ,314    
965-960,5      
8*643  ,5144   
454+261,715    
287*1  ,287    
802*226,181252 
78+47  ,125    
311-1  ,310    
3*371  ,1113   
571+67 ,638    
8+264  ,272    
641*597,382677 
798-1  ,797    
31*816 ,25296  
428*733,313724 
608*304,184832 
89*536 ,47704  
2*865  ,1730   
94+83  ,177    
58-82  ,-24    
374*22 ,8228   
49*59  ,2891   
839+77 ,916    
483-66 ,417    
10-374 ,-364   
414-862,-448   
855+0  ,855    
872-4  ,868    
45-151 ,-106   
88*178 ,15664  
22*5   ,110    
529*956,505724 
449*2  ,898    
238*521,123998 
68*83  ,5644   
46-71  ,-25    
5+175  ,180    
907+38 ,945    
61-98  ,-37    
8-460  ,-452   
76+816 ,892    
138-182,-44    
553-932,-379   
352+91 ,443    
199+408,607    
649*675,438075 
855+8  ,863    
776+6  ,782    
395+7  ,402    
8-437  ,-429   
6+13   ,19     
513*32 ,16416  
6-334  ,-328   
28+560 ,588    
160+994,1154   
280-70 ,210    
225-655,-430   
581-8  ,573    
723-5  ,718    
151*415,62665  
62*262 ,16244  
330*6  ,1980   
652-982,-330   
59*27  ,1593   
5+88   ,93     
178*66 ,11748  
164-77 ,87     
221*95 ,20995  
65-85  ,-20    
86+112 ,198    
1*8    ,8      
16+98  ,114    
383*4  ,1532   
7+928  ,935    
9*470  ,4230   
77-48  ,29     
621+9  ,630    
472+674,1146   
25*735 ,18375  
724+206,930    
289+838,1127   
286+347,633    
541-271,270    
5-113  ,-108   
769*57 ,43833  
62*865 ,53630  
706+378,1084   
667*81 ,54027  
19+5   ,24     
22-841 ,-819   
692+701,1393   
3*961  ,2883   
300*705,211500 
523*95 ,49685  
973+5  ,978    
845*1  ,845    
5-21   ,-16    
69*501 ,34569  
7-87   ,-80    
5*983  ,4915   
2-571  ,-569   
563*1  ,563    
6+455  ,461    
36-9   ,27     
66-589 ,-523   
78*990 ,77220  
14-915 ,-901   
463*637,294931 
870-10 ,860    
65-831 ,-766   
326-39 ,287    
80-56  ,24     
938-2  ,936    
6*55   ,330    
1+590  ,591    
5*127  ,635    
525*26 ,13650  
827*12 ,9924   
66+825 ,891    
35-178 ,-143   
85+29  ,114    
21+281 ,302    
401*7  ,2807   
815-65 ,750    
16*170 ,2720   
0-302  ,-302   
13-35  ,-22    
15*39  ,585    
504*62 ,31248  
104*611,63544  
917*10 ,9170   
811*274,222214 
20*7   ,140    
415-999,-584   
17*505 ,8585   
57*2   ,114    
16-310 ,-294   
59+959 ,1018   
97+86  ,183    
243*562,136566 
46*5   ,230    
64+562 ,626    
111-3  ,108    
884+24 ,908    
6+52   ,58     
78+303 ,381    
8*174  ,1392   
26+141 ,167    
95+330 ,425    
72-73  ,-1     
98-5   ,93     
26*61  ,1586   
0*162  ,0      
63*6   ,378    
650+84 ,734    
800-1  ,799    
765-608,157    
492*553,272076 
884+8  ,892    
84*882 ,74088  
7-570  ,-563   
371*193,71603  
862*3  ,2586   
643-9  ,634    
579*60 ,34740  
92+671 ,763    
414*2  ,828    
79-83  ,-4     
33-2   ,31     
21*253 ,5313   
889*3  ,2667   
47*59  ,2773   
8-284  ,-276   
528+29 ,557    
351+0  ,351    
877*3  ,2631   
2+827  ,829    
14+637 ,651    
95-321 ,-226   
247-729,-482   
520+574,1094   
823+36 ,859    
6+440  ,446    
31*9   ,279    
110*8  ,880    
7*842  ,5894   
0*149  ,0      
377+165,542    
41-95  ,-54    
219*75 ,16425  
544*2  ,1088   
47+734 ,781    
29+98  ,127    
92+976 ,1068   
71-53  ,18     
408+390,798    
42*242 ,10164  
81+73  ,154    
883-2  ,881    
3-906  ,-903   
6*98   ,588    
13+18  ,31     
42-13  ,29     
2+508  ,510    
21-705 ,-684   
87*107 ,9309   
872-2  ,870    
9-269  ,-260   
875-58 ,817    
2-31   ,-29    
443+5  ,448    
976*89 ,86864  
26+69  ,95     
34-506 ,-472   
61-816 ,-755   
657*18 ,11826  
97-88  ,9      
72+94  ,166    
9-869  ,-860   
7-673  ,-666   
9*892  ,8028   
91-745 ,-654   
72+26  ,98     
66*55  ,3630   
474*16 ,7584   
229+38 ,267    
2+561  ,563    
7*118  ,826    
942+869,1811   
68+86  ,154    
64*381 ,24384  
96*7   ,672    
29-777 ,-748   
743-902,-159   
317+2  ,319    
85-490 ,-405   
318*98 ,31164  
54-29  ,25     
399-175,224    
30-758 ,-728   
130-644,-514   
723-379,344    
749+941,1690   
47*634 ,29798  
7-36   ,-29    
21*17  ,357    
83-80  ,3      
798+653,1451   
40-169 ,-129   
87+85  ,172    
697-9  ,688    
322-183,139    
907*9  ,8163   
0-22   ,-22    
32*82  ,2624   
1+989  ,990    
69-99  ,-30    
634*16 ,10144  
160-521,-361   
97+305 ,402    
874-399,475    
895*7  ,6265   
18+292 ,310    
183-120,63     
17*997 ,16949  
32+554 ,586    
868*1  ,868    
38+220 ,258    
5-696  ,-691   
59-61  ,-2     
772+7  ,779    
251+898,1149   
48*71  ,3408   
361+14 ,375    
8*54   ,432    
275+467,742    
447*6  ,2682   
7*791  ,5537   
4*0    ,0      
29-941 ,-912   
93-649 ,-556   
155*16 ,2480   
564-46 ,518    
115-12 ,103    
67*2   ,134    
6+765  ,771    
5*611  ,3055   
0+890  ,890    
25-24  ,1      
235+52 ,287    
5-39   ,-34    
0+475  ,475    
413+1  ,414    
7-608  ,-601   
952*2  ,1904   
758*652,494216 
727*324,235548 
321*843,270603 
57*85  ,4845   
256-39 ,217    
37*657 ,24309  
903+0  ,903    
40+593 ,633    
399*62 ,24738  
39-98  ,-59    
51+304 ,355    
714-78 ,636    
5+59   ,64     
537-1  ,536    
70+584 ,654    
505-0  ,505    
40+84  ,124    
380+780,1160   
70-77  ,-7     
33+587 ,620    
873-39 ,834    
92*664 ,61088  
332+0  ,332    
7*21   ,147    
528-30 ,498    
464+67 ,531    
44*249 ,10956  
939-70 ,869    
27-7   ,20     
714-14 ,700    
875+429,1304   
8*689  ,5512   
83-13  ,70     
10+440 ,450    
6+96   ,102    
753+43 ,796    
75*9   ,675    
37-954 ,-917   
54-384 ,-330   
34*394 ,13396  
337-4  ,333    
571+6  ,577    
74-7   ,67     
840+3  ,843    
44-11  ,33     
492+862,1354   
473*413,195349 
6*873  ,5238   
533-117,416    
98+731 ,829    
78-58  ,20     
970+5  ,975    
301*68 ,20468  
83+122 ,205    
3*62   ,186    
575*65 ,37375  
222*927,205794 
24-150 ,-126   
98+213 ,311    
717*85 ,60945  
448+78 ,526    
39+26  ,65     
8*172  ,1376   
203*12 ,2436   
69-41  ,28     
80+35  ,115    
331*495,163845 
512+40 ,552    
5-81   ,-76    
409*531,217179 
347+1  ,348    
744-68 ,676    
704+19 ,723    
47+26  ,73     
366-667,-301   
749*14 ,10486  
179-150,29     
568-42 ,526    
943-7  ,936    
60-679 ,-619   
40*37  ,1480   
441+970,1411   
22*51  ,1122   
755-882,-127   
431*0  ,0      
60+583 ,643    
316*40 ,12640  
208*39 ,8112   
5*364  ,1820   
590-0  ,590    
8+960  ,968    
6*235  ,1410   
79-140 ,-61    
20*761 ,15220  
25+612 ,637    
567-57 ,510    
24-78  ,-54    
31+0   ,31     
81*38  ,3078   
399*1  ,399    
68+38  ,106    
850*608,516800 
980*670,656600 
175-2  ,173    
8-86   ,-78    
58*19  ,1102   
85-95  ,-10    
37-56  ,-19    
987+718,1705   
804+4  ,808    
50-539 ,-489   
611-577,34     
67*49  ,3283   
6-329  ,-323   
511+81 ,592    
373*84 ,31332  
716*113,80908  
0-229  ,-229   
87+286 ,373    
762+35 ,797    
319+68 ,387    
3+210  ,213    
16-145 ,-129   
774*313,242262 
10+808 ,818    
84+190 ,274    
66+9   ,75     
795*62 ,49290  
233+2  ,235    
564*9  ,5076   
719-7  ,712    
571+229,800    
740+784,1524   
0+69   ,69     
95*462 ,43890  
2*590  ,1180   
322-10 ,312    
472-74 ,398    
97+89  ,186    
2+428  ,430    
654*568,371472 
409-566,-157   
9+134  ,143    
4*270  ,1080   
735*8  ,5880   
69-933 ,-864   
474-375,99     
83-5   ,78     
2-203  ,-201   
896-465,431    
6+260  ,266    
58*4   ,232    
7*299  ,2093   
565-17 ,548    
456*39 ,17784  
9-115  ,-106   
5-777  ,-772   
207+64 ,271    
548+794,1342   
0*19   ,0      
368-213,155    
78*76  ,5928   
77+80  ,157    
6*694  ,4164   
575-3  ,572    
82+1   ,83     
32*909 ,29088  
439+123,562    
86+505 ,591    
74*686 ,50764  
248-8  ,240    
836+5  ,841    
71*619 ,43949  
217*54 ,11718  
402-694,-292   
39+35  ,74     
44+29  ,73     
83*21  ,1743   
300-821,-521   
6*376  ,2256   
27+3   ,30     
27-59  ,-32    
9+446  ,455    
150*913,136950 
2-96   ,-94    
458*33 ,15114  
49*19  ,931    
0-674  ,-674   
3-625  ,-622   
31*2   ,62     
58*13  ,754    
180*0  ,0      
0+45   ,45     
871-7  ,864    
67*34  ,2278   
42+753 ,795    
95+637 ,732    
911-74 ,837    
784-287,497    
588-617,-29    
4*764  ,3056   
418+0  ,418    
75+270 ,345    
2-399  ,-397   
226+755,981    
843-1  ,842    
12*171 ,2052   
948-797,151    
8*66   ,528    
222+1  ,223    
9+47   ,56     
3-729  ,-726   
56*468 ,26208  
591*15 ,8865   
3-573  ,-570   
659*0  ,0      
766*4  ,3064   
98-197 ,-99    
11-81  ,-70    
925*904,836200 
539+485,1024   
414+2  ,416    
753+16 ,769    
46-184 ,-138   
3*714  ,2142   
798+7  ,805    
72*92  ,6624   
9*508  ,4572   
851*693,589743 
73*64  ,4672   
73*69  ,5037   
398-843,-445   
699-35 ,664    
411*152,62472  
947+6  ,953    
19*47  ,893    
2+268  ,270    
25+1   ,26     
385+4  ,389    
93-500 ,-407   
15*955 ,14325  
940-49 ,891    
67*626 ,41942  
58*513 ,29754  
146+68 ,214    
91*32  ,2912   
41-279 ,-238   
153-58 ,95     
494+220,714    
12*947 ,11364  
6+7    ,13     
88*92  ,8096   
9+978  ,987    
837+2  ,839    
913*3  ,2739   
76*38  ,2888   
4*356  ,1424   
23-26  ,-3     
5-926  ,-921   
0+431  ,431    
158*11 ,1738   
52-109 ,-57    
24+784 ,808    
94-16  ,78     
157*3  ,471    
95*85  ,8075   
856*4  ,3424   
316*436,137776 
60-396 ,-336   
0*935  ,0      
468-483,-15    
274-9  ,265    
957+98 ,1055   
74+89  ,163    
384-15 ,369    
57+76  ,133    
251-573,-322   
32+70  ,102    
942-80 ,862    
90+768 ,858    
202-731,-529   
2-389  ,-387   
50*314 ,15700  
590-8  ,582    
2-633  ,-631   
834+818,1652   
735+80 ,815    
54*52  ,2808   
204-397,-193   
1+266  ,267    
2+89   ,91     
70*815 ,57050  
837+48 ,885    
487+43 ,530    
67+236 ,303    
500*13 ,6500   
45+278 ,323    
903+5  ,908    
55*78  ,4290   
838*57 ,47766  
25-61  ,-36    
3*946  ,2838   
338+712,1050   
627-3  ,624    
338*8  ,2704   
836*715,597740 
584*308,179872 
85-20  ,65     
176*23 ,4048   
15*868 ,13020  
32-61  ,-29    
57-928 ,-871   
806*73 ,58838  
977*809,790393 
3+699  ,702    
452+76 ,528    
962*1  ,962    
87-845 ,-758   
626*65 ,40690  
527-4  ,523    
3+99   ,102    
943-46 ,897    
56-58  ,-2     
285*990,282150 
590+22 ,612    
41+928 ,969    
456*829,378024 
80-63  ,17     
724*59 ,42716  
14*98  ,1372   
918*36 ,33048  
278*15 ,4170   
620+1  ,621    
10*5   ,50     
748+3  ,751    
1-370  ,-369   
57+889 ,946    
747*1  ,747    
82+479 ,561    
931*4  ,3724   
8-333  ,-325   
6-817  ,-811   
16-943 ,-927   
33+34  ,67     
0-456  ,-456   
9-980  ,-971   
903*4  ,3612   
601*51 ,30651  
272-2  ,270    
726-40 ,686    
783-68 ,715    
870-190,680    
8*96   ,768    
913+0  ,913    
75-414 ,-339   
20+79  ,99     
9+713  ,722    
3-679  ,-676   
497*747,371259 
51*129 ,6579   
548+75 ,623    
995*619,615905 
325*3  ,975    
8+704  ,712    
5+757  ,762    
5*281  ,1405   
26*74  ,1924   
6+872  ,878    
59+67  ,126    
522*551,287622 
148-263,-115   
18+20  ,38     
300*46 ,13800  
811*52 ,42172  
20*93  ,1860   
32-83  ,-51    
16+498 ,514    
67-426 ,-359   
0-670  ,-670   
745+70 ,815    
35*20  ,700    
20-1   ,19     
447-0  ,447    
271-215,56     
475+214,689    
764*830,634120 
949+347,1296   
44-70  ,-26    
845+4  ,849    
654+7  ,661    
6*963  ,5778   
499+71 ,570    
35*8   ,280    
41+78  ,119    
44-98  ,-54    
2-465  ,-463   
15*180 ,2700   
294*71 ,20874  
510+2  ,512    
9-768  ,-759   
47+664 ,711    
370*8  ,2960   
946-701,245    
45-57  ,-12    
9*975  ,8775   
46+158 ,204    
15-845 ,-830   
399+139,538    
294*4  ,1176   
24*47  ,1128   
57-23  ,34     
209*4  ,836    
73-3   ,70     
1+680  ,681    
319+2  ,321    
471*13 ,6123   
9-132  ,-123   
293-9  ,284    
2*94   ,188    
4-71   ,-67    
64*444 ,28416  
489*888,434232 
31-744 ,-713   
14-612 ,-598   
59-361 ,-302   
727-1  ,726    
173+9  ,182    
638*87 ,55506  
56-435 ,-379   
50+81  ,131    
25-446 ,-421   
43-9   ,34     
82-77  ,5      
3*6    ,18     
48-77  ,-29    
34-777 ,-743   
54+548 ,602    
223*833,185759 
96-734 ,-638   
1+514  ,515    
8+679  ,687    
0-337  ,-337   
80*596 ,47680  
6-815  ,-809   
0*446  ,0      
83-155 ,-72    
28*31  ,868    
666+22 ,688    
87-55  ,32     
295*0  ,0      
6*481  ,2886   
874-36 ,838    
67-429 ,-362   
205+32 ,237    
40+2   ,42     
631+46 ,677    
790-723,67     
385*2  ,770    
2+700  ,702    
81*40  ,3240   
6-473  ,-467   
22*19  ,418    
278+333,611    
226+65 ,291    
790+19 ,809    
878-651,227    
726+490,1216   
77*508 ,39116  
428-173,255    
964+368,1332   
833-470,363    
460*39 ,17940  
382-22 ,360    
34-16  ,18     
15-929 ,-914   
38*16  ,608    
828*83 ,68724  
5-396  ,-391   
837-0  ,837    
8+807  ,815    
479-388,91     
23+4   ,27     
614*2  ,1228   
7+6    ,13     
470+2  ,472    
15-26  ,-11    
621+20 ,641    
160+2  ,162    
219*61 ,13359  
8+399  ,407    
88*210 ,18480  
400*1  ,400    
6+70   ,76     
7-495  ,-488   
927*572,530244 
449*26 ,11674  
3-199  ,-196   
520*3  ,1560   
90*96  ,8640   
132+97 ,229    
3+986  ,989    
646+544,1190   
