questions,expected
103-32 ,71  
971-161,810 
622-55 ,567 
152-83 ,69  
900-697,203 
753-81 ,672 
311-56 ,255 
988-900,88  
973-144,829 
311-21 ,290 
916-54 ,862 
841-107,734 
722-56 ,666 
822-13 ,809 
58-34  ,24  
80-44  ,36  
127-74 ,53  
677-70 ,607 
476-443,33  
691-86 ,605 
43-11  ,32  
545-57 ,488 
160-58 ,102 
217-28 ,189 
955-843,112 
572-49 ,523 
379-55 ,324 
97-62  ,35  
546-243,303 
507-47 ,460 
708-0  ,708 
967-184,783 
78-51  ,27  
330-183,147 
618-293,325 
121-99 ,22  
394-240,154 
637-61 ,576 
437-154,283 
460-88 ,372 
887-77 ,810 
185-84 ,101 
736-350,386 
778-8  ,770 
774-32 ,742 
437-65 ,372 
689-12 ,677 
760-5  ,755 
884-92 ,792 
990-61 ,929 
862-35 ,827 
925-920,5   
395-17 ,378 
729-481,248 
218-94 ,124 
854-75 ,779 
226-56 ,170 
321-9  ,312 
434-99 ,335 
387-37 ,350 
579-58 ,521 
252-55 ,197 
355-22 ,333 
464-76 ,388 
226-84 ,142 
802-231,571 
966-87 ,879 
987-26 ,961 
42-19  ,23  
939-85 ,854 
883-19 ,864 
897-60 ,837 
153-44 ,109 
431-9  ,422 
851-40 ,811 
754-310,444 
702-34 ,668 
66-16  ,50  
350-7  ,343 
788-393,395 
607-68 ,539 
503-68 ,435 
373-63 ,310 
852-81 ,771 
532-8  ,524 
309-24 ,285 
372-24 ,348 
239-58 ,181 
560-230,330 
169-32 ,137 
89-85  ,4   
790-598,192 
167-5  ,162 
634-578,56  
687-223,464 
948-22 ,926 
390-82 ,308 
540-10 ,530 
580-51 ,529 
134-29 ,105 
813-74 ,739 
548-33 ,515 
148-63 ,85  
762-168,594 
904-774,130 
459-7  ,452 
429-379,50  
550-82 ,468 
529-76 ,453 
366-306,60  
776-586,190 
89-35  ,54  
407-21 ,386 
929-773,156 
992-76 ,916 
399-213,186 
533-62 ,471 
832-97 ,735 
101-76 ,25  
506-55 ,451 
936-38 ,898 
539-76 ,463 
331-81 ,250 
771-97 ,674 
345-63 ,282 
95-6   ,89  
845-10 ,835 
387-68 ,319 
378-34 ,344 
583-9  ,574 
834-139,695 
551-32 ,519 
210-150,60  
879-366,513 
201-65 ,136 
421-2  ,419 
862-24 ,838 
387-47 ,340 
43-2   ,41  
489-222,267 
469-31 ,438 
354-236,118 
299-90 ,209 
424-184,240 
445-85 ,360 
831-49 ,782 
945-181,764 
268-96 ,172 
104-23 ,81  
962-33 ,929 
304-6  ,298 
881-202,679 
164-75 ,89  
764-17 ,747 
475-312,163 
448-64 ,384 
624-240,384 
947-77 ,870 
93-19  ,74  
766-44 ,722 
643-565,78  
277-86 ,191 
603-592,11  
729-508,221 
169-16 ,153 
386-70 ,316 
458-93 ,365 
277-128,149 
190-2  ,188 
296-45 ,251 
155-0  ,155 
629-35 ,594 
795-65 ,730 
618-527,91  
381-49 ,332 
751-13 ,738 
318-15 ,303 
590-2  ,588 
938-6  ,932 
190-52 ,138 
673-6  ,667 
947-944,3   
654-552,102 
838-2  ,836 
816-96 ,720 
407-224,183 
798-3  ,795 
416-7  ,409 
436-45 ,391 
761-494,267 
482-76 ,406 
617-147,470 
190-6  ,184 
437-91 ,346 
818-23 ,795 
155-5  ,150 
33-9   ,24  
840-29 ,811 
590-155,435 
689-326,363 
846-209,637 
989-34 ,955 
151-5  ,146 
795-92 ,703 
407-38 ,369 
657-299,358 
797-4  ,793 
594-21 ,573 
850-4  ,846 
265-66 ,199 
74-61  ,13  
540-70 ,470 
834-151,683 
333-2  ,331 
43-24  ,19  
386-50 ,336 
41-13  ,28  
138-8  ,130 
364-30 ,334 
369-266,103 
153-96 ,57  
372-43 ,329 
702-109,593 
638-44 ,594 
284-39 ,245 
781-509,272 
838-497,341 
530-180,350 
336-9  ,327 
657-441,216 
754-628,126 
756-0  ,756 
221-71 ,150 
533-40 ,493 
889-538,351 
476-36 ,440 
423-44 ,379 
697-97 ,600 
423-25 ,398 
235-11 ,224 
73-44  ,29  
236-38 ,198 
909-77 ,832 
384-58 ,326 
971-21 ,950 
661-1  ,660 
704-43 ,661 
637-47 ,590 
714-58 ,656 
453-110,343 
680-44 ,636 
402-88 ,314 
810-48 ,762 
949-686,263 
514-16 ,498 
815-35 ,780 
192-48 ,144 
343-2  ,341 
356-245,111 
920-9  ,911 
130-82 ,48  
316-54 ,262 
817-28 ,789 
801-499,302 
650-32 ,618 
353-75 ,278 
950-67 ,883 
67-10  ,57  
373-183,190 
638-29 ,609 
674-89 ,585 
857-62 ,795 
403-78 ,325 
667-12 ,655 
177-37 ,140 
717-554,163 
613-82 ,531 
874-290,584 
356-2  ,354 
250-61 ,189 
790-587,203 
508-6  ,502 
802-795,7   
101-42 ,59  
121-59 ,62  
528-67 ,461 
653-62 ,591 
475-93 ,382 
906-289,617 
214-55 ,159 
933-62 ,871 
565-8  ,557 
477-21 ,456 
390-98 ,292 
272-57 ,215 
405-12 ,393 
221-42 ,179 
115-2  ,113 
988-723,265 
126-88 ,38  
285-84 ,201 
783-39 ,744 
255-136,119 
721-191,530 
676-147,529 
643-75 ,568 
319-36 ,283 
512-35 ,477 
756-3  ,753 
375-80 ,295 
343-52 ,291 
707-378,329 
857-45 ,812 
487-84 ,403 
96-20  ,76  
262-86 ,176 
982-150,832 
360-318,42  
775-1  ,774 
65-41  ,24  
933-512,421 
892-44 ,848 
361-4  ,357 
574-243,331 
34-8   ,26  
86-48  ,38  
586-24 ,562 
741-48 ,693 
811-59 ,752 
60-13  ,47  
682-0  ,682 
786-88 ,698 
19-4   ,15  
546-9  ,537 
750-29 ,721 
584-14 ,570 
670-312,358 
659-20 ,639 
859-72 ,787 
170-15 ,155 
614-61 ,553 
506-298,208 
840-76 ,764 
281-43 ,238 
828-272,556 
835-78 ,757 
756-563,193 
119-41 ,78  
944-237,707 
461-116,345 
89-20  ,69  
325-77 ,248 
839-27 ,812 
488-400,88  
467-78 ,389 
620-591,29  
744-738,6   
459-6  ,453 
207-1  ,206 
510-52 ,458 
240-2  ,238 
892-18 ,874 
567-535,32  
848-65 ,783 
436-2  ,434 
826-76 ,750 
966-31 ,935 
857-2  ,855 
867-13 ,854 
783-27 ,756 
769-198,571 
734-457,277 
650-415,235 
612-55 ,557 
450-8  ,442 
784-444,340 
629-58 ,571 
881-47 ,834 
251-37 ,214 
901-12 ,889 
204-1  ,203 
650-13 ,637 
58-48  ,10  
874-37 ,837 
433-413,20  
549-122,427 
452-375,77  
734-7  ,727 
800-5  ,795 
100-4  ,96  
268-250,18  
558-95 ,463 
190-46 ,144 
745-65 ,680 
749-99 ,650 
654-7  ,647 
510-49 ,461 
824-21 ,803 
666-449,217 
933-808,125 
365-139,226 
409-402,7   
339-54 ,285 
274-14 ,260 
885-83 ,802 
153-2  ,151 
790-8  ,782 
680-1  ,679 
126-11 ,115 
129-126,3   
812-81 ,731 
653-59 ,594 
928-510,418 
995-727,268 
162-87 ,75  
893-32 ,861 
842-70 ,772 
532-81 ,451 
131-29 ,102 
627-32 ,595 
617-459,158 
657-605,52  
409-55 ,354 
502-83 ,419 
395-38 ,357 
950-97 ,853 
80-67  ,13  
86-11  ,75  
265-224,41  
816-79 ,737 
192-18 ,174 
356-155,201 
690-550,140 
447-9  ,438 
445-357,88  
483-9  ,474 
619-394,225 
616-18 ,598 
963-79 ,884 
675-2  ,673 
67-50  ,17  
893-339,554 
396-111,285 
472-191,281 
40-37  ,3   
961-36 ,925 
337-29 ,308 
325-29 ,296 
740-678,62  
902-42 ,860 
741-89 ,652 
712-98 ,614 
96-23  ,73  
158-53 ,105 
511-25 ,486 
218-40 ,178 
587-7  ,580 
568-3  ,565 
382-88 ,294 
803-101,702 
491-5  ,486 
717-43 ,674 
628-0  ,628 
329-68 ,261 
318-3  ,315 
825-246,579 
540-335,205 
875-706,169 
629-69 ,560 
749-240,509 
106-35 ,71  
390-46 ,344 
537-13 ,524 
79-26  ,53  
580-401,179 
974-212,762 
87-56  ,31  
515-4  ,511 
715-10 ,705 
570-47 ,523 
616-453,163 
77-57  ,20  
630-1  ,629 
902-254,648 
729-159,570 
749-51 ,698 
836-743,93  
597-281,316 
333-112,221 
961-84 ,877 
887-93 ,794 
486-303,183 
820-440,380 
770-44 ,726 
303-159,144 
199-91 ,108 
374-100,274 
587-473,114 
573-52 ,521 
477-146,331 
18-3   ,15  
593-275,318 
443-69 ,374 
204-99 ,105 
197-3  ,194 
942-321,621 
913-4  ,909 
504-17 ,487 
62-53  ,9   
134-75 ,59  
843-84 ,759 
937-4  ,933 
498-96 ,402 
129-91 ,38  
91-44  ,47  
468-37 ,431 
917-12 ,905 
955-388,567 
407-59 ,348 
89-1   ,88  
264-36 ,228 
926-36 ,890 
852-484,368 
525-4  ,521 
94-72  ,22  
943-4  ,939 
845-1  ,844 
933-420,513 
688-142,546 
927-33 ,894 
933-615,318 
737-3  ,734 
613-85 ,528 
556-41 ,515 
66-53  ,13  
590-7  ,583 
815-435,380 
77-73  ,4   
491-94 ,397 
896-75 ,821 
997-17 ,980 
335-3  ,332 
56-29  ,27  
52-43  ,9   
687-669,18  
595-21 ,574 
667-5  ,662 
845-516,329 
124-28 ,96  
269-27 ,242 
544-131,413 
931-37 ,894 
55-2   ,53  
789-40 ,749 
125-102,23  
763-87 ,676 
627-7  ,620 
728-357,371 
356-33 ,323 
367-23 ,344 
774-6  ,768 
322-6  ,316 
510-6  ,504 
109-36 ,73  
234-43 ,191 
80-40  ,40  
862-29 ,833 
131-88 ,43  
510-3  ,507 
720-650,70  
282-8  ,274 
154-25 ,129 
224-29 ,195 
666-621,45  
22-12  ,10  
251-81 ,170 
888-94 ,794 
954-48 ,906 
833-82 ,751 
754-20 ,734 
681-15 ,666 
758-419,339 
953-534,419 
853-705,148 
995-358,637 
625-86 ,539 
86-10  ,76  
907-892,15  
862-81 ,781 
695-621,74  
234-64 ,170 
993-0  ,993 
579-59 ,520 
988-8  ,980 
528-93 ,435 
768-547,221 
958-791,167 
794-4  ,790 
618-142,476 
177-8  ,169 
338-15 ,323 
535-139,396 
750-45 ,705 
611-8  ,603 
796-32 ,764 
119-22 ,97  
697-78 ,619 
652-518,134 
583-161,422 
466-444,22  
399-40 ,359 
233-19 ,214 
91-33  ,58  
700-2  ,698 
607-85 ,522 
357-158,199 
62-39  ,23  
341-7  ,334 
142-92 ,50  
801-6  ,795 
955-622,333 
931-428,503 
377-56 ,321 
718-16 ,702 
578-67 ,511 
690-21 ,669 
875-85 ,790 
64-10  ,54  
502-82 ,420 
722-591,131 
819-0  ,819 
483-192,291 
489-0  ,489 
811-77 ,734 
896-84 ,812 
990-566,424 
86-27  ,59  
955-68 ,887 
850-174,676 
108-47 ,61  
248-49 ,199 
529-68 ,461 
333-122,211 
541-483,58  
112-9  ,103 
297-77 ,220 
214-49 ,165 
885-773,112 
519-7  ,512 
250-37 ,213 
351-199,152 
843-8  ,835 
446-75 ,371 
419-9  ,410 
91-80  ,11  
56-56  ,0   
967-454,513 
873-368,505 
540-96 ,444 
688-94 ,594 
658-538,120 
720-443,277 
777-60 ,717 
649-58 ,591 
763-263,500 
533-221,312 
820-86 ,734 
291-70 ,221 
839-77 ,762 
700-94 ,606 
310-233,77  
638-50 ,588 
43-37  ,6   
671-47 ,624 
311-81 ,230 
185-87 ,98  
941-556,385 
91-35  ,56  
287-238,49  
790-46 ,744 
139-78 ,61  
806-805,1   
445-256,189 
996-695,301 
628-56 ,572 
754-34 ,720 
622-26 ,596 
870-92 ,778 
889-883,6   
876-13 ,863 
602-36 ,566 
606-56 ,550 
376-8  ,368 
741-720,21  
173-15 ,158 
652-544,108 
388-226,162 
548-236,312 
848-95 ,753 
529-96 ,433 
297-272,25  
799-567,232 
662-7  ,655 
397-92 ,305 
669-261,408 
199-85 ,114 
217-58 ,159 
97-4   ,93  
748-24 ,724 
299-19 ,280 
52-13  ,39  
237-82 ,155 
311-169,142 
440-220,220 
396-63 ,333 
948-773,175 
610-49 ,561 
59-13  ,46  
918-207,711 
639-70 ,569 
675-26 ,649 
513-28 ,485 
998-91 ,907 
553-33 ,520 
422-308,114 
599-430,169 
616-21 ,595 
452-65 ,387 
368-87 ,281 
694-85 ,609 
89-41  ,48  
394-70 ,324 
822-40 ,782 
718-44 ,674 
125-22 ,103 
974-69 ,905 
893-5  ,888 
476-120,356 
564-85 ,479 
755-55 ,700 
665-60 ,605 
265-152,113 
931-138,793 
381-211,170 
788-403,385 
86-36  ,50  
112-23 ,89  
226-35 ,191 
119-2  ,117 
740-84 ,656 
49-19  ,30  
34-29  ,5   
585-365,220 
203-38 ,165 
970-961,9   
448-272,176 
364-7  ,357 
922-63 ,859 
655-167,488 
687-296,391 
428-79 ,349 
585-84 ,501 
387-24 ,363 
828-1  ,827 
223-5  ,218 
790-68 ,722 
61-11  ,50  
641-571,70  
862-448,414 
858-822,36  
480-206,274 
595-68 ,527 
793-591,202 
688-74 ,614 
470-96 ,374 
46-44  ,2   
704-30 ,674 
672-120,552 
201-45 ,156 
337-46 ,291 
478-131,347 
288-84 ,204 
653-19 ,634 
320-48 ,272 
708-59 ,649 
574-231,343 
239-68 ,171 
950-35 ,915 
256-76 ,180 
587-6  ,581 
201-84 ,117 
293-78 ,215 
734-609,125 
950-30 ,920 
605-0  ,605 
489-27 ,462 
580-409,171 
379-150,229 
769-9  ,760 
931-90 ,841 
800-8  ,792 
321-6  ,315 
903-170,733 
159-97 ,62  
571-349,222 
355-31 ,324 
552-44 ,508 
244-77 ,167 
226-203,23  
658-11 ,647 
637-611,26  
533-21 ,512 
984-16 ,968 
423-82 ,341 
255-44 ,211 
575-53 ,522 
981-33 ,948 
961-93 ,868 
908-9  ,899 
640-6  ,634 
90-18  ,72  
558-87 ,471 
517-3  ,514 
403-14 ,389 
997-25 ,972 
667-20 ,647 
38-11  ,27  
408-42 ,366 
769-4  ,765 
918-51 ,867 
364-66 ,298 
998-51 ,947 
98-40  ,58  
822-268,554 
163-51 ,112 
624-41 ,583 
873-9  ,864 
164-8  ,156 
901-190,711 
103-64 ,39  
600-40 ,560 
718-82 ,636 
300-15 ,285 
639-196,443 
934-16 ,918 
469-88 ,381 
942-410,532 
480-83 ,397 
134-53 ,81  
840-16 ,824 
735-707,28  
689-80 ,609 
456-8  ,448 
698-355,343 
945-57 ,888 
123-65 ,58  
37-5   ,32  
503-32 ,471 
401-91 ,310 
737-92 ,645 
814-113,701 
842-63 ,779 
929-372,557 
149-97 ,52  
595-6  ,589 
328-50 ,278 
425-73 ,352 
949-326,623 
769-335,434 
650-6  ,644 
833-259,574 
834-6  ,828 
695-10 ,685 
537-56 ,481 
296-244,52  
787-22 ,765 
596-59 ,537 
589-3  ,586 
867-260,607 
830-42 ,788 
847-7  ,840 
506-70 ,436 
406-76 ,330 
550-85 ,465 
573-302,271 
960-14 ,946 
946-681,265 
145-96 ,49  
7-6    ,1   
505-218,287 
804-41 ,763 
677-7  ,670 
446-2  ,444 
873-23 ,850 
589-56 ,533 
774-62 ,712 
408-137,271 
729-454,275 
568-94 ,474 
843-256,587 
76-24  ,52  
273-19 ,254 
769-81 ,688 
467-19 ,448 
464-395,69  
823-23 ,800 
868-94 ,774 
779-97 ,682 
488-57 ,431 
137-0  ,137 
964-6  ,958 
57-42  ,15  
620-35 ,585 
476-275,201 
836-59 ,777 
816-591,225 
179-53 ,126 
630-231,399 
542-72 ,470 
937-88 ,849 
729-11 ,718 
529-81 ,448 
681-93 ,588 
480-305,175 
842-65 ,777 
781-82 ,699 
658-5  ,653 
788-476,312 
694-86 ,608 
807-342,465 
993-83 ,910 
228-68 ,160 
854-41 ,813 
251-83 ,168 
862-22 ,840 
838-28 ,810 
377-95 ,282 
256-3  ,253 
807-33 ,774 
26-25  ,1   
970-184,786 
808-162,646 
389-42 ,347 
625-82 ,543 
909-480,429 
715-374,341 
486-357,129 
962-89 ,873 
290-93 ,197 
132-9  ,123 
883-181,702 
59-57  ,2   
319-79 ,240 
601-84 ,517 
494-123,371 
98-53  ,45  
80-19  ,61  
525-8  ,517 
493-354,139 
113-59 ,54  
234-73 ,161 
613-43 ,570 
692-44 ,648 
414-63 ,351 
728-96 ,632 
673-97 ,576 
566-59 ,507 
270-6  ,264 
773-74 ,699 
313-8  ,305 
747-68 ,679 
998-20 ,978 
848-695,153 
862-523,339 
110-7  ,103 
850-1  ,849 
942-286,656 
403-3  ,400 
798-8  ,790 
479-256,223 
314-66 ,248 
991-46 ,945 
999-77 ,922 
559-6  ,553 
252-16 ,236 
295-63 ,232 
880-538,342 
686-43 ,643 
812-640,172 
831-43 ,788 
816-81 ,735 
525-24 ,501 
497-170,327 
713-273,440 
851-4  ,847 
494-39 ,455 
663-0  ,663 
524-40 ,484 
903-38 ,865 
832-127,705 
682-251,431 
924-92 ,832 
952-0  ,952 
227-69 ,158 
958-42 ,916 
520-61 ,459 
953-29 ,924 
845-54 ,791 
376-372,4   
623-3  ,620 
831-82 ,749 
932-500,432 
821-0  ,821 
728-30 ,698 
471-41 ,430 
937-777,160 
587-298,289 
266-65 ,201 
327-189,138 
464-16 ,448 
575-83 ,492 
864-7  ,857 
660-33 ,627 
386-72 ,314 
651-98 ,553 
28-11  ,17  
797-70 ,727 
793-181,612 
506-85 ,421 
431-90 ,341 
311-266,45  
867-643,224 
231-9  ,222 
839-650,189 
81-69  ,12  
180-27 ,153 
958-1  ,957 
910-364,546 
769-675,94  
147-7  ,140 
821-22 ,799 
827-485,342 
435-97 ,338 
138-80 ,58  
933-810,123 
733-52 ,681 
995-109,886 
332-108,224 
560-20 ,540 
933-893,40  
904-90 ,814 
337-284,53  
591-407,184 
616-79 ,537 
595-35 ,560 
962-93 ,869 
810-41 ,769 
891-372,519 
551-263,288 
412-5  ,407 
421-289,132 
29-29  ,0   
618-477,141 
962-744,218 
441-79 ,362 
993-30 ,963 
197-70 ,127 
229-163,66  
944-111,833 
764-533,231 
804-21 ,783 
250-80 ,170 
830-20 ,810 
581-49 ,532 
535-39 ,496 
909-54 ,855 
620-1  ,619 
633-45 ,588 
401-17 ,384 
864-166,698 
225-25 ,200 
157-42 ,115 
987-329,658 
365-49 ,316 
913-56 ,857 
100-53 ,47  
531-59 ,472 
945-754,191 
969-96 ,873 
133-83 ,50  
881-60 ,821 
652-65 ,587 
253-74 ,179 
579-19 ,560 
915-6  ,909 
988-488,500 
579-376,203 
76-11  ,65  
972-867,105 
637-305,332 
361-206,155 
212-103,109 
199-90 ,109 
370-317,53  
738-44 ,694 
846-278,568 
906-447,459 
874-591,283 
752-392,360 
835-497,338 
679-87 ,592 
973-95 ,878 
948-777,171 
714-45 ,669 
442-45 ,397 
84-20  ,64  
629-87 ,542 
772-536,236 
984-706,278 
837-8  ,829 
85-17  ,68  
744-90 ,654 
39-32  ,7   
299-86 ,213 
542-235,307 
267-3  ,264 
126-63 ,63  
208-6  ,202 
292-44 ,248 
782-3  ,779 
320-44 ,276 
157-34 ,123 
459-99 ,360 
278-0  ,278 
354-94 ,260 
398-69 ,329 
336-274,62  
846-37 ,809 
701-8  ,693 
522-4  ,518 
975-81 ,894 
261-21 ,240 
967-78 ,889 
701-69 ,632 
437-73 ,364 
943-40 ,903 
506-89 ,417 
982-255,727 
431-423,8   
237-1  ,236 
275-83 ,192 
238-51 ,187 
562-541,21  
954-697,257 
811-93 ,718 
940-13 ,927 
749-719,30  
357-27 ,330 
496-44 ,452 
907-411,496 
580-3  ,577 
789-393,396 
137-59 ,78  
303-92 ,211 
363-34 ,329 
941-23 ,918 
789-5  ,784 
927-3  ,924 
945-85 ,860 
325-26 ,299 
398-54 ,344 
941-227,714 
922-88 ,834 
741-577,164 
88-85  ,3   
651-288,363 
332-46 ,286 
539-34 ,505 
943-746,197 
663-509,154 
477-4  ,473 
807-645,162 
628-523,105 
798-583,215 
94-52  ,42  
360-31 ,329 
582-25 ,557 
557-53 ,504 
979-225,754 
221-68 ,153 
615-5  ,610 
923-334,589 
135-9  ,126 
537-280,257 
842-501,341 
280-64 ,216 
687-196,491 
906-396,510 
316-168,148 
52-32  ,20  
619-11 ,608 
557-0  ,557 
278-89 ,189 
375-36 ,339 
32-31  ,1   
863-116,747 
863-758,105 
853-460,393 
862-5  ,857 
447-85 ,362 
938-84 ,854 
667-9  ,658 
476-7  ,469 
430-5  ,425 
984-64 ,920 
989-249,740 
987-96 ,891 
980-501,479 
760-77 ,683 
10-7   ,3   
682-8  ,674 
654-224,430 
28-0   ,28  
66-28  ,38  
437-14 ,423 
433-49 ,384 
720-101,619 
881-2  ,879 
133-45 ,88  
725-53 ,672 
343-92 ,251 
526-93 ,433 
925-68 ,857 
588-45 ,543 
859-67 ,792 
818-22 ,796 
514-14 ,500 
464-81 ,383 
860-26 ,834 
107-46 ,61  
891-437,454 
221-49 ,172 
535-6  ,529 
79-29  ,50  
590-5  ,585 
442-4  ,438 
203-77 ,126 
931-89 ,842 
913-719,194 
201-9  ,192 
113-1  ,112 
187-0  ,187 
672-665,7   
190-87 ,103 
585-51 ,534 
388-193,195 
402-7  ,395 
433-170,263 
161-52 ,109 
942-39 ,903 
932-31 ,901 
989-583,406 
240-90 ,150 
687-3  ,684 
945-25 ,920 
893-27 ,866 
431-26 ,405 
321-11 ,310 
937-812,125 
671-163,508 
673-304,369 
156-70 ,86  
735-90 ,645 
541-46 ,495 
902-35 ,867 
578-196,382 
178-85 ,93  
850-23 ,827 
577-78 ,499 
843-93 ,750 
362-31 ,331 
207-134,73  
247-22 ,225 
430-63 ,367 
695-14 ,681 
970-8  ,962 
36-33  ,3   
483-475,8   
530-2  ,528 
334-4  ,330 
330-106,224 
724-89 ,635 
14-7   ,7   
686-57 ,629 
394-87 ,307 
356-15 ,341 
182-96 ,86  
380-40 ,340 
897-207,690 
599-6  ,593 
86-16  ,70  
685-62 ,623 
149-3  ,146 
687-7  ,680 
966-21 ,945 
691-4  ,687 
734-84 ,650 
981-230,751 
237-15 ,222 
21-21  ,0   
957-476,481 
194-72 ,122 
560-529,31  
214-45 ,169 
830-96 ,734 
934-318,616 
268-0  ,268 
83-73  ,10  
545-49 ,496 
82-61  ,21  
828-60 ,768 
421-89 ,332 
135-8  ,127 
293-6  ,287 
425-43 ,382 
916-763,153 
414-8  ,406 
163-21 ,142 
677-57 ,620 
671-83 ,588 
369-29 ,340 
734-23 ,711 
541-51 ,490 
684-0  ,684 
621-161,460 
197-36 ,161 
356-87 ,269 
428-6  ,422 
653-93 ,560 
431-0  ,431 
895-165,730 
625-98 ,527 
615-76 ,539 
987-44 ,943 
494-50 ,444 
491-37 ,454 
223-12 ,211 
984-79 ,905 
88-53  ,35  
962-796,166 
319-35 ,284 
821-88 ,733 
276-30 ,246 
755-87 ,668 
336-30 ,306 
701-4  ,697 
769-25 ,744 
560-76 ,484 
180-2  ,178 
587-211,376 
445-0  ,445 
450-18 ,432 
861-398,463 
813-441,372 
369-93 ,276 
966-39 ,927 
105-78 ,27  
948-306,642 
317-1  ,316 
73-58  ,15  
932-187,745 
559-84 ,475 
139-1  ,138 
590-438,152 
399-5  ,394 
385-37 ,348 
874-787,87  
642-76 ,566 
961-468,493 
501-98 ,403 
594-569,25  
374-72 ,302 
529-66 ,463 
879-0  ,879 
82-39  ,43  
904-803,101 
455-90 ,365 
192-37 ,155 
167-23 ,144 
395-30 ,365 
581-224,357 
775-0  ,775 
128-6  ,122 
645-570,75  
170-6  ,164 
333-68 ,265 
764-691,73  
373-25 ,348 
89-6   ,83  
247-45 ,202 
824-92 ,732 
112-63 ,49  
664-24 ,640 
669-67 ,602 
272-55 ,217 
256-7  ,249 
57-0   ,57  
995-406,589 
386-36 ,350 
658-610,48  
284-31 ,253 
