questions,expected
715-29 ,686 
603-466,137 
960-322,638 
776-5  ,771 
936-45 ,891 
179-44 ,135 
931-72 ,859 
515-15 ,500 
44-29  ,15  
968-39 ,929 
510-59 ,451 
524-28 ,496 
753-55 ,698 
952-337,615 
940-916,24  
729-283,446 
499-2  ,497 
53-15  ,38  
307-73 ,234 
466-79 ,387 
196-179,17  
638-81 ,557 
947-15 ,932 
480-327,153 
988-433,555 
640-37 ,603 
264-89 ,175 
430-38 ,392 
910-23 ,887 
455-66 ,389 
168-96 ,72  
221-79 ,142 
621-3  ,618 
233-74 ,159 
102-28 ,74  
976-0  ,976 
468-26 ,442 
853-93 ,760 
841-94 ,747 
869-60 ,809 
672-49 ,623 
334-315,19  
659-84 ,575 
213-77 ,136 
440-69 ,371 
250-13 ,237 
758-21 ,737 
612-50 ,562 
959-87 ,872 
608-81 ,527 
196-23 ,173 
27-25  ,2   
692-9  ,683 
345-86 ,259 
340-308,32  
259-245,14  
873-775,98  
129-68 ,61  
276-5  ,271 
958-40 ,918 
836-99 ,737 
935-546,389 
92-12  ,80  
64-46  ,18  
540-209,331 
606-7  ,599 
623-578,45  
795-14 ,781 
995-493,502 
344-89 ,255 
561-3  ,558 
199-50 ,149 
495-76 ,419 
75-75  ,0   
888-797,91  
738-71 ,667 
494-270,224 
905-38 ,867 
782-86 ,696 
144-94 ,50  
441-7  ,434 
419-143,276 
695-78 ,617 
929-62 ,867 
476-87 ,389 
906-2  ,904 
917-98 ,819 
265-52 ,213 
243-120,123 
338-21 ,317 
783-65 ,718 
633-48 ,585 
910-98 ,812 
43-17  ,26  
330-1  ,329 
441-40 ,401 
889-24 ,865 
806-3  ,803 
395-55 ,340 
962-70 ,892 
717-47 ,670 
417-121,296 
630-67 ,563 
691-39 ,652 
978-177,801 
325-73 ,252 
390-2  ,388 
559-202,357 
213-45 ,168 
278-84 ,194 
459-5  ,454 
507-329,178 
687-67 ,620 
294-80 ,214 
418-157,261 
920-0  ,920 
668-38 ,630 
969-35 ,934 
402-27 ,375 
529-338,191 
402-12 ,390 
663-9  ,654 
495-99 ,396 
850-818,32  
546-74 ,472 
243-46 ,197 
308-75 ,233 
690-26 ,664 
414-4  ,410 
607-20 ,587 
888-656,232 
632-21 ,611 
49-19  ,30  
560-42 ,518 
855-37 ,818 
940-676,264 
494-73 ,421 
860-11 ,849 
685-210,475 
251-61 ,190 
345-31 ,314 
493-61 ,432 
66-38  ,28  
767-30 ,737 
529-60 ,469 
590-43 ,547 
164-90 ,74  
989-597,392 
773-75 ,698 
166-40 ,126 
490-32 ,458 
832-207,625 
476-76 ,400 
24-8   ,16  
484-102,382 
148-31 ,117 
674-57 ,617 
404-6  ,398 
192-64 ,128 
224-58 ,166 
346-6  ,340 
730-322,408 
651-49 ,602 
834-253,581 
535-20 ,515 
801-252,549 
374-7  ,367 
67-36  ,31  
805-91 ,714 
921-20 ,901 
199-49 ,150 
530-14 ,516 
81-13  ,68  
718-556,162 
165-98 ,67  
271-1  ,270 
602-235,367 
201-33 ,168 
305-16 ,289 
571-7  ,564 
509-17 ,492 
648-49 ,599 
153-25 ,128 
820-53 ,767 
757-47 ,710 
129-8  ,121 
476-19 ,457 
392-18 ,374 
732-627,105 
80-71  ,9   
771-607,164 
850-595,255 
956-777,179 
875-80 ,795 
563-336,227 
620-74 ,546 
504-3  ,501 
465-298,167 
876-436,440 
605-64 ,541 
648-476,172 
912-115,797 
809-475,334 
261-61 ,200 
88-11  ,77  
261-72 ,189 
759-73 ,686 
242-41 ,201 
563-95 ,468 
546-281,265 
993-787,206 
93-15  ,78  
944-13 ,931 
774-285,489 
291-247,44  
967-1  ,966 
707-40 ,667 
752-25 ,727 
797-159,638 
824-790,34  
405-72 ,333 
247-4  ,243 
298-19 ,279 
105-3  ,102 
948-90 ,858 
606-75 ,531 
967-23 ,944 
897-682,215 
387-21 ,366 
744-30 ,714 
301-30 ,271 
388-2  ,386 
455-32 ,423 
274-2  ,272 
402-44 ,358 
464-3  ,461 
973-141,832 
606-520,86  
549-89 ,460 
875-484,391 
952-433,519 
898-42 ,856 
359-71 ,288 
305-76 ,229 
911-0  ,911 
445-8  ,437 
81-7   ,74  
777-361,416 
59-18  ,41  
60-46  ,14  
607-8  ,599 
962-468,494 
556-267,289 
894-7  ,887 
18-18  ,0   
591-7  ,584 
927-85 ,842 
393-3  ,390 
966-48 ,918 
905-555,350 
94-48  ,46  
655-39 ,616 
474-2  ,472 
712-22 ,690 
777-98 ,679 
207-37 ,170 
449-112,337 
892-4  ,888 
688-38 ,650 
268-87 ,181 
587-57 ,530 
844-76 ,768 
437-43 ,394 
708-524,184 
168-49 ,119 
903-61 ,842 
951-584,367 
166-5  ,161 
768-75 ,693 
552-52 ,500 
402-311,91  
922-98 ,824 
831-66 ,765 
537-61 ,476 
760-0  ,760 
446-65 ,381 
149-14 ,135 
501-21 ,480 
240-15 ,225 
778-16 ,762 
146-68 ,78  
856-365,491 
975-863,112 
973-20 ,953 
531-36 ,495 
333-235,98  
577-27 ,550 
611-98 ,513 
148-78 ,70  
964-19 ,945 
871-8  ,863 
988-77 ,911 
864-95 ,769 
981-392,589 
827-418,409 
90-14  ,76  
886-78 ,808 
704-92 ,612 
407-20 ,387 
75-62  ,13  
839-24 ,815 
844-357,487 
765-80 ,685 
991-36 ,955 
515-8  ,507 
282-18 ,264 
342-40 ,302 
766-74 ,692 
908-35 ,873 
88-79  ,9   
243-38 ,205 
62-30  ,32  
70-53  ,17  
943-70 ,873 
849-3  ,846 
705-177,528 
648-110,538 
211-71 ,140 
477-33 ,444 
406-38 ,368 
854-15 ,839 
204-4  ,200 
313-3  ,310 
126-83 ,43  
359-69 ,290 
308-69 ,239 
381-76 ,305 
525-0  ,525 
548-67 ,481 
560-39 ,521 
863-56 ,807 
792-747,45  
368-24 ,344 
31-18  ,13  
23-0   ,23  
865-361,504 
921-67 ,854 
918-558,360 
535-13 ,522 
968-2  ,966 
470-455,15  
160-36 ,124 
566-61 ,505 
340-61 ,279 
580-77 ,503 
422-7  ,415 
74-53  ,21  
571-96 ,475 
707-92 ,615 
750-98 ,652 
721-14 ,707 
548-48 ,500 
123-18 ,105 
924-54 ,870 
351-184,167 
244-209,35  
988-44 ,944 
636-35 ,601 
413-39 ,374 
172-54 ,118 
424-47 ,377 
942-10 ,932 
790-123,667 
407-191,216 
92-61  ,31  
149-1  ,148 
444-13 ,431 
493-84 ,409 
397-36 ,361 
720-14 ,706 
105-58 ,47  
733-29 ,704 
52-1   ,51  
819-87 ,732 
687-662,25  
850-451,399 
742-43 ,699 
859-67 ,792 
467-69 ,398 
898-82 ,816 
121-98 ,23  
469-83 ,386 
745-76 ,669 
941-17 ,924 
64-44  ,20  
744-407,337 
373-20 ,353 
104-37 ,67  
869-662,207 
529-6  ,523 
463-48 ,415 
532-98 ,434 
136-122,14  
725-285,440 
987-620,367 
781-57 ,724 
659-87 ,572 
424-15 ,409 
967-48 ,919 
132-55 ,77  
583-37 ,546 
154-2  ,152 
325-2  ,323 
575-282,293 
563-72 ,491 
402-45 ,357 
68-5   ,63  
97-28  ,69  
93-72  ,21  
295-36 ,259 
195-6  ,189 
564-57 ,507 
628-94 ,534 
489-13 ,476 
684-628,56  
945-78 ,867 
575-9  ,566 
144-77 ,67  
204-76 ,128 
56-32  ,24  
149-46 ,103 
672-16 ,656 
173-39 ,134 
229-220,9   
297-75 ,222 
848-472,376 
465-54 ,411 
610-86 ,524 
95-63  ,32  
415-71 ,344 
816-46 ,770 
308-77 ,231 
508-90 ,418 
135-8  ,127 
660-4  ,656 
706-45 ,661 
353-77 ,276 
863-52 ,811 
594-40 ,554 
65-42  ,23  
253-31 ,222 
159-97 ,62  
946-680,266 
978-110,868 
173-36 ,137 
346-26 ,320 
963-656,307 
567-28 ,539 
930-341,589 
754-6  ,748 
749-39 ,710 
341-6  ,335 
970-392,578 
941-877,64  
659-161,498 
818-28 ,790 
66-3   ,63  
606-20 ,586 
703-92 ,611 
456-30 ,426 
43-1   ,42  
972-722,250 
648-133,515 
662-12 ,650 
663-29 ,634 
454-216,238 
325-21 ,304 
506-36 ,470 
645-424,221 
141-90 ,51  
563-1  ,562 
248-37 ,211 
504-77 ,427 
838-616,222 
851-63 ,788 
737-329,408 
956-8  ,948 
906-726,180 
719-294,425 
994-1  ,993 
908-527,381 
914-434,480 
6-2    ,4   
578-29 ,549 
287-179,108 
346-8  ,338 
510-78 ,432 
48-16  ,32  
595-37 ,558 
426-41 ,385 
886-866,20  
778-27 ,751 
572-89 ,483 
701-156,545 
488-3  ,485 
916-11 ,905 
751-90 ,661 
527-2  ,525 
762-620,142 
75-34  ,41  
331-292,39  
202-81 ,121 
831-0  ,831 
537-89 ,448 
947-37 ,910 
232-4  ,228 
274-82 ,192 
496-473,23  
965-3  ,962 
866-34 ,832 
331-79 ,252 
832-95 ,737 
603-374,229 
805-757,48  
929-923,6   
587-71 ,516 
62-58  ,4   
852-3  ,849 
820-15 ,805 
949-565,384 
959-62 ,897 
846-768,78  
540-37 ,503 
456-3  ,453 
325-171,154 
296-70 ,226 
946-13 ,933 
91-20  ,71  
820-777,43  
631-365,266 
838-67 ,771 
882-415,467 
943-578,365 
195-58 ,137 
668-47 ,621 
419-35 ,384 
855-84 ,771 
67-19  ,48  
849-426,423 
995-114,881 
413-79 ,334 
84-5   ,79  
281-72 ,209 
324-1  ,323 
733-40 ,693 
624-7  ,617 
813-61 ,752 
80-75  ,5   
100-0  ,100 
278-94 ,184 
19-17  ,2   
482-89 ,393 
773-25 ,748 
927-345,582 
757-78 ,679 
31-23  ,8   
802-87 ,715 
439-47 ,392 
48-38  ,10  
199-15 ,184 
499-232,267 
182-3  ,179 
323-9  ,314 
343-57 ,286 
490-59 ,431 
509-20 ,489 
644-473,171 
987-4  ,983 
386-91 ,295 
208-37 ,171 
619-110,509 
848-53 ,795 
515-89 ,426 
442-5  ,437 
92-39  ,53  
15-7   ,8   
402-7  ,395 
944-913,31  
681-616,65  
411-45 ,366 
684-29 ,655 
100-50 ,50  
367-224,143 
567-260,307 
172-83 ,89  
837-3  ,834 
48-9   ,39  
823-0  ,823 
418-68 ,350 
917-3  ,914 
389-31 ,358 
671-559,112 
652-128,524 
932-416,516 
84-32  ,52  
279-62 ,217 
962-94 ,868 
361-214,147 
337-77 ,260 
737-212,525 
523-75 ,448 
360-34 ,326 
114-34 ,80  
943-44 ,899 
473-213,260 
242-0  ,242 
364-3  ,361 
980-64 ,916 
521-45 ,476 
542-167,375 
743-74 ,669 
944-4  ,940 
958-804,154 
873-449,424 
855-225,630 
325-24 ,301 
943-68 ,875 
252-3  ,249 
986-69 ,917 
685-569,116 
724-3  ,721 
665-71 ,594 
714-223,491 
103-19 ,84  
911-379,532 
46-44  ,2   
721-679,42  
299-14 ,285 
634-88 ,546 
380-9  ,371 
300-87 ,213 
186-58 ,128 
457-3  ,454 
462-424,38  
651-400,251 
169-4  ,165 
108-30 ,78  
437-31 ,406 
781-44 ,737 
899-1  ,898 
42-7   ,35  
641-519,122 
554-3  ,551 
916-206,710 
174-8  ,166 
630-523,107 
715-58 ,657 
152-6  ,146 
442-7  ,435 
250-69 ,181 
336-13 ,323 
989-29 ,960 
275-156,119 
215-40 ,175 
784-140,644 
260-37 ,223 
214-5  ,209 
730-646,84  
148-54 ,94  
75-61  ,14  
34-27  ,7   
951-4  ,947 
284-68 ,216 
485-24 ,461 
567-59 ,508 
268-24 ,244 
119-23 ,96  
587-65 ,522 
616-310,306 
975-198,777 
242-26 ,216 
229-78 ,151 
887-85 ,802 
279-71 ,208 
829-46 ,783 
702-396,306 
704-212,492 
68-40  ,28  
816-710,106 
40-36  ,4   
604-514,90  
481-68 ,413 
740-338,402 
893-681,212 
957-46 ,911 
72-67  ,5   
632-84 ,548 
806-42 ,764 
81-78  ,3   
989-618,371 
786-31 ,755 
935-24 ,911 
863-8  ,855 
886-61 ,825 
839-5  ,834 
455-57 ,398 
730-34 ,696 
448-88 ,360 
153-91 ,62  
890-569,321 
868-8  ,860 
803-66 ,737 
656-258,398 
447-264,183 
305-41 ,264 
62-28  ,34  
702-416,286 
105-97 ,8   
678-49 ,629 
646-466,180 
880-52 ,828 
159-0  ,159 
430-66 ,364 
703-512,191 
18-15  ,3   
574-350,224 
754-421,333 
674-49 ,625 
434-130,304 
293-18 ,275 
317-31 ,286 
824-55 ,769 
497-255,242 
698-561,137 
380-38 ,342 
141-56 ,85  
888-9  ,879 
512-92 ,420 
432-40 ,392 
435-69 ,366 
403-93 ,310 
266-67 ,199 
866-91 ,775 
761-77 ,684 
749-61 ,688 
357-96 ,261 
906-189,717 
707-259,448 
461-62 ,399 
168-55 ,113 
975-0  ,975 
938-154,784 
638-610,28  
674-29 ,645 
129-1  ,128 
49-8   ,41  
395-8  ,387 
729-700,29  
912-69 ,843 
416-17 ,399 
670-87 ,583 
756-684,72  
214-77 ,137 
907-67 ,840 
827-796,31  
534-308,226 
322-0  ,322 
69-69  ,0   
737-85 ,652 
981-62 ,919 
108-6  ,102 
79-78  ,1   
525-17 ,508 
561-6  ,555 
698-97 ,601 
875-852,23  
904-242,662 
718-26 ,692 
668-624,44  
957-41 ,916 
76-36  ,40  
830-2  ,828 
846-486,360 
76-13  ,63  
714-39 ,675 
544-84 ,460 
996-986,10  
911-17 ,894 
694-54 ,640 
800-36 ,764 
329-77 ,252 
707-25 ,682 
798-7  ,791 
313-42 ,271 
655-0  ,655 
883-7  ,876 
637-626,11  
908-43 ,865 
954-595,359 
783-462,321 
155-47 ,108 
561-57 ,504 
601-11 ,590 
769-9  ,760 
594-401,193 
834-372,462 
792-328,464 
952-2  ,950 
781-80 ,701 
363-128,235 
359-46 ,313 
599-30 ,569 
891-826,65  
298-9  ,289 
776-3  ,773 
851-838,13  
673-376,297 
965-91 ,874 
894-831,63  
131-109,22  
816-722,94  
851-113,738 
901-445,456 
792-440,352 
900-2  ,898 
60-49  ,11  
739-413,326 
307-0  ,307 
112-51 ,61  
81-62  ,19  
278-70 ,208 
624-457,167 
212-12 ,200 
86-14  ,72  
598-90 ,508 
485-0  ,485 
989-58 ,931 
648-298,350 
980-4  ,976 
628-61 ,567 
573-1  ,572 
342-7  ,335 
949-64 ,885 
674-435,239 
826-303,523 
438-46 ,392 
35-13  ,22  
771-88 ,683 
960-4  ,956 
861-419,442 
809-74 ,735 
811-54 ,757 
498-56 ,442 
832-593,239 
603-120,483 
315-7  ,308 
355-40 ,315 
73-61  ,12  
857-327,530 
918-164,754 
347-75 ,272 
483-325,158 
404-45 ,359 
220-1  ,219 
369-48 ,321 
232-52 ,180 
308-40 ,268 
248-196,52  
963-176,787 
119-18 ,101 
258-92 ,166 
403-55 ,348 
229-17 ,212 
722-63 ,659 
827-3  ,824 
240-51 ,189 
919-66 ,853 
711-168,543 
830-266,564 
945-69 ,876 
805-17 ,788 
818-363,455 
148-72 ,76  
220-88 ,132 
831-271,560 
516-78 ,438 
768-186,582 
436-3  ,433 
844-38 ,806 
915-19 ,896 
96-69  ,27  
766-21 ,745 
424-0  ,424 
67-28  ,39  
910-42 ,868 
339-93 ,246 
565-5  ,560 
347-257,90  
910-505,405 
329-68 ,261 
966-42 ,924 
26-14  ,12  
378-197,181 
526-23 ,503 
252-62 ,190 
521-48 ,473 
773-19 ,754 
290-42 ,248 
317-94 ,223 
741-80 ,661 
571-68 ,503 
108-1  ,107 
169-115,54  
188-55 ,133 
805-457,348 
505-3  ,502 
861-36 ,825 
836-2  ,834 
728-99 ,629 
496-53 ,443 
747-17 ,730 
448-4  ,444 
279-37 ,242 
740-51 ,689 
193-72 ,121 
933-26 ,907 
831-77 ,754 
757-12 ,745 
749-263,486 
363-70 ,293 
692-100,592 
873-87 ,786 
255-35 ,220 
88-55  ,33  
534-67 ,467 
832-1  ,831 
733-43 ,690 
704-417,287 
536-165,371 
880-708,172 
950-832,118 
709-56 ,653 
713-96 ,617 
277-64 ,213 
804-720,84  
375-0  ,375 
969-85 ,884 
617-4  ,613 
708-448,260 
516-51 ,465 
576-27 ,549 
910-20 ,890 
834-291,543 
689-245,444 
155-64 ,91  
105-8  ,97  
577-60 ,517 
667-47 ,620 
804-49 ,755 
730-544,186 
891-404,487 
914-94 ,820 
79-13  ,66  
91-1   ,90  
127-76 ,51  
793-3  ,790 
889-3  ,886 
639-30 ,609 
673-89 ,584 
77-9   ,68  
86-83  ,3   
278-6  ,272 
866-299,567 
520-224,296 
922-862,60  
630-219,411 
828-57 ,771 
873-71 ,802 
320-218,102 
506-27 ,479 
337-2  ,335 
767-38 ,729 
953-73 ,880 
125-10 ,115 
45-37  ,8   
530-34 ,496 
316-10 ,306 
857-332,525 
404-1  ,403 
236-112,124 
454-446,8   
631-93 ,538 
272-2  ,270 
996-552,444 
283-79 ,204 
607-88 ,519 
725-45 ,680 
990-2  ,988 
73-1   ,72  
874-19 ,855 
456-25 ,431 
450-28 ,422 
108-42 ,66  
790-53 ,737 
839-541,298 
607-16 ,591 
107-11 ,96  
860-18 ,842 
136-7  ,129 
255-232,23  
42-35  ,7   
362-37 ,325 
440-60 ,380 
810-89 ,721 
458-179,279 
801-2  ,799 
688-101,587 
922-83 ,839 
584-82 ,502 
872-459,413 
69-42  ,27  
593-134,459 
499-18 ,481 
732-236,496 
324-27 ,297 
970-64 ,906 
772-73 ,699 
980-504,476 
247-57 ,190 
693-31 ,662 
779-7  ,772 
435-70 ,365 
721-4  ,717 
768-84 ,684 
867-406,461 
963-679,284 
862-31 ,831 
612-43 ,569 
790-487,303 
90-78  ,12  
502-412,90  
281-19 ,262 
665-1  ,664 
848-39 ,809 
67-22  ,45  
923-42 ,881 
986-63 ,923 
193-28 ,165 
283-8  ,275 
629-219,410 
491-4  ,487 
737-679,58  
581-35 ,546 
647-10 ,637 
86-4   ,82  
866-680,186 
401-301,100 
170-84 ,86  
394-9  ,385 
99-97  ,2   
878-33 ,845 
559-435,124 
877-703,174 
324-0  ,324 
239-227,12  
298-11 ,287 
529-20 ,509 
517-7  ,510 
608-79 ,529 
165-79 ,86  
73-23  ,50  
766-225,541 
917-38 ,879 
791-75 ,716 
674-95 ,579 
598-156,442 
126-47 ,79  
179-9  ,170 
136-72 ,64  
169-61 ,108 
234-105,129 
187-164,23  
692-28 ,664 
775-247,528 
602-21 ,581 
878-721,157 
360-30 ,330 
463-69 ,394 
352-65 ,287 
671-58 ,613 
136-92 ,44  
941-56 ,885 
510-33 ,477 
515-349,166 
314-257,57  
898-524,374 
961-174,787 
987-273,714 
319-5  ,314 
563-97 ,466 
94-40  ,54  
563-19 ,544 
249-23 ,226 
849-457,392 
900-47 ,853 
505-7  ,498 
684-235,449 
568-9  ,559 
120-15 ,105 
775-38 ,737 
510-45 ,465 
283-15 ,268 
262-235,27  
86-38  ,48  
367-4  ,363 
150-76 ,74  
102-37 ,65  
865-28 ,837 
338-71 ,267 
686-70 ,616 
759-184,575 
962-25 ,937 
616-1  ,615 
861-793,68  
692-39 ,653 
958-32 ,926 
56-51  ,5   
711-4  ,707 
170-45 ,125 
55-51  ,4   
760-741,19  
839-69 ,770 
346-71 ,275 
655-89 ,566 
187-155,32  
118-2  ,116 
106-77 ,29  
562-5  ,557 
549-23 ,526 
233-155,78  
478-35 ,443 
546-525,21  
96-75  ,21  
916-88 ,828 
815-718,97  
990-78 ,912 
143-6  ,137 
986-817,169 
244-93 ,151 
993-18 ,975 
627-354,273 
714-80 ,634 
263-120,143 
661-267,394 
787-84 ,703 
863-733,130 
642-9  ,633 
62-60  ,2   
944-49 ,895 
772-157,615 
211-50 ,161 
250-46 ,204 
505-4  ,501 
509-68 ,441 
944-8  ,936 
880-191,689 
660-509,151 
616-45 ,571 
571-198,373 
374-25 ,349 
509-33 ,476 
533-32 ,501 
344-56 ,288 
557-84 ,473 
271-7  ,264 
338-175,163 
64-17  ,47  
427-138,289 
881-294,587 
703-21 ,682 
424-91 ,333 
872-348,524 
779-5  ,774 
594-386,208 
301-279,22  
71-54  ,17  
892-774,118 
948-89 ,859 
382-1  ,381 
744-172,572 
285-52 ,233 
917-212,705 
677-95 ,582 
694-12 ,682 
307-5  ,302 
935-633,302 
556-250,306 
87-8   ,79  
852-645,207 
714-604,110 
247-83 ,164 
657-381,276 
90-20  ,70  
538-8  ,530 
55-39  ,16  
818-85 ,733 
527-31 ,496 
281-3  ,278 
62-41  ,21  
670-66 ,604 
71-62  ,9   
798-665,133 
766-4  ,762 
894-740,154 
737-65 ,672 
896-87 ,809 
912-4  ,908 
79-59  ,20  
327-79 ,248 
814-45 ,769 
512-62 ,450 
118-90 ,28  
835-63 ,772 
472-8  ,464 
887-47 ,840 
942-361,581 
318-47 ,271 
775-160,615 
680-39 ,641 
813-15 ,798 
853-150,703 
52-29  ,23  
31-16  ,15  
793-106,687 
494-4  ,490 
368-78 ,290 
737-73 ,664 
309-36 ,273 
