questions,expected
9524-6   ,9518 
5076-5   ,5071 
1545-614 ,931  
9326-489 ,8837 
9033-40  ,8993 
8419-2951,5468 
939-7    ,932  
9465-3   ,9462 
768-69   ,699  
218-108  ,110  
998-88   ,910  
763-56   ,707  
5344-1139,4205 
362-23   ,339  
214-43   ,171  
90-47    ,43   
2927-9   ,2918 
710-9    ,701  
3535-93  ,3442 
623-1    ,622  
646-8    ,638  
5330-481 ,4849 
413-0    ,413  
942-4    ,938  
32-26    ,6    
488-86   ,402  
5919-54  ,5865 
602-76   ,526  
56-13    ,43   
9196-77  ,9119 
7714-930 ,6784 
6494-255 ,6239 
358-2    ,356  
3660-193 ,3467 
338-24   ,314  
3047-2   ,3045 
6213-196 ,6017 
621-559  ,62   
236-32   ,204  
5240-1511,3729 
9650-5212,4438 
9516-14  ,9502 
5232-4   ,5228 
82-61    ,21   
557-436  ,121  
6356-6   ,6350 
116-98   ,18   
6595-388 ,6207 
528-7    ,521  
1802-45  ,1757 
8200-26  ,8174 
392-17   ,375  
8677-655 ,8022 
8540-4555,3985 
1871-43  ,1828 
5732-723 ,5009 
456-3    ,453  
8203-668 ,7535 
908-4    ,904  
692-501  ,191  
348-324  ,24   
9896-9   ,9887 
853-46   ,807  
849-534  ,315  
7232-5   ,7227 
8060-307 ,7753 
2902-41  ,2861 
946-896  ,50   
1242-768 ,474  
898-244  ,654  
739-56   ,683  
32-1     ,31   
476-19   ,457  
1892-50  ,1842 
456-37   ,419  
177-42   ,135  
8828-291 ,8537 
2057-7   ,2050 
5592-935 ,4657 
944-722  ,222  
53-52    ,1    
2597-340 ,2257 
2984-537 ,2447 
7246-4   ,7242 
1081-87  ,994  
8965-6   ,8959 
5935-38  ,5897 
552-71   ,481  
211-0    ,211  
53-32    ,21   
968-33   ,935  
2877-132 ,2745 
8767-30  ,8737 
786-72   ,714  
4718-753 ,3965 
2250-84  ,2166 
429-0    ,429  
46-23    ,23   
1606-106 ,1500 
584-370  ,214  
416-9    ,407  
761-491  ,270  
5667-1073,4594 
750-24   ,726  
6396-108 ,6288 
502-5    ,497  
652-186  ,466  
6741-27  ,6714 
3118-5   ,3113 
8861-11  ,8850 
77-47    ,30   
97-71    ,26   
81-36    ,45   
250-47   ,203  
592-95   ,497  
683-0    ,683  
774-530  ,244  
88-70    ,18   
720-51   ,669  
3861-63  ,3798 
474-106  ,368  
8632-5185,3447 
826-64   ,762  
71-38    ,33   
9803-9   ,9794 
648-45   ,603  
4777-3   ,4774 
987-8    ,979  
7966-1   ,7965 
2329-34  ,2295 
971-12   ,959  
770-33   ,737  
881-833  ,48   
2238-96  ,2142 
601-294  ,307  
7644-7142,502  
941-716  ,225  
1350-8   ,1342 
1676-71  ,1605 
2028-882 ,1146 
467-395  ,72   
978-1    ,977  
350-96   ,254  
19-5     ,14   
1513-22  ,1491 
91-20    ,71   
9409-2438,6971 
508-334  ,174  
206-75   ,131  
98-25    ,73   
693-346  ,347  
9120-19  ,9101 
7826-5090,2736 
3499-177 ,3322 
9971-9099,872  
983-911  ,72   
6245-1419,4826 
74-54    ,20   
3660-187 ,3473 
3858-450 ,3408 
410-62   ,348  
376-108  ,268  
5782-1   ,5781 
1443-1   ,1442 
6010-5   ,6005 
3744-413 ,3331 
488-7    ,481  
637-1    ,636  
674-1    ,673  
7445-74  ,7371 
7941-9   ,7932 
5761-0   ,5761 
9416-8882,534  
254-0    ,254  
7564-73  ,7491 
610-79   ,531  
414-4    ,410  
2147-109 ,2038 
679-27   ,652  
46-46    ,0    
4847-54  ,4793 
761-94   ,667  
9707-7633,2074 
1616-14  ,1602 
865-3    ,862  
8872-6205,2667 
1881-95  ,1786 
222-60   ,162  
6054-1   ,6053 
6634-1454,5180 
904-28   ,876  
1536-21  ,1515 
47-3     ,44   
697-2    ,695  
4121-89  ,4032 
5930-5004,926  
943-6    ,937  
9318-7157,2161 
755-475  ,280  
4151-2790,1361 
2001-3   ,1998 
3565-39  ,3526 
6710-5207,1503 
6273-26  ,6247 
541-354  ,187  
8115-4   ,8111 
806-45   ,761  
828-80   ,748  
625-139  ,486  
7240-8   ,7232 
8971-572 ,8399 
6784-6   ,6778 
820-96   ,724  
5402-8   ,5394 
8829-3   ,8826 
5502-865 ,4637 
6773-382 ,6391 
9122-8020,1102 
2676-1   ,2675 
844-826  ,18   
9294-3   ,9291 
6982-0   ,6982 
8475-2   ,8473 
346-7    ,339  
1915-6   ,1909 
5200-693 ,4507 
9519-78  ,9441 
6550-67  ,6483 
302-38   ,264  
375-0    ,375  
8118-305 ,7813 
7110-166 ,6944 
1663-772 ,891  
3069-3030,39   
1065-590 ,475  
1656-15  ,1641 
439-69   ,370  
6957-781 ,6176 
128-82   ,46   
990-372  ,618  
882-850  ,32   
5189-5   ,5184 
7914-7   ,7907 
403-98   ,305  
8485-16  ,8469 
3805-8   ,3797 
33-25    ,8    
4380-4104,276  
6489-12  ,6477 
7845-4   ,7841 
1745-6   ,1739 
7816-6   ,7810 
9082-8842,240  
6116-759 ,5357 
946-6    ,940  
2237-39  ,2198 
811-5    ,806  
9628-571 ,9057 
9768-2   ,9766 
684-46   ,638  
699-305  ,394  
8941-861 ,8080 
112-20   ,92   
3854-3   ,3851 
4207-572 ,3635 
297-53   ,244  
860-62   ,798  
6492-2   ,6490 
486-6    ,480  
742-67   ,675  
116-13   ,103  
719-17   ,702  
631-7    ,624  
6928-8   ,6920 
2681-812 ,1869 
914-250  ,664  
6562-91  ,6471 
466-5    ,461  
7676-822 ,6854 
586-172  ,414  
4469-765 ,3704 
8909-2   ,8907 
97-8     ,89   
580-14   ,566  
3733-3021,712  
179-88   ,91   
653-84   ,569  
2159-7   ,2152 
6263-4   ,6259 
623-83   ,540  
3225-63  ,3162 
1207-805 ,402  
2945-400 ,2545 
4282-72  ,4210 
574-76   ,498  
4596-85  ,4511 
2442-34  ,2408 
803-2    ,801  
3997-36  ,3961 
875-602  ,273  
6050-4   ,6046 
553-9    ,544  
1599-436 ,1163 
293-207  ,86   
319-63   ,256  
7698-2163,5535 
57-36    ,21   
3310-5   ,3305 
720-81   ,639  
9563-96  ,9467 
7691-157 ,7534 
93-55    ,38   
52-41    ,11   
630-8    ,622  
6427-2   ,6425 
9612-89  ,9523 
994-51   ,943  
9997-1   ,9996 
5562-9   ,5553 
7014-5   ,7009 
937-446  ,491  
1109-89  ,1020 
404-16   ,388  
505-1    ,504  
82-77    ,5    
5812-3633,2179 
741-98   ,643  
4535-89  ,4446 
809-541  ,268  
7928-263 ,7665 
7842-5711,2131 
6188-982 ,5206 
431-65   ,366  
3932-50  ,3882 
9164-491 ,8673 
3828-61  ,3767 
3807-876 ,2931 
6127-3957,2170 
9341-94  ,9247 
517-1    ,516  
776-15   ,761  
8769-229 ,8540 
879-582  ,297  
8364-4307,4057 
438-6    ,432  
6407-569 ,5838 
2525-599 ,1926 
8518-2   ,8516 
1248-8   ,1240 
7947-1515,6432 
976-18   ,958  
575-67   ,508  
7722-331 ,7391 
6505-534 ,5971 
739-433  ,306  
1566-8   ,1558 
856-0    ,856  
3775-9   ,3766 
7239-783 ,6456 
412-135  ,277  
735-7    ,728  
607-85   ,522  
2635-8   ,2627 
574-56   ,518  
769-18   ,751  
2973-2271,702  
8822-56  ,8766 
3915-58  ,3857 
2327-1   ,2326 
202-37   ,165  
87-30    ,57   
2273-411 ,1862 
9978-2530,7448 
6513-337 ,6176 
699-201  ,498  
9031-332 ,8699 
659-76   ,583  
993-98   ,895  
976-969  ,7    
325-77   ,248  
9724-8528,1196 
5230-5   ,5225 
423-8    ,415  
684-421  ,263  
331-105  ,226  
8594-843 ,7751 
4668-90  ,4578 
1091-634 ,457  
445-7    ,438  
261-91   ,170  
359-99   ,260  
4221-332 ,3889 
8079-1   ,8078 
5453-21  ,5432 
364-97   ,267  
959-364  ,595  
3162-288 ,2874 
5678-2   ,5676 
6909-2799,4110 
1626-6   ,1620 
3947-49  ,3898 
1923-574 ,1349 
807-475  ,332  
6592-661 ,5931 
801-728  ,73   
9480-0   ,9480 
2254-2   ,2252 
1882-9   ,1873 
8693-7   ,8686 
333-60   ,273  
485-304  ,181  
8819-339 ,8480 
2603-49  ,2554 
2929-0   ,2929 
66-31    ,35   
7023-2   ,7021 
4165-84  ,4081 
9957-389 ,9568 
155-90   ,65   
575-1    ,574  
1526-8   ,1518 
307-76   ,231  
5916-222 ,5694 
6651-321 ,6330 
784-371  ,413  
302-30   ,272  
1121-176 ,945  
80-25    ,55   
826-5    ,821  
987-961  ,26   
6086-9   ,6077 
2151-428 ,1723 
7099-8   ,7091 
115-0    ,115  
9325-219 ,9106 
73-14    ,59   
326-65   ,261  
553-167  ,386  
2989-694 ,2295 
4087-63  ,4024 
555-3    ,552  
7740-6   ,7734 
8654-4   ,8650 
5084-7   ,5077 
7004-341 ,6663 
9125-296 ,8829 
590-6    ,584  
7155-70  ,7085 
9246-7467,1779 
6289-3885,2404 
350-76   ,274  
2602-941 ,1661 
240-9    ,231  
72-55    ,17   
8551-6   ,8545 
734-2    ,732  
7785-309 ,7476 
1594-87  ,1507 
6135-154 ,5981 
9492-79  ,9413 
9346-25  ,9321 
9835-7   ,9828 
9924-5   ,9919 
5039-6   ,5033 
480-468  ,12   
6070-630 ,5440 
567-64   ,503  
8058-94  ,7964 
246-34   ,212  
992-663  ,329  
3213-94  ,3119 
48-1     ,47   
5980-776 ,5204 
5459-43  ,5416 
746-19   ,727  
677-48   ,629  
7848-165 ,7683 
3095-79  ,3016 
616-6    ,610  
487-89   ,398  
552-54   ,498  
9913-2152,7761 
590-11   ,579  
9795-5   ,9790 
2024-7   ,2017 
3060-257 ,2803 
4475-40  ,4435 
6796-86  ,6710 
3317-865 ,2452 
3904-14  ,3890 
9745-51  ,9694 
7517-6038,1479 
5659-66  ,5593 
5409-974 ,4435 
74-13    ,61   
8324-708 ,7616 
999-25   ,974  
7946-14  ,7932 
8013-1   ,8012 
6284-125 ,6159 
3412-81  ,3331 
7224-826 ,6398 
216-72   ,144  
967-861  ,106  
4259-4   ,4255 
714-4    ,710  
514-1    ,513  
9879-2   ,9877 
9468-0   ,9468 
8117-89  ,8028 
383-23   ,360  
6347-1136,5211 
446-26   ,420  
914-0    ,914  
495-6    ,489  
8852-603 ,8249 
2857-6   ,2851 
1261-67  ,1194 
693-0    ,693  
1726-422 ,1304 
1349-494 ,855  
9396-6116,3280 
175-22   ,153  
96-43    ,53   
342-51   ,291  
396-90   ,306  
9058-8088,970  
506-97   ,409  
805-22   ,783  
564-5    ,559  
6470-301 ,6169 
4933-79  ,4854 
9910-8   ,9902 
911-64   ,847  
9182-86  ,9096 
91-49    ,42   
6714-267 ,6447 
8222-466 ,7756 
465-5    ,460  
806-791  ,15   
730-9    ,721  
3078-7   ,3071 
616-195  ,421  
6239-4575,1664 
83-7     ,76   
3793-8   ,3785 
75-18    ,57   
344-60   ,284  
9624-88  ,9536 
664-476  ,188  
74-27    ,47   
5884-79  ,5805 
3473-320 ,3153 
1305-55  ,1250 
902-7    ,895  
5029-536 ,4493 
9634-9405,229  
7544-5   ,7539 
7370-3941,3429 
8464-6   ,8458 
1926-60  ,1866 
7009-40  ,6969 
301-1    ,300  
1744-4   ,1740 
604-315  ,289  
9315-4   ,9311 
8739-2   ,8737 
716-323  ,393  
384-0    ,384  
445-340  ,105  
2485-9   ,2476 
979-7    ,972  
687-75   ,612  
3432-2   ,3430 
344-276  ,68   
134-4    ,130  
6538-9   ,6529 
3609-57  ,3552 
43-34    ,9    
1417-743 ,674  
2572-5   ,2567 
912-684  ,228  
2422-317 ,2105 
755-139  ,616  
2345-3   ,2342 
7124-0   ,7124 
257-7    ,250  
9031-680 ,8351 
7409-364 ,7045 
4021-9   ,4012 
770-1    ,769  
95-63    ,32   
8155-629 ,7526 
404-40   ,364  
4463-8   ,4455 
4319-74  ,4245 
559-2    ,557  
80-45    ,35   
924-142  ,782  
6083-8   ,6075 
9068-35  ,9033 
5967-547 ,5420 
9408-5   ,9403 
6375-64  ,6311 
9069-1846,7223 
8450-936 ,7514 
806-63   ,743  
8465-91  ,8374 
4381-58  ,4323 
1680-42  ,1638 
871-586  ,285  
2326-5   ,2321 
611-375  ,236  
925-14   ,911  
43-1     ,42   
991-7    ,984  
76-19    ,57   
4786-1   ,4785 
954-390  ,564  
859-97   ,762  
572-94   ,478  
8558-586 ,7972 
422-6    ,416  
897-603  ,294  
468-62   ,406  
724-90   ,634  
7197-1795,5402 
4121-3   ,4118 
48-47    ,1    
4652-644 ,4008 
6246-16  ,6230 
6536-603 ,5933 
3502-4   ,3498 
5641-195 ,5446 
5630-7   ,5623 
6983-365 ,6618 
5679-770 ,4909 
9412-85  ,9327 
5397-13  ,5384 
549-27   ,522  
3609-2   ,3607 
7140-91  ,7049 
7400-722 ,6678 
3021-962 ,2059 
5371-72  ,5299 
214-47   ,167  
5263-17  ,5246 
5335-8   ,5327 
7700-0   ,7700 
732-99   ,633  
1661-0   ,1661 
7803-8   ,7795 
1407-51  ,1356 
61-8     ,53   
2347-764 ,1583 
9373-72  ,9301 
8527-988 ,7539 
3594-96  ,3498 
653-409  ,244  
4963-388 ,4575 
3186-96  ,3090 
827-87   ,740  
7878-3744,4134 
680-142  ,538  
156-21   ,135  
8535-4   ,8531 
762-14   ,748  
4629-8   ,4621 
9597-83  ,9514 
687-5    ,682  
9440-0   ,9440 
537-16   ,521  
980-59   ,921  
61-41    ,20   
9144-20  ,9124 
238-21   ,217  
9784-6   ,9778 
9189-36  ,9153 
779-68   ,711  
5087-8   ,5079 
5721-96  ,5625 
9048-42  ,9006 
435-35   ,400  
