questions,expected
341+41 ,382 
845-34 ,811 
489-56 ,433 
166-7  ,159 
0+426  ,426 
29-44  ,-15 
548-57 ,491 
3+992  ,995 
2+782  ,784 
5-572  ,-567
54+37  ,91  
58-70  ,-12 
44-79  ,-35 
554+746,1300
30+136 ,166 
96-914 ,-818
22+15  ,37  
112-81 ,31  
704+46 ,750 
1-234  ,-233
470-56 ,414 
21+91  ,112 
892+309,1201
5+663  ,668 
45-296 ,-251
123+916,1039
509+59 ,568 
12-651 ,-639
600+732,1332
388-307,81  
8-173  ,-165
79-856 ,-777
610+5  ,615 
248+338,586 
32+240 ,272 
803+75 ,878 
83-2   ,81  
56+673 ,729 
673-180,493 
43-0   ,43  
481-14 ,467 
77-5   ,72  
39+15  ,54  
37-518 ,-481
938-21 ,917 
449+95 ,544 
60+806 ,866 
500-172,328 
926+70 ,996 
778+189,967 
117-3  ,114 
88+761 ,849 
88-94  ,-6  
346-4  ,342 
2-680  ,-678
6+762  ,768 
855-965,-110
59-690 ,-631
98-32  ,66  
13-376 ,-363
296+77 ,373 
966+2  ,968 
17+78  ,95  
41-576 ,-535
66+419 ,485 
785-4  ,781 
721-847,-126
208-3  ,205 
184-20 ,164 
97-777 ,-680
2+173  ,175 
0-27   ,-27 
127-122,5   
890-93 ,797 
533+180,713 
8+56   ,64  
7+242  ,249 
142-64 ,78  
7+504  ,511 
14-846 ,-832
7-241  ,-234
601-92 ,509 
702-27 ,675 
61-64  ,-3  
3+93   ,96  
911+1  ,912 
8-892  ,-884
5-675  ,-670
272+68 ,340 
415-3  ,412 
64+13  ,77  
57-352 ,-295
0+3    ,3   
518+421,939 
2+681  ,683 
306+3  ,309 
406+798,1204
95-43  ,52  
92+415 ,507 
44-19  ,25  
5+296  ,301 
718-7  ,711 
9-372  ,-363
135-31 ,104 
5+365  ,370 
7+31   ,38  
216+7  ,223 
467-9  ,458 
697+35 ,732 
9-298  ,-289
232+76 ,308 
926+66 ,992 
636-35 ,601 
876+710,1586
235+41 ,276 
745+901,1646
751-8  ,743 
46+22  ,68  
68-869 ,-801
535-27 ,508 
61-686 ,-625
589+748,1337
101+892,993 
78+51  ,129 
476+610,1086
88+755 ,843 
843-9  ,834 
659-4  ,655 
8+418  ,426 
695+1  ,696 
241-143,98  
65-1   ,64  
26-977 ,-951
1-200  ,-199
145+83 ,228 
82+241 ,323 
3-943  ,-940
287+36 ,323 
572-4  ,568 
493-90 ,403 
9+623  ,632 
203-64 ,139 
499+346,845 
497-2  ,495 
8-497  ,-489
141+7  ,148 
4+166  ,170 
15-800 ,-785
164-95 ,69  
42-886 ,-844
9+217  ,226 
21+593 ,614 
811+7  ,818 
909+15 ,924 
2+803  ,805 
73+27  ,100 
11+382 ,393 
26-18  ,8   
238+26 ,264 
28-85  ,-57 
133-251,-118
45+562 ,607 
4+51   ,55  
14-27  ,-13 
22+61  ,83  
435-57 ,378 
620+843,1463
714+56 ,770 
1-175  ,-174
505-0  ,505 
263+300,563 
57-56  ,1   
123-667,-544
27-558 ,-531
11+64  ,75  
11-803 ,-792
194+29 ,223 
626+750,1376
49-19  ,30  
511+0  ,511 
2-792  ,-790
25-66  ,-41 
642+906,1548
305-28 ,277 
3-479  ,-476
3-251  ,-248
414-1  ,413 
144+933,1077
367-597,-230
622+43 ,665 
316+607,923 
72-65  ,7   
27-20  ,7   
752+6  ,758 
924-5  ,919 
52-82  ,-30 
12+503 ,515 
461+7  ,468 
703+46 ,749 
255-757,-502
43-413 ,-370
24-94  ,-70 
9-84   ,-75 
823-0  ,823 
77-317 ,-240
17-88  ,-71 
199+674,873 
93-791 ,-698
541-0  ,541 
48+409 ,457 
944-9  ,935 
47+49  ,96  
473+445,918 
914+85 ,999 
697+4  ,701 
146+821,967 
29+84  ,113 
666-311,355 
10+611 ,621 
724-80 ,644 
788+916,1704
591+1  ,592 
99+449 ,548 
3-624  ,-621
1+925  ,926 
24+311 ,335 
645-0  ,645 
72-817 ,-745
672+289,961 
24+968 ,992 
64-645 ,-581
4-62   ,-58 
512+909,1421
741+112,853 
725-1  ,724 
575+33 ,608 
89-6   ,83  
94-23  ,71  
70+731 ,801 
987-4  ,983 
76-374 ,-298
93+66  ,159 
42-967 ,-925
914+47 ,961 
72-102 ,-30 
132-90 ,42  
126+9  ,135 
37+765 ,802 
122+57 ,179 
928-1  ,927 
373-5  ,368 
216-36 ,180 
57-302 ,-245
39+311 ,350 
7+252  ,259 
25-41  ,-16 
277+72 ,349 
72-422 ,-350
78+37  ,115 
301+56 ,357 
96-85  ,11  
3+368  ,371 
886-2  ,884 
290-770,-480
4+620  ,624 
31+897 ,928 
922-615,307 
19-695 ,-676
89-8   ,81  
814+47 ,861 
18+707 ,725 
732-49 ,683 
30+195 ,225 
967+22 ,989 
344-903,-559
6+109  ,115 
520+6  ,526 
593-0  ,593 
173-123,50  
77-564 ,-487
81+72  ,153 
67-505 ,-438
36+708 ,744 
433-5  ,428 
41+886 ,927 
2-331  ,-329
556-18 ,538 
871-5  ,866 
56-34  ,22  
9-24   ,-15 
89-899 ,-810
428+9  ,437 
36+104 ,140 
967+5  ,972 
877-43 ,834 
851-27 ,824 
832+2  ,834 
6+962  ,968 
213+7  ,220 
468+486,954 
839+294,1133
167-347,-180
4+880  ,884 
85-755 ,-670
3-4    ,-1  
819+696,1515
487-1  ,486 
92-51  ,41  
98+7   ,105 
5+429  ,434 
911+93 ,1004
813+3  ,816 
63-377 ,-314
34+934 ,968 
55-87  ,-32 
8+362  ,370 
95-14  ,81  
32+9   ,41  
822+610,1432
293+6  ,299 
97+376 ,473 
716-5  ,711 
426-33 ,393 
78+0   ,78  
1+434  ,435 
379-929,-550
42+92  ,134 
53-719 ,-666
322-12 ,310 
514-49 ,465 
859-92 ,767 
225-390,-165
6-0    ,6   
43-65  ,-22 
948-65 ,883 
8+72   ,80  
960+742,1702
8-975  ,-967
1+923  ,924 
990+1  ,991 
28+2   ,30  
719-6  ,713 
54+601 ,655 
54+57  ,111 
273+8  ,281 
437-908,-471
2+24   ,26  
401-9  ,392 
67-72  ,-5  
933+72 ,1005
402-490,-88 
90+415 ,505 
303-9  ,294 
627-267,360 
21+565 ,586 
610-475,135 
973-226,747 
7-890  ,-883
457+8  ,465 
240+433,673 
553-44 ,509 
6-66   ,-60 
320+405,725 
3-180  ,-177
25-790 ,-765
8-531  ,-523
858-176,682 
792-74 ,718 
2-841  ,-839
53-384 ,-331
32+2   ,34  
793-562,231 
9+21   ,30  
74+716 ,790 
774+187,961 
441+95 ,536 
206-0  ,206 
77-997 ,-920
174-59 ,115 
354-60 ,294 
9-210  ,-201
85+998 ,1083
2-760  ,-758
920+396,1316
26-13  ,13  
13+76  ,89  
387-73 ,314 
845+170,1015
114+33 ,147 
631+353,984 
434+6  ,440 
51-37  ,14  
45-96  ,-51 
443-4  ,439 
77-917 ,-840
452+69 ,521 
56-595 ,-539
389-11 ,378 
0+533  ,533 
80-283 ,-203
93-18  ,75  
5-934  ,-929
117-560,-443
5-809  ,-804
155-599,-444
803-96 ,707 
22+167 ,189 
92+332 ,424 
41-55  ,-14 
51-508 ,-457
9+64   ,73  
91+59  ,150 
20+63  ,83  
62-509 ,-447
390+723,1113
5-55   ,-50 
79-462 ,-383
891+41 ,932 
77-568 ,-491
615+0  ,615 
239+2  ,241 
53-55  ,-2  
357-6  ,351 
79+507 ,586 
860+3  ,863 
26+894 ,920 
4-752  ,-748
7+346  ,353 
183-85 ,98  
230+37 ,267 
631+7  ,638 
564+52 ,616 
321+7  ,328 
9+774  ,783 
33+43  ,76  
5-17   ,-12 
51-917 ,-866
492+90 ,582 
9-263  ,-254
1-4    ,-3  
155+88 ,243 
923+59 ,982 
24-88  ,-64 
587-10 ,577 
133+1  ,134 
3-5    ,-2  
732-682,50  
59+7   ,66  
406-382,24  
899-1  ,898 
448+51 ,499 
883-0  ,883 
73+375 ,448 
804-802,2   
609-2  ,607 
967+840,1807
101-327,-226
30+148 ,178 
64+284 ,348 
37+488 ,525 
379-9  ,370 
594+85 ,679 
35-6   ,29  
40-96  ,-56 
150-806,-656
83+1   ,84  
909+45 ,954 
4-35   ,-31 
68-24  ,44  
914+463,1377
81+26  ,107 
633-526,107 
232+19 ,251 
37-238 ,-201
68-604 ,-536
427-571,-144
64+489 ,553 
595+910,1505
20+697 ,717 
282+19 ,301 
2-827  ,-825
47-165 ,-118
505-10 ,495 
0+4    ,4   
297+50 ,347 
72-38  ,34  
22+50  ,72  
25+995 ,1020
597-9  ,588 
82-631 ,-549
933-9  ,924 
768-995,-227
0-312  ,-312
171+496,667 
80-6   ,74  
58+666 ,724 
727+9  ,736 
386+736,1122
322+988,1310
793-8  ,785 
721-62 ,659 
4+331  ,335 
172-7  ,165 
252-374,-122
656-572,84  
66+43  ,109 
887+301,1188
3+36   ,39  
139-0  ,139 
3+492  ,495 
475+40 ,515 
80-49  ,31  
250-3  ,247 
655-37 ,618 
430+5  ,435 
940-46 ,894 
43+728 ,771 
68+58  ,126 
144+585,729 
14-48  ,-34 
181+4  ,185 
37-65  ,-28 
44+233 ,277 
714+75 ,789 
6-798  ,-792
92+869 ,961 
529+404,933 
2+794  ,796 
65-400 ,-335
273+31 ,304 
853+2  ,855 
348-13 ,335 
534+55 ,589 
79+241 ,320 
63-99  ,-36 
6-265  ,-259
7-81   ,-74 
23+441 ,464 
63+861 ,924 
563-8  ,555 
4-741  ,-737
51-655 ,-604
4-929  ,-925
8+852  ,860 
422+902,1324
0-70   ,-70 
9+490  ,499 
74+434 ,508 
515-105,410 
25+732 ,757 
545-7  ,538 
902+68 ,970 
712-939,-227
37+4   ,41  
295-5  ,290 
746+908,1654
71+80  ,151 
995-198,797 
84-1   ,83  
51+98  ,149 
195+56 ,251 
13+889 ,902 
5-661  ,-656
50+230 ,280 
642+817,1459
292+15 ,307 
464-1  ,463 
21+551 ,572 
135-3  ,132 
933+119,1052
710+1  ,711 
508+59 ,567 
0-90   ,-90 
64+299 ,363 
49-3   ,46  
62+490 ,552 
140+26 ,166 
639-5  ,634 
285-73 ,212 
418-478,-60 
62-708 ,-646
94+860 ,954 
959+22 ,981 
72-52  ,20  
74-445 ,-371
418-48 ,370 
216-575,-359
360-352,8   
61-16  ,45  
329+948,1277
38+72  ,110 
603-6  ,597 
566+859,1425
9-474  ,-465
1-118  ,-117
15+33  ,48  
622-43 ,579 
383+38 ,421 
1-535  ,-534
56+774 ,830 
549+1  ,550 
33+61  ,94  
547+4  ,551 
360-33 ,327 
66-513 ,-447
655+0  ,655 
87+680 ,767 
6+752  ,758 
236-98 ,138 
242+309,551 
8-456  ,-448
12+48  ,60  
72-212 ,-140
466-519,-53 
2+398  ,400 
79+710 ,789 
971+5  ,976 
79-361 ,-282
8-730  ,-722
306+745,1051
958+57 ,1015
483-86 ,397 
939-1  ,938 
169-82 ,87  
15+262 ,277 
985+218,1203
396-87 ,309 
15-456 ,-441
78+97  ,175 
67-420 ,-353
10-618 ,-608
602-0  ,602 
955+71 ,1026
336+8  ,344 
97-983 ,-886
342-9  ,333 
2+703  ,705 
599+931,1530
960+333,1293
53-760 ,-707
4+747  ,751 
464-14 ,450 
7-733  ,-726
750-1  ,749 
590+925,1515
649+0  ,649 
59-8   ,51  
0-403  ,-403
5-9    ,-4  
14-91  ,-77 
91-36  ,55  
402+23 ,425 
197+98 ,295 
7-921  ,-914
65+44  ,109 
111-874,-763
67+542 ,609 
976-311,665 
833+653,1486
7+321  ,328 
562+97 ,659 
450-64 ,386 
62-926 ,-864
569+4  ,573 
95-707 ,-612
598+44 ,642 
53-687 ,-634
655+184,839 
980-511,469 
401+811,1212
77+479 ,556 
211-1  ,210 
26-41  ,-15 
36+64  ,100 
258+483,741 
750+113,863 
402+0  ,402 
193-5  ,188 
62-515 ,-453
36+29  ,65  
741+3  ,744 
6+823  ,829 
436-308,128 
3-61   ,-58 
6-253  ,-247
75+1   ,76  
17+41  ,58  
27-547 ,-520
757-9  ,748 
652-23 ,629 
93+601 ,694 
0+221  ,221 
738+26 ,764 
872-0  ,872 
0-707  ,-707
78+14  ,92  
173-44 ,129 
58+244 ,302 
203-558,-355
316+560,876 
63-24  ,39  
514-704,-190
214-181,33  
32-16  ,16  
70-55  ,15  
5+117  ,122 
990+20 ,1010
73-550 ,-477
119-76 ,43  
390-1  ,389 
185-11 ,174 
132-464,-332
560-7  ,553 
1-832  ,-831
49-421 ,-372
9-561  ,-552
376+1  ,377 
5+480  ,485 
776-74 ,702 
6+953  ,959 
993-8  ,985 
30-980 ,-950
34+9   ,43  
687+2  ,689 
5+386  ,391 
74-57  ,17  
476+955,1431
612-95 ,517 
176-881,-705
190-869,-679
98-19  ,79  
7-754  ,-747
257-40 ,217 
0+84   ,84  
56-390 ,-334
31-88  ,-57 
24-995 ,-971
925+5  ,930 
38-54  ,-16 
9-606  ,-597
297+6  ,303 
8+898  ,906 
876-6  ,870 
51-417 ,-366
302-0  ,302 
562-320,242 
474+793,1267
12+218 ,230 
8+948  ,956 
841-6  ,835 
282+762,1044
820-4  ,816 
370+11 ,381 
846+748,1594
7+405  ,412 
290-486,-196
886+95 ,981 
3-495  ,-492
671+7  ,678 
51+638 ,689 
8-826  ,-818
6+655  ,661 
283+744,1027
283+425,708 
521+997,1518
47+9   ,56  
74+494 ,568 
37-239 ,-202
673+36 ,709 
6+681  ,687 
929-41 ,888 
87-299 ,-212
615+4  ,619 
9+249  ,258 
49+625 ,674 
5-889  ,-884
460-34 ,426 
36+267 ,303 
557+679,1236
6+240  ,246 
127-3  ,124 
717+32 ,749 
8-189  ,-181
17+92  ,109 
7-590  ,-583
1-859  ,-858
86-26  ,60  
67-73  ,-6  
55+741 ,796 
505+17 ,522 
604-765,-161
882-875,7   
971+481,1452
687+979,1666
91-21  ,70  
894-133,761 
9+3    ,12  
683+58 ,741 
82-65  ,17  
69+586 ,655 
749-7  ,742 
930-25 ,905 
711+64 ,775 
567+25 ,592 
28-745 ,-717
68+329 ,397 
458-337,121 
824-957,-133
87-8   ,79  
270+23 ,293 
1-173  ,-172
432-62 ,370 
92-85  ,7   
81-575 ,-494
2-850  ,-848
58-10  ,48  
216+425,641 
19-138 ,-119
1-331  ,-330
166+1  ,167 
575+30 ,605 
42-183 ,-141
71+36  ,107 
24-78  ,-54 
79-542 ,-463
205+74 ,279 
60+42  ,102 
444-401,43  
783+67 ,850 
635+918,1553
92+3   ,95  
304-69 ,235 
12-581 ,-569
7+119  ,126 
882-65 ,817 
3+374  ,377 
84+287 ,371 
0+45   ,45  
721-69 ,652 
59-31  ,28  
147-0  ,147 
44-610 ,-566
293+364,657 
52+52  ,104 
271+631,902 
719+681,1400
664+227,891 
2-46   ,-44 
7-130  ,-123
351+374,725 
24+935 ,959 
750+45 ,795 
475-10 ,465 
3+181  ,184 
33-247 ,-214
49-7   ,42  
618-40 ,578 
57-90  ,-33 
62+873 ,935 
134+34 ,168 
2-401  ,-399
780-40 ,740 
433-78 ,355 
426+94 ,520 
429+678,1107
310-653,-343
436-71 ,365 
0+392  ,392 
80+931 ,1011
156-6  ,150 
59-83  ,-24 
712-377,335 
844+17 ,861 
5+259  ,264 
486+1  ,487 
3+192  ,195 
473+4  ,477 
567+517,1084
66+75  ,141 
1+950  ,951 
87-258 ,-171
61+973 ,1034
4-954  ,-950
9-861  ,-852
561+402,963 
38-23  ,15  
2+153  ,155 
483-101,382 
27-439 ,-412
880+890,1770
231+482,713 
473+87 ,560 
256+49 ,305 
11+16  ,27  
758-93 ,665 
3-125  ,-122
58-36  ,22  
3-337  ,-334
764+90 ,854 
98-7   ,91  
79+96  ,175 
78-603 ,-525
349+417,766 
466-96 ,370 
545-4  ,541 
1-676  ,-675
547+171,718 
917+993,1910
293+2  ,295 
347-53 ,294 
909+4  ,913 
134+730,864 
90-23  ,67  
762+42 ,804 
52-94  ,-42 
52+74  ,126 
398-489,-91 
95-79  ,16  
137+3  ,140 
19-49  ,-30 
722+271,993 
31-336 ,-305
2-866  ,-864
3+952  ,955 
413+51 ,464 
84+526 ,610 
75+87  ,162 
61+74  ,135 
70+17  ,87  
419+5  ,424 
424-861,-437
936+87 ,1023
36-519 ,-483
262+76 ,338 
5+87   ,92  
6-417  ,-411
41-49  ,-8  
647+44 ,691 
283+11 ,294 
233+97 ,330 
1+429  ,430 
827-571,256 
185+295,480 
43-55  ,-12 
883+43 ,926 
9+891  ,900 
166+12 ,178 
30-966 ,-936
157+623,780 
5-1    ,4   
2-857  ,-855
593+61 ,654 
6-679  ,-673
945+76 ,1021
76-471 ,-395
149+194,343 
42-459 ,-417
181+994,1175
230+22 ,252 
43+635 ,678 
8-858  ,-850
401-4  ,397 
21+48  ,69  
936+1  ,937 
402+7  ,409 
317+58 ,375 
661+6  ,667 
34-226 ,-192
531+95 ,626 
817-825,-8  
659-5  ,654 
46+657 ,703 
88+14  ,102 
37-658 ,-621
106+698,804 
91+95  ,186 
925+7  ,932 
739-1  ,738 
2-613  ,-611
34+585 ,619 
83-619 ,-536
814-91 ,723 
77-304 ,-227
34+205 ,239 
169-23 ,146 
65-23  ,42  
0+832  ,832 
13+24  ,37  
4-381  ,-377
469+20 ,489 
279-63 ,216 
420-721,-301
254+316,570 
821-6  ,815 
153+147,300 
41-861 ,-820
362-137,225 
312-301,11  
182+95 ,277 
45+5   ,50  
538-43 ,495 
115+598,713 
955+323,1278
29-726 ,-697
782+519,1301
85-903 ,-818
37-23  ,14  
9-267  ,-258
856+74 ,930 
749+18 ,767 
187+87 ,274 
30-237 ,-207
43-1   ,42  
290-533,-243
28+73  ,101 
748+61 ,809 
41+3   ,44  
453-269,184 
935+5  ,940 
40-50  ,-10 
1+232  ,233 
523-2  ,521 
69+826 ,895 
193+816,1009
1+603  ,604 
381-86 ,295 
143-0  ,143 
18-63  ,-45 
405-58 ,347 
15+334 ,349 
9+857  ,866 
28-873 ,-845
850-840,10  
100+0  ,100 
72+1   ,73  
986+659,1645
8-970  ,-962
96+11  ,107 
55+368 ,423 
336-607,-271
42+209 ,251 
406+266,672 
9+224  ,233 
113+97 ,210 
873+902,1775
44+86  ,130 
97+616 ,713 
440-87 ,353 
663+73 ,736 
784-414,370 
483-799,-316
57-509 ,-452
25-773 ,-748
583-1  ,582 
450-48 ,402 
103-24 ,79  
0-527  ,-527
855+3  ,858 
71-30  ,41  
39-70  ,-31 
748-49 ,699 
25-416 ,-391
851+8  ,859 
193+4  ,197 
990+850,1840
3-601  ,-598
38-517 ,-479
180-60 ,120 
21+4   ,25  
646-875,-229
779+273,1052
20-36  ,-16 
724-5  ,719 
67-84  ,-17 
146+289,435 
239-6  ,233 
181+0  ,181 
9-871  ,-862
614+50 ,664 
285+709,994 
468-2  ,466 
57-9   ,48  
400-95 ,305 
69+86  ,155 
49+633 ,682 
585+131,716 
146-7  ,139 
804-718,86  
990-8  ,982 
258-3  ,255 
2-940  ,-938
467+97 ,564 
413-51 ,362 
5+866  ,871 
705-367,338 
659-402,257 
662+15 ,677 
37+204 ,241 
913+664,1577
80+790 ,870 
161+0  ,161 
395+4  ,399 
89-460 ,-371
56-850 ,-794
47+99  ,146 
588+549,1137
82+51  ,133 
80+32  ,112 
88-124 ,-36 
84+921 ,1005
40-682 ,-642
606-630,-24 
50-1   ,49  
822+74 ,896 
94+587 ,681 
7+892  ,899 
9+223  ,232 
0-99   ,-99 
72+7   ,79  
66-55  ,11  
96+34  ,130 
6-657  ,-651
84-87  ,-3  
248+72 ,320 
498+257,755 
968-5  ,963 
89+1   ,90  
362-2  ,360 
94-299 ,-205
120-60 ,60  
6-105  ,-99 
60-55  ,5   
12-120 ,-108
973+8  ,981 
75+22  ,97  
2-561  ,-559
9+57   ,66  
836+6  ,842 
640+17 ,657 
83+246 ,329 
57+727 ,784 
64+707 ,771 
77-578 ,-501
6-575  ,-569
69-264 ,-195
248-2  ,246 
774-7  ,767 
807+4  ,811 
593+15 ,608 
89-222 ,-133
94-882 ,-788
657+83 ,740 
853+583,1436
798+6  ,804 
682+85 ,767 
788-15 ,773 
4+365  ,369 
424-34 ,390 
5-671  ,-666
817-90 ,727 
5+56   ,61  
147-477,-330
260-67 ,193 
262+4  ,266 
836+459,1295
517+57 ,574 
5-438  ,-433
139-981,-842
79+606 ,685 
129-40 ,89  
670-4  ,666 
15-597 ,-582
633+161,794 
866-129,737 
1+823  ,824 
969-6  ,963 
447+16 ,463 
397-156,241 
245-823,-578
326-72 ,254 
70-546 ,-476
64+75  ,139 
38-96  ,-58 
496-43 ,453 
860-18 ,842 
13+205 ,218 
917+757,1674
20+930 ,950 
8-434  ,-426
52-164 ,-112
816-35 ,781 
84+46  ,130 
90-167 ,-77 
37+99  ,136 
548+8  ,556 
88+267 ,355 
456+167,623 
3-21   ,-18 
558+2  ,560 
8+790  ,798 
13+505 ,518 
756-0  ,756 
6-748  ,-742
62+61  ,123 
938-987,-49 
3+644  ,647 
736-0  ,736 
63-3   ,60  
52+950 ,1002
552+91 ,643 
144-2  ,142 
64+966 ,1030
6+844  ,850 
38-73  ,-35 
46-25  ,21  
0+590  ,590 
7+191  ,198 
38-45  ,-7  
344+91 ,435 
258-701,-443
97-24  ,73  
44+36  ,80  
3-740  ,-737
484-25 ,459 
728+500,1228
666+105,771 
366+291,657 
26-945 ,-919
5+576  ,581 
628-7  ,621 
33+74  ,107 
72-304 ,-232
5+374  ,379 
206+84 ,290 
89-944 ,-855
45+75  ,120 
359-77 ,282 
76-207 ,-131
130-14 ,116 
28-51  ,-23 
2-970  ,-968
98-63  ,35  
966+9  ,975 
905-8  ,897 
268+479,747 
0-264  ,-264
71-491 ,-420
928-6  ,922 
656+8  ,664 
494-2  ,492 
724-197,527 
0-584  ,-584
789-985,-196
706+9  ,715 
2-211  ,-209
46-901 ,-855
96-59  ,37  
579-1  ,578 
665-12 ,653 
9+91   ,100 
940-742,198 
568-440,128 
34+344 ,378 
93+240 ,333 
69+141 ,210 
7+381  ,388 
199+682,881 
753-83 ,670 
22-99  ,-77 
41+881 ,922 
212+74 ,286 
249-333,-84 
383-312,71  
354-76 ,278 
813+427,1240
40+68  ,108 
83+370 ,453 
846+4  ,850 
65-800 ,-735
5+850  ,855 
940-73 ,867 
90+287 ,377 
74+393 ,467 
342+25 ,367 
613+1  ,614 
977-597,380 
72-157 ,-85 
428+5  ,433 
358-7  ,351 
12+414 ,426 
3-330  ,-327
23-336 ,-313
508+2  ,510 
289-30 ,259 
56+993 ,1049
208+2  ,210 
264-159,105 
987-263,724 
834-0  ,834 
352+2  ,354 
987+127,1114
84-801 ,-717
51-234 ,-183
12-70  ,-58 
9-807  ,-798
977+1  ,978 
679-68 ,611 
335-7  ,328 
40+189 ,229 
933+29 ,962 
97-582 ,-485
87-578 ,-491
17-57  ,-40 
769-797,-28 
484+1  ,485 
81+88  ,169 
67+917 ,984 
51+391 ,442 
319+7  ,326 
760-856,-96 
52+751 ,803 
14+1   ,15  
458+12 ,470 
5-905  ,-900
86+674 ,760 
76+962 ,1038
43+2   ,45  
